

1	2.	2.	CARD	@ord@	_	--	0
18	Achtung	Achtung	NN	Achtung	acc|sg|fem	CJ	17
19	schuldig	schuldig	ADJD	schuldig	pos	PD	6
20	,	,	$,	,	_	--	19
21	und	und	KON	und	_	CD	6
22	wer	wer	PWS	wer	nom|sg|masc	SB	27
23	dieses	dieses	PDAT	dies	acc|sg|neut	NK	24
24	Gebot	Gebot	NN	Gebot	acc|sg|neut	OA	27
25	der	der	ART	d	gen|sg|fem	NK	26
26	Liebe	Liebe	NN	Liebe	gen|sg|fem	AG	24
27	verletzt	verletzt	VVPP	verletzen	_	SB	30
28	,	,	$,	,	_	--	27
29	der	der	PDS	d	nom|sg|masc	SB	37
30	kann	kann	VMFIN	können	sg|3|pres|ind	CJ	21
31	unmoͤglich	unmöglich	ADJD	unmöglich	pos	MO	36
32	fuͤr	für	APPR	für	_	MO	36
33	einen	einen	ART	ein	acc|sg|masc	NK	35
34	wahren	wahren	ADJA	wahr	acc|sg|masc|pos	NK	35
35	Christen	Christen	NN	Christ	acc|sg|masc	NK	32
36	gehalten	gehalten	VVPP	halten	_	OC	37
37	werden	werden	VAINF	werden	_	OC	30
38	.	.	SENT	.	_	--	37

1	Aber	Aber	KON	aber	_	JU	3
2	was	was	PWS	was	nom|sg|neut	SB	3
3	muß	muß	VMFIN	müssen	sg|3|pres|ind	--	0
4	denn	denn	ADV	denn	_	MO	3
5	erst	erst	ADV	erst	_	MO	10
6	von	von	APPR	von	_	OP	10
7	einem	einem	ART	ein	dat|sg|masc	NK	8
8	Menschen	Menschen	NN	Mensch	dat|sg|masc	NK	6
9	zu	zu	PTKZU	zu	_	PM	10
10	halten	halten	VVINF	halten	_	OC	11
11	seyn	sein	VAINF	sein	_	OC	3
12	,	,	$,	,	_	--	11
13	der	der	PRELS	d	nom|sg|masc	SB	21
14	sogar	sogar	ADV	sogar	_	MO	21
15	auch	auch	ADV	auch	_	MO	21
16	seinem	seinem	PPOSAT	sein	dat|sg|masc	NK	17
17	Wohlthaͤter	Wohltäter	NN	Wohltäter	dat|sg|masc	DA	21
18	Liebe	Liebe	NN	Liebe	acc|sg|fem	OA	21
19	und	und	KON	und	_	CD	18
20	Achtung	Achtung	NN	Achtung	acc|sg|fem	CJ	19
21	versagt	versagt	VVPP	versagen	sg|3|pres|ind	RC	8
22	?	?	SENT	?	_	--	21

1	Freylich	Freilich	ADV	freilich	_	MO	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	Erwartung	Erwartung	NN	Erwartung	nom|sg|fem	SB	2
4	menschlicher	menschlicher	ADJA	menschlich	gen|sg|fem|pos	NK	5
5	Vergeltung	Vergeltung	NN	Vergeltung	gen|sg|fem	AG	3
6	bey	bei	APPR	bei	_	MNR	3
7	weitem	weitem	PIS	weiter	dat|sg|neut|pos	NK	11
8	nicht	nicht	PTKNEG	nicht	_	NG	11
9	der	der	ART	d	nom|sg|masc	NK	11
10	vornehmste	vornehmste	ADJA	vornehm	nom|sg|masc|sup	NK	11
11	Bewegungsgrund	Bewegungsgrund	NN	Bewegungsgrund	nom|sg|masc	NK	6
12	,	,	$,	,	_	--	11
13	warum	warum	PWAV	warum	_	MO	17
14	edelgesinnte	edelgesinnte	ADJA	edelgesinnte	nom|pl|masc|pos	NK	15
15	Menschen	Menschen	NN	Mensch	nom|pl|masc	SB	17
16	Wohlthaten	Wohltaten	NN	Wohltat	acc|pl|fem	OA	17
17	erzeigen	erzeigen	VVINF	erzeigen	_	RC	11
18	.	.	SENT	.	_	--	17

1	Aber	Aber	ADV	aber	_	JU	2
2	muß	muß	VMFIN	müssen	sg|3|pres|ind	--	0
3	ihnen	ihnen	PPER	sie	dat|pl|*|3	DA	10
4	nicht	nicht	PTKNEG	nicht	_	NG	2
5	dennoch	dennoch	ADV	dennoch	_	MO	2
6	Undankbarkeit	Undankbarkeit	NN	Undankbarkeit	acc|sg|fem	OA	8
7	aͤußerst	äußerst	ADV	äußerst	_	MO	8
8	empfindlich	empfindlich	ADJD	empfindlich	pos	PD	11
9	und	und	KON	und	_	CD	8
10	kraͤnkend	kränkend	ADJD	kränkend	pos	CJ	9
11	seyn	sein	VAINF	sein	_	OC	2
12	?	?	SENT	?	_	--	11

1	Jesus	Jesus	NE	Jesus	nom|sg|masc	SB	2
2	war	war	VAFIN	sein	sg|3|past|ind	--	0
3	ganz	ganz	ADV	ganz	_	MO	4
4	gewiß	gewiß	ADJD	gewiß	_	MO	2
5	der	der	ART	d	nom|sg|masc	NK	6
6	alleruneigennuͤtzigste	alleruneigennützigste	ADJA	alleruneigennützigste	nom|sg|masc|sup	PD	2
7	unter	unter	APPR	unter	_	MNR	6
8	allen	allen	PIAT	all	dat|pl|masc	NK	9
9	Wohlthaͤtern	Wohltätern	NN	Wohltätern	dat|pl|masc	NK	7
10	,	,	$,	,	_	--	9
11	die	die	PRELS	d	nom|pl|masc	SB	16
12	je	je	ADV	je	_	MO	15
13	die	die	ART	d	acc|sg|fem	NK	14
14	Welt	Welt	NN	Welt	acc|sg|fem	OA	15
15	gesehen	gesehen	VVPP	sehen	_	OC	16
16	hat	hat	VAFIN	haben	sg|3|pres|ind	RC	9
17	;	;	SENT	;	_	--	16

1	aber	aber	KON	aber	_	JU	3
2	er	er	PPER	er	nom|sg|masc|3	SB	3
3	empfand	empfand	VVFIN	empfinden	sg|3|past|ind	--	0
4	es	es	PPER	es	acc|sg|neut|3	OA	3
5	doch	doch	ADV	doch	_	MO	3
6	,	,	$,	,	_	--	5
7	wie	wie	KOUS	wie	_	MO	12
8	wir	wir	PPER	wir	nom|pl|*|1	SB	13
9	aus	aus	APPR	aus	_	MO	12
10	unserm	unserm	PPOSAT	unser	dat|sg|masc	NK	11
11	Text	Text	NN	Text	dat|sg|masc	NK	9
12	gehoͤrt	gehört	VVPP	gehören	_	OC	13
13	haben	haben	VAFIN	haben	pl|3|pres|ind	OC	3
14	,	,	$,	,	_	--	13
15	mit	mit	APPR	mit	_	MO	45
16	einer	einer	ART	ein	dat|sg|fem	NK	17
17	Art	Art	NN	Art	dat|sg|fem	NK	15
18	von	von	APPR	von	_	PG	17
19	Betruͤbniß	Betrübnis	NN	Betrübnis	dat|pl|masc	NK	18
20	,	,	$,	,	_	--	19
21	daß	daß	KOUS	daß	_	CP	37
22	die	die	ART	d	nom|pl|fem	NK	23
23	Fuͤhllosen	Fühllosen	NN	Fühllosen	nom|pl|fem	SB	37
24	,	,	$,	,	_	--	23
25	die	die	PRELS	d	acc|pl|fem	OA	32
26	er	er	PPER	er	nom|sg|masc|3	SB	33
27	von	von	APPR	von	_	OP	32
28	einem	einem	ART	ein	dat|sg|masc	NK	31
29	so	so	ADV	so	_	MO	30
30	großen	großen	ADJA	groß	dat|sg|masc|pos	NK	31
31	Uebel	Übel	NN	Übel	dat|sg|masc	NK	27
32	befreyt	befreit	VVPP	befreien	_	OC	33
33	hatte	hatte	VAFIN	haben	sg|3|past|ind	RC	23
34	,	,	$,	,	_	--	33
35	kaltsinnig	kaltsinnig	ADJD	kaltsinnig	pos	MO	37
36	dahin	dahin	PAV	dahin	_	MO	37
37	giengen	gingen	VVFIN	gehen	pl|3|past|ind	RE	4
38	,	,	$,	,	_	--	37
39	und	und	KON	und	_	CD	37
40	ihm	ihm	PPER	er	dat|sg|masc|3	DA	45
41	nicht	nicht	PTKNEG	nicht	_	NG	45
42	einmal	einmal	ADV	einmal	_	MO	41
43	mit	mit	APPR	mit	_	MO	45
44	Worten	Worten	NN	Wort	dat|pl|neut	NK	43
45	dankten	dankten	VVFIN	dankten	pl|3|past|ind	CJ	39
46	.	.	SENT	.	_	--	45

1	Und	Und	KON	und	_	JU	3
2	warum	warum	PWAV	warum	_	MO	3
3	schmerzte	schmerzte	VVFIN	schmerzte	sg|3|past|ind	--	0
4	es	es	PPER	es	nom|sg|neut|3	EP	3
5	ihn	ihn	PPER	er	acc|sg|masc|3	OA	3
6	denn	denn	ADV	denn	_	MO	3
7	so	so	ADV	so	_	MO	8
8	sehr	sehr	ADV	sehr	_	MO	3
9	,	,	$,	,	_	--	8
10	daß	daß	KOUS	daß	_	CP	16
11	Judas	Judas	NE	Judas	nom|sg|*	SB	16
12	zum	zum	APPRART	zum	dat|sg|masc	MO	16
13	Verraͤther	Verräter	NN	Verräter	dat|sg|masc	NK	12
14	an	an	APPR	an	_	MNR	13
15	ihm	ihm	PPER	er	dat|sg|masc|3	NK	14
16	wurde	wurde	VAFIN	werden	sg|3|past|ind	CC	7
17	?	?	SENT	?	_	--	16

1	Die	Die	ART	d	nom|sg|fem	NK	3
2	vornehmste	vornehmste	ADJA	vornehm	nom|sg|fem|pos	NK	3
3	Ursache	Ursache	NN	Ursache	nom|sg|fem	SB	4
4	war	war	VAFIN	sein	sg|3|past|ind	--	0
5	eben	eben	ADV	eben	_	MO	6
6	diese	diese	PDAT	dies	acc|sg|fem	SB	4
7	,	,	$,	,	_	--	6
8	daß	daß	KOUS	daß	_	CP	13
9	er	er	PPER	er	nom|sg|masc|3	SB	13
10	diesen	diesen	PDAT	dies	dat|pl|fem	NK	11
11	Unwuͤrdigen	Unwürdigen	NN	Unwürdigen	acc|sg|masc	OA	13
12	bisher	bisher	ADV	bisher	_	MO	13
13	ernaͤhrt	ernährt	VVFIN	ernähren	_	PD	4
14	,	,	$,	,	_	--	13
15	auf	auf	APPR	auf	_	MO	18
16	das	das	ART	d	acc|sg|neut	NK	17
17	treulichste	treulichste	ADJA	treulichste	acc|sg|neut|sup	NK	15
18	unterrichtet	unterrichtet	VVPP	unterrichten	_	CJ	13
19	,	,	$,	,	_	--	18
20	und	und	KON	und	_	CD	4
21	mit	mit	APPR	mit	_	MO	23
22	Wohlthaten	Wohltaten	NN	Wohltat	dat|pl|neut	NK	21
23	uͤberhaͤuft	überhäuft	VVPP	überhäufen	_	OC	24
24	hatte	hatte	VAFIN	haben	sg|3|past|ind	CJ	20
25	.	.	SENT	.	_	--	24

1	Und	Und	KON	und	_	JU	3
2	daher	daher	ADV	daher	_	MO	3
3	wendet	wendet	VVFIN	wenden	sg|3|pres|ind	--	0
4	er	er	PPER	er	nom|sg|masc|3	SB	3
5	auf	auf	APPR	auf	_	MO	3
6	sich	sich	PRF	er|es|sie	acc|sg|3	NK	5
7	die	die	ART	d	acc|pl|fem	NK	8
8	Worte	Worte	NN	Wort	acc|pl|neut	OA	3
9	an	an	PTKVZ	an	_	SVP	3
10	:	:	SENT	:	_	--	9

1	Wer	Wer	PWS	wer	nom|sg|masc	SB	4
2	mein	mein	PPOSAT	mein	acc|sg|neut	NK	3
3	Brod	Brot	NN	Brot	acc|sg|neut	OA	4
4	isset	isst	VVPP	isst	_	RE	13
5	,	,	$,	,	_	--	4
6	den	den	PRELS	d	acc|sg|masc	OA	10
7	ich	ich	PPER	ich	nom|sg|*|1	SB	11
8	mit	mit	APPR	mit	_	MO	10
9	Wohlthaten	Wohltaten	NN	Wohltat	dat|pl|neut	NK	8
10	uͤberhaͤuft	überhäuft	VVPP	überhäufen	_	OC	11
11	habe	habe	VAFIN	haben	sg|3|pres|subj	RC	3
12	,	,	$,	,	_	--	11
13	der	der	PDS	d	nom|sg|masc	SB	14
14	tritt	tritt	VVFIN	treten	sg|3|pres|ind	--	0
15	mich	mich	PPER	ich	acc|sg|*|1	OA	14
16	unter	unter	APPR	unter	_	MO	14
17	die	die	ART	d	acc|pl|masc	NK	18
18	Fuͤße	Füße	NN	Fuß	acc|pl|masc	NK	16
19	,	,	$,	,	_	--	18
20	der	der	PRELS	d	nom|sg|masc	SB	21
21	begegnet	begegnet	VVFIN	begegnen	sg|3|pres|ind	RC	13
22	mir	mir	PPER	ich	dat|sg|*|1	DA	21
23	mit	mit	APPR	mit	_	MO	21
24	dem	dem	ART	d	dat|sg|masc	NK	26
