

1	Angestellter	Angestellter	NN	angestellter	gen|pl|fem|pos	NK	2
32	Bewegung	Bewegung	NN	Bewegung	acc|sg|fem	CJ	29
33	regieret	regieret	VVFIN	regieren	_	NK	32
34	.	.	SENT	.	_	--	33

1	Weilen	Weilen	KOUS	weil	_	MO	16
2	also	also	ADV	also	_	MO	16
3	die	die	ART	d	acc|sg|fem	NK	12
4	Schwehre	schwere	NN	Schwere	acc|sg|fem|pos	NK	12
5	nicht	nicht	PTKNEG	nicht	_	NG	6
6	nur	nur	ADV	nur	_	MO	7
7	das	das	ART	d	acc|sg|neut	OA	8
8	fallen	fallen	NN	Fallen	pl|3|pres|ind	MO	12
9	der	der	ART	d	dat|sg|fem	NK	12
10	uns	uns	PPER	wir	dat|pl|*|1	DA	11
11	nahen	nahen	ADJA	nah	acc|sg|masc|pos	NK	12
12	Koͤrper	Körper	NN	Körper	dat|sg|masc	OA	16
13	gegen	gegen	APPR	gegen	_	MO	16
14	die	die	ART	d	acc|sg|fem	NK	15
15	Erde	Erde	NN	Erde	acc|sg|fem	NK	13
16	wuͤrket	würket	VVPP	würket	sg|3|pres|ind	RE	34
17	,	,	$,	,	_	--	16
18	sondern	sondern	KON	sondern	_	CD	16
19	auch	auch	ADV	auch	_	MO	21
20	den	den	ART	d	acc|sg|masc	NK	21
21	Mond	Mond	NN	Mond	acc|sg|masc	SB	32
22	,	,	$,	,	_	--	21
23	welcher	welcher	PRELS	welch	nom|sg|masc	SB	27
24	sich	sich	PRF	er|es|sie	acc|sg|3	OA	27
25	um	um	APPR	um	_	MO	27
26	sie	sie	PPER	Sie	acc|sg|fem|3	NK	25
27	schwinget	schwinget	VVFIN	schwinget	sg|3|pres|ind	RC	21
28	,	,	$,	,	_	--	27
29	in	in	APPR	in	_	MO	32
30	seiner	seiner	PPOSAT	sein	dat|sg|fem	NK	31
31	Bahn	Bahn	NN	Bahn	dat|sg|fem	NK	29
32	erhaͤlt	erhält	VVFIN	erhalten	sg|3|pres|ind	CJ	18
33	,	,	$,	,	_	--	32
34	so	so	ADV	so	_	MO	35
35	scheinet	scheinet	VVFIN	scheinen	sg|3|pres|ind	--	0
36	es	es	PPER	es	nom|sg|neut|3	SB	35
37	nach	nach	APPR	nach	_	MO	35
38	der	der	ART	d	dat|sg|fem	NK	39
39	Gleichfoͤrmigkeit	Gleichförmigkeit	NN	Gleichförmigkeit	dat|sg|fem	NK	37
40	,	,	$,	,	_	--	39
41	daß	daß	KOUS	daß	_	CP	54
42	in	in	APPR	in	_	MO	54
43	jedem	jedem	PIAT	jed	dat|sg|masc	NK	44
44	Planet	Planet	NN	Planet	dat|sg|masc	NK	42
45	,	,	$,	,	_	--	44
46	auch	auch	ADV	auch	_	MO	48
47	selbst	selbst	PRF	selbst	_	MO	48
48	in	in	APPR	in	_	APP	44
49	der	der	ART	d	dat|sg|fem	NK	50
50	Sonne	Sonne	NN	Sonne	dat|sg|fem	NK	48
51	eine	eine	ART	ein	acc|sg|fem	NK	54
52	solche	solche	PIAT	solch	acc|sg|fem	NK	54
53	Schwehre	schwere	NN	Schwere	acc|pl|masc|sup	NK	54
54	wohne	wohne	VVFIN	wohne	sg|3|pres|subj	OC	39
55	,	,	$,	,	_	--	54
56	der	der	ART	d	dat|sg|fem	NK	58
57	gleichen	gleichen	ADJA	gleich	gen|pl|fem|pos	NK	58
58	Wuͤrkungen	Wirkungen	NN	Wirkung	gen|pl|fem	DA	59
59	faͤhig	fähig	ADJD	fähig	pos	MO	35
60	.	.	SENT	.	_	--	59

1	Die	Die	ART	d	nom|pl|masc	NK	2
2	Erde	Erde	NN	Erde	nom|sg|fem	SB	6
3	und	und	KON	und	_	CD	2
4	alle	alle	PIAT	all	nom|pl|*	NK	5
5	Planeten	Planeten	NN	Planet	nom|pl|*	CJ	3
6	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
7	,	,	$,	,	_	--	6
8	in	in	APPR	in	_	MO	15
9	Ansehen	Ansehen	NN	Ansehen	dat|sg|neut	NK	8
10	der	der	ART	d	gen|sg|fem	NK	11
11	Sonne	Sonne	NN	Sonne	gen|sg|fem	AG	9
12	,	,	$,	,	_	--	11
13	in	in	APPR	in	_	MO	15
14	gleichem	gleichem	ADJA	gleich	dat|sg|masc|pos	NK	13
15	Zusand	zusahnt	VVPP	zusahnt	_	PD	6
16	,	,	$,	,	_	--	15
17	in	in	APPR	in	_	MO	25
18	welchem	welchem	PRELS	welch	dat|sg|masc	NK	17
19	der	der	ART	d	nom|sg|masc	NK	20
20	Mond	Mond	NN	Mond	nom|sg|masc	SB	25
21	in	in	APPR	in	_	MO	25
22	Ansehen	Ansehen	NN	Ansehen	dat|sg|neut	NK	21
23	der	der	ART	d	gen|sg|fem	NK	24
24	Erde	Erde	NN	Erde	gen|sg|fem	AG	22
25	ist	ist	VAFIN	sein	sg|3|pres|ind	RC	11
26	:	:	SENT	:	_	--	25

1	Also	Also	ADV	also	_	MO	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	es	es	PPER	es	nom|sg|neut|3	SB	2
4	ja	ja	ADV	ja	_	MO	2
5	moͤglich	möglich	ADJD	möglich	pos	PD	2
6	,	,	$,	,	_	--	5
7	daß	daß	KOUS	daß	_	CP	17
8	die	die	ART	d	nom|pl|masc	NK	9
9	Schwehre	schwere	NN	Schwere	nom|pl|*	SB	17
10	gegen	gegen	APPR	gegen	_	MNR	9
11	die	die	ART	d	acc|sg|fem	NK	12
12	Sonne	Sonne	NN	Sonne	acc|sg|fem	NK	10
13	sie	sie	PPER	Sie	nom|sg|fem|3	SB	17
14	in	in	APPR	in	_	MO	17
15	ihren	ihren	PPOSAT	ihr	dat|pl|fem	NK	16
16	Bahnen	Bahnen	NN	Bahn	dat|pl|fem	NK	14
17	erhalte	erhalte	VVFIN	erhalten	sg|3|pres|subj	RE	3
18	:	:	SENT	:	_	--	17

1	Und	Und	KON	und	_	JU	7
2	die	die	ART	d	nom|pl|fem	NK	3
3	Bewegungen	Bewegungen	NN	Bewegung	nom|pl|fem	SB	7
4	der	der	ART	d	gen|sg|fem	NK	6
5	himmlischen	himmlischen	ADJA	himmlisch	gen|pl|masc|pos	NK	6
6	Koͤrper	Körper	NN	Körper	gen|pl|masc	AG	3
7	stimmen	stimmen	VVFIN	stimmen	pl|3|pres|ind	--	0
8	genau	genau	ADJD	genau	pos	MO	7
9	mit	mit	APPR	mit	_	MO	7
10	einander	einander	PRF	einander	dat|pl|3	NK	9
11	uͤberein	überein	PTKVZ	überein	_	SVP	7
12	,	,	$,	,	_	--	11
13	und	und	KON	und	_	CD	7
14	sind	sind	VAFIN	sein	pl|3|pres|ind	CJ	13
15	alle	alle	PIAT	all	nom|pl|*	SB	14
16	dieser	dieser	PDAT	dies	gen|pl|neut	NK	18
17	allgemeinen	allgemeinen	ADJA	allgemein	gen|sg|fem|pos	NK	18
18	Schwehre	schwere	NN	Schwere	acc|pl|fem|pos	AG	15
19	unterthan	untertan	ADJD	untertan	_	MO	14
20	.	.	SENT	.	_	--	19

1	Dieß	Dies	PDS	dies	nom|sg|neut	SB	2
2	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
3	die	die	ART	d	nom|pl|fem	NK	4
4	Wuͤrkungen	Wirkungen	NN	Wirkung	nom|pl|fem	SB	2
5	der	der	ART	d	gen|sg|fem	NK	6
6	Schwehre	schwere	NN	Schwere	gen|pl|neut	AG	4
7	in	in	APPR	in	_	MO	2
8	dem	dem	ART	d	dat|sg|masc	NK	9
9	Himmel	Himmel	NN	Himmel	dat|sg|masc	NK	7
10	.	.	SENT	.	_	--	9

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	--	0
3	viel	viel	ADV	viel	_	MO	5
4	zu	zu	PTKA	zu	_	MO	5
5	weitlaͤufig	weitläufig	ADJD	weitläufig	pos	PD	6
6	seyn	sein	VAINF	sein	_	OC	2
7	,	,	$,	,	_	--	6
8	alles	alles	PIS	all	acc|sg|neut	OA	16
9	was	was	PWREL	was	acc|sg|neut	OA	14
10	sie	sie	PPER	Sie	nom|pl|masc|3	SB	14
11	auf	auf	APPR	auf	_	MO	14
12	unserer	unserer	PPOSAT	unser	dat|sg|fem	NK	13
13	Erde	Erde	NN	Erde	dat|sg|fem	NK	11
14	wuͤrket	würket	VVPP	würket	sg|3|pres|ind	RC	8
15	,	,	$,	,	_	--	14
16	durchzugehen	durchzugehen	VVINF	durchzugehen	_	OC	5
17	;	;	SENT	;	_	--	16

1	sie	sie	PPER	Sie	nom|sg|fem|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	es	es	PPER	es	nom|sg|neut|3	SB	2
4	,	,	$,	,	_	--	3
5	die	die	PRELS	d	nom|pl|masc	SB	11
6	schier	schier	ADJD	schier	pos	MO	11
7	alle	alle	PIAT	all	acc|pl|*	NK	9
8	physische	physische	ADJA	physisch	acc|pl|fem|pos	NK	9
9	Wuͤrkungen	Wirkungen	NN	Wirkung	acc|pl|fem	OA	11
10	hier	hier	ADV	hier	_	MO	11
11	bewerkstelliget	bewerkstelliget	VVPP	bewerkstelligen	_	PD	2
12	;	;	SENT	;	_	--	11

1	die	die	ART	d	nom|pl|masc	NK	3
2	meisten	meisten	PIAT	meist	nom|pl|masc	NK	3
3	Ruͤstzeuge	Rüstzeuge	NN	Rüstzeuge	acc|pl|neut	SB	4
4	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
5	,	,	$,	,	_	--	4
6	diese	diese	PDAT	dies	nom|pl|neut	PD	4
7	Schwehre	schwere	NN	Schwere	nom|pl|masc|pos	MO	9
8	zu	zu	PTKZU	zu	_	PM	9
9	uͤberwinden	überwinden	VVINF	überwinden	_	RE	6
10	,	,	$,	,	_	--	9
11	erfunden	erfunden	VVPP	erfinden	_	OC	12
12	worden	worden	VAPP	werden	_	OC	4
13	,	,	$,	,	_	--	12
14	und	und	KON	und	_	CD	4
15	sie	sie	PPER	Sie	nom|sg|fem|3	SB	16
16	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	14
17	das	das	ART	d	nom|sg|neut	NK	18
18	Treibwerk	Treibwerk	NN	Treibwerk	nom|sg|neut	PD	16
19	,	,	$,	,	_	--	18
20	welches	welches	PRELS	welch	nom|sg|neut	NK	21
21	alles	alles	PIS	all	nom|sg|neut	SB	24
22	in	in	APPR	in	_	CVC	24
23	Bewegung	Bewegung	NN	Bewegung	acc|sg|fem	NK	22
24	setzet	setzet	VVFIN	setzen	_	RC	18
25	.	.	SENT	.	_	--	24

1	Wenn	Wenn	KOUS	wenn	_	CP	9
2	wir	wir	PPER	wir	nom|pl|*|1	SB	9
3	schon	schon	ADV	schon	_	MO	9
4	die	die	ART	d	acc|sg|fem	NK	5
5	Ursache	Ursache	NN	Ursache	acc|sg|fem	OA	9
6	der	der	ART	d	gen|sg|fem	NK	7
7	Schwehre	schwere	NN	Schwere	nom|sg|masc|pos	SB	18
8	nicht	nicht	PTKNEG	nicht	_	NG	9
9	kennen	kennen	VVINF	kennen	_	RE	20
10	,	,	$,	,	_	--	9
11	die	die	PRELS	d	acc|pl|neut	OA	15
12	uns	uns	PPER	wir	acc|pl|*|1	DA	15
13	vielleicht	vielleicht	ADV	vielleicht	_	MO	15
14	zu	zu	PTKZU	zu	_	PM	15
15	erkennen	erkennen	VVFIN	erkennen	_	OC	17
16	nicht	nicht	PTKNEG	nicht	_	NG	17
17	verstattet	verstattet	VVPP	verstatten	_	PD	18
18	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	9
19	,	,	$,	,	_	--	18
20	so	so	ADV	so	_	MO	21
21	erkennen	erkennen	VVFIN	erkennen	pl|1|pres|ind	--	0
22	wir	wir	PPER	wir	nom|pl|*|1	SB	21
23	doch	doch	ADV	doch	_	MO	21
24	eine	eine	ART	ein	acc|sg|fem	NK	27
25	sehr	sehr	ADV	sehr	_	MO	26
26	wesentliche	wesentliche	ADJA	wesentlich	nom|sg|fem|pos	NK	27
27	Eigenschaft	Eigenschaft	NN	Eigenschaft	nom|sg|fem	OA	21
28	von	von	APPR	von	_	PG	27
29	ihr	ihr	PPER	Ihr	dat|sg|fem|3	NK	28
30	:	:	SENT	:	_	--	29

1	Nehmlich	Nämlich	ADV	nämlich	_	MO	13
2	daß	daß	KOUS	daß	_	CP	14
3	diese	diese	PDAT	dies	nom|sg|fem	NK	4
4	Kraft	Kraft	NN	Kraft	nom|sg|fem	SB	14
5	in	in	APPR	in	_	MO	13
6	allein	allein	ADV	allein	_	MO	7
7	Koͤrpern	Körpern	NN	Körper	dat|pl|masc	NK	5
8	,	,	$,	,	_	--	7
9	in	in	APPR	in	_	MO	13
10	Verhaͤltniß	Verhältnis	NN	Verhältnis	dat|sg|neut	NK	9
11	ihres	ihres	PPOSAT	ihr	gen|sg|neut	NK	12
12	Klumpens	Klumpens	NN	Klumpens	gen|sg|neut	AG	10
13	ausgebreitet	ausgebreitet	VVPP	ausbreiten	_	PD	14
14	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
15	;	;	SENT	;	_	--	14

1	ein	ein	ART	ein	nom|sg|neut	NK	3
2	jedes	jedes	PIAT	jed	nom|sg|neut	NK	3
3	Theilgen	Theilgen	NN	Teilchen	nom|sg|neut	SB	6
4	der	der	ART	d	gen|pl|masc	NK	5
5	Koͤrper	Körper	NN	Körper	gen|pl|masc	AG	3
6	besitzet	besitzet	VVFIN	besitzet	sg|3|pres|ind	--	0
7	,	,	$,	,	_	--	6
8	so	so	ADV	so	_	MO	10
9	zu	zu	PTKZU	zu	_	PM	10
10	reden	reden	VVINF	reden	_	OC	6
11	,	,	$,	,	_	--	10
12	einen	einen	ART	ein	acc|sg|masc	NK	14
13	gleichen	gleichen	ADJA	gleich	acc|sg|masc|pos	NK	14
14	Theil	Teil	NN	Teil	acc|sg|masc	OA	15
15	derjenigen	derjenigen	PDS	derjenige	pl|3|pres|ind	CJ	6
16	Ursach	Ursache	NN	Ursache	nom|sg|fem	OA	15
17	,	,	$,	,	_	--	16
18	(	(	$(	(	_	--	17
19	was	was	PWREL	was	nom|sg|neut	SB	33
20	fuͤr	für	APPR	für	_	MO	25
21	eine	eine	ART	ein	acc|sg|fem	PD	25
22	es	es	PPER	es	nom|sg|neut|3	SB	26
23	nur	nur	ADV	nur	_	MO	24
24	immer	immer	ADV	immer	_	MO	26
25	seyn	sein	VAINF	sein	_	OC	26
26	mag	mag	VMFIN	mögen	sg|3|pres|ind	OC	16
27	,	,	$,	,	_	--	26
28	)	)	$)	)	_	--	27
29	die	die	PRELS	d	acc|pl|neut	NK	20
30	sie	sie	PPER	Sie	acc|sg|fem|3	OA	33
31	zum	zum	APPRART	zum	dat|sg|masc	MO	33
32	Fall	Fall	NN	Fall	dat|sg|masc	NK	31
33	antreibet	antreibet	VVFIN	antreibet	sg|3|pres|ind	RC	15
34	.	.	SENT	.	_	--	33

1	Man	Man	PIS	man	nom|sg|*	SB	2
2	muß	muß	VMFIN	müssen	sg|3|pres|ind	--	0
3	hier	hier	ADV	hier	_	MO	2
4	wohl	wohl	ADV	wohl	_	MO	2
5	die	die	ART	d	nom|sg|fem	NK	6
6	Schwehre	schwere	NN	Schwere	nom|sg|fem	OA	12
7	eines	eines	ART	ein	gen|sg|masc	NK	8
8	Koͤrpers	Körpers	NN	Körper	gen|sg|masc	AG	6
9	von	von	APPR	von	_	OP	12
10	seinem	seinem	PPOSAT	sein	dat|sg|neut	NK	11
11	Gewichte	Gewichte	NN	Gewicht	dat|sg|neut	NK	9
12	unterscheiden	unterscheiden	VVINF	unterscheiden	_	OC	2
13	.	.	SENT	.	_	--	12

1	Die	Die	ART	d	nom|sg|fem	NK	2
2	Schwehre	schwere	NN	Schwere	nom|sg|fem|pos	PD	3
3	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
4	diejenige	diejenige	PDAT	derjenige	nom|sg|fem	NK	5
5	Kraft	Kraft	NN	Kraft	nom|sg|fem	SB	3
6	,	,	$,	,	_	--	5
7	welche	welche	PRELS	welch	nom|sg|fem	SB	9
8	begriffen	begriffen	VVPP	begreifen	_	OC	9
9	wird	wird	VAFIN	werden	sg|3|pres|ind	RC	5
10	als	als	KOUS	als	_	CM	11
11	von	von	APPR	von	_	OP	14
12	dem	dem	ART	d	dat|sg|masc	NK	13
13	Koͤrper	Körper	NN	Körper	dat|sg|masc	NK	11
14	unterschieden	unterschieden	VVPP	unterscheiden	_	OC	9
15	,	,	$,	,	_	--	14
16	die	die	PRELS	d	nom|pl|masc	SB	20
17	alle	alle	PIAT	all	nom|pl|*	NK	19
18	seine	seine	PPOSAT	sein	acc|pl|neut	NK	19
19	Theile	Teile	NN	Teil	acc|pl|masc	OA	20
20	beseelet	beseelet	VVFIN	beseelet	sg|3|pres|ind	RC	13
21	,	,	$,	,	_	--	20
22	und	und	KON	und	_	CD	9
23	jeden	jeden	PIS	jed	acc|sg|masc	SB	26
24	zum	zum	APPRART	zum	dat|sg|*	MO	26
25	fallen	fallen	NN	Fallen	dat|sg|neut|pos	NK	24
26	antreibet	antreibet	VVFIN	antreibet	sg|3|pres|ind	CJ	22
27	;	;	SENT	;	_	--	26

1	daher	daher	ADV	daher	_	MO	2
2	kommt	kommt	VVFIN	kommen	sg|3|pres|ind	RE	5
3	es	es	PPER	es	nom|sg|neut|3	SB	2
4	,	,	$,	,	_	--	3
5	so	so	ADV	so	_	MO	8
6	man	man	PIS	man	nom|sg|*	SB	23
7	den	den	ART	d	acc|sg|masc	NK	8
8	Widerstand	Widerstand	NN	Widerstand	acc|sg|masc	--	0
9	,	,	$,	,	_	--	8
10	den	den	PRELS	d	acc|sg|masc	OA	19
11	die	die	ART	d	nom|sg|fem	NK	12
12	Luft	Luft	NN	Luft	nom|sg|fem	SB	19
13	bey	bei	APPR	bei	_	MO	19
14	der	der	ART	d	dat|sg|fem	NK	15
15	Bewegung	Bewegung	NN	Bewegung	dat|sg|fem	NK	13
16	der	der	ART	d	gen|sg|fem	NK	18
17	fallenden	fallenden	ADJA	fallend	gen|sg|fem|pos	NK	18
18	Koͤrper	Körper	NN	Körper	gen|sg|fem	AG	15
19	thut	tut	VVFIN	tun	sg|3|pres|ind	RC	8
20	,	,	$,	,	_	--	19
21	bey	bei	APPR	bei	_	MO	23
22	seiten	Seiten	NN	Seite	dat|pl|fem	NK	21
23	setzet	setzet	VVFIN	setzen	sg|3|pres|ind	CJ	19
24	,	,	$,	,	_	--	23
25	daß	daß	KOUS	daß	_	CP	35
26	ein	ein	ART	ein	nom|sg|masc	NK	28
27	grosser	großer	ADJA	groß	nom|sg|masc|pos	NK	28
28	Koͤrper	Körper	NN	Körper	nom|sg|masc	SB	35
29	eben	eben	ADV	eben	_	MO	35
30	so	so	ADV	so	_	MO	31
31	geschwinde	geschwinde	ADJD	geschwind	pos	MO	35
32	und	und	KON	und	_	CD	31
33	nicht	nicht	PTKNEG	nicht	_	NG	34
34	geschwinder	geschwinder	ADJD	geschwind	_	CJ	32
35	faͤllet	fället	VVFIN	fallen	_	OC	23
36	,	,	$,	,	_	--	35
37	als	als	KOKOM	als	_	CP	46
38	das	das	ART	d	nom|sg|neut	NK	39
39	kleinste	kleinste	ADJA	klein	nom|sg|neut|sup	PD	46
40	seiner	seiner	PPOSAT	sein	dat|sg|fem	NK	41
41	Theilgen	Theilgen	NN	Teilchen	gen|pl|fem	AG	39
42	,	,	$,	,	_	--	41
43	woraus	woraus	PWAV	woraus	_	MO	46
44	er	er	PPER	er	nom|sg|masc|3	SB	46
45	zusammen	zusammen	PTKVZ	zusammen	_	MO	46
46	gesetzet	gesetzt	VVPP	setzen	_	CC	30
47	,	,	$,	,	_	--	46
48	wenn	wenn	KOUS	wenn	_	CP	54
49	es	es	PPER	es	nom|sg|neut|3	SB	54
50	nehmlich	nämlich	ADV	nämlich	_	MO	53
51	von	von	APPR	von	_	SBP	53
52	ihm	ihm	PPER	er	dat|sg|masc|3	NK	51
53	abgesondert	abgesondert	VVPP	absondern	_	OC	54
54	waͤre	wäre	VAFIN	sein	sg|3|past|subj	MO	46
55	,	,	$,	,	_	--	54
56	und	und	KON	und	_	CD	46
57	von	von	APPR	von	_	MO	63
58	der	der	ART	d	dat|sg|fem	NK	60
59	gleichen	gleichen	ADJA	gleich	dat|sg|fem|pos	NK	60
60	Hoͤhe	Höhe	NN	Höhe	dat|sg|fem	NK	57
61	allein	allein	ADV	allein	_	MO	62
62	herunter	herunter	PTKVZ	herunter	_	MO	63
63	fiele	fiele	VVFIN	fallen	sg|3|past|subj	CJ	56
64	.	.	SENT	.	_	--	63

1	In	In	APPR	in	_	MO	5
2	einem	einem	ART	ein	dat|sg|masc	NK	4
