

1	SIEBENTES	siebentes	ADJA	siebenter	acc|sg|neut|pos	NK	2
7	Platz	Platz	NN	Platz	acc|sg|masc	OA	8
8	geraubt	geraubt	VVPP	rauben	_	OC	2
9	,	,	$,	,	_	--	8
10	auszuschweifen	auszuschweifen	VVIZU	auszuschweifen	_	RE	4
11	.	.	SENT	.	_	--	10

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	gerathe	gerate	ADJA	gerate	sg|1|pres|ind	--	0
3	hier	hier	ADV	hier	_	MO	2
4	metaphorisch	metaphorisch	ADJD	metaphorisch	pos	MO	2
5	in	in	APPR	in	_	MO	2
6	den	den	ART	d	acc|sg|masc	NK	7
7	Fall	Fall	NN	Fall	acc|sg|masc	NK	5
8	,	,	$,	,	_	--	7
9	worin	worin	PWAVREL	worin	_	MO	14
10	ich	ich	PPER	ich	nom|sg|*|1	SB	14
11	einmal	einmal	ADV	einmal	_	MO	14
12	ohne	ohne	APPR	ohne	_	MO	14
13	Metapher	Metapher	NE	Metapher	dat|sg|masc	NK	12
14	war	war	VAFIN	sein	sg|3|past|ind	RC	7
15	,	,	$,	,	_	--	14
16	als	als	KOUS	als	_	CP	27
17	ich	ich	PPER	ich	nom|sg|*|1	SB	27
18	den	den	ART	d	acc|sg|masc	NK	19
19	Diameter	Diameter	NN	Diameter	acc|sg|masc	OA	26
20	und	und	KON	und	_	CD	19
21	die	die	ART	d	nom|sg|fem	NK	22
22	Peripherie	Peripherie	NN	Peripherie	nom|sg|fem	CJ	20
23	der	der	ART	d	gen|sg|fem	NK	24
24	Stadt	Stadt	NN	Stadt	gen|sg|fem	AG	22
25	Hof	Hof	NN	Hof	nom|sg|neut	NK	24
26	ausmessen	ausmessen	VVINF	ausmessen	_	OC	27
27	wollte	wollte	VMFIN	wollen	sg|3|past|ind	MO	2
28	:	:	SENT	:	_	--	27

1	ich	ich	PPER	ich	nom|sg|*|1	SB	2
2	hatte	hatte	VAFIN	haben	sg|1|past|ind	--	0
3	naͤmlich	nämlich	ADV	nämlich	_	MO	27
4	den	den	ART	d	acc|sg|masc	NK	6
5	Catel'schen	Catel'schen	ADJA	Catel'schen	acc|sg|masc|pos	NK	6
6	Schrittzaͤhler	Schrittzähler	NN	Schrittzähler	acc|sg|masc	OA	27
7	mit	mit	APPR	mit	_	MNR	6
8	einem	einem	ART	ein	dat|sg|masc	NK	9
9	Haken	Haken	NN	Haken	dat|sg|neut	NK	7
10	rechts	rechts	ADV	rechts	_	MO	27
11	an	an	APPR	an	_	MO	27
12	den	den	ART	d	acc|sg|masc	NK	13
13	Hosenbund	Hosenbund	NN	Hosenbund	acc|sg|masc	NK	11
14	und	und	KON	und	_	CD	13
15	die	die	ART	d	acc|sg|fem	NK	19
16	am	am	APPRART	am	dat|sg|masc	MO	18
17	Schenkel	Schenkel	NN	Schenkel	dat|sg|masc	NK	16
18	niederlaufende	niederlaufende	ADJA	niederlaufende	acc|sg|fem|pos	NK	19
19	Seiden-Schnur	Seiden-Schnur	NN	Seiden-Schnur	nom|sg|masc	CJ	14
20	unten	unten	ADV	unten	_	MO	27
21	am	am	APPRART	am	dat|sg|neut	MO	27
22	Knie	Knie	NN	Knie	dat|sg|neut	NK	21
23	an	an	APPR	an	_	MO	27
24	eine	eine	ART	ein	acc|sg|fem	NK	26
25	krumme	krumme	ADJA	krumm	acc|sg|fem|pos	NK	26
26	Stahlspitze	Stahlspitze	NN	Stahlspitze	acc|sg|fem	NK	23
27	angemacht	angemacht	VVPP	angemacht	_	OC	2
28	,	,	$,	,	_	--	27
29	und	und	KON	und	_	CD	2
30	die	die	ART	d	nom|pl|masc	NK	32
31	drei	drei	CARD	drei	_	NK	32
32	Weiser	Weiser	NN	Weiser	nom|pl|masc	CJ	42
33	auf	auf	APPR	auf	_	MNR	32
34	Einer	Einer	ART	ein	dat|sg|fem	NK	35
35	Scheibe	Scheibe	NN	Scheibe	dat|sg|fem	NK	33
36	-	-	$-	-	_	--	35
37	denn	denn	ADV	denn	_	CD	42
38	der	der	ART	d	dat|sg|fem	NK	41
39	1	1	CARD	@card@	_	MO	40
40	te	te	FM	--	_	NK	41
41	Weiser	Weiser	NE	Weiser	dat|sg|masc	SB	42
42	zeigt	zeigt	VVFIN	zeigen	sg|3|pres|ind	CJ	29
43	100	100	CARD	@card@	_	MO	42
44	,	,	$,	,	_	--	43
45	der	der	ART	d	nom|sg|masc	NK	49
46	2	2	CARD	@card@	_	MO	47
47	te	te	NE	te	_	NK	49
48	1000	1000	CARD	@card@	_	NK	49
49	Schritte	Schritte	NN	Schritt	gen|pl|masc	CJ	42
50	,	,	$,	,	_	--	49
51	der	der	ART	d	nom|sg|masc	SB	65
52	3	3	CARD	@card@	_	MO	65
53	te	te	FM	--	_	MO	65
54	bis	bis	APPR	bis	_	MO	65
55	20,000	20,000	CARD	@card@	_	NK	54
56	liefen	liefen	VVFIN	laufen	pl|3|past|ind	UC	54
57	ordentlich	ordentlich	ADJD	ordentlich	pos	CJ	54
58	wie	wie	KOKOM	wie	_	CM	59
59	ich	ich	PPER	ich	nom|sg|*|1	CC	57
60	selber	selber	PRF	selber	_	MNR	59
61	,	,	$,	,	_	--	60
62	als	als	KOKOM	als	_	CM	64
63	ein	ein	ART	ein	nom|sg|masc	NK	64
64	Frauenzimmer	Frauenzimmer	NN	Frauenzimmer	nom|sg|neut	CC	60
65	kam	kam	VVFIN	kommen	sg|3|past|ind	RC	49
66	,	,	$,	,	_	--	65
67	das	das	PRELS	d	acc|sg|neut	OA	71
68	ich	ich	PPER	ich	nom|sg|*|1	SB	72
69	nach	nach	APPR	nach	_	MO	71
70	Hause	Hause	NN	Haus	dat|sg|neut	NK	69
71	fuͤhren	führen	VVINF	führen	_	OC	72
72	sollte	sollte	VMFIN	sollen	sg|3|past|ind	RC	64
73	.	.	SENT	.	_	--	72

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	bat	bat	VVFIN	bitten	sg|1|past|ind	--	0
3	sie	sie	PPER	Sie	acc|pl|*|3	OA	2
4	,	,	$,	,	_	--	3
5	mich	mich	PPER	ich	acc|sg|*|1	OA	7
6	zu	zu	PTKZU	zu	_	PM	7
7	entschuldigen	entschuldigen	VVINF	entschuldigen	_	OC	2
8	,	,	$,	,	_	--	7
9	da	da	KOUS	da	_	CP	26
10	ich	ich	PPER	ich	nom|sg|*|1	SB	26
11	den	den	ART	d	acc|sg|masc	NK	13
12	Catel'schen	Catel'schen	ADJA	Catel'schen	acc|sg|masc|pos	NK	13
13	Schrittzaͤhler	Schrittzähler	NN	Schrittzähler	acc|sg|masc	OA	26
14	angethan	angetan	VVPP	antun	pos	MO	26
15	und	und	KON	und	_	CD	14
16	nun	nun	ADV	nun	_	CJ	15
17	in	in	APPR	in	_	MO	26
18	der	der	ART	d	dat|sg|fem	NK	19
19	Longemetrie	Longemetrie	NN	Longemetrie	dat|sg|fem	NK	17
20	von	von	APPR	von	_	PG	19
21	Hof	Hof	NN	Hof	dat|sg|neut	NK	20
22	schon	schon	ADV	schon	_	MO	26
23	so	so	ADV	so	_	MO	24
24	viele	viele	PIAT	viel	acc|pl|masc	NK	25
25	Schritte	Schritte	NN	Schritt	acc|pl|masc	OA	26
26	gemacht	gemacht	VVPP	gemacht	_	MO	2
27	:	:	SENT	:	_	--	26

1	"	"	$'	"	_	--	2
2	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	3
3	sehen	sehen	VVFIN	sehen	pl|3|pres|ind	OC	6
4	offenbar	offenbar	ADJD	offenbar	pos	MO	3
5	,	,	$,	,	_	--	4
6	setzt	setzt	VVFIN	setzen	sg|3|pres|ind	--	0
7	'	'	$'	'	_	--	6
8	ich	ich	PPER	ich	nom|sg|*|1	SB	6
9	dazu	dazu	PAV	dazu	_	MO	6
10	daß	daß	KOUS	daß	_	CP	18
11	der	der	ART	d	nom|sg|masc	NK	12
12	Schrittzaͤhler	Schrittzähler	NN	Schrittzähler	nom|sg|masc	SB	18
13	wie	wie	KOKOM	wie	_	CM	15
14	ein	ein	ART	ein	nom|sg|neut	NK	15
15	Gewissen	Gewissen	NN	Gewissen	nom|sg|neut	CC	12
16	jeden	jeden	PIAT	jed	acc|sg|masc	NK	17
17	Schritt	Schritt	NN	Schritt	acc|sg|masc	OA	18
18	aufschreibt	aufschreibt	VVFIN	aufschreibt	sg|3|pres|ind	RE	9
19	-	-	$.	-	_	--	18
20	und	und	KON	und	_	CD	18
21	mit	mit	APPR	mit	_	MO	30
22	einem	einem	ART	ein	dat|sg|neut	NK	23
23	Frauenzimmer	Frauenzimmer	NN	Frauenzimmer	dat|sg|neut	NK	21
24	muß	muß	VMFIN	müssen	sg|1|pres|ind	CJ	20
25	ich	ich	PPER	ich	nom|sg|*|1	SB	24
26	noch	noch	ADV	noch	_	MO	24
27	dazu	dazu	PAV	dazu	_	MO	30
28	kleinere	kleinere	ADJA	klein	acc|pl|masc|comp	NK	29
29	Schritte	Schritte	NN	Schritt	acc|pl|masc	OA	30
30	machen	machen	VVINF	machen	_	OC	24
31	und	und	KON	und	_	CD	30
32	tausend	tausend	CARD	tausend	_	CJ	31
33	in	in	APPR	in	_	MNR	32
34	die	die	ART	d	acc|sg|fem	NK	35
35	Queere	Quere	NN	Quere	acc|sg|fem	NK	33
36	und	und	KON	und	_	CD	35
37	Ruͤckwaͤrts	Rückwärts	NN	Rückwärts	acc|pl|masc	CJ	36
38	:	:	SENT	:	_	--	37

1	das	das	PDS	d	acc|sg|neut	OA	2
2	rechnen	rechnen	VVFIN	rechnen	pl|3|pres|ind	--	0
3	die	die	ART	d	nom|pl|masc	NK	5
4	drei	drei	CARD	drei	_	NK	5
5	Weiser	Weiser	NN	Weiser	nom|pl|masc	SB	2
6	aber	aber	ADV	aber	_	MO	2
7	alles	alles	PIS	all	nom|sg|neut	MNR	3
8	zum	zum	APPRART	zum	dat|sg|masc	MO	2
9	Durchmesser	Durchmesser	NN	Durchmesser	dat|sg|masc	NK	8
10	,	,	$,	,	_	--	9
11	-	-	$-	-	_	--	10
12	es	es	PPER	es	nom|sg|neut|3	EP	13
13	geht	geht	VVFIN	gehen	sg|3|pres|ind	CJ	2
14	gar	gar	ADV	gar	_	MO	15
15	nicht	nicht	PTKNEG	nicht	_	NG	13
16	,	,	$,	,	_	--	15
17	Vortreffliche	Vortreffliche	NN	Vortreffliche	acc|pl|masc	SVP	13
18	!	!	SENT	!	_	--	17
19	"	"	$'	"	_	--	18

1	Jetzt	Jetzt	ADV	jetzt	_	MO	2
2	sollt	sollt	VMFIN	sollen	sg|3|pres|ind	--	0
3	'	'	$'	'	_	--	2
4	es	es	PPER	es	nom|sg|neut|3	EP	2
5	eben	eben	ADV	eben	_	MO	6
6	deswegen	deswegen	PAV	deswegen	_	MO	7
7	gehen	gehen	VVINF	gehen	_	OC	2
8	und	und	KON	und	_	CD	2
9	man	man	PIS	man	nom|sg|*	SB	10
10	lachte	lachte	VVFIN	lachen	sg|3|past|ind	CJ	8
11	mich	mich	PPER	ich	acc|sg|*|1	OA	10
12	aus	aus	PTKVZ	aus	_	SVP	10
13	.	.	SENT	.	_	--	12

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	schraubte	schraubte	VVFIN	schrauben	sg|1|pres|ind	--	0
3	mich	mich	PPER	ich	acc|sg|1	OA	2
4	aber	aber	ADV	aber	_	MO	2
5	fest	fest	ADJD	fest	pos	MO	2
6	ein	ein	PTKVZ	ein	_	SVP	2
7	,	,	$,	,	_	--	6
8	und	und	KON	und	_	CD	2
9	schritt	schritt	VVFIN	schritt	sg|3|pres|ind	CJ	8
10	nicht	nicht	PTKNEG	nicht	_	NG	9
11	vor	vor	PTKVZ	vor	_	SVP	9
12	.	.	SENT	.	_	--	11

1	Zuletzt	Zuletzt	ADV	zuletzt	_	MO	2
2	versprach	versprach	VVFIN	versprechen	sg|3|past|ind	--	0
3	ich	ich	PPER	ich	nom|sg|*|1	SB	2
4	doch	doch	ADV	doch	_	MO	2
5	,	,	$,	,	_	--	4
6	daß	daß	KOUS	daß	_	CP	13
7	ich	ich	PPER	ich	nom|sg|*|1	SB	13
8	sie	sie	PPER	Sie	acc|pl|fem|3	OA	12
9	mit	mit	APPR	mit	_	MO	12
10	meinem	meinem	PPOSAT	mein	dat|sg|masc	NK	11
11	Schrittzaͤhler	Schrittzähler	NN	Schrittzähler	dat|sg|masc	NK	9
12	heimfuͤhren	heimführen	VVINF	heimführen	_	OC	13
13	wollte	wollte	VMFIN	wollen	sg|3|past|ind	MO	2
14	,	,	$,	,	_	--	13
15	wenn	wenn	KOUS	wenn	_	CP	20
16	sie	sie	PPER	Sie	nom|pl|masc|3	SB	20
17	-	-	$.	-	_	--	16
18	denn	denn	KON	denn	_	JU	20
19	ich	ich	PPER	ich	nom|sg|*|1	SB	20
20	konnte	konnte	VMFIN	können	sg|1|past|ind	MO	2
21	mich	mich	PPER	ich	acc|sg|*|1	OA	37
22	nicht	nicht	PTKNEG	nicht	_	NG	20
23	niederkrempen	Niederkremen	NN	Niederkremen	nom|sg|neut	SB	33
24	bis	bis	KON	bis	_	AC	25
25	auf	auf	APPR	auf	_	MO	33
26	die	die	ART	d	acc|pl|fem	NK	27
27	Huͤfte	Hüfte	NN	Hüfte	acc|pl|masc	NK	25
28	-	-	$-	-	_	--	27
29	zweimal	zweimal	ADV	zweimal	_	MO	30
30	nach	nach	APPR	nach	_	MO	33
31	meinen	meinen	PPOSAT	mein	dat|pl|neut	NK	32
32	Weisern	Weisern	NN	Weisern	dat|pl|neut	NK	30
33	sehen	sehen	VVINF	sehen	pl|3|pres|ind	OC	20
34	und	und	KON	und	_	CD	33
35	mir	mir	PPER	ich	dat|sg|*|1	DA	37
36	sie	sie	PPER	Sie	acc|sg|fem|3	SB	38
37	ablesen	ablesen	VVINF	ablesen	_	OC	38
38	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	CJ	34
39	,	,	$,	,	_	--	38
40	das	das	ART	d	nom|sg|neut	SB	62
41	erstemal	erstemal	NN	erstemal	_	MO	42
42	jetzt	jetzt	ADV	jetzt	_	MO	62
43	,	,	$,	,	_	--	42
44	das	das	ART	d	nom|sg|neut	OA	46
45	2	2	CARD	@card@	_	MO	46
46	te	te	FM	--	_	SB	62
47	mal	mal	NN	Mal	_	MO	48
48	in	in	APPR	in	_	PAR	42
49	ihrem	ihrem	PPOSAT	ihr	dat|sg|neut	NK	50
50	Hause	Hause	NN	Haus	dat|sg|neut	NK	48
51	,	,	$,	,	_	--	50
52	damit	damit	KOUS	damit	_	CP	69
53	ich	ich	PPER	ich	nom|sg|*|1	SB	69
54	die	die	ART	d	acc|sg|fem	NK	55
55	Schritte	Schritte	NN	Schritt	acc|pl|masc	OA	68
56	,	,	$,	,	_	--	55
57	die	die	PRELS	d	acc|sg|fem	OA	62
58	ich	ich	PPER	ich	nom|sg|*|1	SB	62
59	mit	mit	APPR	mit	_	MO	62
60	besagtem	besagtem	ADJA	besagt	dat|sg|neut|pos	NK	61
61	Frauenzimmer	Frauenzimmer	NN	Frauenzimmer	dat|sg|fem	NK	59
62	thaͤte	täte	VVFIN	tun	sg|3|past|subj	RC	55
63	,	,	$,	,	_	--	62
64	von	von	APPR	von	_	MO	68
65	der	der	ART	d	dat|sg|fem	NK	67
66	Groͤße	Größe	NN	Größe	dat|sg|fem	NK	67
67	Hofs	Hofs	NN	Hof	gen|sg|*	NK	64
68	subtrahieren	subtrahieren	VVINF	subtrahieren	_	OC	69
69	koͤnnte	könnte	VMFIN	können	sg|3|past|subj	MO	20
70	.	.	SENT	.	_	--	69

1	-	-	$.	-	_	--	3
2	-	-	$.	-	_	--	1
3	Das	Das	ART	d	nom|sg|neut	NK	4
4	Paktum	Paktum	NN	Paktum	nom|sg|neut	SB	5
5	wurde	wurde	VAFIN	werden	sg|3|past|ind	--	0
6	redlich	redlich	ADJD	redlich	pos	MO	8
7	genug	genug	ADV	genug	_	MO	6
8	gehalten	gehalten	VVPP	halten	_	OC	5
9	.	.	SENT	.	_	--	8

1	Dieser	Dieser	PDAT	dies	nom|sg|masc	NK	3
2	kleine	kleine	ADJA	klein	nom|sg|masc|pos	NK	3
3	Bericht	Bericht	NN	Bericht	nom|sg|masc	SB	4
4	soll	soll	VMFIN	sollen	sg|3|pres|ind	--	0
5	mir	mir	PPER	ich	dat|sg|*|1	DA	8
6	einmal	einmal	ADV	einmal	_	MO	4
7	Nutzen	Nutzen	NN	Nutzen	acc|sg|masc	OA	8
8	schaffen	schaffen	VVINF	schaffen	_	OC	4
9	,	,	$,	,	_	--	8
10	falls	falls	KOUS	falls	_	CP	31
11	mein	mein	PPOSAT	mein	nom|sg|masc	NK	13
12	perspektivischer	perspektivischer	ADJA	perspektivischer	nom|sg|masc|pos	NK	13
13	Abriß	Abriß	NN	Abriß	nom|sg|masc	SB	31
14	von	von	APPR	von	_	MO	31
15	der	der	ART	d	dat|sg|fem	NK	16
16	Stadt	Stadt	NN	Stadt	dat|sg|fem	NK	14
17	Hof	Hof	NN	Hof	nom|sg|neut	NK	16
18	-	-	$.	-	_	--	17
19	die	die	ART	d	acc|sg|fem	NK	20
20	Hoffnung	Hoffnung	NN	Hoffnung	acc|sg|fem	OA	31
21	dazu	dazu	PAV	dazu	_	MNR	20
22	will	will	VMFIN	wollen	sg|1|pres|ind	RE	21
23	ich	ich	PPER	ich	nom|sg|*|1	SB	22
24	nicht	nicht	PTKNEG	nicht	_	NG	22
25	genommen	genommen	VVPP	nehmen	_	OC	26
26	haben	haben	VAINF	haben	_	OC	22
27	-	-	$-	-	_	--	26
28	wirklich	wirklich	ADJD	wirklich	pos	MO	31
29	ans	ans	APPRART	ans	acc|sg|neut	MO	31
30	Licht	Licht	NN	Licht	acc|sg|neut	NK	29
31	traͤte	träte	VVFIN	träte	sg|3|past|ind	MO	4
32	,	,	$,	,	_	--	31
33	und	und	KON	und	_	CD	22
34	falls	falls	KOUS	falls	_	CP	66
35	Hoͤfer	Höfer	NE	Höfer	nom|pl|masc	CJ	33
36	,	,	$,	,	_	--	35
37	die	die	PRELS	d	nom|pl|masc	SB	49
38	mich	mich	PPER	ich	acc|sg|*|1	OA	49
39	mit	mit	APPR	mit	_	MO	49
40	dem	dem	ART	d	dat|sg|neut	NK	41
41	Frauenzimmer	Frauenzimmer	NN	Frauenzimmer	dat|sg|neut	NK	39
42	und	und	KON	und	_	CD	39
43	mit	mit	APPR	mit	_	CJ	42
44	dem	dem	ART	d	dat|sg|masc	NK	46
45	nachschleifenden	nachschleifenden	ADJA	nachschleifenden	dat|sg|masc|pos	NK	46
46	Zaͤhler	Zähler	NN	Zähler	dat|sg|masc	NK	43
47	am	am	APPRART	am	dat|sg|neut	MO	49
48	Knie	Knie	NN	Knie	dat|sg|neut	NK	47
49	gesehen	gesehen	VVPP	sehen	_	RC	35
50	,	,	$,	,	_	--	49
51	mir	mir	PPER	ich	dat|sg|*|1	DA	52
52	vorwuͤrfen	vorwürfen	VVFIN	vorwürfen	dat|pl|masc	OC	49
53	,	,	$,	,	_	--	52
54	es	es	PPER	es	nom|sg|neut|3	SB	55
55	hinke	hinke	VVFIN	hinke	sg|3|pres|subj	OC	52
56	alles	alles	PIS	all	nom|sg|neut	NK	54
57	und	und	KON	und	_	CD	55
58	neben	neben	APPR	neben	_	MNR	65
59	einem	einem	ART	ein	dat|sg|neut	NK	60
60	Frauenzimmer	Frauenzimmer	NN	Frauenzimmer	dat|sg|neut	NK	58
61	koͤnne	könne	VMFIN	können	sg|3|pres|subj	CJ	57
62	man	man	PIS	man	nom|sg|*	SB	61
63	kaum	kaum	ADV	kaum	_	MO	61
64	seine	seine	PPOSAT	sein	acc|pl|masc	NK	65
65	Schritte	Schritte	NN	Schritt	acc|pl|masc	OA	66
66	abmessen	abmessen	VVINF	abmessen	_	OC	61
67	,	,	$,	,	_	--	66
68	geschweige	geschweige	ADV	geschweige	_	CP	29
69	die	die	ART	d	nom|pl|masc	NK	68
70	einer	einer	ART	ein	gen|sg|fem	NK	71
71	Stadt	Stadt	NN	Stadt	gen|sg|fem	AG	69
72	.	.	SENT	.	_	--	71

1	-	-	$.	-	_	--	3
2	-	-	$.	-	_	--	1
3	Der	Der	ART	d	nom|sg|masc	NK	4
4	Andreastag	Andreastag	NE	Andreastag	nom|sg|masc	SB	5
5	war	war	VAFIN	sein	sg|3|past|ind	--	0
6	schoͤn	schön	ADJD	schön	pos	PD	5
7	und	und	KON	und	_	CD	6
8	hell	hell	ADJA	hell	pos	CJ	7
9	und	und	KON	und	_	CD	8
10	nicht	nicht	PTKNEG	nicht	_	NG	12
11	sehr	sehr	ADV	sehr	_	MO	12
12	windig	windig	ADJD	windig	pos	CJ	9
13	:	:	SENT	:	_	--	12

1	es	es	PPER	es	nom|sg|neut|3	SB	2
2	war	war	VAFIN	sein	sg|3|past|ind	--	0
3	ordentlich	ordentlich	ADJD	ordentlich	pos	MO	4
4	warm	warm	ADJD	warm	pos	PD	2
5	und	und	KON	und	_	CD	2
6	nicht	nicht	PTKNEG	nicht	_	NG	28
7	so	so	ADV	so	_	MO	8
8	viel	viel	PIAT	viel	*|*|*	NK	9
9	Schnee	Schnee	NN	Schnee	acc|sg|masc	OA	21
10	in	in	APPR	in	_	MNR	9
11	den	den	ART	d	dat|pl|fem	NK	12
12	Furchen	Furchen	NN	Furchen	dat|pl|fem	NK	10
13	,	,	$,	,	_	--	12
14	daß	daß	KOUS	daß	_	CP	25
15	man	man	PIS	man	nom|sg|*	SB	25
16	damit	damit	PAV	damit	_	MO	21
17	eine	eine	ART	ein	acc|sg|fem	NK	18
18	Nußschaale	Nußschaale	NN	Nußschaale	acc|sg|fem	OA	21
19	voll	voll	ADJD	voll	_	MNR	18
20	Wein	Wein	NN	Wein	acc|sg|masc	NK	19
21	abkuͤhlen	abkühlen	VVINF	abkühlen	_	OC	28
22	oder	oder	KON	oder	_	CD	21
23	einen	einen	ART	ein	acc|sg|masc	NK	24
24	Kolibri	Kolibri	NE	Kolibri	acc|sg|masc	OA	27
25	haͤtt	hätte	VAFIN	haben	sg|3|past|subj	RE	1
26	'	'	$'	'	_	--	25
27	erwerfen	erwerfen	VVINF	erwerfen	_	CJ	22
28	koͤnnen	können	VMFIN	können	_	CJ	5
29	.	.	SENT	.	_	--	28

1	Dienstags	Dienstags	ADV	dienstags	gen|sg|masc	SB	3
2	vorher	vorher	ADV	vorher	_	MNR	1
3	hatte	hatte	VAFIN	haben	sg|3|past|ind	--	0
4	Siebenkaͤs	Siebenkees	NE	Siebenkees	nom|sg|*	SB	3
5	mit	mit	PTKVZ	mit	_	MO	3
6	hinaufgeschauet	hinaufgeschaut	VVFIN	hinaufgeschaut	dat|sg|fem	NK	5
7	,	,	$,	,	_	--	6
8	als	als	KOKOM	als	_	CP	14
9	die	die	ART	d	nom|sg|fem	NK	10
10	Vogelstange	Vogelstange	NN	Vogelstange	nom|sg|fem	SB	14
11	ihren	ihren	PPOSAT	ihr	acc|sg|masc	NK	13
12	majestaͤtischen	majestätischen	ADJA	majestätisch	gen|pl|fem|pos	NK	13
13	Bogen	Bogen	NN	Bogen	acc|sg|masc	OA	14
14	beschrieb	beschrieb	VVFIN	beschreiben	sg|3|past|ind	MO	3
15	und	und	KON	und	_	CD	14
16	niedergieng	niederging	VVFIN	niederging	sg|3|past|ind	CJ	15
17	,	,	$,	,	_	--	16
18	um	um	KOUI	um	_	CP	26
19	den	den	ART	d	acc|sg|masc	NK	21
20	schwarzen	schwarzen	ADJA	schwarz	acc|sg|masc|pos	NK	21
21	Gold-Adler	Gold-Adler	NN	Gold-Adler	acc|sg|masc	OA	26
22	mit	mit	APPR	mit	_	MNR	21
23	seinem	seinem	PPOSAT	sein	dat|sg|neut	NK	25
24	offnen	offenen	ADJA	offen	dat|sg|neut|pos	NK	25
25	Flugwerk	Flugwerk	NN	Flugwerk	dat|sg|neut	NK	22
26	aufzuspießen	aufzuspießen	VVINF	aufzuspießen	_	MO	16
27	und	und	KON	und	_	CD	26
28	mit	mit	APPR	mit	_	MO	33
29	ihm	ihm	PPER	er	dat|sg|*|3	NK	28
30	in	in	APPR	in	_	MO	33
31	die	die	ART	d	acc|sg|fem	NK	32
32	Hoͤhe	Höhe	NN	Höhe	acc|sg|fem	NK	30
33	zuruͤckzusteigen	zurückzusteigen	VVFIN	zurückzusteigen	_	CJ	27
34	.	.	SENT	.	_	--	33

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	wurde	wurde	VAFIN	werden	sg|3|past|ind	--	0
3	bewegt	bewegt	VVPP	bewegen	_	OC	2
4	,	,	$,	,	_	--	3
5	da	da	KOUS	da	_	CP	7
6	er	er	PPER	er	nom|sg|masc|3	SB	7
7	dachte	dachte	VVFIN	denken	sg|3|past|ind	MO	3
8	,	,	$,	,	_	--	7
