

1	Andaͤchtige	Andächtige	ADJD	Andächtige	nom|pl|*	--	0
15	so	so	PTKREL	so	_	MO	16
16	wider	wider	APPR	wider	_	MO	18
17	ihn	ihn	PPER	er	acc|sg|masc|3	NK	16
18	ergehen	ergehen	VVINF	ergehen	_	OC	5
19	.	.	SENT	.	_	--	18

1	Bey	Bei	APPR	bei	_	MO	6
2	dem	dem	ART	d	dat|sg|masc	NK	3
3	Kampff	Kampf	NN	Kampf	dat|sg|masc	NK	1
4	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
5	zu	zu	PTKZU	zu	_	PM	6
6	sehen	sehen	VVINF	sehen	_	OC	4
7	:	:	SENT	:	_	--	6

1	1.	1.	CARD	@ord@	_	--	0
2	Worwider	Worwider	PAV	Worwider	nom|sg|*	--	0
3	/	/	$,	/	_	--	2
4	2.	2.	CARD	@ord@	_	NK	5
5	Woruͤber	Worüber	PWAV	worüber	_	CJ	2
6	/	/	$,	/	_	--	5
7	und	und	KON	und	_	CD	5
8	3.	3.	CARD	@ord@	_	MO	11
9	Wie	Wie	KOUS	wie	_	CM	10
10	derselbe	derselbe	PDS	derselbe	dat|sg|fem	MO	11
11	geschehe	geschehe	VVFIN	geschehen	sg|3|pres|subj	CJ	7
12	?	?	SENT	?	_	--	11

1	Bey	Bei	APPR	bei	_	MO	8
2	dem	dem	ART	d	dat|sg|masc	NK	3
3	Sieg	Sieg	NN	Sieg	dat|sg|masc	NK	1
4	aber	aber	ADV	aber	_	MO	8
5	/	/	$,	/	_	--	4
6	worinnen	worin	PWAVREL	worin	_	OP	8
7	er	er	PPER	er	nom|sg|masc|3	SB	8
8	bestehe	bestehe	VVFIN	bestehen	sg|3|pres|subj	--	0
9	?	?	SENT	?	_	--	8

1	Was	Was	PWS	was	nom|sg|neut	OA	24
2	den	den	ART	d	acc|sg|masc	NK	3
3	Kampff	Kampf	NN	Kampf	acc|sg|masc	OA	4
4	anbelanget	anbelanget	VVFIN	anbelanget	sg|3|pres|ind	RE	13
5	/	/	$,	/	_	--	4
6	und	und	KON	und	_	CD	4
7	zwar	zwar	ADV	zwar	_	MO	9
8	1.	1.	CARD	@ord@	_	MO	9
9	worwider	worwider	ADJD	worwider	_	MO	11
10	er	er	PPER	er	nom|sg|masc|3	SB	11
11	geschehe	geschehe	VVFIN	geschehen	sg|3|pres|subj	CJ	6
12	/	/	$,	/	_	--	11
13	so	so	ADV	so	_	MO	14
14	erkennen	erkennen	VVFIN	erkennen	pl|1|pres|ind	--	0
15	wir	wir	PPER	wir	nom|pl|*|1	SB	14
16	aus	aus	APPR	aus	_	MO	24
17	dem	dem	ART	d	dat|sg|masc	NK	19
18	27.	27.	CARD	@ord@	dat|sg|masc|pos	NK	19
19	Psalm	Psalm	NN	Psalm	dat|sg|masc	NK	16
20	/	/	$,	/	_	--	19
21	woraus	woraus	PWAV	woraus	_	MO	24
22	die	die	ART	d	acc|pl|masc	NK	23
23	Text-Worte	Text-Worte	NN	Text-Worte	acc|pl|masc	OA	24
24	genommen	genommen	VVPP	nehmen	_	OC	14
25	/	/	$,	/	_	--	24
26	daß	daß	KOUS	daß	_	CP	41
27	Davids	Davids	NE	David	nom|sg|*	SB	41
28	Glaube	Glaube	NN	Glaube	acc|sg|fem	OA	30
29	zu	zu	PTKZU	zu	_	PM	30
30	streiten	streiten	VVINF	streiten	_	OC	31
31	gehabt	gehabt	VVPP	haben	_	OC	23
32	mit	mit	APPR	mit	_	OP	28
33	leiblichen	leiblichen	ADJA	leiblich	dat|pl|masc|pos	NK	34
34	Widersachern	Widersachern	NN	Widersacher	dat|pl|masc	NK	32
35	und	und	KON	und	_	CD	34
36	Feinden	Feinden	NN	Feind	dat|pl|masc	CJ	35
37	/	/	$,	/	_	--	36
38	so	so	PTKREL	so	_	MO	39
39	an	an	APPR	an	_	PAR	34
40	ihn	ihn	PPER	er	acc|sg|masc|3	NK	39
41	wolten	wollten	VMFIN	wollen	pl|3|past|ind	OC	14
42	/	/	$,	/	_	--	41
43	sein	sein	PPOSAT	sein	acc|sg|neut	NK	44
44	Fleisch	Fleisch	NN	Fleisch	acc|sg|neut	OA	46
45	zu	zu	PTKZU	zu	_	PM	46
46	fressen	fressen	VVINF	fressen	_	OC	41
47	/	/	$,	/	_	--	46
48	so	so	PTKREL	so	_	MO	52
49	sich	sich	PRF	er|es|sie	acc|pl|3	OA	52
50	wider	wider	APPR	wider	_	MO	52
51	ihn	ihn	PPER	er	acc|sg|masc|3	NK	50
52	legten	legten	VVFIN	legen	pl|3|past|ind	CJ	41
53	und	und	KON	und	_	CD	52
54	Krieg	Krieg	NN	Krieg	acc|sg|masc	OA	57
55	wider	wider	APPR	wider	_	MNR	54
56	ihn	ihn	PPER	er	acc|sg|masc|3	NK	55
57	erhoben	erhoben	ADJD	erhoben	pl|3|past|ind	CJ	53
58	/	/	$,	/	_	--	57
59	so	so	ADV	so	_	MO	66
60	auch	auch	ADV	auch	_	MO	61
61	als	als	KOKOM	als	_	MO	66
62	falsche	falsche	ADJA	falsch	acc|pl|fem|pos	NK	63
63	Zeugen	Zeugen	NN	Zeug	nom|pl|masc	NK	61
64	wider	wider	APPR	wider	_	MO	66
65	ihn	ihn	PPER	er	acc|sg|masc|3	NK	64
66	stunden	stunden	NN	Stunde	_	CJ	57
67	/	/	$,	/	_	--	66
68	und	und	KON	und	_	CD	66
69	ihm	ihm	PPER	er	dat|sg|masc|3	DA	71
70	unrecht	Unrecht	NN	Unrecht	acc|sg|neut	OA	71
71	thaͤten	täten	VVFIN	tun	pl|3|past|subj	CJ	68
72	ohne	ohne	APPR	ohne	_	MO	71
73	Scheu	Scheu	NN	Scheu	acc|sg|fem	NK	72
74	.	.	SENT	.	_	--	73

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	leicht	leicht	ADJD	leicht	pos	MO	5
4	zu	zu	PTKZU	zu	_	PM	5
5	erachten	erachten	VVINF	erachten	_	OC	2
6	/	/	$,	/	_	--	5
7	daß	daß	KOUS	daß	_	CP	32
8	dabey	dabei	PAV	dabei	_	MO	17
9	der	der	ART	d	nom|sg|masc	NK	10
10	Ertz-Feind	Erzfeind	NN	Erzfeind	nom|sg|masc	PD	17
11	der	der	ART	d	gen|pl|*	NK	12
12	Glaubigen	Gläubigen	NN	gläubige	gen|pl|*	AG	10
13	der	der	ART	d	gen|sg|fem	NK	14
14	Teuffel	Teufel	NN	Teufel	gen|pl|masc	AG	12
15	auch	auch	ADV	auch	_	MO	17
16	geschaͤfftig	geschäftig	ADJD	geschäftig	pos	PD	17
17	gewesen	gewesen	VAPP	sein	_	OC	2
18	/	/	$,	/	_	--	17
19	die	die	ART	d	nom|sg|fem	NK	20
20	Ehre	Ehre	NN	Ehre	nom|sg|fem	OA	32
21	Gottes	Gottes	NE	Gott	gen|sg|masc	AG	20
22	/	/	$,	/	_	--	21
23	den	den	ART	d	acc|sg|masc	NK	24
24	Wohlstand	Wohlstand	NN	Wohlstand	acc|sg|masc	OA	32
25	Davids	Davids	NE	David	nom|sg|*	NK	24
26	/	/	$,	/	_	--	25
27	und	und	KON	und	_	CD	24
28	das	das	ART	d	acc|sg|neut	NK	30
29	gemeine	gemeine	ADJA	gemein	acc|sg|neut|pos	NK	30
30	Beste	Beste	NN	gute	acc|sg|neut	CJ	27
31	zu	zu	PTKZU	zu	_	PM	32
32	verhindern	verhindern	VVINF	verhindern	_	RE	1
33	.	.	SENT	.	_	--	32

1	Sein	Sein	PPOSAT	Sein	nom|sg|masc	NK	2
2	Fleisch	Fleisch	NN	Fleisch	nom|sg|neut	SB	5
3	und	und	KON	und	_	CD	2
4	Blut	Blut	NN	Blut	nom|sg|neut	CJ	3
5	hat	hat	VAFIN	haben	sg|3|pres|ind	--	0
6	darzu	dazu	PAV	dazu	_	MO	10
7	auch	auch	ADV	auch	_	MO	10
8	nicht	nicht	PTKNEG	nicht	_	NG	10
9	wenig	wenig	ADV	wenig	_	MO	10
10	geholffen	geholfen	VVPP	helfen	_	OC	5
11	/	/	$,	/	_	--	10
12	wie	wie	KOUS	wie	_	CM	17
13	er	er	PPER	er	nom|sg|masc|3	SB	17
14	denn	denn	ADV	denn	_	MO	17
15	mehrmals	mehrmals	ADV	mehrmals	_	MO	17
16	daruͤber	darüber	PAV	darüber	_	OP	17
17	klaget	klaget	VVFIN	klagen	sg|3|pres|ind	OC	10
18	/	/	$,	/	_	--	17
19	sonderlich	sonderlich	ADJD	sonderlich	pos	DA	10
20	im	im	APPRART	im	dat|sg|masc	MO	10
21	94.	94.	CARD	@ord@	dat|sg|masc|pos	NK	22
22	Psalm	Psalm	NN	Psalm	dat|sg|masc	NK	20
23	/	/	$,	/	_	--	22
24	da	da	KOUS	da	_	CP	26
25	er	er	PPER	er	nom|sg|masc|3	SB	26
26	sagt	sagt	VVFIN	sagen	sg|3|pres|ind	RE	16
27	:	:	SENT	:	_	--	26

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	hatte	hatte	VAFIN	haben	sg|1|past|ind	--	0
3	viel	viel	PIAT	viel	*|*|*	NK	4
4	Bekuͤmmernis	Bekümmernis	NN	Bekümmernis	acc|sg|neut	OA	2
5	in	in	APPR	in	_	MO	2
6	meinem	meinem	PPOSAT	mein	dat|sg|neut	NK	7
7	Hertzen	Herzen	NN	Herz	dat|sg|neut	NK	5
8	/	/	$,	/	_	--	7
9	das	das	PDS	d	nom|sg|neut	SB	10
10	ist	ist	VAFIN	sein	sg|3|pres|ind	MO	2
11	/	/	$,	/	_	--	10
12	es	es	PPER	es	nom|sg|neut|3	SB	13
13	nahmen	nahmen	NN	Name	pl|3|past|ind	CJ	2
14	in	in	APPR	in	_	MO	13
15	mir	mir	PPER	ich	dat|sg|*|1	NK	14
16	uͤberhand	überhand	ADV	überhand	_	MO	17
17	mancherley	mancherlei	PIAT	mancherlei	*|*|*	MO	18
18	melancholische	melancholische	ADJA	melancholische	acc|sg|fem|pos	NK	25
19	/	/	$,	/	_	--	18
20	unrichtige	unrichtige	ADJA	unrichtige	acc|sg|fem|pos	NK	25
21	/	/	$,	/	_	--	20
22	traurige	traurige	ADJA	traurig	acc|sg|fem|pos	NK	25
23	und	und	KON	und	_	CD	22
24	zweiffelhaffte	zweifelhafte	ADJA	zweifelhaft	acc|pl|masc|pos	CJ	23
25	Gedancken	Gedanken	NN	Gedanke	acc|pl|masc	OA	13
26	/	/	$,	/	_	--	25
27	sonderlich	sonderlich	ADJD	sonderlich	pos	MO	32
28	wenn	wenn	KOUS	wenn	_	CP	32
29	sich	sich	PRF	er|es|sie	acc|sg|3	OA	32
30	s	s	PPER	es	_	OA	32
31	so	so	ADV	so	_	MO	32
32	anließ	anließ	VVFIN	anließ	sg|3|past|ind	CJ	13
33	/	/	$,	/	_	--	32
34	als	als	KOKOM	als	_	CM	35
35	sey	sei	VAFIN	sein	sg|3|pres|subj	CC	31
36	ihm	ihm	PPER	er	dat|sg|masc|3	DA	48
37	auch	auch	ADV	auch	_	MO	38
38	GOtt	Gott	NE	Gott	nom|sg|masc	SB	35
39	selbst	selbst	PRF	selbst	_	MO	40
40	zuwider	zuwider	ADJD	zuwider	_	MO	35
41	/	/	$,	/	_	--	40
42	woruͤber	worüber	PWAV	worüber	_	OP	46
43	er	er	PPER	er	nom|sg|masc|3	SB	46
44	mehrmals	mehrmals	ADV	mehrmals	_	MO	46
45	schmertzlich	schmerzlich	ADJD	schmerzlich	pos	MO	46
46	klagete	klagte	VVFIN	klagen	sg|3|past|ind	CJ	32
47	/	/	$,	/	_	--	46
48	sagend	sagend	ADJD	sagend	pos	MO	46
49	:	:	SENT	:	_	--	48

1	HErr	Herr	NN	Herr	nom|sg|masc	OA	9
2	wie	wie	KOKOM	wie	_	CM	4
3	lang	lang	ADJD	lang	pos	MO	4
4	wilt	wild	ADJD	wild	pos	CC	1
5	du	du	PPER	du	nom|sg|*|2	SB	4
6	mein	mein	PPOSAT	mein	acc|sg|neut	NK	1
7	so	so	ADV	so	_	MO	9
8	gar	gar	ADV	gar	_	MO	9
9	vergessen	vergessen	VVINF	vergessen	_	--	0
10	?	?	SENT	?	_	--	9

1	Wie	Wie	PWAV	wie	_	MO	2
2	lang	lang	ADJD	lang	pos	MO	3
3	verbirgest	verbirgst	VVFIN	verbirgst	sg|2|pres|ind	--	0
4	du	du	PPER	du	nom|sg|*|2	SB	3
5	dein	dein	PPOSAT	dein	nom|sg|masc	NK	6
6	Antlitz	Antlitz	NN	Antlitz	nom|sg|masc	OA	3
7	fuͤr	für	APPR	für	_	MO	3
8	mir	mir	PPER	ich	dat|sg|*|1	NK	7
9	?	?	SENT	?	_	--	8

1	Wie	Wie	PWAV	wie	_	MO	2
2	lang	lang	ADJD	lang	pos	MO	3
3	soll	soll	VMFIN	sollen	sg|3|pres|ind	--	0
4	sich	sich	PRF	er|es|sie	acc|sg|3	OA	9
5	mein	mein	PPOSAT	mein	nom|sg|masc	NK	6
6	Feind	Feind	NN	Feind	nom|sg|masc	SB	3
7	uͤber	über	APPR	über	_	MO	9
8	mich	mich	PPER	ich	acc|sg|*|1	NK	7
9	erheben	erheben	VVINF	erheben	_	OC	3
10	?	?	SENT	?	_	--	9

1	Warum	Warum	PWAV	warum	_	MO	5
2	hast	hast	VAFIN	haben	sg|2|pres|ind	--	0
3	du	du	PPER	du	nom|sg|*|2	SB	2
4	mein	mein	PPOSAT	mein	acc|sg|neut	OC	5
5	vergessen	vergessen	VVINF	vergessen	_	OC	2
6	?	?	SENT	?	_	--	5

1	Warum	Warum	PWAV	warum	_	MO	2
2	muß	muß	VMFIN	müssen	sg|1|pres|ind	--	0
3	ich	ich	PPER	ich	nom|sg|*|1	SB	2
4	so	so	ADV	so	_	MO	5
5	traurig	traurig	ADJD	traurig	pos	MO	6
6	gehen	gehen	VVINF	gehen	_	OC	2
7	/	/	$,	/	_	--	6
8	wenn	wenn	KOUS	wenn	_	CP	12
9	mein	mein	PPOSAT	mein	nom|sg|masc	NK	10
10	Feind	Feind	NN	Feind	nom|sg|masc	SB	12
11	mich	mich	PRF	ich	acc|sg|*|1	OA	12
12	draͤnget	dränget	VVFIN	dränget	sg|3|pres|ind	MO	2
13	?	?	SENT	?	_	--	12

1	Ists	Ists	VAFIN	sein	_	--	0
2	denn	denn	ADV	denn	_	NK	1
3	gar	gar	ADV	gar	_	MO	4
4	aus	aus	APPR	aus	_	--	0
5	mit	mit	APPR	mit	_	MNR	2
6	seiner	seiner	PPOSAT	sein	dat|sg|fem	NK	10
7	des	des	ART	d	gen|sg|masc	NK	9
8	lieben	lieben	ADJA	lieb	gen|sg|masc|pos	NK	9
9	Gottes	Gottes	NE	Gott	gen|sg|masc	AG	10
10	Huͤlffe	Hilfe	NN	Hilfe	acc|sg|fem	NK	5
11	?	?	SENT	?	_	--	10

1	und	und	KON	und	_	JU	2
2	hat	hat	VAFIN	haben	sg|3|pres|ind	--	0
3	die	die	ART	d	nom|sg|fem	NK	4
4	Verheissung	Verheissung	NN	Verheißung	nom|sg|fem	SB	2
5	ein	ein	ART	ein	acc|sg|neut	NK	6
6	Ende	Ende	NN	Ende	acc|sg|neut	OA	2
7	?	?	SENT	?	_	--	6

1	Hat	Hat	VAFIN	haben	sg|3|pres|ind	--	0
2	denn	denn	ADV	denn	_	MO	4
3	Gott	Gott	NE	Gott	nom|sg|masc	SB	1
4	vergessen	vergessen	VVPP	vergessen	_	OC	1
5	gnädig	gnädig	ADJD	gnädig	pos	PD	7
6	zu	zu	PTKZU	zu	_	PM	7
7	seyn	sein	VAINF	sein	_	OC	4
8	und	und	KON	und	_	CD	7
9	seine	seine	PPOSAT	sein	acc|sg|fem	NK	10
10	Barmhertzigkeit	Barmherzigkeit	NN	Barmherzigkeit	acc|sg|fem	OA	13
11	fuͤr	für	APPR	für	_	MNR	10
12	Zorn	Zorn	NN	Zorn	acc|sg|masc	NK	11
13	verschlossen	verschlossen	VVPP	verschließen	_	CJ	8
14	?	?	SENT	?	_	--	13

1	Ob	Ob	KOUS	ob	_	CP	17
2	gleich	gleich	ADV	gleich	_	MO	3
3	manchmal	manchmal	ADV	manchmal	_	MO	17
4	eine	eine	ART	ein	acc|sg|fem	NK	6
5	rechte	rechte	ADJA	recht	acc|sg|fem|pos	NK	6
6	Freudigkeit	Freudigkeit	NN	Freudigkeit	acc|sg|fem	OA	17
7	des	des	ART	d	gen|sg|neut	NK	8
8	Hertzens	Herzens	NN	Herz	gen|sg|neut	AG	6
9	im	im	APPRART	im	dat|sg|masc	MNR	6
10	Glauben	Glauben	NN	Glaube	dat|sg|masc	NK	9
11	sich	sich	PRF	er|es|sie	dat|pl|3	OA	17
12	funde	Funde	NN	Fund	nom|pl|masc	OA	17
13	/	/	$,	/	_	--	12
14	daß	daß	KOUS	daß	_	CP	17
15	er	er	PPER	er	nom|sg|masc|3	SB	17
16	heraus	heraus	PTKVZ	heraus	_	MO	17
17	brach	brach	VVFIN	brechen	sg|3|past|ind	--	0
18	:	:	SENT	:	_	--	17

1	Der	Der	ART	d	nom|sg|masc	NK	2
2	HErr	Herr	NN	Herr	nom|sg|masc	SB	3
3	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
4	mein	mein	PPOSAT	mein	nom|sg|neut	NK	5
5	Licht	Licht	NN	Licht	nom|sg|neut	SB	3
6	und	und	KON	und	_	CD	5
7	mein	mein	PPOSAT	mein	nom|sg|masc	NK	8
8	Heyl/	Heil	NN	Heil	nom|sg|neut	CJ	6
9	fuͤr	für	APPR	für	_	MO	3
10	wem	wem	PWS	wer	acc|sg|*	NK	9
11	solt	sollt	VMFIN	sollen	sg|3|pres|ind	CJ	3
12	ich	ich	PPER	ich	nom|sg|*|1	SB	11
13	mich	mich	PRF	ich	acc|sg|1	OA	14
14	fuͤrchten	fürchten	VVINF	fürchten	_	OC	11
15	?	?	SENT	?	_	--	14

1	Der	Der	ART	d	nom|sg|masc	NK	2
2	HErr	Herr	NN	Herr	nom|sg|masc	SB	3
3	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
4	meines	meines	PPOSAT	mein	gen|sg|neut	NK	5
5	Lebens	Lebens	NN	Leben	gen|sg|neut	SB	3
6	Krafft	Krafft	NN	Kraft	nom|sg|fem	NK	5
7	/	/	$,	/	_	--	6
8	fuͤr	für	APPR	für	_	MO	3
9	wem	wem	PWS	wer	acc|sg|*	NK	8
10	solt	sollt	VMFIN	sollen	sg|3|pres|ind	CJ	3
11	mir	mir	PPER	ich	dat|sg|*|1	DA	12
12	grauen	grauen	ADJA	grau	_	OC	10
13	?	?	SENT	?	_	--	12

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	fuͤrchte	fürchte	VVFIN	fürchten	sg|1|pres|ind	--	0
3	mich	mich	PPER	ich	acc|sg|1	OA	2
4	nicht	nicht	PTKNEG	nicht	_	NG	2
5	fuͤr	für	APPR	für	_	MO	8
6	viel	viel	PIAT	viel	*|*|*	MO	7
7	hundert	hundert	CARD	hundert	_	NK	5
8	tausenden	tausenden	ADJA	tausend	_	OC	2
9	/	/	$,	/	_	--	8
10	die	die	PRELS	d	nom|pl|*	SB	15
11	sich	sich	PRF	er|es|sie	acc|pl|3	OA	15
12	umher	umher	ADV	umher	pos	MO	15
13	wider	wider	APPR	wider	_	MO	15
14	mich	mich	PPER	ich	acc|sg|*|1	NK	13
15	legen	legen	VVINF	legen	_	CJ	8
16	;	;	SENT	;	_	--	15

1	so	so	ADV	so	_	MO	2
2	stuͤrmeten	stürmeten	VVFIN	stürmeten	pl|3|past|ind	--	0
3	doch	doch	ADV	doch	_	MO	2
4	die	die	ART	d	nom|pl|fem	NK	5
5	Anfechtungen	Anfechtungen	NN	Anfechtung	nom|pl|fem	SB	2
6	der	der	ART	d	gen|pl|masc	NK	7
7	Feinde	Feinde	NN	Feind	gen|pl|masc	AG	5
8	bald	bald	ADV	bald	_	MO	2
9	wieder	wieder	ADV	wieder	_	MO	2
10	so	so	ADV	so	_	MO	2
11	auf	auf	APPR	auf	_	MO	2
12	ihn	ihn	PPER	er	acc|sg|masc|3	NK	11
13	loß	los	PTKVZ	los	_	SVP	2
14	/	/	$,	/	_	--	13
15	daß	daß	KOUS	daß	_	CP	17
16	er	er	PPER	er	nom|sg|masc|3	SB	17
17	erfuhre	erfuhre	VVFIN	erfuhre	sg|3|pres|subj	CC	10
18	viel	viel	PIS	viel	*|*|*	NK	21
19	und	und	KON	und	_	CD	18
20	grosse	große	ADJA	groß	acc|sg|fem|pos	CJ	19
21	Angst	Angst	NN	Angst	acc|sg|fem	OA	17
22	/	/	$,	/	_	--	21
23	doch	doch	ADV	doch	_	MO	25
24	aber	aber	ADV	aber	_	MO	25
25	erholet	erholet	ADJD	erholet	sg|3|pres|ind	RE	10
26	er	er	PPER	er	nom|sg|masc|3	SB	25
27	sich	sich	PRF	er|es|sie	acc|sg|3	OA	25
28	wieder	wieder	ADV	wieder	_	MO	25
29	und	und	KON	und	_	CD	25
30	sagt	sagt	VVFIN	sagen	sg|3|pres|ind	CJ	29
31	:	:	SENT	:	_	--	30

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	glaube	glaube	VVFIN	glauben	sg|1|pres|ind	--	0
3	aber	aber	ADV	aber	_	MO	2
4	doch	doch	ADV	doch	_	MO	2
5	/	/	$,	/	_	--	4
6	daß	daß	KOUS	daß	_	CP	9
7	ich	ich	PPER	ich	nom|sg|*|1	SB	9
8	sehen	sehen	VVINF	sehen	_	OC	9
9	werde	werde	VAFIN	werden	sg|3|pres|subj	OC	2
10	das	das	ART	d	nom|sg|neut	NK	11
11	Gute	Gute	NA	Gute	nom|sg|neut	SB	9
12	des	des	ART	d	gen|sg|masc	NK	13
13	HErrn	Herrn	NN	Herr	gen|sg|masc	AG	11
14	im	im	APPRART	im	dat|sg|neut	MNR	13
15	Lande	Lande	NN	Land	dat|sg|neut	NK	14
16	der	der	ART	d	gen|pl|*	NK	17
17	Lebendigen	Lebendigen	NA	Lebendige	gen|pl|*	AG	15
18	.	.	SENT	.	_	--	17

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	will	will	VMFIN	wollen	sg|3|pres|ind	--	0
3	so	so	ADV	so	_	MO	4
4	viel	viel	ADV	viel	*|*|*	OA	5
5	sagen	sagen	VVINF	sagen	_	OC	2
6	:	:	SENT	:	_	--	5

1	Ob	Ob	KOUS	ob	_	CP	9
2	gleich	gleich	ADV	gleich	_	MO	4
3	meine	meine	PPOSAT	mein	nom|pl|masc	NK	4
4	Feinde	Feinde	NN	Feind	nom|pl|masc	SB	9
