

1	Gesegneter	Gesegneter	NA	Gesegnete	nom|sg|masc|pos	NK	2
47	den	den	ART	d	acc|sg|masc	NK	48
48	Vorzug	Vorzug	NN	Vorzug	acc|sg|masc	OA	36
49	Der	Der	ART	d	nom|sg|masc	NK	50
50	General	General	NN	General	nom|sg|masc	NK	48
51	vnter	unter	APPR	unter	_	MNR	48
52	den	den	ART	d	dat|pl|masc	NK	53
53	Soldaten	Soldaten	NN	Soldat	dat|pl|masc	NK	51
54	/	/	$,	/	_	--	53
55	das	das	ART	d	nom|sg|neut	NK	56
56	Hertz	Herz	NN	Herz	nom|sg|neut	CJ	48
57	vnter	unter	APPR	unter	_	MNR	56
58	den	den	ART	d	dat|pl|neut	NK	59
59	Gliedern	Gliedern	NN	Glied	dat|pl|neut	NK	57
60	/	/	$,	/	_	--	59
61	der	der	ART	d	gen|sg|fem	NK	62
62	Loͤw	Löwe	NN	Löwe	nom|sg|masc	AG	59
63	vnter	unter	APPR	unter	_	MNR	56
64	den	den	ART	d	dat|pl|*	NK	65
65	Vierfuͤsseten	Vierfüsseten	NN	Vierfüsseten	dat|pl|*	NK	63
66	/	/	$,	/	_	--	65
67	der	der	ART	d	gen|pl|masc	NK	68
68	Adler	Adler	NN	Adler	gen|pl|masc	AG	65
69	vnter	unter	APPR	unter	_	MNR	68
70	den	den	ART	d	dat|pl|fem	NK	71
71	Voͤgeln	Vögeln	NN	Vogel	dat|pl|fem	NK	69
72	/	/	$,	/	_	--	71
73	die	die	ART	d	acc|sg|fem	NK	74
74	Rose	Rose	NN	Rose	acc|sg|fem	CJ	56
75	vnter	unter	APPR	unter	_	MNR	74
76	den	den	ART	d	dat|pl|fem	NK	77
77	Blumen	Blumen	NN	Blume	dat|pl|fem	NK	75
78	/	/	$,	/	_	--	77
79	das	das	ART	d	nom|sg|neut	NK	80
80	Gold	Gold	NN	Gold	nom|sg|neut	CJ	74
81	vnter	unter	APPR	unter	_	MNR	80
82	den	den	ART	d	dat|pl|fem	NK	83
83	Metallen	Metallen	NN	Metall	dat|pl|fem	NK	81
84	/	/	$,	/	_	--	83
85	der	der	ART	d	nom|sg|masc	NK	86
86	Diemant	Diemant	NN	Diamant	nom|sg|masc	CJ	80
87	vnter	unter	APPR	unter	_	MNR	86
88	den	den	ART	d	dat|pl|masc	NK	89
89	Steinen	Steinen	NN	Stein	dat|pl|masc	NK	87
90	/	/	$,	/	_	--	89
91	das	das	PRELS	d	acc|sg|neut	NK	92
92	Fewr	Fewr	NE	Fewr	acc|sg|neut	CJ	86
93	vnter	unter	APPR	unter	_	MNR	92
94	den	den	ART	d	dat|pl|neut	NK	95
95	Elementen	Elementen	NN	Element	dat|pl|neut	NK	93
96	/	/	$,	/	_	--	95
97	die	die	ART	d	nom|sg|fem	NK	98
98	Sonn	Sonne	NN	Sonne	nom|sg|fem	CJ	92
99	vnter	unter	APPR	unter	_	MNR	98
100	den	den	ART	d	dat|pl|neut	NK	101
101	Planeten	Planeten	NN	Planet	dat|pl|neut	NK	99
102	:	:	SENT	:	_	--	101

1	also	also	ADV	also	_	MO	2
2	Benedictus	Benedictus	NE	Benedictus	nom|sg|masc	--	0
3	der	der	ART	d	nom|sg|masc	NK	5
4	glorwuͤrdige	glorwürdige	ADJA	glorwürdige	nom|sg|masc|pos	NK	5
5	Patriarch	Patriarch	NN	Patriarch	nom|sg|masc	APP	2
6	vnter	unter	APPR	unter	_	MNR	5
7	den	den	ART	d	dat|pl|*	NK	8
8	Geistlichen	Geistlichen	NN	Geistliche	dat|pl|*	NK	6
9	.	.	SENT	.	_	--	8

1	Ein	Ein	ART	ein	nom|sg|masc	NK	2
2	Sonn	Sonne	NN	Sonne	dat|sg|fem	--	0
3	Benedictus	Benedictus	NE	Benedictus	nom|sg|neut	NK	2
4	vnter	unter	APPR	unter	_	MNR	2
5	den	den	ART	d	dat|pl|*	NK	6
6	Geistlichen	Geistlichen	NN	Geistliche	dat|pl|*	NK	4
7	/	/	$,	/	_	--	6
8	ein	ein	ART	ein	nom|sg|masc	NK	9
9	Feuͤer	Feuer	NN	Feuer	acc|sg|neut	PAR	6
10	vnder	unter	APPR	unter	_	MNR	9
11	den	den	ART	d	dat|pl|fem	NK	12
12	Closterleuthen	Closterleuthen	NN	Closterleuthen	dat|pl|fem	NK	10
13	/	/	$,	/	_	--	12
14	ein	ein	ART	ein	nom|sg|masc	NK	15
15	Diemant	Diemant	NN	Diamant	nom|sg|masc	CJ	9
16	vnder	unter	APPR	unter	_	MNR	15
17	den	den	ART	d	dat|pl|fem	NK	18
18	Prælaten	Prälaten	NN	Prälaten	dat|pl|fem	NK	16
19	/	/	$,	/	_	--	18
20	ein	ein	ART	ein	nom|sg|neut	NK	21
21	Golt	Gold	NN	Gold	nom|sg|neut	CJ	15
22	vnter	unter	APPR	unter	_	MNR	21
23	den	den	ART	d	dat|pl|masc	NK	24
24	Priestern	Priestern	NN	Priester	dat|pl|masc	NK	22
25	/	/	$,	/	_	--	24
26	ein	ein	ART	ein	nom|sg|neut	NK	27
27	Cederbaum	Cederbaum	NN	Zederbaum	acc|sg|neut	CJ	21
28	vnter	unter	APPR	unter	_	MNR	27
29	den	den	ART	d	dat|pl|masc	NK	30
30	Einsidlern	Einsiedlern	NN	Einsiedlern	dat|pl|masc	NK	28
31	/	/	$,	/	_	--	30
32	ein	ein	ART	ein	nom|sg|masc	NK	33
33	Rose	Rose	NN	Rose	acc|sg|neut	CJ	27
34	vnter	unter	APPR	unter	_	MNR	33
35	den	den	ART	d	dat|pl|fem	NK	36
36	Abbten	Abbten	NN	Abbten	dat|pl|fem	NK	34
37	/	/	$,	/	_	--	36
38	ein	ein	ART	ein	nom|sg|masc	NK	39
39	Adler	Adler	NN	Adler	nom|sg|masc	CJ	33
40	vnter	unter	APPR	unter	_	MNR	39
41	den	den	ART	d	dat|pl|*	NK	42
42	Propheten	Propheten	NN	Prophet	dat|pl|*	NK	40
43	/	/	$,	/	_	--	42
44	ein	ein	ART	ein	nom|sg|masc	NK	45
45	Loͤw	Löwe	NN	Löwe	nom|sg|masc	CJ	39
46	vnter	unter	APPR	unter	_	MNR	45
47	den	den	ART	d	dat|pl|fem	NK	48
48	Buͤsseren	Büsseren	NN	Büsseren	dat|pl|fem	NK	46
49	/	/	$,	/	_	--	48
50	ein	ein	ART	ein	nom|sg|neut	NK	51
51	Hertz	Herz	NN	Herz	nom|sg|neut	CJ	45
52	vnter	unter	APPR	unter	_	MNR	51
53	den	den	ART	d	dat|pl|masc	NK	54
54	Beichtigern	Beichtigern	NN	Beichtigern	dat|pl|masc	NK	52
55	/	/	$,	/	_	--	54
56	ein	ein	ART	ein	nom|sg|masc	NK	57
57	General	General	NN	General	nom|sg|masc	CJ	51
58	vnter	unter	APPR	unter	_	MNR	57
59	den	den	ART	d	dat|pl|masc	NK	60
60	Ortens-Stifftern	Ortens-Stifftern	NN	Ortens-Stifftern	dat|pl|masc	NK	58
61	.	.	SENT	.	_	--	60

1	Ein	Ein	ART	ein	nom|sg|neut	NK	2
2	General	General	NN	General	nom|sg|masc	--	0
3	ohn	ohne	APPR	ohne	_	MNR	2
4	zaghafftigkeit	Zaghaftigkeit	NN	Zaghaftigkeit	acc|sg|fem	NK	3
5	/	/	$,	/	_	--	4
6	ein	ein	ART	ein	nom|sg|neut	NK	7
7	Hertz	Herz	NN	Herz	nom|sg|neut	CJ	2
8	ohn	ohne	APPR	ohne	_	MNR	7
9	schroͤcken	schröcken	NN	schröcken	_	NK	8
10	/	/	$,	/	_	--	9
11	ein	ein	ART	ein	nom|sg|masc	NK	12
12	Loͤw	Löwe	NN	Löwe	nom|sg|masc	CJ	7
13	ohn	ohne	APPR	ohne	_	MNR	12
14	Forcht	Forcht	NN	Furcht	acc|sg|fem	NK	13
15	/	/	$,	/	_	--	14
16	ein	ein	ART	ein	nom|sg|masc	NK	17
17	Adler	Adler	NN	Adler	nom|sg|masc	CJ	12
18	ohn	ohne	APPR	ohne	_	MNR	17
19	Alter	Alter	NN	Alter	acc|sg|masc	NK	18
20	/	/	$,	/	_	--	19
21	ein	ein	ART	ein	nom|sg|masc	NK	22
22	Rose	Rose	NN	Rose	nom|sg|masc	CJ	17
23	ohn	ohne	APPR	ohne	_	MNR	22
24	Dorn	Dorn	NN	Dorn	acc|sg|neut	NK	23
25	/	/	$,	/	_	--	24
26	ein	ein	ART	ein	acc|sg|neut	NK	27
27	Cederbaum	Cederbaum	NN	Zederbaum	acc|sg|neut	CJ	22
28	ohn	ohne	APPR	ohne	_	MNR	27
29	Wurm	Wurm	NN	Wurm	acc|sg|masc	NK	28
30	/	/	$,	/	_	--	29
31	ein	ein	ART	ein	acc|sg|neut	NK	32
32	Golt	Gold	NN	Gold	acc|sg|neut	CJ	27
33	ohn	ohne	APPR	ohne	_	MNR	32
34	Roßt	Roßt	NE	Roßt	acc|sg|masc	NK	33
35	/	/	$,	/	_	--	34
36	ein	ein	ART	ein	nom|sg|masc	NK	37
37	Diemant	Diemant	NN	Diamant	nom|sg|masc	CJ	32
38	ohn	ohne	APPR	ohne	_	MNR	37
39	Schatten	Schatten	NN	Schatten	acc|sg|masc	NK	38
40	/	/	$,	/	_	--	39
41	ein	ein	ART	ein	acc|sg|neut	NK	42
42	Feuͤer	Feuer	NN	Feuer	acc|sg|neut	CJ	37
43	ohn	ohne	APPR	ohne	_	MNR	42
44	Rauch	Rauch	NN	Rauch	acc|sg|masc	NK	43
45	/	/	$,	/	_	--	44
46	ein	ein	ART	ein	nom|sg|masc	NK	47
47	Sonn	Sonne	NN	Sonne	nom|sg|masc	CJ	42
48	ohn	ohne	APPR	ohne	_	MNR	47
49	Mackel	Makel	NN	Makel	acc|sg|masc	NK	48
50	.	.	SENT	.	_	--	49

1	Ein	Ein	ART	ein	nom|sg|masc	NK	2
2	Sonn	Sonne	NN	Sonne	dat|sg|fem	MNR	8
3	in	in	APPR	in	_	MNR	2
4	auffgehender	aufgehender	ADJA	aufgehender	dat|sg|fem|pos	NK	5
5	Kindheit	Kindheit	NN	Kindheit	dat|sg|fem	NK	3
6	/	/	$,	/	_	--	5
7	ein	ein	ART	ein	acc|sg|neut	NK	8
8	Feuͤer	Feuer	NN	Feuer	acc|sg|neut	--	0
9	in	in	APPR	in	_	MNR	8
10	wachsender	wachsender	ADJA	wachsend	dat|sg|fem|pos	NK	11
11	Jugend	Jugend	NN	Jugend	dat|sg|fem	NK	9
12	/	/	$,	/	_	--	11
13	ein	ein	ART	ein	nom|sg|masc	NK	14
14	Diemant	Diemant	NN	Diamant	nom|sg|masc	CJ	8
15	in	in	APPR	in	_	MNR	14
16	stehender	stehender	ADJA	stehend	dat|sg|fem|pos	NK	17
17	Mannheit	Mannheit	NN	Mannheit	dat|sg|fem	NK	15
18	/	/	$,	/	_	--	17
19	ein	ein	ART	ein	nom|sg|neut	NK	20
20	Gold	Gold	NN	Gold	nom|sg|neut	CJ	14
21	in	in	APPR	in	_	MNR	20
22	ruhigen	ruhigen	ADJA	ruhig	dat|pl|masc|pos	NK	23
23	Alter	Alter	NN	Alter	dat|sg|neut	NK	21
24	/	/	$,	/	_	--	23
25	ein	ein	ART	ein	acc|sg|neut	NK	26
26	Cederbaum	Cederbaum	NN	Zederbaum	acc|sg|neut	CJ	20
27	in	in	APPR	in	_	MNR	26
28	der	der	ART	d	dat|sg|fem	NK	29
29	Fruchtbarkeit	Fruchtbarkeit	NN	Fruchtbarkeit	dat|sg|fem	NK	27
30	der	der	ART	d	gen|pl|fem	NK	31
31	Seelen	Seelen	NN	Seele	gen|pl|fem	AG	29
32	/	/	$,	/	_	--	31
33	ein	ein	ART	ein	nom|sg|masc	NK	34
34	Rose	Rose	NN	Rose	nom|sg|masc	CJ	26
35	in	in	APPR	in	_	MNR	34
36	Geruch	Geruch	NN	Geruch	acc|sg|masc	NK	35
37	deß	dessen	PDAT	d	gen|sg|masc	AG	39
38	loͤblichen	löblichen	ADJA	löblichen	gen|sg|masc|pos	NK	39
39	Nahmens	Namens	NN	Name	gen|sg|masc	AG	36
40	/	/	$,	/	_	--	39
41	ein	ein	ART	ein	nom|sg|masc	NK	42
42	Adler	Adler	NN	Adler	nom|sg|masc	PAR	39
43	im	im	APPRART	im	dat|sg|masc	MNR	42
44	Flug	Flug	NN	Flug	dat|sg|masc	NK	43
45	nach	nach	APPR	nach	_	MNR	44
46	Himmlischen	Himmlischen	ADJA	himlisch	dat|pl|masc|pos	NK	47
47	Geheymnussen	Geheymnussen	NN	Geheymnussen	dat|pl|masc	NK	45
48	/	/	$,	/	_	--	47
49	ein	ein	ART	ein	nom|sg|masc	NK	50
50	Loͤw	Löwe	NN	Löwe	nom|sg|masc	CJ	42
51	in	in	APPR	in	_	MNR	50
52	Miracklen	Miracklen	NN	Miracklen	dat|sg|neut	NK	51
53	/	/	$,	/	_	--	52
54	ein	ein	ART	ein	nom|sg|neut	NK	55
55	Hertz	Herz	NN	Herz	nom|sg|neut	CJ	50
56	in	in	APPR	in	_	MNR	55
57	Verfolgungen	Verfolgungen	NN	Verfolgung	dat|pl|fem	NK	56
58	/	/	$,	/	_	--	57
59	ein	ein	ART	ein	nom|sg|masc	NK	60
60	General	General	NN	General	nom|sg|masc	CJ	55
61	in	in	APPR	in	_	MNR	60
62	der	der	ART	d	dat|sg|fem	NK	63
63	Wachtsamkeit	Wachtsamkeit	NN	Wachtsamkeit	dat|sg|fem	NK	61
64	.	.	SENT	.	_	--	63

1	Ein	Ein	ART	ein	nom|sg|neut	NK	2
2	General	General	NN	General	nom|sg|masc	--	0
3	der	der	ART	d	gen|pl|fem	NK	4
4	Muͤnchen	München	NE	München	gen|pl|fem	AG	2
5	/	/	$,	/	_	--	4
6	ein	ein	ART	ein	nom|sg|neut	NK	7
7	Hertz	Herz	NN	Herz	nom|sg|neut	CJ	4
8	den	den	ART	d	dat|pl|fem	NK	9
9	Wanckelmuͤtigen	Wanckelmütigen	NN	Wanckelmütigen	acc|sg|masc	DA	7
10	/	/	$,	/	_	--	9
11	ein	ein	ART	ein	nom|sg|masc	NK	12
12	Loͤw	Löwe	NN	Löwe	nom|sg|masc	APP	2
13	wider	wider	APPR	wider	_	MNR	12
14	den	den	ART	d	acc|sg|masc	NK	15
15	Teuffel	Teufel	NN	Teufel	acc|sg|masc	NK	13
16	/	/	$,	/	_	--	15
17	ein	ein	ART	ein	nom|sg|masc	NK	18
18	Adler	Adler	NN	Adler	nom|sg|masc	CJ	15
19	den	den	ART	d	dat|pl|fem	NK	20
20	Vnterthonen	Vnterthonen	NN	Vnterthonen	dat|pl|fem	AG	18
21	/	/	$,	/	_	--	20
22	ein	ein	ART	ein	nom|sg|neut	NK	23
23	Rose	Rose	NN	Rose	nom|sg|neut	CJ	18
24	den	den	ART	d	acc|sg|masc	NK	25
25	Krafftlosen	Krafftlosen	NN	Krafftlosen	acc|sg|masc	NK	23
26	/	/	$,	/	_	--	25
27	ein	ein	ART	ein	nom|sg|neut	NK	28
28	Cederbaum	Cederbaum	NN	Zederbaum	nom|sg|neut	CJ	23
29	den	den	ART	d	acc|sg|masc	NK	30
30	Rhuenden	Rhuenden	NN	Rhuenden	acc|sg|masc	NK	28
31	/	/	$,	/	_	--	30
32	ein	ein	ART	ein	nom|sg|neut	NK	33
33	Gold	Gold	NN	Gold	nom|sg|neut	CJ	23
34	den	den	ART	d	dat|pl|masc	NK	35
35	Armen	Armen	NN	arme	dat|pl|masc	DA	33
36	/	/	$,	/	_	--	35
37	ein	ein	ART	ein	nom|sg|masc	NK	38
38	Diemant	Diemant	NN	Diamant	nom|sg|masc	CJ	33
39	den	den	ART	d	dat|pl|masc	NK	40
40	Suͤndern	Sündern	NN	Sünder	acc|sg|masc	DA	38
41	/	/	$,	/	_	--	40
42	ein	ein	ART	ein	nom|sg|masc	NK	43
43	Feuͤr	Feür	NN	Feür	nom|sg|masc	CJ	33
44	den	den	ART	d	dat|pl|fem	NK	45
45	Kalten	Kalten	ADJA	kalt	dat|pl|fem	AG	43
46	/	/	$,	/	_	--	45
47	ein	ein	ART	ein	nom|sg|neut	NK	48
48	Sonn	Sonne	NN	Sonne	dat|sg|fem	APP	43
49	den	den	ART	d	acc|sg|masc	NK	50
50	verfinsterten	verfinsterten	ADJA	verfinsterten	acc|sg|masc|pos	AG	48
51	.	.	SENT	.	_	--	50

1	Ein	Ein	ART	ein	nom|sg|masc	NK	2
2	Sonn	Sonne	NN	Sonne	dat|sg|fem	--	0
3	in	in	APPR	in	_	MNR	2
4	der	der	ART	d	dat|sg|fem	NK	6
5	Catholischen	katholischen	ADJA	katholisch	dat|sg|fem|pos	NK	6
6	Kirchen	Kirchen	NN	Kirche	dat|sg|fem	NK	3
7	/	/	$,	/	_	--	6
8	ein	ein	ART	ein	acc|sg|neut	NK	9
9	Feuͤer	Feuer	NN	Feuer	acc|sg|neut	PAR	6
10	in	in	APPR	in	_	MNR	9
11	Italia	Italia	NE	Italia	dat|sg|neut	NK	10
12	/	/	$,	/	_	--	11
13	ein	ein	ART	ein	nom|sg|masc	NK	14
14	Diemant	Diemant	NN	Diamant	nom|sg|masc	CJ	9
15	in	in	APPR	in	_	MNR	14
16	seinem	seinem	PPOSAT	sein	dat|sg|neut	NK	18
17	Graͤfflichen	gräflichen	ADJA	gräflichen	dat|sg|neut|pos	NK	18
18	Geschlecht	Geschlecht	NN	Geschlecht	dat|sg|neut	NK	15
19	/	/	$,	/	_	--	18
20	ein	ein	ART	ein	nom|sg|neut	NK	21
21	Gold	Gold	NN	Gold	nom|sg|neut	CJ	14
22	in	in	APPR	in	_	MNR	21
23	der	der	ART	d	dat|sg|fem	NK	24
24	Hoͤle	Höhle	NN	Höhle	dat|sg|fem	NK	22
25	zu	zu	APPR	zu	_	MNR	24
26	Subiaco	Subiaco	NE	Subiaco	dat|sg|*	NK	25
27	/	/	$,	/	_	--	26
28	ein	ein	ART	ein	_	NK	29
29	Cederbaum	Cederbaum	NN	Zederbaum	nom|sg|neut	CJ	21
30	auff	auf	APPR	auf	_	MNR	29
31	dem	dem	ART	d	dat|sg|masc	NK	32
32	Berg	Berg	NN	Berg	dat|sg|masc	NK	30
33	Caßino	Cassino	NE	Cassino	nom|sg|*	NK	32
34	/	/	$,	/	_	--	33
35	ein	ein	ART	ein	nom|sg|masc	NK	36
36	Rose	Rose	NN	Rose	nom|sg|masc	CJ	29
37	in	in	APPR	in	_	MNR	36
38	der	der	ART	d	dat|sg|fem	NK	39
39	Einoͤde	Einöde	NN	Einöde	dat|sg|fem	NK	37
40	/	/	$,	/	_	--	39
41	ein	ein	ART	ein	nom|sg|masc	NK	42
42	Adler	Adler	NN	Adler	nom|sg|masc	CJ	36
43	im	im	APPRART	im	dat|sg|masc	MNR	42
44	Chor	Chor	NN	Chor	dat|sg|masc	NK	43
45	/	/	$,	/	_	--	44
46	ein	ein	ART	ein	nom|sg|masc	NK	47
47	Loͤw	Löwe	NN	Löwe	nom|sg|masc	CJ	42
48	im	im	APPRART	im	dat|sg|neut	MNR	47
49	Closter	Kloster	NN	Kloster	dat|sg|neut	NK	48
50	/	/	$,	/	_	--	49
51	ein	ein	ART	ein	nom|sg|neut	NK	52
52	Hertz	Herz	NN	Herz	nom|sg|neut	CJ	47
53	zu	zu	APPR	zu	_	MNR	52
54	Hauß	Haus	NN	Haus	dat|sg|neut	NK	53
55	/	/	$,	/	_	--	54
56	ein	ein	ART	ein	acc|sg|neut	NK	57
57	General	General	NN	General	nom|sg|masc	CJ	52
58	zu	zu	APPR	zu	_	MNR	57
59	Feld	Feld	NN	Feld	dat|sg|neut	NK	58
60	.	.	SENT	.	_	--	59

1	Ein	Ein	ART	ein	nom|sg|neut	NK	2
2	General	General	NN	General	nom|sg|masc	SB	4
3	/	/	$,	/	_	--	2
4	sprich	sprich	VVIMP	sprechen	sg|2|imp	--	0
5	ich	ich	PPER	ich	nom|sg|*|1	SB	4
6	/	/	$,	/	_	--	5
7	auff	auf	APPR	auf	_	MO	4
8	ein	ein	ART	ein	acc|sg|neut	NK	13
9	andere	andere	ADJA	ander	acc|sg|fem|pos	NK	13
10	/	/	$,	/	_	--	9
11	vnd	und	KON	und	_	CD	9
12	boͤssere	bössere	ADJA	bössere	nom|sg|masc|comp	CJ	11
13	Weiß	Weiß	NN	weiße	nom|sg|masc	NK	7
14	als	als	KON	als	_	MNR	13
15	Moyses	Moyses	NE	Moses	nom|sg|masc	NK	14
16	der	der	ART	d	gen|sg|fem	NK	18
17	wunderthaͤtige	wundertätige	ADJA	wundertätige	nom|sg|masc|pos	NK	18
18	Fuͤhrer	Führer	NN	Führer	nom|sg|masc	AG	15
19	/	/	$,	/	_	--	18
20	vnd	und	KON	und	_	CD	15
21	General	General	NN	General	nom|sg|masc	CJ	20
22	der	der	ART	d	gen|pl|fem	NK	23
23	Israeliten	Israeliten	NN	Israelit	gen|pl|fem	AG	21
24	/	/	$,	/	_	--	23
25	welcher	welcher	PRELS	welch	gen|sg|fem	NK	27
26	3000000.	3000000.	CARD	@ord@	gen|pl|fem|pos	NK	27
27	Seelen	Seelen	NN	Seele	gen|pl|fem	AG	15
28	auß	aus	APPR	aus	_	MNR	27
29	Egypten	Ägypten	NE	Ägypten	dat|sg|neut	NK	28
30	durch	durch	APPR	durch	_	MNR	15
31	das	das	ART	d	acc|sg|neut	NK	33
32	rothe	rote	ADJA	rot	acc|sg|neut|pos	NK	33
33	Meer	Meer	NN	Meer	acc|sg|neut	NK	30
34	gen	gen	APPR	gen	_	MNR	33
35	Feld	Feld	NN	Feld	dat|sg|neut	NK	34
36	in	in	APPR	in	_	MNR	33
37	die	die	ART	d	acc|sg|fem	NK	38
38	Wuͤste	Wüste	NN	Wüste	acc|sg|fem	NK	36
39	/	/	$,	/	_	--	38
40	nach	nach	APPR	nach	_	MO	53
41	dem	dem	ART	d	dat|sg|neut	NK	43
42	gelobten	gelobten	ADJA	gelobt	dat|sg|neut|pos	NK	43
43	Lande	Lande	NN	Land	dat|sg|neut	NK	40
44	/	/	$,	/	_	--	43
45	zu	zu	APPR	zu	_	MO	52
46	welchem	welchem	PRELS	welch	dat|sg|neut	NK	45
47	zwar	zwar	ADV	zwar	_	MO	45
48	sein	sein	PPOSAT	sein	acc|sg|neut	NK	49
49	Person	Person	NN	Person	nom|sg|masc	OA	52
50	straffmaͤssig	straffmässig	ADJD	straffmässig	pos	MO	52
51	nit	nicht	PTKNEG	nicht	_	NG	53
52	gelangen	gelangen	VVINF	gelangen	_	OC	53
