

1	Woher	Woher	PWAV	woher	_	MO	4
18	zweyerley	zweierlei	PIAT	zweierlei	*|*|*	NK	24
19	gefunden	gefunden	VVPP	finden	_	OC	15
20	/	/	$,	/	_	--	19
21	nemblich	nämlich	ADV	nämlich	_	MO	22
22	innerliche	innerliche	ADJA	innerlich	acc|sg|fem|pos	CJ	19
23	vnd	und	KON	und	_	CD	22
24	aͤusserliche	äußerliche	ADJA	äußerlich	acc|pl|masc|pos	CJ	23
25	.	.	SENT	.	_	--	24

1	Betreffend	Betreffend	ADJD	betreffend	pos	MO	2
2	derowegen	derowegen	PAV	derwegen	pl|3|pres|ind	RE	16
3	die	die	ART	d	nom|sg|fem	NK	8
4	innerliche	innerliche	ADJA	innerlich	acc|sg|fem|pos	NK	8
5	vornehmste	vornehmste	ADJA	vornehm	nom|sg|fem|sup	NK	8
6	vnd	und	KON	und	_	CD	5
7	negste	negste	ADJA	negste	acc|sg|fem|sup	CJ	6
8	Vrsach	Vrsach	NN	Ursache	nom|sg|masc	SB	2
9	/	/	$,	/	_	--	8
10	warvon	warvon	PAV	warvon	_	MO	2
11	solche	solche	PIAT	solch	acc|pl|neut	NK	13
12	boͤse	böse	ADJA	bös	nom|sg|fem|pos	NK	13
13	Kranckheit	Krankheit	NN	Krankheit	nom|sg|fem	OA	2
14	dependieret	dependieret	VVPP	dependieret	pos	MO	2
15	/	/	$,	/	_	--	14
16	so	so	ADV	so	_	MO	17
17	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
18	es	es	PPER	es	nom|sg|neut|3	SB	17
19	vorderist	vorderist	ADV	vorderist	_	MO	17
20	eine	eine	ART	ein	acc|sg|fem	NK	21
21	stagnatio	stagnatio	FM	stagnatio	_	NK	10
22	sanguinis	sanguinis	FM	sanguinis	_	UC	21
23	&amp;	&amp;	KON	&amp;	_	UC	21
24	lymphæ	lymphae	FM	lymphae	_	UC	21
25	&amp;c.	&amp;c.	ADV	etc.	_	UC	21

1	Das	Das	PDS	d	nom|sg|neut	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	eine	eine	ART	ein	nom|sg|fem	NK	4
4	Außsuͤmpffung	Außsümpffung	NN	Außsümpffung	nom|sg|fem	PD	2
5	oder	oder	KON	oder	_	CD	4
6	verhinderte	verhinderte	VVFIN	verhindern	nom|sg|fem|pos	NK	7
7	Bewegung	Bewegung	NN	Bewegung	nom|sg|fem	CJ	5
8	deß	dessen	PDAT	d	gen|sg|neut	AG	9
9	Gebluͤts	Geblüts	NN	Geblüt	gen|sg|neut	AG	4
10	vnd	und	KON	und	_	CD	9
11	anderer	anderer	PIS	ander	gen|pl|*	NK	18
12	in	in	APPR	in	_	MO	16
13	dem	dem	ART	d	dat|sg|neut	NK	14
14	Menschlichen	Menschlichen	ADJA	menschlich	dat|sg|neut	NK	12
15	Leib	Leib	NN	Leib	acc|sg|masc	NK	14
16	enthaltenen	enthaltenen	ADJA	enthalten	acc|sg|masc|pos	NK	18
17	feuͤchten	feuchten	ADJA	feucht	acc|sg|masc|pos	NK	18
18	Saͤfften	Säften	NN	Säften	dat|pl|fem	CJ	10
19	(	(	$(	(	_	--	18
20	als	als	KOKOM	als	_	CM	21
21	in	in	APPR	in	_	CC	11
22	deren	deren	PDAT	d	dat|pl|fem	AG	24
23	natuͤrlichen	natürlichen	ADJA	natürlich	dat|pl|fem|pos	NK	24
24	Bewegungen	Bewegungen	NN	Bewegung	dat|pl|fem	NK	21
25	unser	unser	PPOSAT	unser	acc|sg|neut	NK	26
26	Leben	Leben	NN	Leben	acc|sg|neut	OA	43
27	vnd	und	KON	und	_	CD	26
28	Gesundheit	Gesundheit	NN	Gesundheit	acc|sg|fem	CJ	27
29	/	/	$,	/	_	--	28
30	in	in	APPR	in	_	MO	43
31	Verhinderung	Verhinderung	NN	Verhinderung	dat|sg|fem	NK	30
32	aber	aber	ADV	aber	_	MO	43
33	vnd	und	KON	und	_	CD	32
34	Abgang	Abgang	NN	Abgang	dat|sg|masc	CJ	33
35	deroselben	derselben	PDS	derselbe	pl|3|past|ind	OA	43
36	die	die	ART	d	acc|sg|fem	NK	37
37	Vngesundheit	Vngesundheit	NN	Vngesundheit	acc|sg|fem	OA	43
38	vnd	und	KON	und	_	CD	37
39	der	der	ART	d	nom|sg|masc	NK	40
40	Tod	Tod	NN	Tod	nom|sg|masc	CJ	38
41	selbsten	selbst	PRF	selbst	_	MNR	40
42	bestehen	bestehen	VVINF	bestehen	_	MO	73
43	thuet	tuet	VVFIN	tuet	sg|3|pres|ind	OC	79
44	)	)	$)	)	_	--	43
45	dann	dann	ADV	dann	_	MO	49
46	von	von	APPR	von	_	SBP	49
47	solcher	solcher	PIAT	solch	dat|sg|fem	NK	48
48	stagnation	Stagnation	NN	Stagnation	dat|sg|fem	NK	46
49	nimmet	nimmt	VVFIN	nehmen	sg|3|pres|ind	MO	43
50	dise	diese	PDAT	dies	nom|sg|fem	NK	51
51	Sucht	Sucht	NN	Sucht	nom|sg|fem	SB	49
52	vornemblich	vornehmlich	ADJD	fürnehmlich	pos	MO	49
53	ihren	ihren	PPOSAT	ihr	acc|sg|masc	NK	54
54	Vrsprung	Vrsprung	NN	Vrsprung	acc|sg|masc	OA	49
55	/	/	$,	/	_	--	54
56	vnd	und	KON	und	_	CD	49
57	stecket	stecket	VVFIN	stecket	sg|3|pres|ind	CJ	56
58	hierinn	hierin	ADV	hierin	_	MO	57
59	die	die	ART	d	nom|sg|fem	NK	60
60	Wurtzel	Wurzel	NN	Wurzel	nom|sg|fem	SB	57
61	diser	dieser	PDAT	dies	gen|sg|fem	NK	62
62	Kranckheit	Krankheit	NN	Krankheit	gen|sg|fem	AG	60
63	/	/	$,	/	_	--	62
64	sie	sie	PPER	Sie	nom|sg|fem|3	SB	65
65	moͤge	möge	VMFIN	mögen	sg|3|pres|subj	OC	60
66	eintweders	eintweders	ADV	eintweders	_	MO	65
67	in	in	APPR	in	_	MO	73
68	dem	dem	ART	d	dat|sg|masc	NK	69
69	Leib	Leib	NN	Leib	dat|sg|masc	NK	67
70	von	von	APPR	von	_	MO	73
71	sich	sich	PRF	er|es|sie	dat|sg|3	NK	70
72	selbsten	selbst	PRF	selbst	_	MNR	71
73	entsprungen	entsprungen	VVPP	entspringen	_	OC	65
74	oder	oder	KON	oder	_	CD	73
75	von	von	APPR	von	_	SBP	77
76	anderen	anderen	PIS	ander	dat|pl|*	NK	75
77	ererbt	ererbt	VVPP	ererbt	_	OC	78
78	worden	worden	VAPP	werden	_	CJ	74
79	seyn	sein	VAINF	sein	_	OC	2
80	:	:	SENT	:	_	--	79

1	so	so	ADV	so	_	MO	2
2	bald	bald	ADV	bald	_	MO	6
3	nun	nun	ADV	nun	_	MO	6
4	die	die	ART	d	nom|sg|fem	NK	6
5	feuͤchte	feuchte	ADJA	feucht	nom|sg|fem|pos	NK	6
6	Saͤffte	Säfte	NN	Saft	nom|sg|fem	PD	32
7	deß	dessen	PDAT	d	gen|sg|masc	AG	8
8	Leibs	Leibs	NN	Leib	gen|sg|masc	AG	6
9	/	/	$,	/	_	--	8
10	insonderheit	insonderheit	ADV	insonderheit	nom|sg|fem	CJ	8
11	das	das	ART	d	acc|sg|neut	NK	12
12	Gebluͤt	Geblüt	NN	Geblüt	acc|sg|neut	OA	10
13	vnd	und	KON	und	_	CD	10
14	die	die	ART	d	nom|sg|fem	NK	27
15	gleichfahls	gleichfalls	ADV	gleichfalls	_	MO	26
16	durch	durch	APPR	durch	_	MO	26
17	den	den	ART	d	acc|sg|masc	NK	18
18	Leib	Leib	NN	Leib	acc|sg|masc	NK	16
19	hin	hin	PTKVZ	hin	_	MO	16
20	vnd	und	KON	und	_	CD	16
21	wider	wider	APPR	wider	_	CJ	20
22	lauffende	laufende	ADJA	laufend	acc|sg|fem|pos	NK	23
23	lympha	lympha	ADJA	lympha	_	NK	21
24	oder	oder	KON	oder	_	CD	23
25	subtile	subtile	ADJA	subtil	nom|pl|masc|pos	CJ	24
26	waͤsserige	wässerige	ADJA	wässerige	acc|sg|fem|pos	NK	27
27	Feuͤchtigkeit	Feuchtigkeit	NN	Feuchtigkeit	nom|sg|fem	CJ	13
28	stagnierend	stagnierend	ADJD	stagnierend	pos	PD	32
29	oder	oder	KON	oder	_	CD	28
30	still	still	ADJD	still	pos	MO	31
31	stehend	stehend	ADJD	stehend	pos	CJ	29
32	werden	werden	VAINF	werden	_	MO	109
33	/	/	$,	/	_	--	32
34	so	so	ADV	so	_	MO	50
35	wird	wird	VAFIN	werden	sg|3|pres|ind	OC	54
36	das	das	ART	d	nom|sg|neut	NK	37
37	Gebluͤt	Geblüt	NN	Geblüt	nom|sg|neut	SB	35
38	in	in	APPR	in	_	MO	50
39	seinem	seinem	PPOSAT	sein	dat|sg|neut	NK	47
40	natuͤrlichen	natürlichen	ADJA	natürlich	dat|sg|neut|pos	NK	47
41	vnd	und	KON	und	_	CD	40
42	zum	zum	APPRART	zum	dat|sg|neut	MO	46
43	Leben	Leben	NN	Leben	dat|sg|neut	NK	42
44	vnd	und	KON	und	_	CD	43
45	Gesundheit	Gesundheit	NN	Gesundheit	dat|sg|fem	CJ	44
46	nothwendigen	notwendigen	ADJA	notwendig	acc|sg|masc|pos	CJ	41
47	Vmblauff	Vmblauff	NN	Vmblauff	acc|sg|masc	NK	38
48	oder	oder	KON	oder	_	CD	47
49	Krayß-Bewegung	Krayß-Bewegung	NN	Krayß-Bewegung	dat|sg|fem	CJ	48
50	gehemmet	gehemmt	VVPP	hemmen	_	OC	35
51	vnd	und	KON	und	_	CD	50
52	verhinderet	verhindert	VVPP	verhindern	_	CJ	51
53	/	/	$,	/	_	--	52
54	warbey	warbey	PWAVREL	warbey	sg|3|past|ind	--	0
55	die	die	ART	d	acc|pl|*	NK	56
56	meatus	meatus	FM	meatus	_	OA	54
57	oder	oder	KON	oder	_	CD	56
58	Gaͤng	Geng	NE	Geng	nom|sg|masc	CJ	57
59	sonderlich	sonderlich	ADJD	sonderlich	pos	MO	66
60	in	in	APPR	in	_	MO	66
61	denen	denen	ART	d	dat|pl|fem	NK	63
62	aͤusseristen	äusseristen	ADJA	äusseristen	dat|pl|masc|sup	NK	63
63	Thailen	Teilen	NN	Teil	dat|pl|masc	NK	60
64	der	der	ART	d	gen|pl|masc	NK	65
65	Puls-Aderen	Puls-Aderen	NN	Puls-Aderen	gen|pl|masc	AG	63
66	versteckt	versteckt	VVPP	verstecken	_	OC	67
67	werden	werden	VAINF	werden	_	OC	35
68	/	/	$,	/	_	--	67
69	daß	daß	KOUS	daß	_	CP	85
70	also	also	ADV	also	_	MO	81
71	dem	dem	ART	d	dat|sg|masc	NK	72
72	Gebluͤt	Geblüt	NN	Geblüt	dat|sg|masc	DA	81
73	in	in	APPR	in	_	MO	81
74	seinem	seinem	PPOSAT	sein	dat|sg|masc	NK	75
75	Vmbkrais	Vmbkrais	NN	Vmbkrais	dat|sg|masc	NK	73
76	der	der	ART	d	nom|sg|masc	NK	77
77	Zurucklauff	Zurucklauff	NN	Zurucklauff	nom|sg|masc	SB	85
78	gegen	gegen	APPR	gegen	_	MNR	77
79	dem	dem	ART	d	dat|sg|neut	NK	80
80	Hertzen	Herzen	NN	Herz	dat|sg|neut	NK	78
81	verschlossen	verschlossen	VVPP	verschließen	_	OC	85
82	bleibet	bleibet	VVFIN	bleiben	_	MO	81
83	vnd	und	KON	und	_	CD	82
84	auffwallend	auffallend	ADJD	auffallend	pos	CJ	83
85	wird	wird	VAFIN	werden	sg|3|pres|ind	OC	54
86	/	/	$,	/	_	--	85
87	warvon	Warphohn	NN	Warphohn	nom|sg|masc	SB	96
88	dann	dann	ADV	dann	_	MO	96
89	bey	bei	APPR	bei	_	MO	95
90	dem	dem	ART	d	dat|sg|neut	NK	92
91	versteckten	versteckten	ADJA	versteckt	dat|sg|masc|pos	NK	92
92	Thail	Teil	NN	Teil	dat|sg|masc	NK	89
93	eine	eine	ART	ein	acc|sg|fem	NK	94
94	Enezuͤndung	Enezündung	NN	Enezündung	acc|sg|fem	OA	103
95	entstehen	entstehen	VVINF	entstehen	_	OC	96
96	muß	muß	VMFIN	müssen	sg|3|pres|ind	RC	80
97	/	/	$,	/	_	--	96
98	welche	welche	PRELS	welch	acc|sg|fem	OA	52
99	so	so	ADV	so	_	MO	95
100	sie	sie	PPER	Sie	acc|sg|fem|3	SB	104
101	nie	nie	ADV	nie	_	MO	103
102	zeitlich	zeitlich	ADJD	zeitlich	pos	MO	103
103	zertheilt	zerteilt	VVPP	zerteilt	_	OC	104
104	wird	wird	VAFIN	werden	sg|3|pres|ind	RE	99
105	/	/	$,	/	_	--	104
106	in	in	APPR	in	_	MO	109
107	eine	eine	ART	ein	acc|sg|fem	NK	108
108	Faͤulung	Fäulung	NN	Fäulung	acc|sg|fem	NK	106
109	gerathet	geratet	VVPP	geratet	_	OC	104
110	/	/	$,	/	_	--	109
111	auch	auch	ADV	auch	_	MO	115
112	zu	zu	APPR	zu	_	MO	113
113	letzt	letzt	ADJA	letzt	_	MO	123
114	einen	einen	ART	ein	acc|sg|masc	NK	115
115	Brandt	Brandt	NE	Brandt	acc|sg|masc	SB	116
116	verursachet	verursachet	VVPP	verursachen	acc|sg|masc	PAR	109
117	/	/	$,	/	_	--	116
118	vnd	und	KON	und	_	CD	104
119	den	den	ART	d	acc|sg|masc	NK	120
120	Todt	Tot	NN	Tod	acc|sg|masc	OA	122
121	zu	zu	APPO	zu	_	PM	122
122	wegen	wegen	APPO	wegen	_	OC	123
123	bringet	bringet	VVFIN	bringen	sg|3|pres|ind	CJ	118
124	.	.	SENT	.	_	--	123

1	Ein	Ein	ART	ein	nom|sg|masc	NK	4
2	solche	solche	PIAT	solch	acc|sg|fem	NK	4
3	schaͤdliche	schädliche	ADJA	schädlich	acc|sg|fem|pos	NK	4
4	Verderbung	Verderbung	NN	Verderbung	acc|sg|fem	SB	11
5	oder	oder	KON	oder	_	CD	4
6	corruption	Korruption	NN	Korruption	acc|sg|fem	CJ	5
7	deß	dessen	PDAT	d	gen|sg|masc	AG	8
8	Gebluͤts	Geblüts	NN	Geblüt	gen|sg|masc	AG	4
9	vnd	und	KON	und	_	CD	8
10	Lebens-Geisteren	Lebens-Geisteren	NN	Lebens-Geisteren	dat|pl|*	CJ	9
11	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
12	nicht	nicht	PTKNEG	nicht	_	NG	11
13	ungleich	ungleich	ADJD	ungleich	pos	MO	11
14	einem	einem	ART	ein	dat|sg|masc	NK	15
15	Wasser	Wasser	NN	Wasser	dat|sg|neut	DA	27
16	/	/	$,	/	_	--	15
17	so	so	PTKREL	so	_	MO	27
18	sich	sich	PRF	er|es|sie	acc|sg|3	OA	27
19	wegen	wegen	APPR	wegen	_	MO	27
20	grossen	großen	ADJA	groß	dat|pl|neut|pos	NK	21
21	Gewaͤsser	Gewässer	NN	Gewässer	dat|pl|neut	NK	19
22	deß	dessen	PDAT	d	gen|sg|masc	AG	23
23	Flusses	Flusses	NN	Fluß	gen|sg|masc	AG	21
24	in	in	APPR	in	_	MO	27
25	einen	einen	ART	ein	acc|sg|masc	NK	26
26	Neben-Armb	Nebenarm	NN	Nebenarm	acc|sg|masc	NK	24
27	ergossen	ergossen	VVPP	ergießen	_	OC	28
28	hat	hat	VAFIN	haben	sg|3|pres|ind	CJ	11
29	;	;	SENT	;	_	--	28

1	dann	dann	ADV	dann	_	MO	3
2	so	so	ADV	so	_	MO	3
3	lang	lang	ADJD	lang	pos	MO	19
4	solches	solches	PIAT	solch	nom|sg|neut	NK	5
5	Wasser	Wasser	NN	Wasser	nom|sg|neut	OA	15
6	in	in	APPR	in	_	MO	15
7	dem	dem	ART	d	dat|sg|masc	NK	8
8	Armb	Arm	NN	Arm	dat|sg|masc	NK	6
9	seine	seine	PPOSAT	sein	acc|sg|fem	NK	10
10	communication	Kommunikation	NN	Kommunikation	acc|sg|fem	OA	15
11	mit	mit	APPR	mit	_	OP	10
12	dem	dem	ART	d	dat|sg|masc	NK	14
13	fleissenden	fleissenden	ADJA	fleissenden	dat|sg|neut|pos	NK	14
14	Wasser	Wasser	NN	Wasser	dat|sg|neut	NK	11
15	haben	haben	VAINF	haben	pl|3|pres|ind	--	0
16	vnd	und	KON	und	_	CD	15
17	sich	sich	PRF	er|es|sie	acc|pl|3	OA	18
18	bewegen	bewegen	VVINF	bewegen	_	OC	19
19	kan	kann	VMFIN	können	sg|3|pres|ind	RS	21
20	/	/	$,	/	_	--	19
21	bleibet	bleibet	VVFIN	bleiben	sg|3|pres|ind	CJ	16
22	es	es	PPER	es	nom|sg|neut|3	SB	21
23	frisch	frisch	ADJD	frisch	pos	MO	21
24	vnd	und	KON	und	_	CD	23
25	dem	dem	ART	d	dat|sg|neut	NK	27
26	fliessenden	fließenden	ADJA	fließenden	dat|sg|neut|pos	NK	27
27	Wasser	Wasser	NN	Wasser	dat|sg|neut	CJ	24
28	gantz	ganz	ADV	ganz	_	MO	29
29	gleich	gleich	ADJD	gleich	_	MO	21
30	;	;	SENT	;	_	--	29

1	so	so	ADV	so	_	MO	2
2	bad	Bad	NE	Bad	*|*|neut	SB	29
3	aber	aber	ADV	aber	_	MO	12
4	wegen	wegen	APPR	wegen	_	MO	12
5	Mangel	Mangel	NN	Mangel	dat|sg|masc	NK	4
6	vnd	und	KON	und	_	CD	5
7	Ablauff	Ablauf	NN	Ablauf	dat|sg|masc	CJ	6
8	deß	dessen	PDAT	d	gen|sg|masc	AG	9
9	Gewaͤssers	Gewässers	NN	Gewässers	gen|sg|neut	AG	5
10	die	die	ART	d	acc|sg|fem	NK	11
11	communication	Kommunikation	NN	Kommunikation	acc|sg|fem	OA	12
12	abgeschnitten	abgeschnitten	VVPP	abschneiden	_	PD	2
13	vnd	und	KON	und	_	CD	12
14	der	der	ART	d	nom|sg|masc	NK	15
15	Zufluß	Zufluß	NN	Zufluß	nom|sg|masc	SB	17
16	verhinderet	verhindert	VVPP	verhindern	_	OC	17
17	wird	wird	VAFIN	werden	sg|3|pres|ind	MO	19
18	/	/	$,	/	_	--	17
19	hoͤret	höret	VVFIN	hören	sg|3|pres|ind	CJ	13
20	die	die	ART	d	nom|sg|fem	NK	21
21	Bewegung	Bewegung	NN	Bewegung	nom|sg|fem	SB	19
22	in	in	APPR	in	_	MO	19
23	demselbigen	demselbigen	PDS	derselbige	dat|pl|masc|pos	NK	24
24	Wasser	Wasser	NN	Wasser	dat|sg|neut	NK	22
25	deß	dessen	PDAT	d	gen|sg|masc	AG	26
26	Armbs	Arms	NN	Arms	gen|sg|masc	OA	19
27	auff	auf	PTKVZ	auf	_	SVP	19
28	/	/	$,	/	_	--	27
29	stehet	stehet	VVFIN	stehen	sg|3|pres|ind	--	0
30	ab	ab	PTKVZ	ab	_	SVP	29
31	/	/	$,	/	_	--	30
32	wird	wird	VAFIN	werden	sg|3|pres|ind	RE	1
33	faul	faul	ADJD	faul	pos	MO	46
34	/	/	$,	/	_	--	33
35	vnd	und	KON	und	_	CD	33
36	einer	einer	ART	ein	dat|sg|fem	NK	38
37	stinckenden	stinckenden	ADJA	stinckenden	nom|pl|fem|pos	NK	38
38	Pfitzen	Pfitzen	NN	Pfitzen	nom|pl|fem	CJ	35
39	gleich	gleich	ADJD	gleich	_	MNR	38
40	/	/	$,	/	_	--	39
41	in	in	APPR	in	_	MO	46
42	welcher	welcher	PRELS	welch	dat|sg|fem	NK	41
43	sich	sich	PRF	er|es|sie	dat|pl|3	OA	46
44	allerhand	allerhand	PIAT	allerhand	*|*|*	NK	45
45	Ungezifer	Ungeziefer	NN	Ungeziefer	*|*|*|pos	OA	46
46	versamblen	versamblen	ADJA	versamblen	_	OC	32
47	:	:	SENT	:	_	--	46

1	also	also	ADV	also	_	MO	2
2	wann	wann	KOUS	wann	_	--	0
3	dem	dem	ART	d	dat|sg|masc	NK	4
4	Gebluͤt	Geblüt	NN	Geblüt	dat|sg|masc	DA	31
5	durch	durch	APPR	durch	_	MNR	4
6	die	die	ART	d	acc|sg|fem	NK	7
7	Gefaͤß	Gefäß	NN	Gefäß	acc|sg|fem	NK	5
8	vnd	und	KON	und	_	CD	7
9	Aderen	Aderen	ADJA	Aderen	acc|pl|fem	CJ	8
10	deß	dessen	PDAT	d	gen|sg|masc	AG	11
11	Leibs	Leibs	NN	Leib	acc|sg|masc	SB	17
12	sein	sein	PPOSAT	sein	nom|sg|masc	NK	13
13	Durchlauff	Durchlauf	NN	Durchlauf	nom|sg|masc	SB	15
14	benommen	benommen	VVPP	benehmen	_	OC	15
15	wird	wird	VAFIN	werden	sg|3|pres|ind	RC	11
16	/	/	$,	/	_	--	15
17	muß	muß	VMFIN	müssen	sg|3|pres|ind	RC	7
18	sich	sich	PRF	er|es|sie	acc|sg|3	OA	23
19	seine	seine	PPOSAT	sein	nom|sg|fem	NK	21
20	natuͤrliche	natürliche	ADJA	natürlich	nom|sg|fem|pos	NK	21
21	Vermischung	Vermischung	NN	Vermischung	nom|sg|fem	SB	17
22	bald	bald	ADV	bald	_	MO	23
23	verliehren	verlieren	VVINF	verlieren	_	OC	17
24	/	/	$,	/	_	--	23
25	ein	ein	ART	ein	nom|sg|masc	NK	26
26	Faulung	Faulung	NN	Faulung	gen|sg|fem	DA	29
27	oder	oder	KON	oder	_	CD	26
28	corruption	Korruption	NN	Korruption	gen|sg|fem	CJ	27
29	erfolgen	erfolgen	VVINF	erfolgen	_	CJ	23
30	/	/	$,	/	_	--	29
31	warvon	warvon	PAV	warvon	sg|3|past|ind	PAR	2
32	allerhand	allerhand	PIAT	allerhand	_	MO	31
33	der	der	ART	d	dat|sg|fem	NK	34
34	Gesundheit	Gesundheit	NN	Gesundheit	dat|sg|fem	DA	31
35	[	[	$(	[	nom|sg|*	NK	34
36	welche	welche	PRELS	welch	nom|sg|fem	NK	45
37	in	in	APPR	in	_	MO	41
38	temperierung	Temperierung	NN	Temperierung	dat|sg|fem	NK	37
39	der	der	ART	d	gen|pl|fem	NK	40
40	Saͤfften	Säften	NN	Säften	gen|pl|fem	AG	38
41	bestehet	bestehet	VVFIN	bestehen	sg|3|pres|ind	NK	45
42	schaͤdliche	schädliche	ADJA	schädlich	acc|pl|neut|pos	NK	45
43	vnd	und	KON	und	_	CD	42
44	wunderliche	wunderliche	ADJA	wunderlich	acc|sg|fem|pos	CJ	43
45	Symptomata	Symptomata	NN	Symptomata	acc|sg|fem	OA	31
46	oder	oder	KON	oder	_	CD	45
47	Zufaͤhle	Zufälle	NN	Zufall	acc|pl|masc	CJ	46
48	ja	ja	ADV	ja	_	MO	50
49	der	der	ART	d	nom|sg|masc	NK	50
50	Todt	Tot	NN	Tod	nom|sg|masc	SB	56
51	selbsten	selbst	PRF	selbst	_	MO	56
52	zu	zu	APPR	zu	_	MO	53
53	letzt	letzt	ADJA	letzt	_	MO	55
54	nothwendig	notwendig	ADJD	notwendig	pos	MO	55
55	entstehen	entstehen	VVINF	entstehen	_	OC	56
56	muß	muß	VMFIN	müssen	sg|3|pres|ind	RC	45
57	.	.	SENT	.	_	--	56

1	Neben	Neben	APPR	neben	_	MNR	17
2	diser	dieser	PDAT	dies	dat|sg|fem	NK	8
3	jetzt	jetzt	ADV	jetzt	_	MO	4
4	angezogenen	angezogenen	ADJA	angezogen	nom|pl|fem|pos	NK	8
5	innerlichen	innerlichen	ADJA	innerlich	dat|sg|fem|pos	NK	8
6	vnd	und	KON	und	_	CD	5
7	negsten	negsten	ADJA	nächst	acc|sg|masc|sup	CJ	6
8	Vrsach	Vrsach	NN	Ursache	acc|sg|masc	NK	1
9	diser	dieser	PDAT	dies	gen|sg|fem	NK	10
10	Kranckheit	Krankheit	NN	Krankheit	gen|sg|fem	AG	8
11	/	/	$,	/	_	--	10
12	gibt	gibt	VVFIN	geben	sg|3|pres|ind	--	0
13	es	es	PPER	es	nom|sg|neut|3	EP	12
14	noch	noch	ADV	noch	_	MO	12
15	andere	andere	ADJA	ander	acc|pl|fem|pos	NK	17
16	innerliche	innerliche	ADJA	innerlich	acc|pl|fem|pos	NK	17
17	Vrsachen	Ursachen	NN	Ursache	acc|pl|fem	OA	12
18	/	/	$,	/	_	--	17
19	die	die	PRELS	d	acc|sg|fem	OA	22
20	man	man	PIS	man	nom|sg|*	SB	22
21	antecedentes	antecedentes	ADJD	antecedentes	acc|sg|neut|pos	OA	22
22	haisset	heisset	VVFIN	heißen	sg|3|pres|ind	RC	17
23	oder	oder	KON	oder	_	CD	22
24	vorher	vorher	ADV	vorher	_	MO	25
25	gehende	gehende	ADJA	gehend	acc|sg|fem|pos	CJ	23
26	/	/	$,	/	_	--	25
27	vnd	und	KON	und	_	CD	25
28	seynd	sind	VAFIN	sein	pl|3|pres|ind	CJ	27
29	/	/	$,	/	_	--	28
30	wann	wann	KOUS	wann	_	SB	28
31	der	der	ART	d	nom|sg|masc	NK	32
32	Leib	Leib	NN	Leib	nom|sg|masc	SB	54
33	voll	voll	ADJD	voll	pos	MO	53
34	mit	mit	APPR	mit	_	MO	53
35	vnreinen	vnreinen	PPOSAT	vnreinen	dat|pl|fem|pos	NK	42
36	unaͤrtigen	unärtigen	ADJA	unärtigen	dat|sg|fem|pos	NK	42
37	/	/	$,	/	_	--	36
38	sonderlich	sonderlich	ADJD	sonderlich	pos	MO	39
39	gallechtem	gallechtem	ADJA	gallechtem	dat|sg|neut|pos	NK	42
40	vnd	und	KON	und	_	CD	39
41	schleimerigen	Schleimperigäen	NN	Schleimperigäen	dat|sg|neut|pos	CJ	40
42	Gebluͤt	Geblüt	NN	Geblüt	dat|sg|neut	NK	34
43	vnd	und	KON	und	_	CD	42
44	anderen	anderen	PIS	ander	dat|pl|*	NK	52
