

1	XIV	XIV	CARD	XIV	_	--	0
22	erwartet	erwartet	VVFIN	erwarten	sg|3|pres|ind	CJ	21
23	hieruͤber	hierüber	PAV	hierüber	_	MO	22
24	seine	seine	PPOSAT	sein	acc|pl|masc	NK	25
25	Befehle	Befehle	NN	Befehl	acc|pl|masc	OA	22
26	.	.	SENT	.	_	--	25

1	Die	Die	ART	d	nom|sg|fem	NK	6
2	mit	mit	APPR	mit	_	MO	5
3	dem	dem	ART	d	dat|sg|neut	NK	4
4	Praͤsentatum	Präsentatum	NN	Präsentatum	dat|sg|neut	NK	2
5	versehenen	versehenen	ADJA	versehenen	dat|pl|fem|pos	NK	6
6	Schriften	Schriften	NN	Schrift	gen|pl|fem	SB	7
7	traͤgt	trägt	VVFIN	tragen	sg|3|pres|ind	--	0
8	er	er	PPER	er	nom|sg|masc|3	SB	7
9	zum	zum	APPRART	zum	dat|sg|masc	MO	7
10	Protonotar	Protonotar	NN	Protonotar	dat|sg|neut	NK	9
11	,	,	$,	,	_	--	10
12	und	und	KON	und	_	CD	7
13	nachher	nachher	ADV	nachher	_	MO	15
14	wieder	wieder	ADV	wieder	_	MO	15
15	in	in	APPR	in	_	CJ	12
16	das	das	ART	d	acc|sg|neut	NK	17
17	Rathszimmer	Rathszimmer	NN	Rathszimmer	acc|sg|neut	NK	15
18	zuruͤk	zurück	PTKVZ	zurück	_	MO	15
19	.	.	SENT	.	_	--	18

1	Auch	Auch	ADV	auch	_	MO	2
2	muß	muß	VMFIN	müssen	sg|3|pres|ind	--	0
3	er	er	PPER	er	nom|sg|masc|3	SB	2
4	,	,	$,	,	_	--	3
5	wenn	wenn	KOUS	wenn	_	CP	9
6	es	es	PPER	es	nom|sg|neut|3	SB	9
7	der	der	ART	d	nom|sg|masc	NK	8
8	Praͤsident	Präsident	NN	Präsident	nom|sg|masc	SB	9
9	befiehlt	befiehlt	VVFIN	befehlen	sg|3|pres|ind	MO	2
10	,	,	$,	,	_	--	9
11	diesem	diesem	PDAT	dies	dat|sg|masc	NK	12
12	Akten	Akten	NN	Akte	acc|pl|fem	OA	16
13	in	in	APPR	in	_	MO	16
14	sein	sein	PPOSAT	sein	acc|sg|neut	NK	15
15	Haus	Haus	NN	Haus	acc|sg|neut	NK	13
16	tragen	tragen	VVINF	tragen	_	OC	17
17	lassen	lassen	VVINF	lassen	_	RE	6
18	.	.	SENT	.	_	--	17

1	Wenn	Wenn	KOUS	wenn	_	CP	16
2	die	die	ART	d	nom|sg|fem	NK	3
3	Zuruͤkgabe	Zurükgabe	NN	Zurükgabe	nom|sg|fem	SB	16
4	einer	einer	ART	ein	gen|sg|fem	NK	5
5	Schrift	Schrift	NN	Schrift	gen|sg|fem	AG	3
6	von	von	APPR	von	_	SBP	9
7	einer	einer	ART	ein	dat|sg|fem	NK	8
8	Partei	Partei	NN	Partei	dat|sg|fem	NK	6
9	gebeten	gebeten	VVPP	bitten	_	OC	15
10	,	,	$,	,	_	--	9
11	und	und	KON	und	_	CD	9
12	vom	vom	APPRART	vom	dat|sg|masc	SBP	14
13	Reichshofrathe	Reichshofrathe	NN	Reichshofrathe	dat|sg|masc	NK	12
14	bewilligt	bewilligt	VVPP	bewilligen	_	CJ	11
15	worden	worden	VAPP	werden	_	OC	16
16	ist	ist	VAFIN	sein	sg|3|pres|ind	RE	29
17	,	,	$,	,	_	--	16
18	oder	oder	KON	oder	_	CD	16
19	wenn	wenn	KOUS	wenn	_	CP	27
20	sie	sie	PPER	Sie	nom|pl|*|3	SB	27
21	zur	zur	APPRART	zur	dat|sg|fem	MO	27
22	Strafe	Strafe	NN	Strafe	dat|sg|fem	NK	21
23	derselben	derselben	PDS	derselbe	gen|sg|*	AG	22
24	wieder	wieder	ADV	wieder	_	MO	26
25	hinaus	hinaus	ADV	hinaus	_	SB	27
26	gegeben	gegeben	VVPP	geben	_	OC	27
27	wird	wird	VAFIN	werden	sg|3|pres|ind	CJ	18
28	,	,	$,	,	_	--	27
29	so	so	ADV	so	_	MO	30
30	geschieht	geschieht	VVFIN	geschehen	sg|3|pres|ind	--	0
31	es	es	PPER	es	nom|sg|neut|3	SB	30
32	durch	durch	APPR	durch	_	MO	30
33	den	den	ART	d	acc|sg|masc	NK	34
34	Thuͤrhuͤter	Türhüter	NN	Türhüter	acc|sg|masc	NK	32
35	.	.	SENT	.	_	--	34

1	Fallen	Fallen	VVFIN	fallen	nom|pl|fem	RE	8
2	die	die	ART	d	nom|pl|fem	NK	3
3	Agenten	Agenten	NN	Agent	acc|pl|masc	OA	16
4	in	in	APPR	in	_	MNR	3
5	eine	eine	ART	ein	acc|sg|fem	NK	6
6	Geldstrafe	Geldstrafe	NN	Geldstrafe	acc|sg|fem	NK	4
7	,	,	$,	,	_	--	6
8	so	so	ADV	so	_	MO	9
9	muͤssen	müssen	VMFIN	müssen	pl|3|pres|ind	--	0
10	sie	sie	PPER	Sie	nom|pl|*|3	SB	9
11	dieselbe	dieselbe	PDS	derselbe	acc|sg|neut	NK	15
12	in	in	APPR	in	_	MO	16
13	des	des	ART	d	gen|sg|masc	NK	14
14	Thuͤrhuͤters	Thürhüters	NN	Thürhüters	gen|sg|masc	NK	12
15	Haͤnde	Hände	NN	Hand	acc|pl|fem	OA	16
16	liefern	liefern	VVINF	liefern	_	OC	9
17	.	.	SENT	.	_	--	16

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	citirt	zitiert	VVFIN	zitieren	sg|3|pres|ind	--	0
3	die	die	ART	d	acc|pl|fem	NK	4
4	Parteien	Parteien	NN	Partei	acc|pl|fem	OA	2
5	und	und	KON	und	_	CD	4
6	die	die	ART	d	acc|pl|masc	NK	7
7	Agenten	Agenten	NN	Agent	acc|pl|masc	CJ	5
8	,	,	$,	,	_	--	7
9	fuͤhrt	führt	VVFIN	führen	sg|3|pres|ind	CJ	2
10	sie	sie	PPER	Sie	nom|sg|fem|3	SB	9
11	in	in	APPR	in	_	MO	9
12	das	das	ART	d	acc|sg|neut	NK	13
13	Rathszimmer	Rathszimmer	NN	Rathszimmer	acc|sg|neut	NK	11
14	,	,	$,	,	_	--	13
15	wenn	wenn	KOUS	wenn	_	CP	21
16	sie	sie	PPER	Sie	nom|pl|masc|3	SB	21
17	daselbst	daselbst	ADV	daselbst	_	MO	20
18	persoͤnlich	persönlich	ADJD	persönlich	pos	MO	20
19	zu	zu	PTKZU	zu	_	PM	20
20	erscheinen	erscheinen	VVINF	erscheinen	_	OC	21
21	haben	haben	VAFIN	haben	pl|3|pres|ind	MO	9
22	,	,	$,	,	_	--	21
23	um	um	KOUI	um	_	CP	36
24	,	,	$,	,	_	--	23
25	zum	zum	APPRART	zum	dat|sg|neut	MO	36
26	Beispiele	Beispiele	NN	Beispiel	dat|sg|neut	NK	25
27	,	,	$,	,	_	--	26
28	Eide	Eide	NN	Eide	dat|sg|fem	CJ	26
29	abzuschwoͤren	abzuschwören	VVIZU	abzuschwören	_	MNR	28
30	,	,	$,	,	_	--	29
31	oder	oder	KON	oder	_	CD	28
32	der	der	ART	d	dat|sg|fem	NK	33
33	Publikation	Publikation	NN	Publikation	dat|sg|fem	CJ	31
34	der	der	ART	d	gen|pl|neut	NK	35
35	Testamente	Testamente	NN	Testament	gen|pl|neut	AG	33
36	beizuwohnen	beizuwohnen	VVIZU	beizuwohnen	_	MO	20
37	.	.	SENT	.	_	--	36

1	Die	Die	ART	d	nom|pl|fem	NK	3
2	gemeinen	gemeinen	ADJA	gemein	nom|pl|masc|pos	NK	3
3	Reichshofrathsbescheide	Reichshofrathsbescheide	NN	Reichshofrathsbescheide	nom|pl|masc	SB	4
4	werden	werden	VAFIN	werden	pl|3|pres|ind	--	0
5	von	von	APPR	von	_	MO	10
6	ihm	ihm	PPER	er	dat|sg|masc|3	NK	5
7	den	den	ART	d	dat|pl|masc	NK	8
8	Agenten	Agenten	NN	Agent	dat|pl|masc	DA	10
9	kund	kund	PTKVZ	kund	pos	MO	10
10	gemacht	gemacht	VVPP	gemacht	_	OC	4
11	.	.	SENT	.	_	--	10

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	erhaͤlt	erhält	VVFIN	erhalten	sg|3|pres|ind	--	0
3	sie	sie	PPER	Sie	acc|*|*|3	OA	2
4	vom	vom	APPRART	vom	dat|sg|masc	MO	2
5	Praͤsidenten	Präsidenten	NN	Präsident	dat|sg|masc	NK	4
6	im	im	APPRART	im	dat|sg|neut	MNR	5
7	Original	Original	NN	Original	dat|sg|neut	NK	6
8	,	,	$,	,	_	--	7
9	und	und	KON	und	_	CD	2
10	schlaͤgt	schlägt	VVFIN	schlagen	sg|3|pres|ind	CJ	9
11	sie	sie	PPER	Sie	nom|sg|fem|3	OA	10
12	hernach	hernach	ADV	hernach	_	MO	10
13	entweder	entweder	KON	entweder	_	CD	14
14	in	in	APPR	in	_	MO	10
