

1	III	III	CARD	III	_	--	0
14	Vermoͤgen	Vermögen	NN	Vermögen	acc|sg|neut	OA	19
15	von	von	APPR	von	_	MNR	14
16	denen	denen	ART	d	dat|pl|fem	AG	17
17	Erben	Erben	NN	Erbe	dat|pl|masc	NK	15
18	zuruͤck	zurück	PTKVZ	zurück	_	MO	19
19	fordert	fordert	VVFIN	fordern	sg|3|pres|ind	MO	5
20	;	;	SENT	;	_	--	19

1	aber	aber	ADV	aber	_	MO	8
2	nicht	nicht	PTKNEG	nicht	_	NG	8
3	,	,	$,	,	_	--	2
4	wenn	wenn	KOUS	wenn	_	CP	8
5	er	er	PPER	er	nom|sg|masc|3	SB	8
6	Schulden	Schulden	NN	Schuld	acc|pl|fem	OA	8
7	zuruͤck	zurück	PTKVZ	zurück	_	MO	8
8	laͤßt	läßt	VVFIN	lassen	sg|3|pres|ind	--	0
9	,	,	$,	,	_	--	8
10	ein	ein	ART	ein	nom|sg|masc	NK	11
11	Concurs	Konkurs	NN	Konkurs	nom|sg|masc	SB	12
12	entstehet	entstehet	VVFIN	entstehen	_	OC	8
13	,	,	$,	,	_	--	12
14	und	und	KON	und	_	CD	8
15	die	die	ART	d	nom|sg|fem	NK	16
16	Frau	Frau	NN	Frau	nom|sg|fem	SB	22
17	es	es	PPER	es	acc|sg|neut|3	OA	22
18	von	von	APPR	von	_	MO	22
19	denen	denen	ART	d	dat|pl|masc	AG	20
20	Glaͤubigern	Gläubigern	NN	Gläubiger	dat|pl|masc	NK	18
21	zuruͤck	zurück	PTKVZ	zurück	_	MO	22
22	fordert	fordert	VVFIN	fordern	sg|3|pres|ind	CJ	14
23	.	.	SENT	.	_	--	22

1	Das	Das	ART	d	nom|sg|neut	NK	2
2	beste	beste	NA	Beste	nom|sg|neut|sup	PD	3
3	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
4	,	,	$,	,	_	--	3
5	daß	daß	KOUS	daß	_	CP	14
6	sie	sie	PPER	Sie	nom|pl|*|3	SB	14
7	ihm	ihm	PPER	er	dat|sg|masc|3	DA	14
8	ihr	ihr	PPOSAT	ihr	acc|sg|neut	NK	9
9	Einbringen	Einbringen	NN	einbringen	acc|sg|neut	OA	14
10	in	in	APPR	in	_	MO	14
11	Gegenwart	Gegenwart	NN	Gegenwart	dat|sg|fem	NK	10
12	einiger	einiger	PIAT	einig	gen|pl|masc	NK	13
13	Zeugen	Zeugen	NN	Zeug	gen|pl|masc	AG	11
14	uͤbergebe	übergebe	VVFIN	übergebe	sg|3|pres|subj	SB	3
15	,	,	$,	,	_	--	14
16	deren	deren	PRELAT	d	gen|pl|masc	AG	17
17	Zeugniß	Zeugnis	NN	Zeugnis	acc|sg|neut	PD	3
18	man	man	PIS	man	nom|sg|*	SB	29
19	,	,	$,	,	_	--	18
20	weil	weil	KOUS	weil	_	CP	29
21	sie	sie	PPER	Sie	nom|pl|masc|3	SB	29
22	sterblich	sterblich	ADJD	sterblich	pos	MO	29
23	,	,	$,	,	_	--	22
24	vor	vor	APPR	vor	_	MO	29
25	Gerichte	Gerichte	NN	Gericht	dat|pl|neut	NK	24
26	eydlich	eidlich	ADJD	eidlich	pos	MO	27
27	ablegen	ablegen	VVINF	ablegen	_	OC	28
28	lassen	lassen	VVINF	lassen	_	OC	29
29	kann	kann	VMFIN	können	sg|3|pres|ind	RC	17
30	.	.	SENT	.	_	--	29

1	Doch	Doch	ADV	doch	_	JU	2
2	kann	kann	VMFIN	können	sg|3|pres|ind	--	0
3	man	man	PIS	man	nom|sg|*	SB	2
4	auch	auch	ADV	auch	_	MO	5
5	durch	durch	APPR	durch	_	MO	12
6	einen	einen	ART	ein	acc|sg|masc	NK	8
7	oͤffentlichen	öffentlichen	ADJA	öffentlich	acc|sg|masc|pos	NK	8
8	Notarium	Notarium	NN	Notarium	acc|sg|masc	NK	5
9	daruͤber	darüber	PAV	darüber	_	MO	2
10	ein	ein	ART	ein	acc|sg|neut	NK	11
11	Instrument	Instrument	NN	Instrument	acc|sg|neut	OA	13
12	fertigen	fertigen	VVINF	fertigen	_	OC	13
13	lassen	lassen	VVINF	lassen	_	OC	2
14	.	.	SENT	.	_	--	13

1	Der	Der	ART	d	nom|sg|masc	NK	2
2	Mann	Mann	NN	Mann	nom|sg|masc	SB	3
3	hat	hat	VAFIN	haben	sg|3|pres|ind	--	0
4	dem	dem	ART	d	dat|sg|masc	NK	5
5	Nießbrauch	Nießbrauch	NN	Nießbrauch	dat|sg|masc	OA	3
6	und	und	KON	und	_	CD	5
7	die	die	ART	d	acc|sg|fem	NK	8
8	Administration	Administration	NN	Administration	acc|sg|fem	CJ	6
9	des	des	ART	d	gen|sg|neut	NK	10
10	Vermoͤgens	Vermögens	NN	Vermögen	gen|sg|neut	AG	8
11	seiner	seiner	PPOSAT	sein	gen|pl|fem	NK	12
12	Frauen	Frauen	NN	Frau	gen|pl|fem	AG	5
13	.	.	SENT	.	_	--	12

1	Dem	Dem	ART	d	dat|sg|masc	NK	2
2	Manne	Manne	NN	Mann	nom|sg|fem	DA	3
3	gehoͤrt	gehört	VVFIN	gehören	sg|3|pres|ind	--	0
4	die	die	ART	d	nom|sg|fem	NK	5
5	Verwaltung	Verwaltung	NN	Verwaltung	nom|sg|fem	SB	3
6	und	und	KON	und	_	CD	5
7	der	der	ART	d	nom|sg|masc	NK	8
8	Nießbrauch	Nießbrauch	NN	Nießbrauch	nom|sg|masc	CJ	6
9	des	des	ART	d	gen|sg|neut	NK	10
10	Vermoͤgens	Vermögens	NN	Vermögen	gen|sg|neut	AG	8
11	der	der	ART	d	gen|sg|fem	NK	12
12	Frau	Frau	NN	Frau	gen|sg|fem	AG	5
13	,	,	$,	,	_	--	12
14	welches	welches	PRELS	welch	acc|sg|neut	OA	23
15	sie	sie	PPER	Sie	nom|sg|fem|3	SB	17
16	ihm	ihm	PPER	er	dat|sg|masc|3	DA	17
17	zubringet	zubringet	VVFIN	zubringet	sg|3|pres|ind	RC	12
18	,	,	$,	,	_	--	17
19	oder	oder	KON	oder	_	CD	17
20	waͤhrend	während	APPR	während	_	MO	23
21	der	der	ART	d	dat|sg|fem	NK	22
22	Ehe	Ehe	NN	Ehe	dat|sg|fem	NK	20
23	erlanget	erlanget	VVPP	erlangen	_	CJ	19
24	.	.	SENT	.	_	--	23

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	kann	kann	VMFIN	können	sg|3|pres|ind	--	0
3	das	das	ART	d	acc|sg|neut	NK	5
4	baare	bare	ADJA	bare	acc|sg|neut|pos	NK	5
5	Geld	Geld	NN	Geld	acc|sg|neut	OA	6
6	ausleihen	ausleihen	VVINF	ausleihen	_	OC	2
7	,	,	$,	,	_	--	6
8	die	die	ART	d	nom|pl|neut	NK	9
9	Capitale	Kapitale	NN	Kapitale	acc|pl|neut	SB	10
10	eintreiben	eintreiben	VVINF	eintreiben	pl|3|pres|ind	CJ	6
11	,	,	$,	,	_	--	10
12	sie	sie	PPER	Sie	acc|pl|neut|3	OA	18
13	in	in	APPR	in	_	MO	18
14	sein	sein	PPOSAT	sein	acc|sg|neut	NK	15
15	Gewerbe	Gewerbe	NN	Gewerbe	acc|sg|neut	NK	13
16	und	und	KON	und	_	CD	15
17	Wirthschaft	Wirtschaft	NN	Wirtschaft	acc|sg|fem	CJ	16
18	verwenden	verwenden	VVINF	verwenden	pl|3|pres|ind	CJ	10
19	.	.	SENT	.	_	--	18

1	Bewegliche	Bewegliche	ADJA	beweglich	nom|pl|neut|pos	NK	2
2	Guͤther	Güter	NN	Gut	nom|pl|neut	OA	12
3	z.	z.	APPRART	zum	dat|sg|neut	MO	6
4	B.	B.	NN	Beispiel	dat|sg|neut	NK	3
5	einen	einen	ART	ein	acc|sg|masc	NK	6
6	Keller	Keller	NN	Keller	acc|sg|masc	PAR	2
7	voll	voll	ADJD	voll	_	MNR	6
8	Wein	Wein	NN	Wein	dat|sg|masc	NK	7
9	kann	kann	VMFIN	können	sg|3|pres|ind	--	0
10	er	er	PPER	er	nom|sg|masc|3	SB	9
11	selbst	selbst	PRF	selbst	_	MNR	10
12	verbrauchen	verbrauchen	VVINF	verbrauchen	_	OC	9
13	,	,	$,	,	_	--	12
14	oder	oder	KON	oder	_	CD	10
15	verkaufen	verkaufen	VVFIN	verkaufen	_	CJ	14
16	,	,	$,	,	_	--	15
17	und	und	KON	und	_	CD	9
18	das	das	ART	d	nom|sg|neut	NK	19
19	Geld	Geld	NN	Geld	nom|sg|neut	SB	24
20	verwenden	verwenden	VVINF	verwenden	gen|sg|masc|pos	NK	22
21	,	,	$,	,	_	--	20
22	unbewegliche	unbewegliche	ADJA	unbewegliche	acc|pl|masc|pos	AG	19
23	aber	aber	ADV	aber	_	MO	24
24	kann	kann	VMFIN	können	sg|3|pres|ind	CJ	17
25	er	er	PPER	er	nom|sg|masc|3	SB	24
26	nicht	nicht	PTKNEG	nicht	_	NG	24
