

1	§.	§.	$(	§	nom|sg|*	--	0
10	das	das	ART	d	nom|sg|neut	NK	12
11	auffallendste	auffallendste	ADJA	auffallendste	nom|sg|neut|sup	NK	12
12	Beyspiel	Beispiel	NN	Beispiel	nom|sg|neut	PD	15
13	dieser	dieser	PDAT	dies	gen|sg|fem	NK	14
14	Art	Art	NN	Art	gen|sg|fem	AG	12
15	ist	ist	VAFIN	sein	sg|3|pres|ind	MO	26
16	,	,	$,	,	_	--	15
17	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
18	die	die	ART	d	nom|sg|fem	NK	19
19	Frage	Frage	NN	Frage	nom|sg|fem	SB	17
20	von	von	APPR	von	_	PG	19
21	Wichtigkeit	Wichtigkeit	NN	Wichtigkeit	dat|sg|fem	NK	20
22	seyn	sein	VAINF	sein	_	OC	17
23	,	,	$,	,	_	--	22
24	wie	wie	KOUS	wie	_	MO	27
25	solche	solche	PIS	solch	nom|pl|*	SB	27
26	geschehen	geschehen	VVINF	geschehen	_	OC	27
27	muͤsse	müsse	VMFIN	müssen	sg|3|pres|subj	OC	19
28	,	,	$,	,	_	--	27
29	ob	ob	KOUS	ob	_	CP	32
30	es	es	PPER	es	nom|sg|neut|3	SB	32
31	besser	besser	ADJD	gut	comp	PD	32
32	seye	sei	VAFIN	sein	sg|3|pres|subj	SB	15
33	,	,	$,	,	_	--	32
34	daß	daß	KOUS	daß	_	CP	46
35	der	der	ART	d	nom|sg|masc	NK	36
36	Staat	Staat	NN	Staat	nom|sg|masc	SB	46
37	oder	oder	KON	oder	_	CD	36
38	Regent	Regent	NN	Regent	sg|3|pres|ind	CJ	37
39	diese	diese	PDAT	dies	acc|pl|masc	NK	45
40	zu	zu	APPR	zu	_	MO	44
41	seinen	seinen	PPOSAT	sein	dat|pl|neut	NK	42
42	Beduͤrfnissen	Bedürfnissen	NN	Bedürfnis	dat|pl|neut	NK	40
43	unmittelbar	unmittelbar	ADJD	unmittelbar	pos	MO	44
44	bestimmten	bestimmten	ADJA	bestimmt	gen|pl|masc|pos	NK	45
45	Guͤter	Güter	NN	Gut	gen|pl|neut	OA	46
46	verpachte	verpachte	VVFIN	verpachte	sg|3|past|ind	RE	30
47	,	,	$,	,	_	--	46
48	oder	oder	KON	oder	_	CD	46
49	selbst	selbst	PRF	selbst	_	MO	54
50	die	die	ART	d	acc|pl|neut	NK	52
51	nuzbaren	nutzbaren	ADJA	nutzbaren	acc|pl|neut|pos	NK	52
52	Producte	Produkte	NN	Produkt	acc|pl|neut	OA	54
53	derselben	derselben	PDS	derselbe	acc|pl|masc|pos	OA	54
54	beziehe	beziehe	VVFIN	beziehen	sg|3|pres|subj	CJ	48
55	?	?	SENT	?	_	--	54

1	Schon	Schon	ADV	schon	_	MO	2
2	zu	zu	APPR	zu	_	MO	6
3	Entscheidung	Entscheidung	NN	Entscheidung	dat|sg|fem	NK	2
4	dieser	dieser	PDAT	dies	dat|sg|fem	NK	5
5	Frage	Frage	NN	Frage	nom|sg|fem	AG	3
6	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
7	Kenntniß	Kenntnis	NN	Kenntnis	nom|sg|neut	PD	6
8	der	der	ART	d	gen|sg|fem	NK	9
9	Landwirthschaft	Landwirtschaft	NN	Landwirtschaft	gen|sg|fem	AG	7
10	fuͤr	für	APPR	für	_	MNR	9
11	den	den	ART	d	acc|sg|masc	NK	12
12	Cameralisten	Cameralisten	NN	Cameralisten	acc|sg|masc	NK	10
13	nothwendig	notwendig	ADJD	notwendig	pos	PD	6
14	,	,	$,	,	_	--	13
15	noch	noch	ADV	noch	_	MO	16
16	mehr	mehr	ADV	mehr	*|*|*	PD	6
17	aber	aber	ADV	aber	_	MO	16
18	,	,	$,	,	_	--	17
19	wenn	wenn	KOUS	wenn	_	CP	28
20	ihm	ihm	PPER	er	dat|sg|masc|3	DA	27
21	die	die	ART	d	acc|sg|fem	NK	23
22	oͤkonomische	ökonomische	ADJA	ökonomisch	nom|sg|fem|pos	NK	23
23	Administration	Administration	NN	Administration	nom|sg|fem	SB	28
24	eines	eines	ART	ein	gen|sg|masc	NK	26
25	solchen	solchen	PIAT	solch	gen|sg|masc	NK	26
26	Guts	Guts	NN	Gut	gen|sg|neut	AG	23
27	uͤbertragen	übertragen	VVPP	übertragen	_	OC	28
28	wird	wird	VAFIN	werden	sg|3|pres|ind	MO	6
29	.	.	SENT	.	_	--	28

1	Aber	Aber	ADV	aber	_	JU	3
2	alsdann	alsdann	ADV	alsdann	_	MO	3
3	tritt	tritt	VVFIN	treten	sg|3|pres|ind	--	0
4	er	er	PPER	er	nom|sg|masc|3	SB	3
5	in	in	APPR	in	_	MO	3
6	die	die	ART	d	acc|sg|fem	NK	8
7	ganze	ganze	ADJA	ganz	acc|sg|fem|pos	NK	8
8	Lage	Lage	NN	Lage	acc|sg|fem	NK	5
9	eines	eines	ART	ein	gen|sg|masc	NK	10
10	Landwirths	Landwirts	NN	Landwirts	gen|sg|masc	AG	8
11	ein	ein	PTKVZ	ein	_	SVP	3
12	,	,	$,	,	_	--	11
13	und	und	KON	und	_	CD	3
14	befolgt	befolgt	VVPP	befolgt	sg|3|pres|ind	CJ	13
15	,	,	$,	,	_	--	14
16	wie	wie	KOUS	wie	_	CM	18
17	jeder	jeder	PIAT	jed	nom|sg|masc	NK	18
18	Privateigenthuͤmmer	Privateigenthümmer	NN	Privateigenthümmer	nom|sg|masc	MO	14
19	,	,	$,	,	_	--	18
20	die	die	ART	d	acc|pl|masc	NK	21
21	Grundsaͤtze	Grundsätze	NN	Grundsatz	acc|pl|masc	OA	14
22	,	,	$,	,	_	--	21
23	die	die	PRELS	d	nom|pl|masc	SB	27
24	ihm	ihm	PPER	er	dat|sg|masc|3	DA	27
25	die	die	ART	d	acc|sg|fem	NK	26
26	Landwirthschaftswissenschaft	Landwirthschaftswissenschaft	NN	Landwirthschaftswissenschaft	nom|sg|fem	OA	27
27	darbietet	darbietet	VVFIN	darbietet	sg|3|pres|ind	RC	21
28	!	!	SENT	!	_	--	27

1	Doch	Doch	ADV	doch	_	JU	12
2	davon	davon	PAV	davon	_	OP	15
3	,	,	$,	,	_	--	2
4	daß	daß	KOUS	daß	_	CP	10
5	diese	diese	PDAT	dies	nom|sg|fem	NK	6
6	Wissenschaft	Wissenschaft	NN	Wissenschaft	nom|sg|fem	SB	10
7	dem	dem	ART	d	dat|sg|masc	NK	8
8	Cameralisten	Cameralisten	NN	Cameralisten	dat|sg|masc	DA	9
9	noͤthig	nötig	ADJD	nötig	pos	PD	10
10	seye	sei	VAFIN	sein	sg|3|pres|subj	RE	2
11	,	,	$,	,	_	--	10
12	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
13	nicht	nicht	PTKNEG	nicht	_	NG	12
14	die	die	ART	d	nom|sg|fem	NK	15
15	Rede	Rede	NN	Rede	nom|sg|fem	PD	12
16	,	,	$,	,	_	--	15
17	sondern	sondern	KON	sondern	_	CD	15
18	nur	nur	ADV	nur	_	CJ	17
19	:	:	SENT	:	_	--	18

1	ob	ob	KOUS	ob	_	CP	15
2	die	die	ART	d	nom|sg|fem	NK	3
3	Landwirthschaftswissenschaft	Landwirthschaftswissenschaft	NN	Landwirthschaftswissenschaft	nom|sg|fem	SB	15
4	nicht	nicht	PTKNEG	nicht	_	NG	15
5	mit	mit	APPR	mit	_	MO	10
6	Recht	Recht	NN	Recht	dat|sg|neut	NK	5
7	von	von	APPR	von	_	SBP	10
8	der	der	ART	d	dat|sg|fem	NK	9
9	Cameralwissenschaft	Cameralwissenschaft	NN	Kameralwissenschaft	dat|sg|fem	NK	7
10	abgesondert	abgesondert	VVPP	absondern	_	OC	14
11	gedacht	gedacht	VVPP	denken	_	OC	14
12	und	und	KON	und	_	CD	11
13	vorgetragen	vorgetragen	VVPP	vortragen	_	CJ	12
14	werden	werden	VAINF	werden	_	OC	15
15	koͤnne	könne	VMFIN	können	sg|3|pres|subj	--	0
16	?	?	SENT	?	_	--	15

1	Ist	Ist	VAFIN	sein	sg|3|pres|ind	--	0
2	nicht	nicht	PTKNEG	nicht	_	NG	12
3	eben	eben	ADV	eben	_	MO	1
4	sowohl	sowohl	KON	sowohl	_	CD	6
5	dem	dem	ART	d	dat|sg|masc	NK	6
6	Polizeybeamten	Polizeibeamten	NN	Polizeibeamter	dat|sg|masc	SB	1
7	und	und	KON	und	_	CD	1
8	demjenigen	demjenigen	PDAT	derjenige	dat|sg|masc	DA	12
9	der	der	ART	d	gen|pl|masc	NK	10
10	Polizeygesetze	Polizeygesetze	NN	Polizeygesetze	gen|pl|neut	AG	8
11	zu	zu	PTKZU	zu	_	PM	12
12	verfassen	verfassen	VVINF	verfassen	_	OC	13
13	hat	hat	VAFIN	haben	sg|3|pres|ind	CJ	7
14	,	,	$,	,	_	--	13
15	Kenntniß	Kenntnis	NN	Kenntnis	acc|sg|fem	SB	32
16	der	der	ART	d	gen|sg|fem	NK	17
17	Landwirthschaft	Landwirtschaft	NN	Landwirtschaft	gen|sg|fem	AG	15
18	nothwendig	notwendig	ADJD	notwendig	pos	PD	1
19	,	,	$,	,	_	--	18
20	ohne	ohne	APPR	ohne	_	MO	31
21	die	die	PRELS	d	acc|sg|fem	NK	20
22	er	er	PPER	er	nom|sg|masc|3	SB	31
23	unfehlbar	unfehlbar	ADJD	unfehlbar	pos	MO	31
24	oͤfters	öfters	ADV	öfters	acc|sg|neut	MO	31
25	zweckwidrige	zweckwidrige	ADJA	zweckwidrige	acc|sg|neut|pos	NK	26
26	Anordnungen	Anordnungen	NN	Anordnung	acc|pl|fem	OA	28
27	zu	zu	PTKZU	zu	_	PM	28
28	machen	machen	VVINF	machen	_	NK	24
29	in	in	APPR	in	_	CVC	31
30	Gefahr	Gefahr	NN	Gefahr	dat|sg|fem	NK	29
31	gerathen	geraten	VVPP	geraten	_	OC	32
32	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	CJ	13
33	?	?	SENT	?	_	--	32

1	Wenn	Wenn	KOUS	wenn	_	CP	12
2	der	der	ART	d	nom|sg|masc	NK	3
3	Cameraliste	Cameraliste	NN	Cameraliste	nom|sg|masc	SB	12
4	die	die	ART	d	acc|sg|fem	NK	5
5	Art,	Art	NN	Art	acc|sg|fem	OA	11
6	die	die	ART	d	acc|sg|fem	NK	7
7	Staatseinkuͤnfte	Staatseinkünfte	NN	Staatseinkünfte	acc|pl|*	OA	9
8	zu	zu	PTKZU	zu	_	PM	9
9	erheben	erheben	VVINF	erheben	_	OC	5
10	,	,	$,	,	_	--	9
11	bestimmen	bestimmen	VVINF	bestimmen	_	OC	12
12	soll	soll	VMFIN	sollen	sg|3|pres|ind	MO	14
13	,	,	$,	,	_	--	12
14	muß	muß	VMFIN	müssen	sg|3|pres|ind	--	0
15	er	er	PPER	er	nom|sg|masc|3	SB	14
16	dabey	dabei	PAV	dabei	_	MO	14
17	nicht	nicht	PTKNEG	nicht	_	NG	14
18	die	die	ART	d	acc|pl|neut	NK	19
19	Beduͤrfnisse	Bedürfnisse	NN	Bedürfnis	acc|pl|neut	OC	14
20	des	des	ART	d	gen|sg|masc	NK	21
21	Staats	Staats	NN	Staat	gen|sg|masc	AG	19
22	und	und	KON	und	_	CD	19
23	seine	seine	PPOSAT	sein	nom|sg|fem	NK	24
24	Verfassung	Verfassung	NN	Verfassung	nom|sg|fem	CJ	22
25	eben	eben	ADV	eben	_	MO	14
26	sowohl	sowohl	KON	sowohl	_	CD	27
27	kennen	kennen	VVINF	kennen	_	OC	14
28	,	,	$,	,	_	--	27
29	als	als	KOKOM	als	_	MO	27
30	die	die	ART	d	nom|pl|masc	NK	31
31	Grundsaͤtze	Grundsätze	NN	Grundsatz	nom|pl|masc	NK	29
32	der	der	ART	d	gen|sg|fem	NK	33
33	Landwirthschaft	Landwirtschaft	NN	Landwirtschaft	gen|sg|fem	AG	31
34	?	?	SENT	?	_	--	33

1	Und	Und	KON	und	_	JU	2
2	sollte	sollte	VMFIN	sollen	sg|3|past|ind	--	0
3	nicht	nicht	PTKNEG	nicht	_	NG	2
4	selbst	selbst	ADV	selbst	_	MO	6
5	die	die	ART	d	acc|sg|fem	NK	6
6	Oekonomiewissenschaft	Oekonomiewissenschaft	NN	Oekonomiewissenschaft	acc|sg|fem	SB	2
7	,	,	$,	,	_	--	6
8	welche	welche	PRELS	welch	nom|sg|fem	OA	26
9	den	den	ART	d	acc|sg|masc	NK	11
10	ganzen	ganzen	ADJA	ganz	acc|sg|masc|pos	NK	11
11	Innbegrif	Inbegriff	NN	Inbegriff	acc|sg|masc	OA	21
12	der	der	ART	d	gen|pl|masc	NK	13
13	Grundsaͤtze	Grundsätze	NN	Grundsatz	gen|pl|masc	AG	11
14	und	und	KON	und	_	CD	13
15	Mittel	Mittel	NN	Mittel	gen|pl|neut	CJ	14
16	,	,	$,	,	_	--	15
17	alle	alle	PIAT	all	acc|pl|masc	NK	19
18	nuzbare	nutzbare	ADJA	nutzbar	acc|pl|neut|pos	NK	19
19	Naturproducte	Naturproducte	NN	Naturproducte	acc|pl|masc	OA	21
20	zu	zu	PTKZU	zu	_	PM	21
21	gewinnen	gewinnen	VVINF	gewinnen	_	OC	6
22	und	und	KON	und	_	CD	21
23	zum	zum	APPRART	zum	dat|sg|neut	MO	26
24	besten	besten	ADJA	best	dat|sg|neut|sup	NK	25
25	Gebrauch	Gebrauch	NN	Gebrauch	dat|sg|masc	NK	23
26	aufzubewahren	aufzubewahren	VVIZU	aufbewahren	_	MNR	11
27	,	,	$,	,	_	--	26
28	viele	viele	PIAT	viel	nom|pl|masc	NK	29
29	Saͤtze	Sätze	NN	Satz	nom|pl|masc	OA	32
30	und	und	KON	und	_	CD	29
31	Beobachtungen	Beobachtungen	NN	Beobachtung	dat|pl|fem	CJ	30
32	enthalten	enthalten	VVPP	enthalten	pl|3|pres|ind	CJ	22
33	,	,	$,	,	_	--	32
34	die	die	PRELS	d	nom|pl|fem	SB	42
35	fuͤr	für	APPR	für	_	MO	42
36	die	die	ART	d	acc|sg|fem	NK	37
37	Staatswirthschaft	Staatswirtschaft	NN	Staatswirtschaft	acc|sg|fem	NK	35
38	zu	zu	APPR	zu	_	MO	39
39	sehr	sehr	ADV	sehr	_	MO	42
40	ins	ins	APPRART	ins	acc|sg|neut	MO	42
41	Kleine	Kleine	ADJA	klein	acc|sg|neut	NK	40
42	giengen	gingen	VVFIN	gehen	pl|3|past|subj	RC	19
43	,	,	$,	,	_	--	42
44	nicht	nicht	PTKNEG	nicht	_	NG	48
45	einmal	einmal	ADV	einmal	_	MO	44
46	mehr	mehr	ADV	mehr	_	MO	44
47	anwendbar	anwendbar	ADJD	anwendbar	pos	PD	48
48	waͤren	wären	VAFIN	sein	pl|3|past|subj	CJ	42
49	,	,	$,	,	_	--	48
50	selbst	selbst	PRF	selbst	_	MO	51
51	in	in	APPR	in	_	MO	48
52	dem	dem	ART	d	dat|sg|masc	NK	53
53	Fall	Fall	NN	Fall	dat|sg|masc	NK	51
54	,	,	$,	,	_	--	53
55	wenn	wenn	KOUS	wenn	_	CP	68
56	der	der	ART	d	nom|sg|masc	NK	57
57	Staat	Staat	NN	Staat	nom|sg|masc	SB	68
58	durch	durch	APPR	durch	_	MO	68
59	eigene	eigene	ADJA	eigen	acc|sg|fem|pos	NK	60
60	Benuzung	Benutzung	NN	Benutzung	acc|sg|fem	NK	58
61	der	der	ART	d	gen|pl|fem	NK	62
62	Domaͤnen	Domänen	NN	Domäne	gen|pl|fem	AG	60
63	in	in	APPR	in	_	MO	68
64	die	die	ART	d	acc|sg|fem	NK	65
65	Stelle	Stelle	NN	Stelle	acc|sg|fem	NK	63
66	des	des	ART	d	gen|sg|masc	NK	67
67	Privatlandwirths	Privatlandwirths	NE	Privatlandwirths	gen|sg|masc	AG	65
68	traͤte	träte	VVFIN	träte	sg|3|past|ind	MO	48
69	?	?	SENT	?	_	--	68

1	Sollte	Sollte	VMFIN	sollen	sg|3|past|ind	--	0
2	alsdenn	alsdann	ADV	alsdann	_	MO	1
3	durch	durch	APPR	durch	_	MO	13
4	die	die	ART	d	acc|sg|fem	NK	6
5	entfernte	entfernte	ADJA	entfernt	acc|sg|fem|pos	NK	6
6	Beziehung	Beziehung	NN	Beziehung	acc|sg|fem	NK	3
7	derselben	derselben	PDS	derselbe	gen|sg|neut	AG	6
8	auf	auf	APPR	auf	_	MO	13
9	Cameralwissenschaft	Cameralwissenschaft	NN	Kameralwissenschaft	acc|sg|fem	NK	8
10	der	der	ART	d	gen|sg|fem	NK	11
11	Satz	Satz	NN	Satz	nom|sg|masc	SB	1
12	nicht	nicht	PTKNEG	nicht	_	NG	13
13	bestaͤtiget	bestätiget	VVPP	bestätigen	_	OC	14
14	werden	werden	VAINF	werden	_	OC	1
15	,	,	$,	,	_	--	14
16	daß	daß	KOUS	daß	_	CP	32
17	der	der	ART	d	nom|sg|masc	NK	19
18	ganze	ganze	ADJA	ganz	nom|sg|masc|pos	NK	19
19	Umfang	Umfang	NN	Umfang	nom|sg|masc	SB	32
20	landwirthschaftlicher	landwirtschaftlicher	ADJA	landwirtschaftlich	gen|pl|masc|pos	NK	21
21	Kenntnisse	Kenntnisse	NN	Kenntnis	gen|pl|fem	AG	19
22	und	und	KON	und	_	CD	21
23	Grundsaͤtze	Grundsätze	NN	Grundsatz	gen|pl|masc	CJ	22
24	uͤber	über	APPR	über	_	MNR	19
25	das	das	ART	d	acc|sg|neut	NK	27
26	eigentliche	eigentliche	ADJA	eigentlich	acc|sg|neut|pos	NK	27
27	Object	Objekt	NN	Objekt	acc|sg|neut	NK	24
28	der	der	ART	d	gen|sg|fem	NK	29
29	Cameralwissenschaft	Cameralwissenschaft	NN	Kameralwissenschaft	gen|sg|fem	AG	27
30	zu	zu	PTKZU	zu	_	MO	31
31	ausgedehnt	ausgedehnt	VVPP	ausdehnen	_	PD	32
32	seye	sei	VAFIN	sein	sg|3|pres|subj	SB	1
33	,	,	$,	,	_	--	32
34	und	und	KON	und	_	CD	32
35	nicht	nicht	PTKNEG	nicht	_	NG	36
36	blos	bloß	ADJD	bloß	_	MO	40
37	einen	einen	ART	ein	acc|sg|masc	NK	38
38	Theil	Teil	NN	Teil	acc|sg|masc	OA	40
39	derselben	derselben	PDS	derselbe	acc|sg|masc	AG	38
40	ausmache	ausmache	VVFIN	ausmachen	sg|3|pres|subj	CJ	34
41	?	?	SENT	?	_	--	40

1	a)	a)	XY	a)	*|*|*	--	0
2	a)	a)	XY	a)	_	--	0

1	So	So	ADV	so	_	MO	11
2	hat	hat	VAFIN	haben	sg|3|pres|ind	--	0
3	schon	schon	ADV	schon	_	MO	11
4	Herr	Herr	NN	Herr	nom|sg|masc	SB	2
5	von	von	APPR	von	_	PG	4
6	Sonnenfels	Sonnenfels	NE	Sonnenfels	gen|sg|*	AG	7
7	Landwirthschaft	Landwirtschaft	NN	Landwirtschaft	nom|sg|fem	NK	5
8	von	von	APPR	von	_	MNR	7
9	der	der	ART	d	dat|sg|fem	NK	10
10	Cameralwissenschaft	Cameralwissenschaft	NN	Kameralwissenschaft	dat|sg|fem	NK	8
11	abgesondert	abgesondert	VVPP	absondern	_	OC	2
12	.	.	SENT	.	_	--	11

1	S.	S.	ADV	so	nom|sg|fem	--	0
2	oben	oben	ADV	oben	_	NK	1
3	§.	§.	$(	§	dat|sg|masc	MO	1
4	5.	5.	CARD	@ord@	dat|sg|masc|pos	NK	3

1	§.	§.	$(	§	nom|sg|*	--	0
2	18.	18.	CARD	@ord@	_	--	0

1	Vorausgesezt	Vorausgesetzt	VVPP	voraussetzen	_	RE	21
2	also	also	ADV	also	_	MO	1
3	,	,	$,	,	_	--	2
4	daß	daß	KOUS	daß	_	CP	19
5	eine	eine	ART	ein	nom|sg|fem	NK	7
6	solche	solche	PIAT	solch	nom|sg|fem	NK	7
7	Absonderung	Absonderung	NN	Absonderung	nom|sg|fem	SB	19
8	der	der	ART	d	gen|sg|fem	NK	10
9	oͤkonomischen	ökonomischen	ADJA	ökonomisch	gen|sg|fem|pos	NK	10
10	Polizey-	Polizei	NN	Polizei	gen|sg|fem	AG	7
11	und	und	KON	und	_	CD	10
12	Cameralwissenschaften	Cameralwissenschaften	NN	Cameralwissenschaften	gen|pl|fem	CJ	11
13	die	die	ART	d	acc|sg|fem	NK	14
14	Nothwendigkeit	Notwendigkeit	NN	Notwendigkeit	acc|sg|fem	OA	19
15	ihrer	ihrer	PPOSAT	ihr	gen|sg|fem	NK	17
16	gemeinschaftlichen	gemeinschaftlichen	ADJA	gemeinschaftlich	gen|sg|fem|pos	NK	17
17	Uebersicht	Übersicht	NN	Übersicht	gen|sg|fem	AG	14
18	nicht	nicht	PTKNEG	nicht	_	NG	19
19	aufhebe	aufhebe	VVFIN	aufhebe	sg|3|pres|subj	OC	1
20	,	,	$,	,	_	--	19
21	so	so	ADV	so	_	MO	22
22	muß	muß	VMFIN	müssen	sg|3|pres|ind	OC	24
23	,	,	$,	,	_	--	22
24	glaube	glaube	VVFIN	glauben	sg|1|pres|ind	--	0
25	ich	ich	PPER	ich	nom|sg|*|1	SB	24
26	,	,	$,	,	_	--	25
27	die	die	ART	d	acc|sg|fem	NK	28
28	Bearbeitung	Bearbeitung	NN	Bearbeitung	acc|sg|fem	APP	25
29	eines	eines	ART	ein	gen|sg|neut	NK	33
30	jeden	jeden	PIAT	jed	acc|sg|masc	NK	33
31	dieser	dieser	PDAT	dies	gen|pl|masc	NK	33
32	einzelnen	einzelnen	ADJA	einzeln	gen|pl|masc|pos	NK	33
33	Theile	Teile	NN	Teil	gen|pl|masc	AG	28
34	in	in	APPR	in	_	MNR	28
35	seinem	seinem	PPOSAT	sein	dat|sg|neut	NK	37
36	ganzen	ganzen	ADJA	ganz	dat|sg|masc|pos	NK	37
37	Umfang	Umfang	NN	Umfang	dat|sg|masc	NK	34
38	und	und	KON	und	_	CD	34
39	aus	aus	APPR	aus	_	CJ	38
40	seinem	seinem	PPOSAT	sein	dat|sg|masc	NK	42
41	eigenen	eigenen	ADJA	eigen	dat|sg|masc|pos	NK	42
42	Gesichtspunkt	Gesichtspunkt	NN	Gesichtspunkt	dat|sg|masc	NK	39
43	den	den	ART	d	acc|sg|masc	NK	44
44	Vortheil	Vorteil	NN	Vorteil	acc|sg|masc	NK	34
45	einer	einer	ART	ein	gen|sg|fem	NK	47
46	bestimmten	bestimmten	ADJA	bestimmt	gen|sg|fem|pos	NK	47
47	Kenntniß	Kenntnis	NN	Kenntnis	gen|sg|fem	AG	44
48	der	der	ART	d	gen|pl|masc	NK	49
49	Gegenstaͤnde	Gegenstände	NN	Gegenstand	gen|pl|masc	AG	47
50	,	,	$,	,	_	--	49
51	womit	womit	PWAVREL	womit	_	MO	59
52	sich	sich	PRF	er|es|sie	acc|pl|3	OA	59
53	eigentlich	eigentlich	ADV	eigentlich	_	MO	59
54	eine	eine	ART	ein	nom|sg|fem	NK	55
55	jede	jede	PIAT	jed	nom|sg|fem	SB	59
56	dieser	dieser	PDAT	dies	gen|pl|fem	NK	58
57	besondern	besonderen	ADJA	besonder	gen|pl|fem|pos	NK	58
58	Wissenschaften	Wissenschaften	NN	Wissenschaft	gen|pl|fem	AG	55
59	beschaͤftiget	beschäftiget	ADJD	beschäftigt	sg|3|pres|ind	RC	49
60	,	,	$,	,	_	--	59
61	des	des	ART	d	gen|sg|neut	NK	62
62	Verhaͤltnisses	Verhältnisses	NN	Verhältnis	gen|sg|neut	CJ	49
63	,	,	$,	,	_	--	62
64	in	in	APPR	in	_	MO	68
65	welchem	welchem	PRELAT	welch	dat|sg|masc	NK	64
66	diese	diese	PDAT	dies	nom|pl|*	SB	68
67	gegeneinander	gegeneinander	ADV	gegeneinander	_	MO	68
68	stehen	stehen	VVINF	stehen	pl|3|pres|ind	RC	62
69	,	,	$,	,	_	--	68
70	und	und	KON	und	_	CD	62
71	des	des	ART	d	gen|sg|neut	NK	73
72	besondern	besonderen	ADJA	besonder	gen|sg|masc|pos	NK	73
73	Gesichtspunkts	Gesichtspunkts	NN	Gesichtspunkts	gen|sg|masc	CJ	70
74	,	,	$,	,	_	--	73
75	aus	aus	APPR	aus	_	MO	88
76	welchem	welchem	PRELS	welch	dat|sg|masc	NK	75
77	oͤfters	öfters	ADV	öfters	_	MO	85
