

1	Dreyzehntes	dreizehntes	ADJA	dreizehntes	nom|sg|neut|pos	NK	2
1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	wollte	wollte	VMFIN	wollen	sg|3|past|ind	--	0
3	die	die	ART	d	acc|sg|fem	NK	4
4	Gelegenheit	Gelegenheit	NN	Gelegenheit	acc|sg|fem	OA	6
5	nicht	nicht	PTKNEG	nicht	_	NG	2
6	versaͤumen	versäumen	VVINF	versäumen	_	OC	2
7	,	,	$,	,	_	--	6
8	meinen	meinen	PPOSAT	mein	pl|3|pres|ind	NK	9
9	Eleven	Eleven	FM	Eleven	dat|pl|fem	DA	25
10	an	an	APPR	an	_	MNR	9
11	einem	einem	ART	ein	dat|sg|masc	NK	12
12	Hof	Hof	NN	Hof	dat|sg|masc	NK	10
13	,	,	$,	,	_	--	12
14	an	an	APPR	an	_	CJ	10
15	welchem	welchem	PRELAT	welch	dat|sg|masc	NK	16
16	Ordnung	Ordnung	NN	Ordnung	acc|sg|fem	NK	14
17	und	und	KON	und	_	CD	16
18	Geschmack	Geschmack	NN	Geschmack	dat|sg|masc	CJ	17
19	,	,	$,	,	_	--	18
20	Pracht	Pracht	NN	Pracht	dat|sg|masc	CJ	18
21	und	und	KON	und	_	CD	20
22	gute	gute	ADJA	gut	acc|pl|fem|pos	NK	23
23	Sitten	Sitten	NN	Sitte	acc|pl|fem	CJ	21
24	zugleich	zugleich	ADV	zugleich	_	MO	30
25	herrschen	herrschen	VVINF	herrschen	_	CJ	6
26	,	,	$,	,	_	--	25
27	einigermassen	einigermaßen	ADV	einigermaßen	_	MO	28
28	bekannt	bekannt	ADJD	bekannt	pos	MO	30
29	zu	zu	PTKZU	zu	_	PM	30
30	machen	machen	VVINF	machen	_	CJ	25
31	.	.	SENT	.	_	--	30

1	Der	Der	ART	d	nom|sg|masc	NK	3
2	alte	alte	ADJA	alt	nom|sg|masc|pos	NK	3
3	Baron	Baron	NN	Baron	nom|sg|masc	SB	6
4	und	und	KON	und	_	CD	3
5	L*	L*	NE	L*	nom|sg|*	CJ	4
6	stimmten	stimmten	VVFIN	stimmen	pl|3|past|ind	--	0
7	in	in	APPR	in	_	MO	6
8	meine	meine	PPOSAT	mein	acc|sg|fem	NK	9
9	Absicht	Absicht	NN	Absicht	acc|sg|fem	NK	7
10	ein	ein	PTKVZ	ein	_	SVP	6
11	.	.	SENT	.	_	--	10

1	Und	Und	KON	und	_	JU	3
2	wir	wir	PPER	wir	nom|pl|*|1	SB	3
3	erhielten	erhielten	VVFIN	erhalten	pl|1|pres|ind	--	0
4	die	die	ART	d	acc|sg|fem	NK	5
5	Erlaubniß	Erlaubnis	NN	Erlaubnis	acc|sg|fem	OA	6
6	aufzuwarten	aufzuwarten	VVIZU	aufwarten	_	OC	3
7	ohne	ohne	APPR	ohne	_	MO	6
8	Muͤhe	Mühe	NN	Mühe	acc|sg|fem	NK	7
9	.	.	SENT	.	_	--	8

1	Wenn	Wenn	KOUS	wenn	_	CP	7
2	man	man	PIS	man	nom|sg|*	SB	7
3	iene	jene	PDAT	jen	acc|sg|fem	NK	7
4	freye	freie	ADJA	frei	acc|sg|fem|pos	NK	7
5	und	und	KON	und	_	CD	4
6	ungezwungene	ungezwungene	ADJA	ungezwungene	acc|sg|fem|pos	CJ	5
7	Miene	Miene	NN	Miene	acc|sg|fem	--	0
8	,	,	$,	,	_	--	7
9	iene	jene	PDAT	jen	acc|sg|fem	NK	11
10	ruhige	ruhige	ADJA	ruhig	acc|sg|fem|pos	NK	11
11	Fassung	Fassung	NN	Fassung	acc|sg|fem	APP	7
12	des	des	ART	d	gen|sg|masc	NK	13
13	Gemuͤthes	Gemütes	NN	Gemütes	gen|sg|masc	AG	11
14	in	in	APPR	in	_	MNR	13
15	Gegenwart	Gegenwart	NN	Gegenwart	dat|sg|fem	NK	14
16	der	der	ART	d	gen|pl|fem	NK	17
17	Grossen	Großen	NA	Große	gen|pl|*	AG	15
18	,	,	$,	,	_	--	17
19	bey	bei	APPR	bei	_	MO	37
20	der	der	ART	d	dat|sg|fem	NK	22
21	manchfaltigen	manchfaltigen	ADJA	manchfaltigen	dat|sg|fem|pos	NK	22
22	Scene	Scene	NN	Scene	dat|sg|fem	NK	19
23	blendender	blendender	ADJA	blendend	gen|pl|masc|pos	NK	24
24	Gegenstaͤnde	Gegenstände	NN	Gegenstand	gen|pl|masc	AG	22
25	,	,	$,	,	_	--	24
26	und	und	KON	und	_	CD	11
27	iene	jene	PDAT	jen	acc|sg|fem	NK	28
28	Leichtigkeit	Leichtigkeit	NN	Leichtigkeit	acc|sg|fem	CJ	26
29	,	,	$,	,	_	--	28
30	tausend	tausend	CARD	tausend	_	NK	32
31	kleine	kleine	ADJA	klein	acc|pl|neut|pos	NK	32
32	Dinge	Dinge	NN	Ding	acc|pl|neut	OA	37
33	mit	mit	APPR	mit	_	MO	37
34	gutem	gutem	ADJA	gut	dat|sg|neut|pos	NK	35
35	Anstande	Anstande	NN	Anstande	dat|sg|neut	NK	33
36	zu	zu	PTKZU	zu	_	PM	37
37	verrichten	verrichten	VVINF	verrichten	_	OC	28
38	,	,	$,	,	_	--	37
39	die	die	PRELS	d	nom|pl|fem	SB	49
40	in	in	APPR	in	_	MO	49
41	der	der	ART	d	dat|sg|fem	NK	43
42	grossen	großen	ADJA	groß	dat|sg|fem|pos	NK	43
43	Welt	Welt	NN	Welt	dat|sg|fem	NK	40
44	einen	einen	ART	ein	acc|sg|masc	NK	46
45	betraͤchtlichen	beträchtlichen	ADJA	beträchtlich	acc|sg|masc|pos	NK	46
46	Theil	Teil	NN	Teil	acc|sg|masc	OA	49
47	der	der	ART	d	gen|pl|fem	NK	48
48	Sitten	Sitten	NN	Sitte	gen|pl|fem	AG	46
49	ausmachen	ausmachen	VVINF	ausmachen	pl|3|pres|ind	RC	32
50	,	,	$,	,	_	--	49
51	durch	durch	APPR	durch	_	MO	61
52	eigenen	eigenen	ADJA	eigen	acc|sg|masc|pos	NK	53
53	Fleiß	Fleiß	NN	Fleiß	acc|sg|masc	NK	51
54	und	und	KON	und	_	CD	53
55	Nachdenken	Nachdenken	NN	Nachdenken	acc|sg|masc|sup	CJ	54
56	sich	sich	PRF	er|es|sie	acc|sg|3	DA	60
57	in	in	APPR	in	_	MO	60
58	der	der	ART	d	dat|sg|fem	NK	59
59	Studierstube	Studierstube	NN	Studierstube	dat|sg|fem	NK	57
60	erwerben	erwerben	VVINF	erwerben	_	OC	61
61	koͤnnte	könnte	VMFIN	können	sg|3|past|subj	OC	49
62	:	:	SENT	:	_	--	61

1	so	so	ADV	so	_	MO	2
2	duͤrfte	dürfte	VMFIN	dürfen	sg|3|past|subj	--	0
3	man	man	PIS	man	nom|sg|*	SB	2
4	diese	diese	PDAT	dies	acc|sg|fem	NK	5
5	Eigenschaft	Eigenschaft	NN	Eigenschaft	acc|sg|fem	OA	11
6	von	von	APPR	von	_	MO	11
7	einem	einem	ART	ein	dat|sg|masc	NK	8
8	Hofmeister	Hofmeister	NN	Hofmeister	dat|sg|masc	NK	6
9	so	so	ADV	so	_	MO	10
10	gut	gut	ADJD	gut	pos	MO	11
11	fordern	fordern	VVINF	fordern	pl|3|pres|ind	OC	2
12	,	,	$,	,	_	--	11
13	als	als	KOKOM	als	_	CM	15
14	andere	andere	ADJA	ander	nom|pl|masc|pos	NK	15
15	Talente	Talente	NN	Talent	acc|pl|neut	CC	9
16	,	,	$,	,	_	--	15
17	die	die	PRELS	d	acc|pl|masc	OA	24
18	er	er	PPER	er	nom|sg|masc|3	SB	25
19	beym	beim	APPRART	beim	dat|sg|masc	MO	24
20	Antritte	Antritte	NN	Antritte	dat|sg|neut	NK	19
21	seines	seines	PPOSAT	sein	gen|sg|neut	NK	22
22	Amtes	Amtes	NN	Amt	gen|sg|neut	AG	20
23	gleich	gleich	ADJD	gleich	_	MO	24
24	mitbringen	mitbringen	VVINF	mitbringen	_	OC	25
25	muß	muß	VMFIN	müssen	sg|3|pres|ind	RC	15
26	.	.	SENT	.	_	--	25

1	Wenn	Wenn	KOUS	wenn	_	CP	23
2	aber	aber	ADV	aber	_	MO	22
3	,	,	$,	,	_	--	2
4	wie	wie	KOUS	wie	_	MO	8
5	ich	ich	PPER	ich	nom|sg|*|1	SB	8
6	fast	fast	ADV	fast	_	MO	7
7	uͤberzeugt	überzeugt	VVPP	überzeugen	pos	PD	8
8	bin	bin	VAFIN	sein	sg|1|pres|ind	CC	2
9	,	,	$,	,	_	--	8
10	nicht	nicht	PTKNEG	nicht	_	NG	22
11	leicht	leicht	ADJD	leicht	pos	MO	22
12	einer	einer	PIS	ein	dat|sg|fem	NK	21
13	unter	unter	APPR	unter	_	MO	20
14	denen	denen	PDS	d	dat|pl|masc	NK	13
15	,	,	$,	,	_	--	14
16	auch	auch	ADV	auch	_	MO	17
17	in	in	APPR	in	_	MO	20
18	diesem	diesem	PDAT	dies	dat|sg|masc	NK	19
19	Stuͤcke	Stücke	NN	Stück	dat|sg|masc	NK	17
20	vollkommenen	vollkommenen	ADJA	vollkommen	dat|pl|masc|pos	NK	21
21	Hofmeistern	Hofmeistern	NN	Hofmeistern	nom|sg|masc	SB	23
22	seyn	sein	VAINF	sein	_	OC	23
23	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
24	,	,	$,	,	_	--	23
25	der	der	PRELS	d	nom|sg|masc	SB	41
26	sich	sich	PRF	er|es|sie	acc|sg|3	OA	41
27	nicht	nicht	PTKNEG	nicht	_	NG	34
28	manches	manches	PIAT	mancher	_	MO	34
29	Fehlers	Fehlers	NN	Fehler	gen|sg|masc	NK	28
30	wider	wider	APPR	wider	_	MNR	29
31	die	die	ART	d	acc|pl|neut	NK	32
32	Etiquette	Etikette	NN	Etikett	acc|pl|neut	NK	30
33	bewußt	bewußt	ADJD	bewußt	pos	PD	34
34	seyn	sein	VAINF	sein	_	OC	35
35	sollte	sollte	VMFIN	sollen	sg|3|past|ind	OC	41
36	,	,	$,	,	_	--	35
37	den	den	PRELS	d	acc|sg|masc	OA	41
38	er	er	PPER	er	nom|sg|masc|3	SB	41
39	als	als	KOKOM	als	_	MO	41
40	Hofmeister	Hofmeister	NN	Hofmeister	nom|sg|masc	NK	39
41	begangen	begangen	VVPP	begehen	_	RC	14
42	,	,	$,	,	_	--	41
43	ehe	ehe	KOUS	ehe	_	CP	52
44	er	er	PPER	er	nom|sg|masc|3	SB	52
45	in	in	APPR	in	_	MO	52
46	ienen	ihnen	PPER	sie	dat|pl|*|3	NK	45
47	Geschicklichkeiten	Geschicklichkeiten	NN	Geschicklichkeit	acc|pl|fem	SB	52
48	es	es	PPER	es	nom|sg|neut|3	OA	51
49	weit	weit	ADJD	weit	pos	MO	51
50	genug	genug	ADV	genug	_	MO	49
51	gebracht	gebracht	VVPP	bringen	_	OC	52
52	hatte	hatte	VAFIN	haben	sg|3|past|ind	MO	41
53	:	:	SENT	:	_	--	52

1	so	so	ADV	so	_	MO	6
2	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	--	0
3	man	man	PIS	man	nom|sg|*	SB	2
4	zu	zu	APPR	zu	_	MO	5
5	viel	viel	PIS	viel	*|*|*	OA	16
6	begehren	begehren	VVINF	begehren	_	OC	2
7	,	,	$,	,	_	--	6
8	wenn	wenn	KOUS	wenn	_	CP	17
9	man	man	PIS	man	nom|sg|*	SB	17
10	von	von	APPR	von	_	MO	16
11	einem	einem	ART	ein	dat|sg|neut	NK	13
12	iungen	jungen	ADJA	jung	dat|sg|masc|pos	NK	13
13	Gelehrten	Gelehrten	NN	gelehrter	dat|sg|masc	NK	10
14	eine	eine	ART	ein	acc|sg|fem	NK	15
15	Geschicklichkeit	Geschicklichkeit	NN	Geschicklichkeit	acc|sg|fem	OA	16
16	verlangen	verlangen	VVINF	verlangen	_	OC	17
17	wollte	wollte	VMFIN	wollen	sg|3|past|ind	MO	6
18	,	,	$,	,	_	--	17
19	die	die	PRELS	d	acc|sg|fem	OA	30
20	man	man	PIS	man	nom|sg|*	SB	30
21	nur	nur	ADV	nur	_	MO	22
22	in	in	APPR	in	_	MO	30
23	dem	dem	ART	d	dat|sg|neut	NK	25
24	langen	langen	ADJA	lang	dat|sg|neut|pos	NK	25
25	Umgange	Umgange	NN	Umgang	dat|sg|masc	NK	22
26	mit	mit	APPR	mit	_	MNR	25
27	der	der	ART	d	dat|sg|fem	NK	28
28	Welt	Welt	NN	Welt	dat|sg|fem	NK	26
29	sich	sich	PRF	er|es|sie	acc|sg|3	OA	30
30	erwirbt	erwirbt	VVFIN	erwerben	sg|3|pres|ind	RC	15
31	.	.	SENT	.	_	--	30

1	Man	Man	PIS	man	nom|sg|*	SB	2
2	muß	muß	VMFIN	müssen	sg|3|pres|ind	--	0
3	mit	mit	APPR	mit	_	MO	5
4	ihm	ihm	PPER	er	dat|sg|masc|3	NK	3
5	zufrieden	zufrieden	ADJD	zufrieden	pos	PD	6
6	seyn	sein	VAINF	sein	_	OC	2
7	,	,	$,	,	_	--	6
8	wenn	wenn	KOUS	wenn	_	CP	12
9	er	er	PPER	er	nom|sg|masc|3	SB	12
10	dieienige	diejenige	PDAT	derjenige	acc|sg|fem	NK	11
11	Hoͤflichkeit	Höflichkeit	NN	Höflichkeit	acc|sg|fem	OA	12
12	besitzet	besitzet	VVFIN	besitzet	_	MO	2
13	,	,	$,	,	_	--	12
14	die	die	PRELS	d	nom|pl|*	NK	15
15	einen	einen	PIS	ein	nom|pl|*	SB	18
16	die	die	ART	d	acc|sg|fem	NK	17
17	Vernunft	Vernunft	NN	Vernunft	nom|sg|fem	OA	18
18	lehret	lehrt	VVFIN	lehren	sg|3|pres|ind	CJ	12
19	,	,	$,	,	_	--	18
20	und	und	KON	und	_	CD	18
21	die	die	ART	d	acc|pl|masc	OA	35
22	man	man	PIS	man	nom|sg|*	SB	37
23	in	in	APPR	in	_	MO	35
24	dem	dem	ART	d	dat|sg|neut	NK	26
25	taͤglichen	täglichen	ADJA	täglich	dat|sg|neut|pos	NK	26
26	Umgange	Umgange	NN	Umgang	dat|sg|masc	NK	23
27	mit	mit	APPR	mit	_	MO	35
28	wackern	wackeren	ADJA	wackeren	dat|pl|masc|comp	NK	29
29	Leuten	Leuten	NN	Leute	dat|pl|*	NK	27
30	aus	aus	APPR	aus	_	MNR	29
31	den	den	ART	d	dat|pl|fem	NK	33
32	mittleren	mittleren	ADJA	mittlerer	dat|pl|masc|pos	NK	33
33	Staͤnden	Ständen	NN	Stand	dat|pl|masc	NK	30
34	zu	zu	PTKZU	zu	_	PM	35
35	uͤben	üben	VVINF	üben	_	OC	37
36	Gelegenheit	Gelegenheit	NN	Gelegenheit	acc|sg|fem	OA	37
37	hat	hat	VAFIN	haben	sg|3|pres|ind	CJ	20
38	.	.	SENT	.	_	--	37

1	L*	L*	NE	L*	nom|sg|*	SB	2
2	war	war	VAFIN	sein	sg|3|past|ind	--	0
3	noch	noch	ADV	noch	_	MO	2
4	in	in	APPR	in	_	MO	2
5	diesem	diesem	PDAT	dies	dat|sg|masc	NK	6
6	Falle	Falle	NN	Fall	dat|sg|masc	NK	4
7	,	,	$,	,	_	--	6
8	er	er	PPER	er	nom|sg|masc|3	SB	9
9	war	war	VAFIN	sein	sg|3|past|ind	CJ	2
10	artig	artig	ADJD	artig	pos	PD	9
11	und	und	KON	und	_	CD	10
12	belebt	belebt	VVFIN	belebt	pos	CJ	11
13	unter	unter	APPR	unter	_	MO	9
14	Personen	Personen	NN	Person	dat|pl|fem	NK	13
15	,	,	$,	,	_	--	14
16	die	die	PRELS	d	nom|pl|*	SB	28
17	gar	gar	ADV	gar	_	MO	18
18	nicht	nicht	PTKNEG	nicht	_	NG	27
19	,	,	$,	,	_	--	18
20	oder	oder	KON	oder	_	CD	8
21	nicht	nicht	PTKNEG	nicht	_	NG	22
22	viel	viel	ADV	viel	*|*|*	CJ	20
23	,	,	$,	,	_	--	22
24	uͤber	über	APPR	über	_	MO	27
25	seinen	seinen	PPOSAT	sein	acc|sg|masc	NK	26
26	Stand	Stand	NN	Stand	acc|sg|masc	NK	24
27	erhaben	erhaben	ADJD	erhaben	_	OC	28
28	waren	waren	VAFIN	sein	pl|3|past|ind	RC	14
29	.	.	SENT	.	_	--	28

1	Aber	Aber	KON	aber	_	JU	10
2	was	was	PWS	was	acc|sg|neut	OA	10
3	er	er	PPER	er	nom|sg|masc|3	SB	10
4	da	da	ADV	da	_	MO	10
5	mit	mit	APPR	mit	_	MO	9
6	bestem	bestem	ADJA	gut	dat|sg|neut|sup	NK	7
7	Anstande	Anstande	NN	Anstande	dat|sg|neut	NK	5
8	zu	zu	PTKZU	zu	_	PM	9
9	verrichten	verrichten	VVINF	verrichten	_	OC	10
10	wußte	wußte	VVFIN	wissen	sg|3|past|ind	--	0
11	,	,	$,	,	_	--	10
12	das	das	PDS	d	acc|sg|neut	NK	13
13	that	tat	VVFIN	tun	acc|sg|neut	OA2	10
14	er	er	PPER	er	nom|sg|masc|3	SB	27
15	in	in	APPR	in	_	MO	27
16	Gegenwart	Gegenwart	NN	Gegenwart	dat|sg|neut	NK	15
17	viel	viel	PIAT	viel	_	MO	18
18	hoͤherer	höherer	ADJA	hoch	gen|pl|masc|comp	NK	19
19	Personen	Personen	NN	Person	nom|pl|fem	AG	13
20	,	,	$,	,	_	--	19
21	oder	oder	KON	oder	_	CD	15
22	in	in	APPR	in	_	CJ	21
23	sehr	sehr	ADV	sehr	_	MO	24
24	grosser	großer	ADJA	groß	dat|sg|fem|pos	NK	25
25	Gesellschaft	Gesellschaft	NN	Gesellschaft	dat|sg|fem	NK	22
26	,	,	$,	,	_	--	25
27	schuͤchtern	schüchtern	ADJD	schüchtern	pos	PAR	13
28	und	und	KON	und	_	CD	27
29	auf	auf	APPR	auf	_	CJ	28
30	eine	eine	ART	ein	acc|sg|fem	NK	32
31	gezwungene	gezwungene	ADJA	gezwungene	acc|sg|fem|pos	NK	32
32	Weise	Weise	NN	Weise	acc|sg|fem	NK	29
33	.	.	SENT	.	_	--	32

1	Gerne	Gerne	ADV	gerne	_	MO	13
2	haͤtte	hätte	VAFIN	haben	sg|3|past|subj	--	0
3	er	er	PPER	er	nom|sg|masc|3	SB	2
4	sich	sich	PRF	er|es|sie	dat|sg|3	DA	13
5	die	die	ART	d	acc|sg|fem	NK	7
6	heitere	heitere	ADJA	heitere	nom|sg|fem|comp	NK	7
7	Miene	Miene	NN	Miene	acc|sg|fem	OA	13
8	eines	eines	ART	ein	gen|sg|masc	NK	9
9	Mannes	Mannes	NN	Mann	gen|sg|masc	AG	7
10	von	von	APPR	von	_	MNR	9
11	der	der	ART	d	dat|sg|fem	NK	12
12	Welt	Welt	NN	Welt	dat|sg|fem	NK	10
13	gegeben	gegeben	VVPP	geben	_	OC	2
14	.	.	SENT	.	_	--	13

1	Aber	Aber	KON	aber	_	JU	3
2	es	es	PPER	es	nom|sg|neut|3	EP	3
3	gieng	ging	VVFIN	gehen	sg|3|past|ind	--	0
4	nicht	nicht	PTKNEG	nicht	_	NG	3
5	an	an	PTKVZ	an	_	SVP	3
6	.	.	SENT	.	_	--	5

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	fuͤhlte	fühlte	VVFIN	fühlen	sg|3|past|ind	--	0
3	selbst	selbst	PRF	selbst	_	MNR	1
4	sein	sein	VAFIN	sein	acc|sg|neut	NK	5
5	Unvermoͤgen	Unvermögen	ADJD	unvermögen	acc|sg|neut	OA	2
6	und	und	KON	und	_	CD	2
7	war	war	VAFIN	sein	sg|3|past|ind	CJ	6
8	betroffen	betroffen	VVPP	betreffen	_	PD	7
9	.	.	SENT	.	_	--	8

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	fiel	fiel	VVFIN	fallen	sg|3|past|ind	--	0
3	so	so	ADV	so	_	MO	4
4	sehr	sehr	ADV	sehr	_	MO	2
5	in	in	APPR	in	_	MO	2
6	die	die	ART	d	acc|pl|neut	NK	7
7	Augen	Augen	NN	Auge	acc|pl|neut	NK	5
8	,	,	$,	,	_	--	7
9	daß	daß	KOUS	daß	_	CP	20
10	es	es	PPER	es	nom|sg|neut|3	EP	20
11	bey	bei	APPR	bei	_	MO	19
12	der	der	ART	d	dat|sg|fem	NK	13
13	Gelegenheit	Gelegenheit	NN	Gelegenheit	dat|sg|fem	NK	11
14	,	,	$,	,	_	--	13
15	deren	deren	PRELS	d	gen|pl|fem	AG	18
16	ich	ich	PPER	ich	nom|sg|*|1	SB	20
17	eben	eben	ADV	eben	_	MO	19
18	Erwaͤhnung	Erwähnung	NN	Erwähnung	acc|sg|fem	OA	19
19	gethan	getan	VVPP	tun	_	OC	20
20	habe	habe	VAFIN	haben	sg|3|pres|subj	OC	7
21	,	,	$,	,	_	--	20
22	auch	auch	ADV	auch	_	MO	25
23	die	die	ART	d	acc|pl|fem	NK	25
24	iungen	jungen	ADJA	jung	nom|pl|masc|pos	NK	25
25	Herren	Herren	NN	Herr	nom|pl|masc	SB	26
26	bemerketen	bemerketen	VVFIN	bemerketen	pl|3|past|ind	CJ	20
27	,	,	$,	,	_	--	26
28	und	und	KON	und	_	CD	26
29	mir	mir	PPER	ich	dat|sg|*|1	DA	36
30	es	es	PPER	es	acc|sg|neut|3	OA	35
31	durch	durch	APPR	durch	_	MO	35
32	ihre	ihre	PPOSAT	ihr	acc|pl|fem	NK	33
33	Mienen	Mienen	NN	Miene	acc|pl|fem	NK	31
34	zu	zu	PTKZU	zu	_	PM	35
35	verstehen	verstehen	VVINF	verstehen	_	OC	36
36	gaben	gaben	VVFIN	geben	pl|3|past|ind	CJ	28
37	.	.	SENT	.	_	--	36

1	Vernuͤnftige	Vernünftige	ADJA	Vernünftige	nom|pl|fem|pos	NK	2
2	Personen	Personen	NN	Person	nom|pl|fem	SB	3
3	machen	machen	VVINF	machen	pl|3|pres|ind	--	0
4	aus	aus	APPR	aus	_	MO	3
5	so	so	ADV	so	_	MO	6
6	geringen	geringen	ADJA	gering	dat|pl|masc|pos	NK	7
7	Fehlern	Fehlern	NN	Fehler	dat|pl|masc	NK	4
8	bey	bei	APPR	bei	_	MO	3
9	andern	anderen	ADJA	ander	dat|pl|fem|pos	NK	11
10	guten	guten	ADJA	gut	dat|pl|fem|pos	NK	11
11	Eigenschaften	Eigenschaften	NN	Eigenschaft	dat|pl|fem	NK	8
12	nicht	nicht	PTKNEG	nicht	_	NG	3
13	viel	viel	ADV	viel	_	SVP	3
14	.	.	SENT	.	_	--	13

1	Unterdessen	Unterdessen	ADV	unterdessen	_	MO	2
2	begegnen	begegnen	VVFIN	begegnen	pl|3|pres|ind	--	0
3	sie	sie	PPER	Sie	nom|pl|*|3	SB	2
4	denienigen	denjenigen	PDS	derjenige	dat|pl|*	DA	2
5	besser	besser	ADJD	gut	comp	MO	2
6	,	,	$,	,	_	--	5
7	die	die	PRELS	d	nom|pl|*	SB	14
8	schon	schon	ADV	schon	_	MO	9
9	mehr	mehr	ADV	mehr	_	MO	13
10	nach	nach	APPR	nach	_	MO	13
11	der	der	ART	d	dat|sg|fem	NK	12
12	Welt	Welt	NN	Welt	dat|sg|fem	NK	10
13	gebildet	gebildet	VVPP	bilden	_	OC	14
14	sind	sind	VAFIN	sein	pl|3|pres|ind	RC	4
15	.	.	SENT	.	_	--	14

1	Zu	Zu	PTKZU	zu	_	PM	2
2	wuͤnschen	wünschen	VVINF	wünschen	_	OC	3
3	waͤre	wäre	VAFIN	sein	sg|3|past|subj	--	0
4	es	es	PPER	es	nom|sg|neut|3	EP	3
5	daher	daher	ADV	daher	_	MO	3
6	einem	einem	ART	ein	dat|sg|masc	NK	7
7	Hofmeister	Hofmeister	NN	Hofmeister	dat|sg|masc	DA	8
8	allemal	allemal	ADV	allemal	_	CD	3
9	,	,	$,	,	_	--	8
10	daß	daß	KOUS	daß	_	CP	20
11	er	er	PPER	er	nom|sg|masc|3	SB	20
12	dieses	dieses	PDAT	dies	acc|sg|neut	NK	13
13	Stuͤck	Stück	NN	Stück	acc|sg|neut	OA	20
14	der	der	ART	d	gen|sg|fem	NK	15
15	Lebensart	Lebensart	NN	Lebensart	gen|sg|fem	AG	13
16	schon	schon	ADV	schon	_	MO	17
17	in	in	APPR	in	_	MO	20
18	seiner	seiner	PPOSAT	sein	dat|sg|fem	NK	19
19	Gewalt	Gewalt	NN	Gewalt	dat|sg|fem	NK	17
20	haͤtte	hätte	VAFIN	haben	sg|3|past|subj	RE	8
21	,	,	$,	,	_	--	20
22	ehe	ehe	KOUS	ehe	_	CP	25
23	er	er	PPER	er	nom|sg|masc|3	SB	25
24	Fuͤhrer	Führer	NN	Führer	nom|sg|masc	PD	25
25	wird	wird	VAFIN	werden	sg|3|pres|ind	MO	20
26	.	.	SENT	.	_	--	25

1	Und	Und	KON	und	_	JU	4
2	zu	zu	PTKZU	zu	_	PM	3
3	rathen	raten	VVINF	raten	_	OC	4
4	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
5	einem	einem	ART	ein	dat|sg|masc	NK	6
6	ieden	jeden	PIS	jed	acc|sg|masc	PD	4
7	,	,	$,	,	_	--	6
8	der	der	PRELS	d	nom|sg|masc	SB	11
9	diese	diese	PDAT	dies	acc|sg|fem	NK	10
