

1	Zweytes	Zweites	ADJA	zweiter	nom|sg|neut|pos	NK	2
12	kuͤhlenden	kühlenden	ADJA	kühlenden	gen|sg|masc|pos	NK	13
13	Bades	Bades	NN	Bades	gen|sg|masc	AG	10
14	zu	zu	PTKZU	zu	_	PM	15
15	bedienen	bedienen	VVINF	bedienen	_	OC	2
16	,	,	$,	,	_	--	15
17	und	und	KON	und	_	CD	2
18	,	,	$,	,	_	--	17
19	um	um	KOUI	um	_	CP	24
20	keine	keine	PIAT	kein	acc|sg|fem	NK	22
21	lange	lange	ADJA	lang	acc|sg|fem|pos	NK	22
22	Weile	Weile	NN	Weile	acc|sg|fem	OA	24
23	zu	zu	PTKZU	zu	_	PM	24
24	haben	haben	VAINF	haben	_	MO	26
25	,	,	$,	,	_	--	24
26	nahmen	nahmen	VVFIN	nehmen	pl|3|past|ind	CJ	17
27	sie	sie	PPER	Sie	nom|pl|*|3	SB	26
28	um	um	APPR	um	_	MO	26
29	diese	diese	PDAT	dies	acc|sg|fem	NK	30
30	Zeit	Zeit	NN	Zeit	acc|sg|fem	NK	28
31	die	die	ART	d	acc|sg|fem	NK	32
32	Besuche	Besuche	NN	Besuch	acc|pl|masc	OA	26
33	derjenigen	derjenigen	PDS	derjenige	acc|pl|fem|pos	NK	34
34	Mannspersonen	Mannspersonen	NN	Mannspersonen	acc|pl|fem	OA	26
35	an	an	PTKVZ	an	_	SVP	26
36	,	,	$,	,	_	--	35
37	die	die	PRELS	d	nom|pl|fem	SB	46
38	das	das	ART	d	acc|sg|neut	NK	39
39	Recht	Recht	NN	Recht	acc|sg|neut	OA	46
40	eines	eines	ART	ein	gen|sg|masc	NK	42
41	freyen	freien	ADJA	frei	gen|sg|masc|pos	NK	42
42	Zutritts	Zutritts	NN	Zutritts	gen|sg|masc	AG	39
43	in	in	APPR	in	_	MNR	42
44	ihren	ihren	PPOSAT	ihr	dat|pl|neut	NK	45
45	Haͤusern	Häusern	NN	Haus	dat|pl|neut	NK	43
46	hatten	hatten	VAFIN	haben	pl|3|past|ind	RC	34
47	.	.	SENT	.	_	--	46

1	Diese	Diese	PDAT	dies	nom|sg|fem	NK	2
2	Gewohnheit	Gewohnheit	NN	Gewohnheit	nom|sg|fem	SB	3
3	war	war	VAFIN	sein	sg|3|past|ind	--	0
4	in	in	APPR	in	_	MO	3
5	Smyrna	Smyrna	NE	Smyrna	dat|sg|neut	NK	4
6	eben	eben	ADV	eben	_	MO	3
7	so	so	ADV	so	_	MO	8
8	unschuldig	unschuldig	ADJD	unschuldig	pos	PD	3
9	als	als	KOKOM	als	_	CM	17
10	es	es	PPER	es	acc|sg|neut|3	SB	17
11	der	der	ART	d	nom|sg|masc	NK	12
12	Gebrauch	Gebrauch	NN	Gebrauch	nom|sg|masc	PD	17
13	bey	bei	APPR	bei	_	MNR	12
14	unsern	unseren	PPOSAT	unser	dat|pl|fem	NK	16
15	westlichen	westlichen	ADJA	westlich	dat|pl|fem|pos	NK	16
16	Nachbarinnen	Nachbarinnen	NN	Nachbarinnen	dat|pl|fem	NK	13
17	ist	ist	VAFIN	sein	sg|3|pres|ind	CC	7
18	,	,	$,	,	_	--	17
19	Mannspersonen	Mannspersonen	NN	Mannspersonen	nom|pl|fem	OA	26
20	bey	bei	APPR	bei	_	MNR	19
21	der	der	ART	d	dat|sg|fem	NK	22
22	Toilette	Toilette	NN	Toilette	dat|sg|fem	NK	20
23	um	um	APPR	um	_	MO	26
24	sich	sich	PRF	er|es|sie	acc|sg|3	NK	23
25	zu	zu	PTKZU	zu	_	PM	26
26	haben	haben	VAINF	haben	_	RE	10
27	;	;	SENT	;	_	--	26

1	auch	auch	ADV	auch	_	MO	2
2	kam	kam	VVFIN	kommen	sg|3|past|ind	--	0
3	diese	diese	PDAT	dies	nom|sg|fem	NK	4
4	Freyheit	Freiheit	NN	Freiheit	nom|sg|fem	SB	2
5	nur	nur	ADV	nur	_	MO	7
6	den	den	ART	d	dat|pl|masc	NK	7
7	Freunden	Freunden	NN	Freund	dat|pl|masc	DA	2
8	zu	zu	APPR	zu	_	MNR	7
9	statten	Staaten	NN	Staat	dat|pl|masc	NK	8
10	,	,	$,	,	_	--	9
11	und	und	KON	und	_	CD	2
12	,	,	$,	,	_	--	11
13	den	den	ART	d	acc|sg|masc	NK	15
14	besondern	besonderen	ADJA	besonder	acc|sg|masc|pos	NK	15
15	Fall	Fall	NN	Fall	acc|sg|masc	OA	16
16	ausgenommen	ausgenommen	VVPP	ausnehmen	_	CJ	11
17	,	,	$,	,	_	--	16
18	wenn	wenn	KOUS	wenn	_	CP	29
19	die	die	ART	d	nom|sg|fem	NK	21
20	hartnaͤkige	hartnäckige	ADJA	hartnäckig	nom|sg|fem|pos	NK	21
21	Bloͤdigkeit	Blödigkeit	NN	Blödigkeit	nom|sg|fem	SB	29
22	eines	eines	ART	ein	gen|sg|neut	NK	25
23	noch	noch	ADV	noch	_	MO	24
24	unerfahrnen	unerfahrenen	ADJA	unerfahrenen	gen|sg|masc|pos	NK	25
25	Neulings	Neulings	NN	Neuling	gen|sg|masc	AG	21
26	einiger	einiger	PIAT	einig	dat|sg|fem	NK	27
27	Aufmunterung	Aufmunterung	NN	Aufmunterung	dat|sg|fem	DA	28
28	noͤthig	nötig	ADJD	nötig	pos	PD	29
29	hatte	hatte	VAFIN	haben	sg|3|past|ind	MO	16
30	,	,	$,	,	_	--	29
31	waren	waren	VAFIN	sein	pl|3|past|ind	CJ	29
32	die	die	ART	d	nom|pl|masc	NK	33
33	Liebhaber	Liebhaber	NN	Liebhaber	nom|pl|masc	SB	31
34	gaͤnzlich	gänzlich	ADJD	gänzlich	pos	MO	36
35	davon	davon	PAV	davon	_	OP	36
36	ausgeschlossen	ausgeschlossen	VVPP	ausschließen	_	PD	31
37	.	.	SENT	.	_	--	36

1	Unter	Unter	APPR	unter	_	MO	17
2	einer	einer	ART	ein	dat|sg|fem	NK	4
3	grossen	großen	ADJA	groß	dat|sg|fem|pos	NK	4
4	Anzahl	Anzahl	NN	Anzahl	dat|sg|fem	NK	1
5	von	von	APPR	von	_	PG	4
6	Schoͤnen	Schönen	NN	Schöne	dat|pl|masc	NK	5
7	,	,	$,	,	_	--	6
8	bey	bei	APPR	bei	_	MO	15
9	denen	denen	PRELS	d	dat|pl|masc	NK	8
10	der	der	ART	d	nom|sg|masc	NK	12
11	weise	weise	NN	Weise	nom|sg|masc|pos	NK	12
12	Hippias	Hippias	NE	Hippias	nom|sg|masc	SB	15
13	dieses	dieses	PDAT	dies	acc|sg|neut	NK	14
14	Vorrecht	Vorrecht	NN	Vorrecht	acc|sg|neut	OA	15
15	genoß	genoß	VVFIN	genießen	sg|3|past|ind	RC	4
16	,	,	$,	,	_	--	15
17	war	war	VAFIN	sein	sg|3|past|ind	--	0
18	auch	auch	ADV	auch	_	MO	19
19	eine	eine	PIS	ein	nom|sg|fem	PD	17
20	,	,	$,	,	_	--	19
21	die	die	PRELS	d	nom|sg|fem	SB	34
22	unter	unter	APPR	unter	_	MO	34
23	dem	dem	ART	d	dat|sg|masc	NK	24
24	Namen	Namen	NN	Name	dat|sg|masc	NK	22
25	Danae	Danae	NE	Danae	nom|sg|*	NK	24
26	den	den	ART	d	acc|sg|masc	NK	28
27	ersten	ersten	ADJA	erst	acc|sg|masc|pos	NK	28
28	Rang	Rang	NN	Rang	acc|sg|masc	OA	34
29	in	in	APPR	in	_	MO	34
30	derjenigen	derjenigen	PDS	derjenige	dat|pl|neut|pos	NK	31
31	Classe	Klasse	NN	Klasse	acc|sg|fem	NK	29
32	von	von	APPR	von	_	PG	31
33	Frauenzimmern	Frauenzimmern	NN	Frauenzimmer	dat|pl|fem	NK	32
34	einnahm	einnahm	VVFIN	einnehmen	sg|3|past|ind	RC	19
35	,	,	$,	,	_	--	34
36	die	die	PRELS	d	acc|sg|fem	OA	48
37	man	man	PIS	man	nom|sg|*	SB	49
38	bey	bei	APPR	bei	_	MO	48
39	den	den	ART	d	dat|pl|fem	NK	40
40	Griechen	Griechen	NN	Grieche	dat|pl|fem	NK	38
41	Freundinnen	Freundinnen	NN	Freundin	dat|pl|fem	NK	40
42	,	,	$,	,	_	--	41
43	oder	oder	KON	oder	_	CD	38
44	noch	noch	ADV	noch	_	MO	45
45	eigentlicher	eigentlicher	ADJA	eigentlich	gen|pl|fem|pos	CJ	43
46	Gesellschafterinnen	Gesellschafterinnen	NN	Gesellschafterinnen	gen|pl|fem	OA	48
47	zu	zu	PTKZU	zu	_	PM	48
48	nennen	nennen	VVINF	nennen	_	OC	49
49	pflegte	pflegte	VVFIN	pflegen	sg|3|past|ind	RC	31
50	.	.	SENT	.	_	--	49

1	Diese	Diese	PDAT	dies	acc|sg|fem	NK	2
2	Gattung	Gattung	NN	Gattung	nom|sg|fem	SB	5
3	von	von	APPR	von	_	PG	2
4	Damen	Damen	NN	Dame	dat|sg|neut	NK	3
5	war	war	VAFIN	sein	sg|3|past|ind	--	0
6	damals	damals	ADV	damals	_	MO	5
7	unter	unter	APPR	unter	_	MO	5
8	ihrem	ihrem	PPOSAT	ihr	dat|sg|neut	NK	9
9	Geschlecht	Geschlecht	NN	Geschlecht	dat|sg|neut	NK	7
10	,	,	$,	,	_	--	9
11	was	was	PWREL	was	acc|sg|neut	OA	16
12	die	die	ART	d	nom|pl|masc	NK	13
13	Sophisten	Sophisten	NN	Sophisten	nom|pl|masc	PD	5
14	unter	unter	APPR	unter	_	MNR	13
15	dem	dem	ART	d	dat|sg|neut	NK	16
16	maͤnnlichen	männlichen	ADJA	männlich	dat|sg|neut|pos	NK	14
17	;	;	SENT	;	_	--	16

1	sie	sie	PPER	Sie	nom|pl|*|3	SB	2
2	stunden	stunden	NN	Stunde	pl|3|pres|ind	--	0
3	in	in	APPR	in	_	MO	2
4	keiner	keiner	PIAT	kein	dat|sg|fem	NK	6
5	geringern	geringeren	ADJA	gering	dat|sg|fem|comp	NK	6
6	Achtung	Achtung	NN	Achtung	dat|sg|fem	NK	3
7	,	,	$,	,	_	--	6
8	und	und	KON	und	_	CD	2
9	konnten	konnten	VMFIN	können	pl|3|past|ind	CJ	8
10	sich	sich	PRF	er|es|sie	acc|pl|3	OA	11
11	ruͤhmen	rühmen	VVINF	rühmen	_	OC	9
12	,	,	$,	,	_	--	11
13	daß	daß	KOUS	daß	_	CP	27
14	die	die	ART	d	nom|pl|fem	NK	16
15	vollkommensten	vollkommensten	ADJA	vollkommensten	nom|pl|neut|pos	NK	16
16	Modelle	Modelle	NN	Modell	nom|pl|neut	SB	40
17	aller	aller	PIAT	all	gen|pl|masc	NK	18
18	Vorzuͤge	Vorzüge	NN	Vorzug	gen|pl|masc	AG	16
19	ihres	ihres	PPOSAT	ihr	gen|sg|neut	NK	20
20	Geschlechts	Geschlechts	NN	Geschlecht	gen|sg|neut	AG	18
21	,	,	$,	,	_	--	20
22	wenn	wenn	KOUS	wenn	_	CP	27
23	man	man	PIS	man	nom|sg|*	SB	27
24	die	die	ART	d	acc|sg|fem	NK	26
25	strenge	strenge	ADJA	streng	acc|sg|fem|pos	NK	26
26	Tugend	Tugend	NN	Tugend	acc|sg|fem	OA	27
27	ausnimmt	ausnimmt	VVFIN	ausnimmt	sg|3|pres|ind	OC	11
28	,	,	$,	,	_	--	27
29	die	die	ART	d	acc|pl|fem	NK	30
30	Aspasien	Aspasien	NN	Aspasien	acc|pl|fem	APP	26
31	,	,	$,	,	_	--	30
32	die	die	PRELS	d	nom|pl|*	NK	33
33	Leontium	Leontium	NE	Leontium	nom|sg|neut	CJ	30
34	und	und	KON	und	_	CD	33
35	die	die	ART	d	nom|pl|fem	NK	36
36	Phrynen	Phrynen	NN	Phrynen	nom|pl|fem	CJ	34
37	sich	sich	PRF	er|es|sie	acc|pl|3	DA	40
38	kein	kein	PIAT	kein	acc|sg|neut	NK	39
39	Bedenken	Bedenken	NN	Bedenken	nom|sg|neut	OA	40
40	machten	machten	VVFIN	machen	pl|3|past|ind	PD	45
41	von	von	APPR	von	_	MO	40
42	ihrem	ihrem	PPOSAT	ihr	dat|sg|masc	NK	43
43	Orden	Orden	NN	Orden	dat|sg|masc	NK	41
44	zu	zu	PTKZU	zu	_	PM	45
45	seyn	sein	VAINF	sein	_	OC	36
46	.	.	SENT	.	_	--	45

1	Was	Was	PWS	was	acc|sg|neut	SB	4
2	die	die	ART	d	acc|sg|fem	NK	3
3	Danae	Danae	NE	Danae	acc|sg|fem	OA	4
4	betrift	betrifft	VVFIN	betreffen	sg|3|pres|ind	RE	6
5	,	,	$,	,	_	--	4
6	so	so	ADV	so	_	MO	7
7	machten	machten	VVFIN	machen	pl|3|past|ind	--	0
8	die	die	ART	d	nom|pl|fem	NK	9
9	Mannspersonen	Mannspersonen	NN	Mannspersonen	nom|pl|fem	SB	7
10	zu	zu	APPR	zu	_	MNR	9
11	Smyrna	Smyrna	NE	Smyrna	dat|sg|neut	NK	10
12	kein	kein	PIAT	kein	nom|sg|neut	NK	13
13	Geheimniß	Geheimnis	NN	Geheimnis	acc|sg|neut	OA	7
14	daraus	daraus	PAV	daraus	_	MO	7
15	,	,	$,	,	_	--	14
16	daß	daß	KOUS	daß	_	CP	21
17	sie	sie	PPER	Sie	nom|pl|fem|3	SB	21
18	,	,	$,	,	_	--	17
19	ihrem	ihrem	PPOSAT	ihr	dat|sg|neut	NK	20
20	Urtheil	Urteil	NN	Urteil	dat|sg|neut	NK	21
21	nach	nach	APPO	nach	_	SVP	7
22	,	,	$,	,	_	--	21
23	an	an	APPR	an	_	MO	31
24	Schoͤnheit	Schönheit	NN	Schönheit	dat|sg|fem	NK	23
25	und	und	KON	und	_	CD	24
26	Artigkeit	Artigkeit	NN	Artigkeit	dat|sg|fem	CJ	25
27	alle	alle	PIAT	all	acc|pl|masc	NK	29
28	andre	andere	ADJA	ander	acc|pl|neut|pos	NK	29
29	Frauenzimmer	Frauenzimmer	NN	Frauenzimmer	acc|pl|neut	OA	31
30	,	,	$,	,	_	--	29
31	galante	galante	ADJA	galant	sg|3|past|ind	CJ	7
32	und	und	KON	und	_	CD	31
33	sproͤde	spröde	VVFIN	spröde	sg|3|past|ind	CJ	32
34	,	,	$,	,	_	--	33
35	tugendhafte	tugendhafte	ADJA	tugendhafte	sg|3|past|ind	CJ	31
36	und	und	KON	und	_	CD	35
37	andaͤchtige	andächtige	ADJA	andächtige	sg|3|pres|subj	CJ	36
38	,	,	$,	,	_	--	37
39	uͤbertreffe	übertreffe	VVFIN	übertreffe	sg|3|pres|subj	RE	6
40	.	.	SENT	.	_	--	39

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	wahr	wahr	ADJD	wahr	pos	PD	2
4	,	,	$,	,	_	--	3
5	die	die	ART	d	acc|sg|fem	NK	6
6	Geschichte	Geschichte	NN	Geschichte	acc|sg|fem	SB	7
7	meldet	meldet	VVFIN	melden	sg|3|pres|ind	CJ	2
8	nicht	nicht	PTKNEG	nicht	_	NG	7
9	,	,	$,	,	_	--	8
10	daß	daß	KOUS	daß	_	CP	16
11	die	die	ART	d	nom|pl|fem	NK	12
12	Damen	Damen	NN	Dame	nom|pl|fem	SB	16
13	sich	sich	PRF	er|es|sie	acc|pl|3	OA	15
14	sehr	sehr	ADV	sehr	_	MO	15
15	beeyfert	beeifert	VVFIN	beeifert	_	OC	16
16	haͤtten	hätten	VAFIN	haben	pl|3|past|subj	OC	7
17	,	,	$,	,	_	--	16
18	das	das	ART	d	nom|sg|neut	NK	19
19	Urtheil	Urteil	NN	Urteil	nom|sg|neut	OA	27
20	der	der	ART	d	gen|pl|fem	NK	21
21	Mannspersonen	Mannspersonen	NN	Mannspersonen	gen|pl|fem	AG	19
22	durch	durch	APPR	durch	_	MO	27
23	ihren	ihren	PPOSAT	ihr	acc|sg|masc	NK	25
24	oͤffentlichen	öffentlichen	ADJA	öffentlich	acc|sg|masc|pos	NK	25
25	Beytritt	Beitritt	NN	Beitritt	acc|sg|masc	NK	22
26	zu	zu	PTKZU	zu	_	PM	27
27	bestaͤtigen	bestätigen	VVINF	bestätigen	_	RE	1
28	;	;	SENT	;	_	--	27

1	allein	allein	ADV	allein	_	MO	2
2	soviel	soviel	ADV	soviel	*|*|*	SB	3
3	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
4	gewiß	gewiß	ADJD	gewiß	pos	PD	3
5	,	,	$,	,	_	--	4
6	daß	daß	KOUS	daß	_	CP	10
7	keine	keine	PIS	kein	nom|sg|fem	SB	10
8	unter	unter	APPR	unter	_	MO	10
9	ihnen	ihnen	PPER	sie	dat|pl|masc|3	NK	8
10	war	war	VAFIN	sein	sg|3|past|ind	SB	3
11	,	,	$,	,	_	--	10
12	die	die	PRELS	d	nom|sg|fem	SB	17
13	sich	sich	PRF	er|es|sie	acc|sg|3	OA	16
14	selbst	selbst	PRF	selbst	_	MNR	13
15	nicht	nicht	PTKNEG	nicht	_	NG	16
16	gestanden	gestanden	VVPP	gestehen	_	OC	17
17	haͤtte	hätte	VAFIN	haben	sg|3|past|subj	RC	7
18	,	,	$,	,	_	--	17
19	daß	daß	KOUS	daß	_	CP	31
20	,	,	$,	,	_	--	19
21	eine	eine	ART	ein	acc|sg|fem	NK	23
22	einzige	einzige	ADJA	einzig	nom|sg|fem|pos	NK	23
23	Person	Person	NN	Person	acc|sg|fem	OA	24
24	ausgenommen	ausgenommen	VVPP	ausnehmen	_	CC	2
25	,	,	$,	,	_	--	24
26	die	die	PRELS	d	acc|pl|neut	OA	30
27	sie	sie	PPER	Sie	nom|pl|masc|3	SB	31
28	niemals	niemals	ADV	niemals	_	MO	31
29	oͤffentlich	öffentlich	ADJD	öffentlich	pos	MO	30
30	nennen	nennen	VVINF	nennen	_	OC	31
31	wollten	wollten	VMFIN	wollen	pl|3|past|ind	RC	23
32	,	,	$,	,	_	--	31
33	die	die	ART	d	nom|pl|masc	NK	35
34	schoͤne	schöne	ADJA	schön	acc|pl|neut|pos	NK	35
35	Danae	Danae	NE	Danae	acc|pl|neut	OA	41
36	alle	alle	PIAT	all	acc|pl|*	NK	37
37	uͤbrigen	übrigen	ADJA	übrig	acc|pl|*|pos	AG	35
38	eben	eben	ADV	eben	_	MO	41
39	so	so	ADV	so	_	MO	40
40	weit	weit	ADJD	weit	pos	MO	41
41	uͤbertreffe	übertreffe	VVFIN	übertreffe	sg|3|pres|subj	CJ	31
42	,	,	$,	,	_	--	41
43	als	als	KOUS	als	_	CP	50
44	sie	sie	PPER	Sie	nom|pl|*|3	SB	50
45	von	von	APPR	von	_	SBP	49
46	dieser	dieser	PDAT	dies	dat|sg|fem	NK	48
47	einzigen	einzigen	ADJA	einzig	dat|sg|neut|pos	NK	48
48	Ungenannten	Ungenannten	NN	Ungenannten	dat|sg|masc	NK	45
49	uͤbertroffen	übertroffen	VVPP	übertreffen	_	OC	50
50	werde	werde	VAFIN	werden	sg|3|pres|subj	MO	41
51	.	.	SENT	.	_	--	50

1	In	In	APPR	in	_	MO	11
2	der	der	ART	d	dat|sg|fem	NK	3
3	That	Tat	NN	Tat	dat|sg|fem	NK	1
4	war	war	VAFIN	sein	sg|3|past|ind	--	0
5	ihr	ihr	PPOSAT	ihr	nom|sg|masc	NK	6
6	Ruhm	Ruhm	NN	Ruhm	nom|sg|masc	SB	4
7	von	von	APPR	von	_	SBP	11
8	dieser	dieser	PDAT	dies	dat|sg|fem	NK	9
9	Seite	Seite	NN	Seite	dat|sg|fem	NK	7
10	so	so	ADV	so	_	MO	11
11	festgesezt	festgesetzt	VVPP	festsetzen	_	PD	4
12	,	,	$,	,	_	--	11
13	daß	daß	KOUS	daß	_	CP	19
14	man	man	PIS	man	nom|sg|*	SB	19
15	das	das	ART	d	acc|sg|neut	NK	16
16	Geruͤcht	Gerücht	NN	Gerücht	acc|sg|neut	OA	19
17	nicht	nicht	PTKNEG	nicht	_	NG	18
18	unwahrscheinlich	unwahrscheinlich	ADJD	unwahrscheinlich	pos	MO	19
19	fand	fand	VVFIN	finden	sg|3|past|ind	CC	10
20	,	,	$,	,	_	--	19
21	welches	welches	PRELS	welch	acc|sg|neut	SB	22
22	versicherte	versicherte	VVFIN	versichern	sg|3|past|ind	CJ	19
23	,	,	$,	,	_	--	22
24	daß	daß	KOUS	daß	_	CP	36
25	sie	sie	PPER	Sie	nom|sg|fem|3	SB	36
26	in	in	APPR	in	_	MO	35
27	ihrer	ihrer	PPOSAT	ihr	dat|sg|fem	NK	29
28	ersten	ersten	ADJA	erst	dat|sg|fem|pos	NK	29
29	Jugend	Jugend	NN	Jugend	dat|sg|fem	NK	26
30	den	den	ART	d	acc|sg|masc	NK	32
31	beruͤhmtesten	berühmtesten	ADJA	berühmtesten	dat|pl|neut|sup	NK	32
32	Mahlern	Malern	NN	Malern	dat|pl|masc	DA	35
33	zum	zum	APPRART	zum	dat|sg|neut	MO	35
34	Modell	Modell	NN	Modell	dat|sg|neut	NK	33
35	gedient	gedient	VVPP	dienen	_	OC	36
36	habe	habe	VAFIN	haben	sg|3|pres|subj	OC	22
37	;	;	SENT	;	_	--	36

1	und	und	KON	und	_	JU	10
2	daß	daß	KOUS	daß	_	CP	10
3	sie	sie	PPER	Sie	nom|pl|*|3	SB	10
4	bey	bei	APPR	bei	_	MO	10
5	einer	einer	ART	ein	dat|sg|fem	NK	7
6	solchen	solchen	PIAT	solch	dat|sg|fem	NK	7
7	Gelegenheit	Gelegenheit	NN	Gelegenheit	dat|sg|fem	NK	4
8	den	den	ART	d	acc|sg|masc	OA	9
9	Nahmen	nahmen	NN	Name	pl|3|past|ind	SB	10
10	erhalten	erhalten	VVPP	erhalten	_	--	0
11	,	,	$,	,	_	--	10
12	unter	unter	APPR	unter	_	MO	18
13	welchem	welchem	PRELS	welch	dat|sg|neut	NK	12
14	sie	sie	PPER	Sie	nom|sg|fem|3	SB	18
15	in	in	APPR	in	_	MO	18
16	Jonien	Ionien	NE	Ionien	dat|sg|neut	NK	15
17	beruͤhmt	berühmt	ADJD	berühmt	pos	PD	18
18	war	war	VAFIN	sein	sg|3|past|ind	RC	8
19	.	.	SENT	.	_	--	18

1	Jzo	Jzo	NE	Jzo	nom|sg|*	SB	2
2	hatte	hatte	VAFIN	haben	sg|3|past|ind	--	0
3	sie	sie	PPER	Sie	nom|sg|fem|3	SB	2
4	zwar	zwar	ADV	zwar	_	MO	9
5	das	das	ART	d	acc|sg|neut	NK	7
6	dreißigste	dreißigste	ADJA	dreißigste	acc|sg|neut|sup	NK	7
7	Jahr	Jahr	NN	Jahr	acc|sg|neut	MO	9
8	schon	schon	ADV	schon	_	MO	9
9	zuruͤkgelegt	zurückgelegt	VVPP	zurücklegen	_	OC	2
10	,	,	$,	,	_	--	9
11	allein	allein	ADV	allein	_	MO	13
12	ihre	ihre	PPOSAT	ihr	acc|sg|fem	NK	13
13	Schoͤnheit	Schönheit	NN	Schönheit	acc|sg|fem	SB	14
14	hatte	hatte	VAFIN	haben	sg|3|past|ind	OC	9
15	dadurch	dadurch	PAV	dadurch	_	MO	17
16	mehr	mehr	ADV	mehr	_	MO	17
17	gewonnen	gewonnen	VVPP	gewinnen	_	OC	14
18	als	als	KON	als	_	CM	19
19	verlohren	verloren	VVPP	verlieren	_	CC	16
20	;	;	SENT	;	_	--	19

1	und	und	KON	und	_	JU	16
2	der	der	ART	d	nom|sg|masc	NK	4
3	blendende	blendende	ADJA	blendende	nom|sg|masc|pos	NK	4
4	Jugendglanz	Jugendglanz	NN	Jugendglanz	nom|sg|masc	SB	16
5	,	,	$,	,	_	--	4
6	der	der	PRELS	d	nom|sg|masc	SB	14
7	mit	mit	APPR	mit	_	MO	13
8	dem	dem	ART	d	dat|sg|masc	NK	9
9	May	Mai	dat|sg|masc	Mai	word	NK	3
10	des	des	ART	d	gen|sg|neut	NK	11
11	Lebens	Lebens	NN	Leben	gen|sg|neut	AG	9
12	zu	zu	PTKZU	zu	_	PM	13
13	verschwinden	verschwinden	VVINF	verschwinden	_	OC	14
14	pflegt	pflegt	VVFIN	pflegen	sg|3|pres|ind	RC	4
15	,	,	$,	,	_	--	14
16	wurde	wurde	VAFIN	werden	sg|3|past|ind	--	0
17	durch	durch	APPR	durch	_	MO	21
18	tausend	tausend	CARD	tausend	_	NK	20
19	andre	andere	ADJA	ander	acc|pl|fem|pos	NK	20
20	Reizungen	Reizungen	NN	Reizungen	acc|pl|fem	NK	17
21	ersezt	ersetzt	VVPP	ersetzen	_	OC	16
22	,	,	$,	,	_	--	21
23	welche	welche	PRELS	welch	nom|pl|fem	NK	24
24	ihr	ihr	PPER	Ihr	nom|pl|*|2	SB	35
25	,	,	$,	,	_	--	24
26	nach	nach	APPR	nach	_	MO	35
27	dem	dem	ART	d	dat|sg|neut	NK	28
28	Urtheil	Urteil	NN	Urteil	dat|sg|neut	NK	26
29	der	der	ART	d	gen|pl|masc	NK	30
30	Kenner	Kenner	NN	Kenner	gen|pl|masc	AG	28
31	,	,	$,	,	_	--	30
32	eine	eine	ART	ein	acc|sg|fem	NK	34
33	gewisse	gewisse	ADJA	gewiß	acc|sg|fem|pos	NK	34
34	Anziehungskraft	Anziehungskraft	NN	Anziehungskraft	acc|sg|fem	OA	35
