

1	Gesetz	Gesetz	NN	Gesetz	nom|sg|neut	SB	10
2	Minister	Minister	NN	Minister	nom|sg|masc	SB	9
3	des	des	ART	d	gen|sg|neut	NK	4
4	Innern	Inneren	NN	innerer	gen|sg|neut	AG	2
5	nebst	nebst	APPR	nebst	_	MNR	4
6	den	den	ART	d	dat|pl|fem	NK	7
7	Commissarien	Kommissarien	NN	Kommissarie	dat|pl|fem	NK	5
8	,	,	$,	,	_	--	7
9	sollen	sollen	VMFIN	sollen	pl|3|pres|ind	--	0
10	jaͤhrlich	jährlich	ADJD	jährlich	pos	MO	15
11	dem	dem	ART	d	dat|sg|masc	NK	13
12	gesetzgebenden	gesetzgebenden	ADJA	gesetzgebenden	dat|sg|neut|pos	NK	13
13	Corps	Korps	NN	Korps	dat|sg|neut	DA	15
14	Rechnung	Rechnung	NN	Rechnung	acc|sg|fem	OA	15
15	ablegen	ablegen	VVINF	ablegen	_	OC	9
16	,	,	$,	,	_	--	15
17	in	in	APPR	in	_	CJ	9
18	der	der	ART	d	dat|sg|fem	NK	19
19	Art,	Art	NN	Art	dat|sg|fem	NK	17
20	wie	wie	KOKOM	wie	_	CM	25
21	es	es	PPER	es	nom|sg|neut|3	SB	25
22	sogleich	sogleich	ADV	sogleich	_	MO	23
23	bestimmt	bestimmt	ADJD	bestimmt	_	OC	24
24	werden	werden	VAINF	werden	_	OC	25
25	wird	wird	VAFIN	werden	sg|3|pres|ind	MO	17
26	.	.	SENT	.	_	--	25

1	II	II	CARD	2	_	--	0
2	.	.	SENT	.	_	--	1

1	Der	Der	ART	d	nom|sg|masc	NK	2
2	Minister	Minister	NN	Minister	nom|sg|masc	SB	5
3	des	des	ART	d	gen|sg|neut	NK	4
4	Innern	Inneren	NN	innerer	gen|sg|neut	AG	2
5	soll	soll	VMFIN	sollen	sg|3|pres|ind	--	0
6	bey	bei	APPR	bei	_	MO	11
7	der	der	ART	d	dat|sg|fem	NK	8
8	Commission	Commission	NN	Kommission	dat|sg|fem	NK	6
9	den	den	ART	d	acc|sg|masc	NK	10
10	Vorsitz	Vorsitz	NN	Vorsitz	acc|sg|masc	OA	11
11	haben	haben	VAFIN	haben	pl|3|pres|ind	OC	5
12	,	,	$,	,	_	--	11
13	in	in	APPR	in	_	MO	18
14	seiner	seiner	PPOSAT	sein	dat|sg|fem	NK	15
15	Abwesenheit	Abwesenheit	NN	Abwesenheit	dat|sg|fem	NK	13
16	aber	aber	ADV	aber	_	MO	13
17	,	,	$,	,	_	--	16
18	soll	soll	VMFIN	sollen	sg|3|pres|ind	RC	10
19	ihn	ihn	PPER	er	acc|sg|masc|3	OA	22
20	ein	ein	ART	ein	nom|sg|neut	NK	21
21	Vice-Praͤsident	Vice-Präsident	NN	Vice-Präsident	nom|sg|masc	SB	18
22	haben	haben	VAFIN	haben	_	OC	18
23	,	,	$,	,	_	--	22
24	der	der	PRELS	d	nom|sg|masc	SB	38
25	von	von	APPR	von	_	SBP	36
26	den	den	ART	d	dat|pl|fem	NK	27
27	Commissarien	Kommissarien	NN	Kommissarie	dat|pl|fem	NK	25
28	durch	durch	APPR	durch	_	MO	36
29	Stimmzettel	Stimmzettel	NN	Stimmzettel	acc|sg|masc	NK	28
30	und	und	KON	und	_	CD	29
31	eine	eine	ART	ein	acc|sg|fem	NK	33
32	absolute	absolute	ADJA	absolut	acc|sg|fem|pos	NK	33
33	Mehrheit	Mehrheit	NN	Mehrheit	acc|sg|fem	CJ	30
34	der	der	ART	d	gen|pl|fem	NK	35
35	Stimmen	Stimmen	NN	Stimme	gen|pl|fem	AG	33
36	gewaͤhlt	gewählt	VVPP	wählen	_	OC	37
37	werden	werden	VAINF	werden	_	OC	38
38	soll	soll	VMFIN	sollen	sg|3|pres|ind	RC	21
39	.	.	SENT	.	_	--	38

1	Der	Der	ART	d	nom|sg|masc	NK	2
2	Vice-Praͤsident	Vice-Präsident	NN	Vice-Präsident	nom|sg|masc	SB	3
3	soll	soll	VMFIN	sollen	sg|3|pres|ind	--	0
4	jedes	jedes	PIAT	jed	acc|sg|neut	NK	5
5	Jahr	Jahr	NN	Jahr	acc|sg|neut	MO	6
6	erwaͤhlt	erwählt	VVPP	erwählt	_	OC	3
7	,	,	$,	,	_	--	6
8	und	und	KON	und	_	CD	3
9	soll	soll	VMFIN	sollen	sg|3|pres|ind	CJ	8
10	nicht	nicht	PTKNEG	nicht	_	NG	11
11	mehr	mehr	ADV	mehr	*|*|*	SB	9
12	als	als	KOKOM	als	_	CM	18
13	drey	drei	CARD	drei	_	NK	14
14	Jahre	Jahre	NN	Jahr	acc|pl|neut	AMS	15
15	lang	lang	ADJD	lang	pos	MO	16
16	beybehalten	beibehalten	VVPP	beibehalten	_	OC	17
17	werden	werden	VAINF	werden	_	OC	18
18	koͤnnen	können	VMFIN	können	pl|3|pres|ind	CC	11
19	,	,	$,	,	_	--	18
20	sodann	sodann	ADV	sodann	_	MO	21
21	soll	soll	VMFIN	sollen	sg|3|pres|ind	CJ	18
22	er	er	PPER	er	nom|sg|masc|3	SB	21
23	wieder	wieder	ADV	wieder	_	MO	26
24	erwaͤhlt	erwählt	VVPP	erwählt	_	OC	25
25	werden	werden	VAINF	werden	_	OC	26
26	koͤnnen	können	VMFIN	können	pl|3|pres|ind	OC	21
27	,	,	$,	,	_	--	26
28	nach	nach	APPR	nach	_	APP	11
29	einem	einem	ART	ein	dat|sg|masc	NK	30
30	Zwischenraum	Zwischenraum	NN	Zwischenraum	dat|sg|masc	NK	28
31	von	von	APPR	von	_	MNR	30
32	einem	einem	ART	ein	dat|sg|neut	NK	33
33	Jahre	Jahre	NN	Jahr	dat|sg|neut	NK	31
34	.	.	SENT	.	_	--	33

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	soll	soll	VMFIN	sollen	sg|3|pres|ind	--	0
3	ein	ein	ART	ein	acc|sg|neut	NK	5
4	anstaͤndiges	anständiges	ADJA	anständiges	acc|sg|neut|pos	NK	5
5	Quartier	Quartier	NN	Quartier	acc|sg|neut	OA	11
6	in	in	APPR	in	_	MNR	5
7	dem	dem	ART	d	dat|sg|neut	NK	8
8	Innern	Inneren	NN	innerer	dat|sg|neut	NK	6
9	des	des	ART	d	gen|sg|masc	NK	10
10	Muͤnzhofs	Münzhofs	NN	Münzhofs	gen|sg|masc	AG	8
11	haben	haben	VAINF	haben	_	OC	2
12	.	.	SENT	.	_	--	11

1	III	III	CARD	III	_	--	0
2	.	.	SENT	.	_	--	1

1	Die	Die	ART	d	nom|pl|fem	NK	2
2	Kommissarien	Kommissarien	NN	Kommissarie	nom|pl|fem	SB	8
3	,	,	$,	,	_	--	2
4	der	der	ART	d	nom|sg|masc	NK	5
5	General-Sekretaͤr	General-Sekretär	NN	General-Sekretär	nom|sg|masc	CJ	2
6	und	und	KON	und	_	CD	5
7	Archiv-Bewahrer	Archiv-Bewahrer	NN	Archiv-Bewahrer	nom|pl|masc	CJ	6
8	sollen	sollen	VMFIN	sollen	pl|3|pres|ind	--	0
9	durch	durch	APPR	durch	_	MO	22
10	den	den	ART	d	acc|sg|masc	NK	11
11	Koͤnig	König	NN	König	acc|sg|masc	NK	9
12	in	in	APPR	in	_	MO	22
13	Gefolge	Gefolge	NN	Gefolge	dat|sg|neut	NK	12
14	der	der	ART	d	gen|pl|fem	NK	15
15	Verordnungen	Verordnungen	NN	Verordnung	gen|pl|fem	AG	13
16	des	des	ART	d	gen|sg|masc	NK	20
17	hier	hier	ADV	hier	_	MO	19
18	oben	oben	ADV	oben	_	MO	19
19	angezogenen	angezogenen	ADJA	angezogen	gen|sg|neut|pos	NK	20
20	Dekrets	Dekrets	NN	Dekret	dat|pl|neut	AG	15
21	,	,	$,	,	_	--	20
22	ernennt	ernennt	VVFIN	ernennen	_	OC	23
23	werden	werden	VAINF	werden	_	OC	8
24	.	.	SENT	.	_	--	23

1	IV	IV	CARD	IV	_	--	0
2	.	.	SENT	.	_	--	1

1	Der	Der	ART	d	nom|sg|masc	NK	2
2	Archiv-Bewahrer	Archiv-Bewahrer	NN	Archiv-Bewahrer	nom|sg|masc	SB	6
3	der	der	ART	d	gen|sg|fem	NK	4
4	Commission	Commission	NN	Kommission	gen|sg|fem	AG	2
5	,	,	$,	,	_	--	4
6	soll	soll	VMFIN	sollen	sg|3|pres|ind	--	0
7	die	die	ART	d	nom|sg|fem	NK	8
8	Register	Register	NN	Register	nom|sg|fem	SB	6
9	und	und	KON	und	_	CD	8
10	Papiere	Papiere	NN	Papier	nom|pl|neut	CJ	9
11	,	,	$,	,	_	--	10
12	welche	welche	PRELS	welch	nom|sg|fem	OA	18
13	die	die	ART	d	nom|sg|fem	NK	14
14	Commission	Commission	NN	Kommission	acc|sg|fem	OA	15
15	betreffen	betreffen	VVFIN	betreffen	pl|3|pres|ind	RC	8
16	,	,	$,	,	_	--	15
17	zu	zu	PTKZU	zu	_	PM	18
18	besorgen	besorgen	VVINF	besorgen	_	OC	19
19	haben	haben	VAFIN	haben	pl|3|pres|ind	OC	6
20	,	,	$,	,	_	--	19
21	so	so	ADV	so	_	MO	18
22	wie	wie	KOKOM	wie	_	CM	24
23	die	die	ART	d	nom|pl|masc	NK	24
24	Proceß-Verbaux	Proceß-Verbaux	NE	Proceß-Verbaux	nom|pl|masc	CC	21
25	,	,	$,	,	_	--	24
26	Urtheils-Spruͤche	Urtheils-Sprüche	NN	Urtheils-Sprüche	nom|pl|masc	CJ	24
27	und	und	KON	und	_	CD	26
28	Entscheidungen	Entscheidungen	NN	Entscheidung	nom|pl|fem	CJ	27
29	,	,	$,	,	_	--	28
30	die	die	PRELS	d	nom|pl|fem	SB	33
31	die	die	ART	d	acc|sg|fem	NK	32
32	Verrechnung	Verrechnung	NN	Verrechnung	acc|sg|fem	OA	33
33	betreffen	betreffen	VVFIN	betreffen	pl|3|pres|ind	RC	28
34	;	;	SENT	;	_	--	33

1	er	er	PPER	er	nom|sg|masc|3	SB	2
2	soll	soll	VMFIN	sollen	sg|3|pres|ind	--	0
3	davon	davon	PAV	davon	_	MO	2
4	umsonst	umsonst	ADV	umsonst	_	MO	10
5	alle	alle	PIAT	all	acc|pl|*	NK	9
6	begehrten	begehrten	ADJA	begehrt	acc|pl|fem|pos	NK	9
7	und	und	KON	und	_	CD	6
8	noͤthigen	nötigen	ADJA	nötig	acc|pl|fem|pos	CJ	7
9	Abschriften	Abschriften	NN	Abschrift	acc|pl|fem	OA	10
10	ertheilen	erteilen	VVINF	erteilen	_	OC	2
11	;	;	SENT	;	_	--	10

1	ihm	ihm	PPER	er	dat|sg|masc|3	DA	22
2	soll	soll	VMFIN	sollen	sg|3|pres|ind	--	0
3	ferner	ferner	ADV	fern	_	MO	2
4	die	die	ART	d	nom|sg|fem	NK	5
5	Niederlage	Niederlage	NN	Niederlage	nom|sg|fem	SB	2
6	des	des	ART	d	gen|sg|neut	NK	7
7	Geldes	Geldes	NN	Geld	gen|sg|neut	AG	5
8	und	und	KON	und	_	CD	7
9	der	der	ART	d	gen|pl|fem	NK	10
10	Prob-Muͤnzen	Prob-Münzen	NN	Prob-Münzen	gen|pl|fem	CJ	8
11	,	,	$,	,	_	--	10
12	die	die	PRELS	d	nom|pl|fem	SB	22
13	zu	zu	APPR	zu	_	MO	22
14	den	den	ART	d	dat|pl|fem	NK	15
15	Fabrikations-Abwuͤrdigungen	Fabrikations-Abwürdigungen	NN	Fabrikations-Abwürdigungen	dat|pl|fem	NK	13
16	und	und	KON	und	_	CD	13
17	zu	zu	APPR	zu	_	CJ	16
18	der	der	ART	d	dat|sg|fem	NK	19
19	Entscheidung	Entscheidung	NN	Entscheidung	dat|sg|fem	NK	17
20	der	der	ART	d	gen|sg|fem	NK	21
21	Verrechnung	Verrechnung	NN	Verrechnung	gen|sg|fem	AG	19
22	dienen	dienen	VVINF	dienen	_	RC	10
23	,	,	$,	,	_	--	22
24	die	die	ART	d	acc|sg|fem	NK	25
25	Annahme	Annahme	NN	Annahme	acc|sg|fem	CJ	5
26	des	des	ART	d	gen|sg|neut	NK	27
27	Probzeichens	Probzeichens	NN	Probzeichens	gen|sg|neut	AG	25
28	auf	auf	APPR	auf	_	OP	25
29	Silber	Silber	NN	Silber	acc|pl|masc	NK	28
30	und	und	KON	und	_	CD	29
31	Gold	Gold	NN	Gold	nom|sg|neut	CJ	30
32	und	und	KON	und	_	CD	25
33	die	die	ART	d	nom|sg|fem	NK	38
34	vom	vom	APPRART	vom	dat|sg|masc	SBP	37
35	General-Stempel	General-Stempel	NN	General-Stempel	dat|sg|masc	NK	34
36	Schneider	Schneider	NN	Schneider	nom|sg|*	NK	35
37	gelieferte	gelieferte	ADJA	geliefert	acc|pl|fem|pos	NK	38
38	Formen	Formen	NN	Form	acc|pl|fem	CJ	32
39	,	,	$,	,	_	--	38
40	anbefohlen	anbefohlen	VVPP	anbefehlen	_	PD	41
41	seyn	sein	VAINF	sein	_	OC	38
42	;	;	SENT	;	_	--	41

1	er	er	PPER	er	nom|sg|masc|3	SB	2
2	soll	soll	VMFIN	sollen	sg|3|pres|ind	--	0
3	die	die	ART	d	acc|sg|fem	NK	4
4	Lieferung	Lieferung	NN	Lieferung	acc|sg|fem	SB	2
5	und	und	KON	und	_	CD	4
6	Ueberschickung	Überschickung	NN	Überschickung	acc|sg|fem	CJ	5
7	derselben	derselben	PDS	derselbe	dat|sg|neut|pos	NK	21
8	an	an	APPR	an	_	MNR	4
9	die	die	ART	d	acc|pl|fem	NK	11
10	koͤniglichen	königlichen	ADJA	königlich	acc|pl|fem|pos	NK	11
11	Kommissarien	Kommissarien	NN	Kommissarie	acc|pl|fem	NK	8
12	in	in	APPR	in	_	MNR	11
13	den	den	ART	d	dat|pl|masc	NK	14
14	Muͤnz-Hoͤfen	Münz-Höfen	NN	Münz-Höfen	dat|pl|masc	NK	12
15	und	und	KON	und	_	CD	11
16	alle	alle	PIS	all	nom|pl|*	NK	21
17	darein	darein	PAV	darein	_	MO	18
18	einschlagende	einschlagende	ADJA	einschlagende	*|sg|fem|pos	NK	21
19	andere	andere	ADJA	ander	acc|pl|masc|pos	NK	21
20	noͤthige	nötige	ADJA	nötig	acc|pl|fem|pos	NK	21
21	Kleinigkeiten	Kleinigkeiten	NN	Kleinigkeit	nom|pl|fem	CJ	15
22	,	,	$,	,	_	--	21
23	die	die	PRELS	d	nom|sg|fem	SB	34
24	sowohl	sowohl	KON	sowohl	_	CD	25
25	zum	zum	APPRART	zum	dat|sg|masc	OP	34
26	Vorrath	Vorrat	NN	Vorrat	dat|sg|masc	NK	25
27	der	der	ART	d	gen|sg|fem	NK	28
28	Niederlage	Niederlage	NN	Niederlage	gen|sg|fem	AG	26
29	des	des	ART	d	gen|sg|masc	NK	33
30	umzupraͤgenden	umzuprägenden	ADJA	umzuprägenden	gen|sg|neut|pos	NK	33
31	und	und	KON	und	_	CD	30
32	ersten	ersten	ADJA	erst	gen|sg|masc|pos	CJ	31
33	Grund-Stofs	Grund-Stofs	NN	Grund-Stofs	gen|sg|masc	AG	28
34	dienen	dienen	VVINF	dienen	pl|3|pres|ind	RC	11
35	,	,	$,	,	_	--	34
36	welche	welche	PRELS	welch	nom|sg|fem	NK	37
37	Niederlage	Niederlage	NN	Niederlage	nom|sg|fem	SB	45
38	in	in	APPR	in	_	MO	43
39	Gefolge	Gefolge	NN	Gefolge	dat|sg|neut	NK	38
40	des	des	ART	d	gen|sg|masc	NK	41
41	XIIIten	XIIIten	ADJA	XIIIten	gen|sg|masc	AG	39
42	Artikels	Artikels	NN	Artikel	gen|sg|*	AG	41
43	festgesetzt	festgesetzt	VVPP	festsetzen	_	OC	44
44	werden	werden	VAINF	werden	_	OC	45
45	wird	wird	VAFIN	werden	sg|3|pres|ind	RC	21
46	,	,	$,	,	_	--	45
47	als	als	KOKOM	als	_	MO	52
48	auch	auch	ADV	auch	_	MO	50
49	derselben	derselben	PDAT	derselbe	dat|sg|fem	NK	50
50	Austheilung	Austeilung	NN	Austeilung	dat|sg|fem	CJ	47
51	,	,	$,	,	_	--	50
52	besorgen	besorgen	VVINF	besorgen	_	CC	19
53	.	.	SENT	.	_	--	52

1	V	V	CARD	V	_	NK	0
2	.	.	SENT	.	_	NK	1

1	Die	Die	ART	d	nom|sg|fem	NK	2
2	Commission	Commission	NN	Kommission	nom|sg|fem	SB	3
3	soll	soll	VMFIN	sollen	sg|3|pres|ind	--	0
4	ihre	ihre	PPOSAT	ihr	acc|pl|fem	NK	5
5	Sitzungen	Sitzungen	NN	Sitzung	acc|pl|fem	OA	15
6	an	an	APPR	an	_	MNR	5
7	den	den	ART	d	dat|pl|masc	NK	9
8	angezeigten	angezeigten	ADJA	angezeigt	dat|pl|masc|pos	NK	9
9	Tagen	Tagen	NN	Tag	dat|pl|masc	NK	6
10	und	und	KON	und	_	CD	9
11	Stunden	Stunden	NN	Stunde	dat|pl|fem	CJ	10
12	in	in	APPR	in	_	MO	15
13	dem	dem	ART	d	dat|sg|masc	NK	14
14	Muͤnz-Hof	Münz-Hof	NN	Münz-Hof	dat|sg|neut	NK	12
15	halten	halten	VVINF	halten	_	OC	3
16	.	.	SENT	.	_	--	15

1	Der	Der	ART	d	nom|sg|masc	NK	2
2	Vice-Praͤsident	Vice-Präsident	NN	Vice-Präsident	nom|sg|masc	SB	3
3	soll	soll	VMFIN	sollen	sg|3|pres|ind	--	0
4	das	das	ART	d	acc|sg|neut	NK	5
5	Recht	Recht	NN	Recht	acc|sg|neut	OA	6
6	haben	haben	VAFIN	haben	pl|3|pres|ind	OC	3
7	die	die	ART	d	acc|sg|fem	NK	8
8	Commission	Commission	NN	Kommission	acc|sg|fem	OA	6
9	,	,	$,	,	_	--	8
10	wenn	wenn	KOUS	wenn	_	CP	15
11	er	er	PPER	er	nom|sg|masc|3	SB	15
12	es	es	PPER	es	acc|sg|neut|3	OA	15
13	fuͤr	für	APPR	für	_	MO	15
14	noͤthig	nötig	ADJD	nötig	pos	NK	13
15	erachtet	erachtet	VVPP	erachten	sg|3|pres|ind	MO	6
16	,	,	$,	,	_	--	15
17	ausserordentlich	außerordentlich	ADJD	außerordentlich	pos	MO	20
18	zusammen	zusammen	ADV	zusammen	_	MO	20
19	zu	zu	PTKZU	zu	_	PM	20
20	berufen	berufen	VVINF	berufen	_	RE	12
21	.	.	SENT	.	_	--	20

1	VI	VI	CARD	VI	_	--	0
2	.	.	SENT	.	_	--	1

1	Ihr	Ihr	PPER	Sie	nom|pl|*|2	DA	7
