

1	Aus	Aus	APPR	aus	_	--	0
5	klein	klein	ADJD	klein	pos	MO	8
6	und	und	KON	und	_	CD	5
7	fein	fein	ADJD	fein	pos	CJ	6
8	gedruckt	gedruckt	VVPP	drucken	_	PD	2
9	,	,	$,	,	_	--	8
10	daß	daß	KOUS	daß	_	CP	15
11	einem	einem	PIS	ein	dat|sg|masc	SB	15
12	die	die	ART	d	nom|pl|fem	NK	13
13	Augen	Augen	NN	Auge	nom|pl|neut	SB	15
14	wehe	wehe	ADJD	weh	pos	MO	15
15	thun	tun	VVINF	tun	_	CC	4
16	,	,	$,	,	_	--	15
17	wenn	wenn	KOUS	wenn	_	CP	22
18	man	man	PIS	man	nom|sg|*	SB	22
19	lange	lange	ADV	lange	_	MO	21
20	darin	darin	PAV	darin	_	MO	21
21	lesen	lesen	VVINF	lesen	_	OC	22
22	soll	soll	VMFIN	sollen	sg|3|pres|ind	MO	8
23	.	.	SENT	.	_	--	22

1	Oft	Oft	ADV	oft	_	MO	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	auch	auch	ADV	auch	_	MO	6
4	so	so	ADV	so	_	MO	5
5	viel	viel	PIAT	viel	*|*|*	NK	6
6	Latein	Latein	NN	Latein	acc|sg|neut	SB	2
7	und	und	KON	und	_	CD	6
8	Franzoͤsisch	Französisch	NN	Französisch	dat|sg|neut	CJ	7
9	darin	darin	PAV	darin	_	MNR	8
10	.	.	SENT	.	_	--	9

1	Kurz	Kurz	ADJD	kurz	pos	MO	13
2	und	und	KON	und	_	CD	1
3	gut	gut	ADJD	gut	pos	CJ	2
4	,	,	$,	,	_	--	3
5	die	die	ART	d	nom|pl|fem	NK	6
6	Zeitungen	Zeitungen	NN	Zeitung	nom|pl|fem	SB	13
7	,	,	$,	,	_	--	6
8	so	so	ADV	so	_	PAR	6
9	wie	wie	KOUS	wie	_	CM	11
10	sie	sie	PPER	Sie	nom|pl|masc|3	SB	11
11	sind	sind	VAFIN	sein	pl|3|pres|ind	CC	8
12	,	,	$,	,	_	--	11
13	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
14	nicht	nicht	PTKNEG	nicht	_	NG	17
15	fuͤr	für	APPR	für	_	MO	17
16	uns	uns	PPER	wir	dat|pl|*|1	NK	15
17	geschrieben	geschrieben	VVPP	schreiben	_	PD	13
18	und	und	KON	und	_	CD	17
19	gedruckt	gedruckt	VVPP	drucken	_	CJ	18
20	.	.	SENT	.	_	--	19

1	Und	Und	KON	und	_	JU	3
2	doch	doch	ADV	doch	_	MO	3
3	waͤre	wäre	VAFIN	sein	sg|3|past|subj	--	0
4	es	es	PPER	es	nom|sg|neut|3	SB	3
5	gut	gut	ADJD	gut	pos	PD	3
6	und	und	KON	und	_	CD	3
7	haͤtte	hätte	VAFIN	haben	sg|3|past|subj	CJ	6
8	seinen	seinen	PPOSAT	sein	acc|sg|masc	NK	9
9	Nutzen	Nutzen	NN	Nutzen	acc|sg|masc	OA	7
10	,	,	$,	,	_	--	9
11	wenn	wenn	KOUS	wenn	_	CP	18
12	man	man	PIS	man	nom|sg|*	SB	18
13	auch	auch	ADV	auch	_	MO	14
14	fuͤr	für	APPR	für	_	MO	18
15	uns	uns	PRF	wir	dat|pl|*|1	NK	14
16	Landleute	Landleute	NN	Landleute	acc|pl|*	OA	18
17	welche	welche	PWAT	welch	acc|pl|neut	OA	62
18	haͤtte	hätte	VAFIN	haben	sg|3|past|subj	RE	4
19	,	,	$,	,	_	--	18
20	die	die	PRELS	d	nom|pl|masc	SB	23
21	so	so	ADV	so	_	MO	22
22	was	was	PWS	was	*|*|neut	OA	23
23	enthalten	enthalten	VVPP	enthalten	pl|3|pres|ind	RC	16
24	,	,	$,	,	_	--	23
25	was	was	PWREL	was	nom|sg|neut	SB	27
26	uns	uns	PPER	wir	acc|pl|*|1	OA	27
27	angeht	angeht	VVFIN	angehen	sg|3|pres|ind	RE	21
28	,	,	$,	,	_	--	27
29	daß	daß	KOUS	daß	_	CP	35
30	wir	wir	PPER	wir	nom|pl|*|1	SB	35
31	immer	immer	ADV	immer	_	MO	32
32	kluͤger	klüger	ADJD	klug	comp	PD	35
33	und	und	KON	und	_	CD	32
34	besser	besser	ADJD	gut	comp	CJ	33
35	wuͤrden	würden	VAFIN	werden	pl|3|past|subj	OC	27
36	in	in	APPR	in	_	MO	35
37	der	der	ART	d	dat|sg|fem	NK	38
38	Welt	Welt	NN	Welt	dat|sg|fem	NK	36
39	,	,	$,	,	_	--	38
40	und	und	KON	und	_	CD	35
41	dabey	dabei	PAV	dabei	_	MO	42
42	vergnuͤgter	vergnügter	ADJD	vergnügt	nom|sg|masc|pos	NK	49
43	,	,	$,	,	_	--	42
44	und	und	KON	und	_	CD	42
45	,	,	$,	,	_	--	44
46	wenn	wenn	KOUS	wenn	_	CP	51
47	es	es	PPER	es	nom|sg|neut|3	EP	51
48	mit	mit	APPR	mit	_	MO	50
49	Ehren	Ehren	NN	Ehre	dat|pl|fem	NK	48
50	geschehen	geschehen	VVINF	geschehen	_	OC	51
51	koͤnnte	könnte	VMFIN	können	sg|3|past|subj	MO	23
52	,	,	$,	,	_	--	51
53	auch	auch	ADV	auch	_	MO	54
54	reicher	reicher	ADJD	reich	comp	PD	58
55	;	;	SENT	;	_	--	54
56	die	die	PRELS	d	nom|sg|fem	SB	58
57	deutsch	deutsch	ADJD	deutsch	pos	PD	58
58	waͤren	wären	VAFIN	sein	pl|3|past|subj	CJ	40
59	,	,	$,	,	_	--	58
60	daß	daß	KOUS	daß	_	CP	63
61	mans	Manns	PIS	man	gen|sg|*	SB	63
62	verstehen	verstehen	VVINF	verstehen	_	OC	63
63	koͤnnte	könnte	VMFIN	können	sg|3|past|subj	RE	47
64	,	,	$,	,	_	--	63
65	und	und	KON	und	_	CD	57
66	nicht	nicht	PTKNEG	nicht	_	NG	68
67	so	so	ADV	so	_	MO	68
68	lang	lang	ADJD	lang	pos	CJ	65
69	,	,	$,	,	_	--	68
70	wie	wie	KOUS	wie	_	CM	72
71	die	die	ART	d	nom|pl|*	NK	72
72	andern	anderen	PIS	ander	acc|pl|*	CC	67
73	;	;	SENT	;	_	--	72

1	dann	dann	ADV	dann	_	MO	2
2	laͤse	läse	VVFIN	lesen	sg|3|pres|subj	--	0
3	man	man	PIS	man	nom|sg|*	SB	2
4	sie	sie	PPER	Sie	acc|*|*|3	OA	2
5	wol	wohl	ADV	wohl	_	MO	2
6	,	,	$,	,	_	--	5
7	und	und	KON	und	_	CD	2
8	hoͤrte	hörte	VVFIN	hören	sg|3|past|ind	CJ	7
9	auch	auch	ADV	auch	_	MO	8
10	wol	wohl	ADV	wohl	_	MO	8
11	gern	gern	ADV	gern	_	MO	8
12	mahl	mal	NN	Mal	_	MO	8
13	was	was	PIAT	was	acc|sg|neut	OA	18
14	neues	neues	NA	Neue	acc|sg|neut|pos	OA	8
15	,	,	$,	,	_	--	14
16	um	um	KOUI	um	_	CP	23
17	ein	ein	ART	ein	acc|sg|neut	NK	19
18	gescheut	gescheut	ADJA	gescheut	acc|sg|neut	OC	19
19	Wort	Wort	NN	Wort	acc|sg|neut	OA	23
20	mit	mit	APPR	mit	_	MO	23
21	einander	einander	PRF	einander	dat|pl|3	NK	20
22	zu	zu	PTKZU	zu	_	PM	23
23	sprechen	sprechen	VVINF	sprechen	_	MO	8
24	,	,	$,	,	_	--	23
25	auch	auch	ADV	auch	_	MO	27
26	den	den	ART	d	dat|pl|neut	NK	27
27	Kindern	Kindern	NN	Kind	dat|pl|neut	DA	33
28	was	was	PWS	was	*|*|neut	OA	33
29	in	in	APPR	in	_	MO	33
30	die	die	ART	d	acc|pl|fem	NK	31
31	Haͤnde	Hände	NN	Hand	acc|pl|fem	NK	29
32	zu	zu	PTKZU	zu	_	PM	33
33	geben	geben	VVINF	geben	_	CJ	23
34	,	,	$,	,	_	--	33
35	daß	daß	KOUS	daß	_	CP	39
36	sie	sie	PPER	Sie	nom|pl|*|3	SB	39
37	uns	uns	PRF	wir	dat|pl|*|1	DA	38
38	vorlesen	vorlesen	VVINF	vorlesen	_	OC	39
39	koͤnnten	könnten	VMFIN	können	pl|3|past|subj	MO	33
40	des	des	ART	d	gen|sg|masc	NK	41
41	Abends	Abends	NN	Abend	gen|sg|masc	AG	31
42	im	im	APPRART	im	dat|sg|masc	MNR	41
43	Winter	Winter	NN	Winter	dat|sg|masc	NK	42
44	,	,	$,	,	_	--	43
45	oder	oder	KON	oder	_	CD	39
46	wenn	wenn	KOUS	wenn	_	CP	51
47	die	die	ART	d	nom|sg|fem	NK	48
48	Zeit	Zeit	NN	Zeit	nom|sg|fem	SB	51
49	dazu	dazu	PAV	dazu	_	MNR	48
50	uͤbrig	übrig	ADJD	übrig	pos	PD	51
51	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	45
52	.	.	SENT	.	_	--	51

1	Jch	Ich	PPER	ich	nom|sg|*|1	SB	2
2	habe	habe	VAFIN	haben	sg|1|pres|ind	--	0
3	also	also	ADV	also	_	MO	5
4	darauf	darauf	PAV	darauf	_	OP	5
5	gedacht	gedacht	VVPP	denken	_	OC	2
6	,	,	$,	,	_	--	5
7	so	so	ADV	so	_	MO	15
8	was	was	PWS	was	nom|sg|neut	RE	7
9	gutes	gutes	NA	Gute	nom|sg|neut|pos	UC	7
10	aus	aus	APPR	aus	_	MO	15
11	den	den	ART	d	dat|pl|fem	NK	12
12	Zeitungen	Zeitungen	NN	Zeitung	dat|pl|fem	NK	10
13	heraus	heraus	PTKVZ	heraus	_	AC	10
14	zu	zu	PTKZU	zu	_	PM	15
15	suchen	suchen	VVINF	suchen	_	RE	4
16	,	,	$,	,	_	--	15
17	was	was	PWREL	was	nom|sg|neut	SB	22
18	so	so	ADV	so	_	MO	19
19	wol	wohl	ADV	wohl	_	MO	22
20	fuͤr	für	APPR	für	_	MO	22
21	uns	uns	PPER	wir	acc|pl|*|1	NK	20
22	waͤre	wäre	VAFIN	sein	sg|3|past|subj	RC	15
23	,	,	$,	,	_	--	22
24	und	und	KON	und	_	CD	2
25	das	das	PDS	d	acc|sg|neut	OA	34
26	will	will	VMFIN	wollen	sg|1|pres|ind	CJ	24
27	ich	ich	PPER	ich	nom|sg|*|1	SB	26
28	als	als	KOKOM	als	_	MO	34
29	eine	eine	ART	ein	acc|sg|fem	NK	30
30	Zeitung	Zeitung	NN	Zeitung	acc|sg|fem	NK	28
31	fuͤr	für	APPR	für	_	MNR	30
32	die	die	ART	d	acc|sg|fem	NK	33
33	Landleute	Landleute	NN	Landleute	acc|sg|fem	NK	31
34	drucken	drucken	VVINF	drucken	_	OC	35
35	lassen	lassen	VVINF	lassen	_	OC	26
36	.	.	SENT	.	_	--	35

1	Dies	Dies	PDS	dies	nom|sg|neut	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	nun	nun	ADV	nun	_	MO	2
4	das	das	ART	d	acc|sg|neut	NK	6
5	erste	erste	ADJA	erst	acc|sg|neut|pos	NK	6
6	Blatt	Blatt	NN	Blatt	acc|sg|neut	PD	2
7	,	,	$,	,	_	--	6
8	und	und	KON	und	_	CD	2
9	das	das	PDS	d	acc|sg|neut	SB	10
10	kostet	kostet	VVFIN	kosten	sg|3|pres|ind	CJ	8
11	nichts	nichts	PIS	nichts	*|*|neut	OA	10
12	,	,	$,	,	_	--	11

1	das	das	ART	d	nom|sg|neut	NK	3
2	andere	andere	ADJA	ander	nom|sg|neut|pos	NK	3
3	Blatt	Blatt	NN	Blatt	nom|sg|neut	SB	4
4	soll	soll	VMFIN	sollen	sg|3|pres|ind	--	0
5	auch	auch	ADV	auch	_	MO	7
6	nichts	nichts	PIS	nichts	*|*|neut	SB	4
7	kosten	kosten	VVINF	kosten	_	OC	4
8	.	.	SENT	.	_	--	7

1	Und	Und	KON	und	_	JU	12
2	wer	wer	PWS	wer	nom|sg|masc	SB	5
3	dann	dann	ADV	dann	_	MO	5
4	Lust	Lust	NN	Lust	acc|sg|fem	OA	5
5	hat	hat	VAFIN	haben	sg|3|pres|ind	OC	12
6	,	,	$,	,	_	--	5
7	diese	diese	PDAT	dies	acc|sg|fem	NK	8
8	Zeitung	Zeitung	NN	Zeitung	acc|sg|fem	OA	10
9	zu	zu	PTKZU	zu	_	PM	10
10	lesen	lesen	VVINF	lesen	_	OC	4
11	,	,	$,	,	_	--	10
12	bezahlt	bezahlt	VVFIN	bezahlen	sg|3|pres|ind	--	0
13	das	das	ART	d	nom|sg|neut	NK	14
14	Blatt	Blatt	NN	Blatt	nom|sg|neut	SB	12
15	mit	mit	APPR	mit	_	MO	12
16	einem	einem	ART	ein	dat|sg|masc	NK	17
17	Dreyer	Dreyer	NN	Dreier	dat|sg|masc	NK	15
18	,	,	$,	,	_	--	17
19	und	und	KON	und	_	CD	12
20	kann	kann	VMFIN	können	sg|3|pres|ind	CJ	19
21	alle	alle	PIAT	all	acc|pl|*	NK	22
22	Mittwoch	Mittwoch	NN	Mittwoch	dat|sg|masc	OA	26
23	und	und	KON	und	_	CD	22
24	Sonnabend	Sonnabend	NN	Sonnabend	dat|sg|masc	CJ	23
25	eins	eins	ADV	eins	_	MNR	2
26	erhalten	erhalten	VVPP	erhalten	_	OC	20
27	,	,	$,	,	_	--	26
28	und	und	KON	und	_	CD	20
29	das	das	PDS	d	nom|sg|neut	SB	30
30	geht	geht	VVFIN	gehen	sg|3|pres|ind	CJ	28
31	Sonnabends	Sonnabends	ADV	sonnabends	acc|pl|masc	OA	30
32	,	,	$,	,	_	--	31
33	den	den	ART	d	acc|sg|masc	NK	35
34	25.	25.	CARD	@ord@	acc|sg|masc|pos	NK	35
