

1	Zwote	Zwote	ADJA	Zwote	nom|sg|fem|pos	NK	2
8	einem	einem	ART	ein	dat|sg|neut	NK	10
9	gewissen	gewissen	ADJA	gewiß	dat|sg|masc|pos	NK	10
10	Zusammenhange	Zusammenhange	NN	Zusammenhange	dat|sg|masc	NK	7
11	noch	noch	ADV	noch	_	MO	12
12	deutlicher	deutlicher	ADJD	deutlich	comp	MO	13
13	erkennen	erkennen	VVINF	erkennen	_	OC	3
14	,	,	$,	,	_	--	13
15	zugleich	zugleich	ADV	zugleich	_	MO	22
16	aber	aber	ADV	aber	_	MO	22
17	ihren	ihren	PPOSAT	ihr	acc|sg|masc	NK	18
18	Nutzen	Nutzen	NN	Nutzen	acc|sg|masc	OA	22
19	auf	auf	APPR	auf	_	MO	22
20	solche	solche	PIAT	solch	acc|sg|fem	NK	21
21	Art	Art	NN	Art	acc|sg|fem	NK	19
22	bemerken	bemerken	VVINF	bemerken	pl|3|pres|ind	CJ	13
23	,	,	$,	,	_	--	22
24	daß	daß	KOUS	daß	_	CP	32
25	es	es	PPER	es	nom|sg|neut|3	SB	32
26	allen	allen	PIAT	all	dat|pl|*	DA	31
27	und	und	KON	und	_	CD	2
28	jeden	jeden	PIAT	jed	acc|sg|masc	CJ	27
29	ganz	ganz	ADV	ganz	_	MO	30
30	leicht	leicht	ADJD	leicht	pos	MO	32
31	fallen	fallen	VVINF	fallen	_	OC	32
32	soll	soll	VMFIN	sollen	sg|3|pres|ind	OC	22
33	,	,	$,	,	_	--	32
34	die	die	ART	d	acc|sg|fem	NK	35
35	Wahrheit	Wahrheit	NN	Wahrheit	acc|sg|fem	OA	41
36	meines	meines	PPOSAT	mein	gen|sg|masc	NK	38
37	angegebenen	angegebenen	ADJA	angegeben	gen|sg|neut|pos	NK	38
38	Systems	Systems	NN	System	gen|sg|neut	AG	35
39	der	der	ART	d	gen|pl|fem	NK	40
40	Intervallen	Intervallen	NN	Intervall	gen|pl|fem	AG	38
41	einzusehen	einzusehen	VVIZU	einzusehen	_	RE	25
42	und	und	KON	und	_	CD	41
43	zu	zu	PTKZU	zu	_	PM	44
44	verstehen	verstehen	VVINF	verstehen	_	CJ	42
45	.	.	SENT	.	_	--	44

1	Die	Die	ART	d	nom|pl|masc	NK	3
2	musicalischen	musikalischen	ADJA	musikalisch	dat|sg|neut|pos	NK	3
3	Geschlechte	Geschlecht	NN	Geschlecht	dat|sg|neut	SB	4
4	entdecken	entdecken	VVINF	entdecken	pl|3|pres|ind	--	0
5	ohnedem	ohnedem	ADV	ohnedem	_	MO	4
6	noch	noch	ADV	noch	_	MO	4
7	verschiedene	verschiedene	ADJA	verschieden	nom|pl|masc|pos	NK	11
8	noͤthige	nötige	ADJA	nötig	acc|pl|fem|pos	NK	11
9	und	und	KON	und	_	CD	8
10	gewisse	gewisse	ADJA	gewiß	acc|pl|neut|pos	CJ	9
11	Grundsaͤtze	Grundsätze	NN	Grundsatz	acc|pl|masc	SB	4
12	der	der	ART	d	gen|sg|fem	NK	14
13	musicalischen	musikalischen	ADJA	musikalisch	gen|sg|fem|pos	NK	14
14	Setzkunst	Setzkunst	NN	Setzkunst	gen|sg|fem	AG	11
15	/	/	$,	/	_	--	14
16	ohne	ohne	APPR	ohne	_	CJ	14
17	welche	welche	PRELS	welch	acc|sg|fem	NK	16
18	man	man	PIS	man	nom|sg|*	SB	32
19	den	den	ART	d	acc|sg|masc	NK	20
20	Nutzen	Nutzen	NN	Nutzen	acc|sg|masc	OA	29
21	und	und	KON	und	_	CD	20
22	die	die	ART	d	acc|sg|fem	NK	23
23	Anwendung	Anwendung	NN	Anwendung	acc|sg|fem	CJ	21
24	der	der	ART	d	gen|pl|fem	NK	25
25	Intervallen	Intervallen	NN	Intervall	gen|pl|fem	AG	23
26	niemals	niemals	ADV	niemals	_	MO	32
27	zur	zur	APPRART	zur	dat|sg|fem	MO	29
28	Genuͤge	Genüge	NN	Genüge	dat|sg|fem	NK	27
29	erkennen	erkennen	VVINF	erkennen	_	OC	32
30	und	und	KON	und	_	CD	29
31	ausuͤben	ausüben	VVINF	ausüben	_	CJ	30
32	kann	kann	VMFIN	können	sg|3|pres|ind	RC	14
33	.	.	SENT	.	_	--	32

1	§.	§.	$(	§	_	--	0
2	44.	44.	CARD	@ord@	_	--	0

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	soll	soll	VMFIN	sollen	sg|1|pres|ind	--	0
3	also	also	ADV	also	_	MO	2
4	von	von	APPR	von	_	OP	8
5	den	den	ART	d	dat|pl|masc	NK	7
6	musicalischen	musikalischen	ADJA	musikalisch	dat|pl|neut|pos	NK	7
7	Geschlechten	Geschlechten	NN	Geschlecht	dat|pl|fem	NK	4
8	handeln	handeln	VVINF	handeln	_	OC	2
9	.	.	SENT	.	_	--	8

1	Um	Um	KOUI	um	_	CP	10
2	aber	aber	ADV	aber	_	MO	10
3	meinen	meinen	PPOSAT	mein	dat|pl|masc	NK	4
4	Lesern	Lesern	NN	Leser	dat|pl|masc	DA	10
5	diese	diese	PDAT	dies	acc|sg|fem	NK	6
6	Materie	Materie	NN	Materie	acc|sg|fem	OA	10
7	desto	desto	KON	desto	_	MO	8
8	deutlicher	deutlicher	ADJD	deutlich	comp	MO	10
9	zu	zu	PTKZU	zu	_	PM	10
10	machen	machen	VVINF	machen	_	MO	21
11	,	,	$,	,	_	--	10
12	und	und	KON	und	_	CD	10
13	sie	sie	PPER	Sie	acc|pl|fem|3	OA	19
14	zu	zu	APPR	zu	_	MO	19
15	einer	einer	ART	ein	dat|sg|fem	NK	18
16	desto	desto	KON	desto	_	MO	17
17	bessern	bessern	ADJA	gut	dat|sg|fem|pos	NK	18
18	Einsicht	Einsicht	NN	Einsicht	dat|sg|fem	NK	14
19	vorzubereiten	vorzubereiten	VVIZU	vorbereiten	_	CJ	12
20	,	,	$,	,	_	--	19
21	bin	bin	VAFIN	sein	sg|1|pres|ind	--	0
22	ich	ich	PPER	ich	nom|sg|masc|1	SB	21
23	genoͤthiget	genötigt	VVPP	nötigen	_	PD	21
24	auf	auf	APPR	auf	_	MO	30
25	die	die	ART	d	acc|pl|fem	NK	27
26	alten	alten	ADJA	alt	acc|pl|masc|pos	NK	27
27	Griechen	Griechen	NN	Grieche	acc|pl|fem	NK	24
28	zuruͤck	zurück	PTKVZ	zurück	_	MO	30
29	zu	zu	PTKZU	zu	_	PM	30
30	gehen	gehen	VVINF	gehen	_	OC	23
31	.	.	SENT	.	_	--	30

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	will	will	VMFIN	wollen	sg|1|pres|ind	--	0
3	ihre	ihre	PPOSAT	ihr	acc|pl|neut	NK	4
4	Begriffe	Begriffe	NN	Begriff	acc|pl|masc	OA	18
5	,	,	$,	,	_	--	4
6	die	die	PRELS	d	acc|pl|neut	SB	13
7	sie	sie	PPER	Sie	nom|sg|fem|3	OA	12
8	von	von	APPR	von	_	SBP	12
9	den	den	ART	d	dat|pl|masc	NK	11
10	musicalischen	musikalischen	ADJA	musikalisch	dat|pl|neut|pos	NK	11
11	Geschlechten	Geschlechten	NN	Geschlecht	dat|pl|neut	NK	8
12	gefaßt	gefaßt	VVPP	fassen	_	OC	13
13	hatten	hatten	VAFIN	haben	pl|3|past|ind	RC	4
14	/	/	$,	/	_	--	13
15	nicht	nicht	PTKNEG	nicht	_	NG	16
16	nur	nur	ADV	nur	_	MO	17
17	schlechthin	schlechthin	ADV	schlechthin	_	MO	18
18	anfuͤhren	anführen	VVINF	anführen	_	OC	2
19	,	,	$,	,	_	--	18
20	und	und	KON	und	_	CD	18
21	voraussetzen	voraussetzen	VVFIN	voraussetzen	_	CJ	20
22	,	,	$,	,	_	--	21
23	sondern	sondern	KON	sondern	_	CD	18
24	sie	sie	PPER	Sie	nom|pl|fem|3	SB	36
25	auch	auch	ADV	auch	_	MO	26
26	einestheils	einesteils	ADV	einesteils	_	MO	36
27	zum	zum	APPRART	zum	dat|sg|masc	MO	36
28	Grunde	Grunde	NN	Grund	dat|sg|masc	NK	27
29	meiner	meiner	PPOSAT	mein	gen|sg|fem	NK	30
30	Erklaͤrung	Erklärung	NN	Erklärung	gen|sg|fem	AG	28
31	der	der	ART	d	gen|sg|fem	NK	33
32	jetzigen	jetzigen	ADJA	jetzig	gen|sg|fem|pos	NK	33
33	Beschaffenheit	Beschaffenheit	NN	Beschaffenheit	gen|sg|fem	DA	36
34	der	der	ART	d	gen|pl|fem	NK	35
35	Geschlechten	Geschlechten	NN	Geschlecht	gen|pl|fem	AG	33
36	legen	legen	VVINF	legen	_	CJ	23
37	.	.	SENT	.	_	--	36

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	zwar	zwar	ADV	zwar	_	MO	6
4	nicht	nicht	PTKNEG	nicht	_	NG	6
5	zu	zu	PTKZU	zu	_	PM	6
6	leugnen	leugnen	VVINF	leugnen	_	OC	2
7	,	,	$,	,	_	--	6
8	daß	daß	KOUS	daß	_	CP	32
9	wir	wir	PPER	wir	nom|pl|*|1	SB	32
10	zu	zu	APPR	zu	_	MO	32
11	unsern	unseren	PPOSAT	unser	dat|pl|fem	NK	12
12	Zeiten	Zeiten	NN	Zeit	dat|pl|fem	NK	10
13	und	und	KON	und	_	CD	10
14	nach	nach	APPR	nach	_	CJ	13
15	heutiger	heutiger	ADJA	heutig	dat|sg|fem|pos	NK	16
16	Art	Art	NN	Art	dat|sg|fem	NK	14
17	der	der	ART	d	gen|sg|fem	NK	18
18	Music	Musik	NN	Musik	gen|sg|fem	AG	16
19	diese	diese	PDAT	dies	acc|sg|fem	NK	20
20	Geschlechte	Geschlecht	NN	Geschlecht	nom|sg|neut	OA	32
21	nicht	nicht	PTKNEG	nicht	_	NG	29
22	mehr	mehr	ADV	mehr	_	MO	21
23	auf	auf	APPR	auf	_	MO	32
24	solche	solche	PIAT	solch	acc|pl|neut	NK	25
25	Art/	Art	NN	Art	acc|pl|neut	NK	23
26	wie	wie	KOKOM	wie	_	CM	27
27	bey	bei	APPR	bei	_	MO	32
28	den	den	ART	d	dat|pl|*	NK	29
29	Alten	Alten	NN	Alte	dat|pl|*	NK	27
30	,	,	$,	,	_	--	29
31	durchaus	durchaus	ADV	durchaus	_	MO	32
32	betrachten	betrachten	VVFIN	betrachten	pl|3|pres|ind	RE	1
33	und	und	KON	und	_	CD	32
34	anwenden	anwenden	VVINF	anwenden	dat|pl|*|pos	CJ	33
35	koͤnnen	können	VMINF	können	pl|1|pres|ind	CJ	31
36	/	/	$,	/	_	--	35
37	indem	indem	KOUS	indem	_	CP	60
38	wir	wir	PPER	wir	nom|pl|*|1	SB	60
39	nicht	nicht	PTKNEG	nicht	_	NG	40
40	nur	nur	ADV	nur	_	MO	41
41	in	in	APPR	in	_	MO	35
42	Ansehung	Ansehung	NN	Ansehung	dat|sg|fem	NK	41
43	ihrer	ihrer	PPOSAT	ihr	gen|pl|fem	NK	45
44	wesentlichen	wesentlichen	ADJA	wesentlich	dat|sg|fem|pos	NK	45
45	Beschaffenheit	Beschaffenheit	NN	Beschaffenheit	dat|sg|fem	AG	42
46	,	,	$,	,	_	--	45
47	sondern	sondern	KON	sondern	_	CD	41
48	auch	auch	ADV	auch	_	MO	49
49	wegen	wegen	APPR	wegen	_	CJ	47
50	ihres	ihres	PPOSAT	ihr	gen|sg|neut	NK	51
51	Nutzens	Nutzens	NN	Nutzen	gen|sg|neut	NK	49
52	und	und	KON	und	_	CD	51
53	Gebrauches	Gebrauches	NN	Gebrauches	gen|sg|masc	CJ	52
54	,	,	$,	,	_	--	53
55	verschiedene	verschiedene	ADJA	verschieden	acc|pl|masc|pos	NK	56
56	Umstaͤnde	Umstände	NN	Umstand	acc|pl|masc	OA	59
57	dabey	dabei	PAV	dabei	_	MO	59
58	zu	zu	PTKZU	zu	_	PM	59
59	bemerken	bemerken	VVINF	bemerken	_	OC	60
60	haben	haben	VAFIN	haben	_	MO	35
61	,	,	$,	,	_	--	60
62	auf	auf	APPR	auf	_	MO	73
63	welche	welche	PRELS	welch	acc|sg|fem	NK	62
64	uns	uns	PPER	wir	dat|pl|*|1	DA	73
65	die	die	ART	d	acc|sg|fem	NK	67
66	eigentliche	eigentliche	ADJA	eigentlich	acc|sg|fem|pos	NK	67
67	Erlaͤterung	Erläterung	NN	Erläterung	acc|sg|fem	OA	73
68	der	der	ART	d	gen|pl|fem	NK	70
69	griechischen	griechischen	ADJA	griechisch	gen|pl|fem|pos	NK	70
70	Geschlechten	Geschlechten	NN	Geschlecht	gen|pl|fem	AG	67
71	noch	noch	ADV	noch	_	MO	72
72	nicht	nicht	PTKNEG	nicht	_	NG	73
73	fuͤhret	führt	VVFIN	führen	sg|3|pres|ind	RC	56
74	.	.	SENT	.	_	--	73

1	Dennoch	Dennoch	ADV	dennoch	_	MO	3
2	aber	aber	ADV	aber	_	MO	1
3	kann	kann	VMFIN	können	sg|3|pres|ind	--	0
4	die	die	ART	d	nom|sg|fem	NK	5
5	Kenntniß	Kenntnis	NN	Kenntnis	nom|sg|fem	SB	3
6	dieser	dieser	PDAT	dies	gen|sg|fem	NK	7
7	Materie	Materie	NN	Materie	gen|sg|fem	AG	5
8	,	,	$,	,	_	--	7
9	wie	wie	KOUS	wie	_	MO	21
10	sie	sie	PPER	Sie	nom|pl|*|3	SB	27
11	von	von	APPR	von	_	MO	21
12	ihrer	ihrer	PPOSAT	ihr	dat|sg|fem	NK	14
13	ersten	ersten	ADJA	erst	dat|sg|fem|pos	NK	14
14	Erfindung	Erfindung	NN	Erfindung	dat|sg|fem	NK	11
15	und	und	KON	und	_	CD	14
16	Anwendung	Anwendung	NN	Anwendung	dat|sg|fem	CJ	15
17	an	an	APPR	an	_	AC	11
18	in	in	APPR	in	_	MO	21
19	der	der	ART	d	dat|sg|fem	NK	20
20	Music	Musik	NN	Musik	dat|sg|fem	NK	18
21	genommen	genommen	VVPP	nehmen	_	OC	22
22	worden	worden	VAPP	werden	_	OC	5
23	,	,	$,	,	_	--	22
24	nicht	nicht	PTKNEG	nicht	_	NG	27
25	geringe	geringe	ADJA	gering	nom|pl|masc|pos	NK	26
26	Dienste	Dienste	NN	Dienst	nom|pl|masc	OA	27
27	thun	tun	VVINF	tun	_	OC	3
28	,	,	$,	,	_	--	27
29	weil	weil	KOUS	weil	_	CP	42
30	wir	wir	PPER	wir	nom|pl|*|1	SB	42
31	darinn	darin	PAV	darin	_	MO	33
32	vieles	vieles	PIS	viel	acc|sg|neut	OA	33
33	finden	finden	VVINF	finden	_	SB	42
34	/	/	$,	/	_	--	33
35	welches	welches	PRELS	welch	gen|sg|neut	OA	40
36	uns	uns	PPER	wir	dat|pl|*|1	OA	40
37	noch	noch	ADV	noch	_	MO	38
38	jetzo	jetzt	ADV	jetzt	_	MO	40
39	zu	zu	PTKZU	zu	_	PM	40
40	wissen	wissen	VVINF	wissen	_	OC	41
41	nothwendig	notwendig	ADJD	notwendig	pos	PD	42
42	ist	ist	VAFIN	sein	sg|3|pres|ind	MO	3
43	,	,	$,	,	_	--	42
44	indem	indem	KOUS	indem	_	CP	58
45	es	es	PPER	es	nom|sg|neut|3	EP	58
46	zu	zu	APPR	zu	_	MO	58
47	einer	einer	ART	ein	dat|sg|fem	NK	51
48	gruͤndlichen	gründlichen	ADJA	gründlich	dat|sg|fem|pos	NK	51
49	und	und	KON	und	_	CD	48
50	vollkommenen	vollkommenen	ADJA	vollkommen	dat|sg|fem|pos	CJ	49
51	Einsicht	Einsicht	NN	Einsicht	dat|sg|fem	NK	46
52	und	und	KON	und	_	CD	51
53	Ausuͤbung	Ausübung	NN	Ausübung	dat|sg|fem	CJ	52
54	derselben	derselben	PDS	derselbe	dat|sg|fem	DA	58
55	ein	ein	ART	ein	acc|sg|neut	NK	57
56	grosses	großes	ADJA	groß	acc|sg|neut|pos	NK	57
57	Licht	Licht	NN	Licht	acc|sg|neut	OA	58
58	giebet	gibt	VVFIN	geben	sg|3|pres|ind	MO	21
59	,	,	$,	,	_	--	58
60	zumal	zumal	ADV	zumal	_	MO	68
61	wenn	wenn	KOUS	wenn	_	CP	68
62	man	man	PIS	man	nom|sg|*	SB	68
63	dabey	dabei	PAV	dabei	_	MO	68
64	auf	auf	APPR	auf	_	MO	68
65	die	die	ART	d	acc|sg|fem	NK	67
66	musicalische	musikalische	ADJA	musikalisch	acc|sg|fem|pos	NK	67
67	Composition	Komposition	NN	Komposition	acc|sg|fem	NK	64
68	siehet	sieht	VVFIN	sehen	sg|3|pres|ind	MO	58
69	.	.	SENT	.	_	--	68

1	§.	§.	$(	§	_	--	0
2	45.	45.	CARD	@ord@	_	--	0

1	Unter	Unter	APPR	unter	_	MO	14
2	denjenigen	denjenigen	PDAT	derjenige	dat|pl|masc	NK	3
3	Materien	Materien	NN	Materie	dat|pl|neut	NK	1
4	,	,	$,	,	_	--	3
5	welche	welche	PRELS	welch	nom|pl|neut	OA	12
6	die	die	ART	d	nom|pl|fem	NK	7
7	Griechen	Griechen	NN	Grieche	nom|pl|masc	SB	12
8	zur	zur	APPRART	zur	dat|sg|fem	MNR	7
9	Verfertigung	Verfertigung	NN	Verfertigung	dat|sg|fem	NK	8
10	eines	eines	ART	ein	gen|sg|masc	NK	11
11	Gesanges	Gesanges	NN	Gesanges	gen|sg|masc	AG	9
12	voraussetzten	voraussetzten	VVFIN	voraussetzten	gen|sg|neut|pos	RC	3
13	/	/	$,	/	_	--	12
14	war	war	VAFIN	sein	sg|3|past|ind	--	0
15	die	die	ART	d	nom|sg|fem	NK	16
16	Lehre	Lehre	NN	Lehre	nom|sg|fem	SB	14
17	von	von	APPR	von	_	PG	16
18	den	den	ART	d	dat|pl|masc	NK	20
19	musicalischen	musikalischen	ADJA	musikalisch	dat|pl|masc|pos	NK	20
20	Geschlechten	Geschlechten	NN	Geschlecht	dat|pl|masc	NK	17
21	eine	eine	ART	ein	acc|sg|fem	PD	14
22	der	der	ART	d	gen|pl|fem	NK	23
23	vornehmsten	vornehmsten	ADJA	vornehm	gen|pl|fem|sup	AG	21
24	.	.	SENT	.	_	--	23

1	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
2	erklaͤrten	erklärten	VVFIN	erklären	pl|3|past|ind	--	0
3	damit	damit	PAV	damit	_	MO	2
4	die	die	ART	d	acc|sg|fem	NK	5
5	Verbindung	Verbindung	NN	Verbindung	acc|sg|fem	OA	2
6	der	der	ART	d	gen|sg|fem	NK	7
7	Thoͤne	Töne	NN	Ton	gen|sg|fem	AG	5
8	/	/	$,	/	_	--	7
9	wie	wie	KOUS	wie	_	MO	21
10	sie	sie	PPER	Sie	nom|pl|masc|3	SB	21
11	in	in	APPR	in	_	MO	21
12	einer	einer	ART	ein	dat|sg|fem	NK	13
13	Reyhe	Reihe	NN	Reihe	dat|sg|fem	NK	11
14	aufwaͤrts	aufwärts	ADV	aufwärts	_	MNR	13
15	und	und	KON	und	_	CD	14
16	abwaͤrts	abwärts	ADV	abwärts	_	CJ	15
17	mittelbar	mittelbar	ADJD	mittelbar	pos	MO	21
18	und	und	KON	und	_	CD	17
19	unmittelbar	unmittelbar	ADJD	unmittelbar	pos	CJ	18
20	aneinander	aneinander	ADV	aneinander	_	MO	21
21	haͤngen	hängen	VVFIN	hängen	_	MNR	5
22	oder	oder	KON	oder	_	CD	21
23	auf	auf	APPR	auf	_	MO	25
24	einander	einander	PRF	einander	_	NK	23
25	folgen	folgen	VVINF	folgen	_	CJ	22
26	.	.	SENT	.	_	--	25

1	Hierdurch	Hierdurch	PAV	hierdurch	_	MO	2
2	entdeckten	entdeckten	VVFIN	entdecken	pl|3|past|ind	--	0
3	sie	sie	PPER	Sie	nom|pl|*|3	SB	2
4	zugleich	zugleich	ADV	zugleich	_	MO	2
5	,	,	$,	,	_	--	4
6	wie	wie	KOUS	wie	_	MO	7
7	nahe	nahe	ADV	nahe	pos	PD	16
8	oder	oder	KON	oder	_	CD	7
9	wie	wie	KOUS	wie	_	MO	10
10	fern	fern	ADV	fern	_	CJ	8
11	ein	ein	ART	ein	nom|sg|masc	NK	12
12	Thon	Ton	NN	Ton	nom|sg|masc	SB	16
13	von	von	APPR	von	_	PG	12
14	dem	dem	ART	d	dat|sg|masc	NK	15
15	andern	anderen	PIS	ander	dat|sg|masc	NK	13
16	war	war	VAFIN	sein	sg|3|past|ind	OC	2
17	/	/	$,	/	_	--	16
18	und	und	KON	und	_	CD	16
19	wie	wie	KOUS	wie	_	MO	30
20	man	man	PIS	man	nom|sg|*	SB	31
21	ferner	ferner	ADV	fern	_	MO	31
22	zwischen	zwischen	APPR	zwischen	_	MO	30
23	kleinere	kleinere	ADJA	klein	acc|pl|masc|comp	NK	26
24	und	und	KON	und	_	CD	23
25	groͤssere	größere	ADJA	groß	acc|pl|neut|comp	CJ	24
26	Thoͤne	Töne	NN	Ton	nom|pl|masc	NK	22
27	noch	noch	ADV	noch	_	CD	26
28	andere	andere	ADJA	ander	nom|pl|masc|pos	NK	29
29	Thoͤne	Töne	NN	Ton	nom|pl|masc	CJ	27
30	einruͤcken	einrücken	VVINF	einrücken	_	OC	31
31	kann	kann	VMFIN	können	sg|3|pres|ind	CJ	18
32	und	und	KON	und	_	CD	31
33	muß	muß	VMFIN	müssen	sg|3|pres|ind	CJ	32
34	/	/	$,	/	_	--	33
35	damit	damit	KOUS	damit	_	MO	33
36	man	man	PIS	man	nom|sg|*	SB	65
37	ja	ja	ADV	ja	_	MO	33
38	alle	alle	PIAT	all	acc|pl|fem	NK	45
39	moͤgliche	mögliche	ADJA	möglich	acc|pl|fem|pos	NK	45
40	,	,	$,	,	_	--	39
41	und	und	KON	und	_	CD	39
42	der	der	ART	d	dat|sg|fem	NK	43
43	Natur	Natur	NN	Natur	dat|sg|fem	DA	44
44	gemaͤsse	gemässe	NN	gemässe	acc|pl|masc|pos	CJ	41
45	Thoͤne	Töne	NN	Ton	acc|pl|masc	OA	48
46	/	/	$,	/	_	--	45
47	gebuͤhrend	gebührend	ADJD	gebührend	pos	MO	48
48	begreiffen	begreifen	VVINF	begreifen	_	OC	33
49	,	,	$,	,	_	--	48
50	gruͤndlich	gründlich	ADJD	gründlich	pos	MO	51
51	einsehen	einsehen	VVINF	einsehen	_	OC	65
52	/	/	$,	/	_	--	51
53	und	und	KON	und	_	CD	51
54	dann	dann	ADV	dann	_	MO	64
55	auch	auch	ADV	auch	_	MO	56
56	nach	nach	APPR	nach	_	MO	64
57	den	den	ART	d	dat|pl|fem	NK	59
58	verschiedenen	verschiedenen	ADJA	verschieden	dat|pl|fem|pos	NK	59
59	Thonarten	Thonarten	NN	Tonart	dat|pl|fem	NK	56
60	und	und	KON	und	_	CD	56
61	zu	zu	APPR	zu	_	CJ	60
62	rechter	rechter	ADJA	recht	dat|sg|fem|pos	NK	63
63	Zeit	Zeit	NN	Zeit	dat|sg|fem	NK	61
64	anwenden	anwenden	VVINF	anwenden	_	CJ	53
65	moͤge	möge	VMFIN	mögen	sg|3|pres|subj	RC	29
66	.	.	SENT	.	_	--	65

1	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
2	legten	legten	VVFIN	legen	pl|3|past|ind	--	0
3	aber	aber	ADV	aber	_	MO	2
4	zu	zu	APPR	zu	_	MO	2
5	dieser	dieser	PDAT	dies	dat|sg|fem	NK	6
6	Eintheilung	Einteilung	NN	Einteilung	dat|sg|fem	NK	4
7	und	und	KON	und	_	CD	6
8	Vorstellung	Vorstellung	NN	Vorstellung	dat|sg|fem	CJ	7
9	der	der	ART	d	gen|sg|fem	NK	11
10	musicalischen	musikalischen	ADJA	musikalisch	gen|sg|fem|pos	NK	11
11	Klaͤnge	Klänge	NN	Klang	gen|sg|fem	AG	6
12	ein	ein	ART	ein	acc|sg|neut	NK	14
13	gewisses	gewisses	ADJA	gewiß	acc|sg|neut|pos	NK	14
14	Intervall	Intervall	NN	Intervall	acc|sg|neut	PD	32
15	zum	zum	APPRART	zum	dat|sg|masc	MNR	14
16	Grunde	Grunde	NN	Grund	dat|sg|masc	NK	15
17	/	/	$,	/	_	--	16
18	welches	welches	PRELS	welch	acc|sg|neut	OA	21
19	sie	sie	PPER	Sie	nom|pl|masc|3	SB	21
20	Tetrachordum	Tetrachordum	NE	Tetrachordum	acc|sg|neut	OA	21
21	nennten	nennten	VVFIN	nennten	pl|3|past|ind	RC	14
22	,	,	$,	,	_	--	21
23	bey	bei	APPR	bei	_	MO	32
24	uns	uns	PRF	wir	dat|pl|*|1	NK	23
25	aber	aber	ADV	aber	_	MO	32
26	die	die	ART	d	nom|sg|fem	NK	31
27	eigentliche	eigentliche	ADJA	eigentlich	nom|sg|fem|pos	NK	31
28	kleine	kleine	ADJA	klein	nom|sg|fem|pos	NK	31
29	oder	oder	KON	oder	_	CD	28
30	vollkommene	vollkommene	ADJA	vollkommen	nom|sg|fem|pos	CJ	29
