Vorspiel	NN	Vorspiel
‘	$(	‘
Er	PPER	er
mir	PPER	ich
Stumpf	NN	Stumpf
,	$,	,
war	VAFIN	sein
Er	PPER	er
heute	ADV	heute
vorne	ADV	vorne
beim	APPRART	bei+die
Kammmacher	NN	Kammmacher
,	$,	,
der	PRELS	die
den	ART	die
Gassenladen	NN	Gassenladen
bewohnt	VVPP	bewohnen
?	$.	?
Stumpf	ADJD	stumpf
.	$.	.
Ja	PTKANT	ja
,	$,	,
–	$(	-
er	PPER	er
laßt	VVFIN	lassen
sich	PRF	sich
dem	ART	die
Herrn	NN	Herr
Hausherrn	NN	Hausherr
gar	ADV	gar
schön	ADJD	schön
empfehlen	VVINF	empfehlen
,	$,	,
und	KON	und
er	PPER	er
kann	VMFIN	können
dießmal	ADV	dießmal
sein	PPOSAT	sein
Zins	NN	Zins
net	ADJD	net
zahlen	VVINF	zahlen
!	$.	!
Steinkopf	NN	Steinkopf
.	$.	.
So	ADV	so
!	$.	!
So	ADV	so
!	$.	!
–	$(	-
Das	PDS	die
ist	VAFIN	sein
–	$(	-
(	$(	(
schüttelt	VVFIN	schütteln
den	ART	die
Kopf	NN	Kopf
.	$.	.
)	$(	)
Stumpf	NN	Stumpf
.	$.	.
Na	ITJ	na
,	$,	,
ich	PPER	ich
hab	VAIMP	haben
‘	$(	‘
den	ART	die
Kampelmacher	NN	Kampelmacher
orndlich	ADJD	orndlich
kampelt	VVPP	kampelt
,	$,	,
hab	VAIMP	haben
‘	$(	‘
ihm	PPER	er
alle	PIAT	alle
Grobheiten	NN	Grobheit
g	NN	g
’	NN	’
sagt	VVFIN	sagen
.	$.	.
Steinkopf	NN	Steinkopf
.	$.	.
Was	PWS	was
?	$.	?
Er	PPER	er
hat	VAFIN	haben
das	ART	die
gethan	NN	gethan
?	$.	?
Stumpf	ADJD	stumpf
.	$.	.
Freilich	ADV	freilich
!	$.	!
Und	KON	und
wie	KOUS	wie
er	PPER	er
da	ADV	da
g	NN	g
’	NN	’
standen	VVFIN	stehen
ist	VAFIN	sein
,	$,	,
er	PPER	er
hat	VAFIN	haben
zittert	VVFIN	zittern
vor	APPR	vor
Angst	NN	Angst
,	$,	,
und	KON	und
sein	PPOSAT	sein
Weib	NN	Weib
und	KON	und
die	ART	die
vier	CARD	vier
Kinder	NN	Kind
,	$,	,
die	PRELS	die
hab	VAIMP	haben
’	NN	’
n	VVFIN	n
auch	ADV	auch
zittert	VVFIN	zittern
,	$,	,
ah	ITJ	ah
,	$,	,
es	PPER	es
war	VAFIN	sein
wirklich	ADJD	wirklich
–	$(	-
Steinkopf	NN	Steinkopf
(	$(	(
zornig	ADJD	zornig
)	$(	)
.	$.	.
Wer	PWS	wer
ist	VAFIN	sein
denn	ADV	denn
nachher	ADV	nachher
der	ART	die
Hausherr	NN	Hausherr
,	$,	,
ich	PPER	ich
oder	KON	oder
Er	PPER	er
?	$.	?
han	VVFIN	han
?	$.	?
–	$(	-
Er	PPER	er
Grobian	NN	Grobian
!	$.	!
Stumpf	NN	Stumpf
(	$(	(
erschrocken	VVPP	erschrecken
)	$(	)
.	$.	.
No	NE	no
,	$,	,
–	$(	-
ich	PPER	ich
hab	VAIMP	haben
‘	$(	‘
glaubt	VVFIN	glauben
,	$,	,
–	$(	-
es	PPER	es
wird	VAFIN	werden
ihm	PPER	er
aufg	ADJD	aufg
’	ADJD	’
sagt	VVFIN	sagen
,	$,	,
und	KON	und
–	$(	-
Steinkopf	NN	Steinkopf
.	$.	.
Aufg	NE	Aufg
’	NN	’
sagt	VVFIN	sagen
,	$,	,
–	$(	-
fallt	VVFIN	fallen
mir	PPER	ich
nicht	PTKNEG	nicht
ein	PTKVZ	ein
,	$,	,
und	KON	und
wenn	KOUS	wenn
ich	PPER	ich
ihm	PPER	er
aufsag	VVFIN	aufsag
‘	$(	‘
–	$(	-
hat	VAFIN	haben
Er	PPER	er
das	ART	die
Recht	NN	Recht
grob	ADJD	grob
zu	PTKZU	zu
sein	VAINF	sein
?	$.	?
–	$(	-
Han	NE	Han
?	$.	?
Stumpf	ADJD	stumpf
.	$.	.
Herr	NN	Herr
Hausherr	NN	Hausherr
!	$.	!
Steinkopf	NN	Steinkopf
.	$.	.
Halt	ADV	halt
‘	$(	‘
Er	PPER	er
sein	PPOSAT	sein
Maul	NN	Maul
,	$,	,
und	KON	und
wann	PWAV	wann
Er	PPER	er
sich	PRF	sich
nochmals	ADV	nochmals
so	ADV	so
was	PWS	was
erlaubt	VVPP	erlauben
,	$,	,
–	$(	-
so	ADV	so
sag	VVIMP	sagen
‘	$(	‘
ich	PPER	ich
ihm	PPER	er
auf	PTKVZ	auf
!	$.	!
Versteht	VVFIN	verstehen
Er	PPER	er
mich	PPER	ich
?	$.	?
–	$(	-
Die	ART	die
Stoppel	NN	Stoppel
ist	VAFIN	sein
also	ADV	also
g’storb	NN	g’storb
’	NN	’
n	VVFIN	n
?	$.	?
Stumpf	ADJD	stumpf
.	$.	.
Ja	PTKANT	ja
,	$,	,
heunt	ADJD	heunt
wird	VAFIN	werden
’	ADJA	’
s	NN	s
begraben	VVPP	begraben
!	$.	!
Ihr	PPOSAT	ihr
Stiefsohn	NN	Stiefsohn
,	$,	,
der	PRELS	die
Maurernazl	NE	Maurernazl
hat	VAFIN	haben
sich	PRF	sich
mein	PPOSAT	mein
schwarzen	ADJA	schwarz
Frack	NN	Frack
zu	APPR	zu
der	ART	die
Leich	NN	Leich
‘	$(	‘
ausg	VVIMP	ausg
’	NN	’
lichen	VVINF	lichen
!	$.	!
Steinkopf	NN	Steinkopf
.	$.	.
No	NN	No
,	$,	,
daß	KOUS	dass
Er	PPER	er
g	NN	g
’	ADJD	’
fällig	ADJD	fällig
ist	VAFIN	sein
,	$,	,
söhnt	VVFIN	söhnen
mich	PRF	ich
wieder	ADV	wieder
aus	APPR	aus
mit	APPR	mit
seiner	PPOSAT	sein
Grobheit	NN	Grobheit
!	$.	!
Arme	ADJA	arm
Frau	NN	Frau
,	$,	,
die	ART	die
Stopplin	NN	Stopplin
,	$,	,
z	ADJA	z
’	NN	’
erst	ADV	erst
geht	VVFIN	gehen
ihr	PPER	ihr
der	ART	die
Mann	NN	Mann
durch	APPR	durch
vor	APPR	vor
drei	CARD	drei
Monat	NN	Monat
,	$,	,
und	KON	und
jetzt	ADV	jetzt
stirbt	VVFIN	sterben
sie	PPER	sie
im	APPRART	in+die
Kindbett	NN	Kindbett
,	$,	,
–	$(	-
arme	ADJA	arm
Frau	NN	Frau
!	$.	!
(	$(	(
Er	PPER	er
geht	VVFIN	gehen
über	APPR	über
die	ART	die
Stiege	NN	Stiege
.	$.	.
)	$(	)
Zweite	NN	Zweite
Scene	NN	Scene
.	$.	.
Stumpf	ADJD	stumpf
.	$.	.
Arme	ADJA	arm
Frau	NN	Frau
,	$,	,
sagt	VVFIN	sagen
er	PPER	er
und	KON	und
sie	PPER	sie
stirbt	VVFIN	sterben
g	NN	g
’	ADJD	’
rad	PTKVZ	rad
‘	$(	‘
bei	APPR	bei
der	ART	die
Zinszeit	NN	Zinszeit
,	$,	,
–	$(	-
ich	PPER	ich
weiß	VVFIN	wissen
nicht	PTKNEG	nicht
,	$,	,
wenn	KOUS	wenn
ich	PPER	ich
Hausherr	NN	Hausherr
wär	ADJD	wär
‘	$(	‘
,	$,	,
solche	PIAT	solche
Leut	NN	Leute
‘	$(	‘
,	$,	,
die	PDS	die
sterben	VVFIN	sterben
,	$,	,
ohne	KOUI	ohne
ihr’n	ADV	ihr’n
Zins	NN	Zins
zu	PTKZU	zu
zahlen	VVINF	zahlen
,	$,	,
die	PDS	die
ließ	VVFIN	lassen
ich	PPER	ich
gar	ADV	gar
net	ADJA	net
einzieh’n	NE	einzieh’n
,	$,	,
und	KON	und
grob	ADJD	grob
soll	VMFIN	sollen
ich	PPER	ich
auch	ADV	auch
net	ADJD	net
sein	VAINF	sein
,	$,	,
–	$(	-
ich	PPER	ich
der	ART	die
Hausmeister	NN	Hausmeister
,	$,	,
–	$(	-
ein	ART	eine
Hausmeister	NN	Hausmeister
ohne	APPR	ohne
Grobheit	NN	Grobheit
,	$,	,
no	NE	no
ja	ADV	ja
,	$,	,
–	$(	-
das	PDS	die
wär	ADJD	wär
‘	$(	‘
g	NN	g
’	ADJD	’
rad	PTKVZ	rad
,	$,	,
so	ADV	so
wie	KOUS	wie
a	FM	a
Bedienter	NN	Bediente
–	$(	-
ohne	APPR	ohne
Livree	NN	Livree
!	$.	!
Aha	ITJ	aha
,	$,	,
–	$(	-
sie	PPER	sie
kommen	VVFIN	kommen
von	APPR	von
der	ART	die
Leiche	NN	Leiche
!	$.	!
–	$(	-
(	$(	(
Er	PPER	er
geht	VVFIN	gehen
in	APPR	in
den	ART	die
Hintergrund	NN	Hintergrund
.	$.	.
)	$(	)
Dritte	NN	Dritte
Scene	NN	Scene
.	$.	.
Ignaz	NE	Ignaz
(	$(	(
schwarz	ADJD	schwarz
gekleidet	VVPP	kleiden
mit	APPR	mit
einem	ART	eine
Flor	NN	Flor
auf	APPR	auf
dem	ART	die
Hut	NN	Hut
–	$(	-
Frau	NN	Frau
Sali	NE	Sali
und	KON	und
einige	PIAT	einige
Nachbarsleute	NN	Nachbarsleute
mit	APPR	mit
rothen	NE	rothen
Paraplui	NE	Paraplui
,	$,	,
Kopftücheln	NN	Kopftücheln
,	$,	,
recht	ADJD	recht
einfach	ADJD	einfach
und	KON	und
schlicht	ADJD	schlicht
,	$,	,
durch’s	NE	durch’s
Thor	NE	Thor
)	$(	)
.	$.	.
Ignaz	NE	Ignaz
.	$.	.
So	ADV	so
,	$,	,
meine	PPOSAT	mein
lieben	ADJA	lieb
Leut	NN	Leute
‘	$(	‘
i	FM	i
dank	APPR	dank
recht	ADJD	recht
schön	ADJD	schön
,	$,	,
daß’s	NE	daß’s
meiner	PPOSAT	mein
armen	ADJA	arm
Stiefmutter	NN	Stiefmutter
die	ART	die
letzte	ADJA	letzt
Ehr	VVIMP	ehren
‘	$(	‘
erwiesen	VVPP	erweisen
habt’s	NN	habt’s
,	$,	,
Leichenschmaus	NN	Leichenschmaus
kann	VMFIN	können
ich	PPER	ich
kein’n	ADV	kein’n
geben	VVINF	geben
,	$,	,
nehmt’s	NN	nehmt’s
halt	ADV	halt
mit	APPR	mit
’	ADJA	’
n	ADJA	n
Willen	NN	Wille
vorlieb	PTKVZ	vorlieb
.	$.	.
Alle	PIAT	alle
.	$.	.
No	NN	No
,	$,	,
das	PDS	die
war	VAFIN	sein
schön	ADJD	schön
!	$.	!
S’ist	NN	S’ist
so	ADV	so
a	FM	a
gut	ADJD	gut
!	$.	!
(	$(	(
Geben	VVFIN	geben
ihm	PPER	er
die	ART	die
Hände	NN	Hand
.	$.	.
)	$(	)
Sali	NE	Sali
.	$.	.
Wissens	NN	Wissen
was	PIAT	was
,	$,	,
Herr	NN	Herr
Stoppel	NN	Stoppel
,	$,	,
i	FM	i
lad’s	NN	lad’s
ein	ART	eine
auf	APPR	auf
a	FM	a
Schalerl	NE	Schalerl
Kaffeh	NE	Kaffeh
?	$.	?
Ignanz	NN	Ignanz
.	$.	.
Zu	APPR	zu
was	PIS	was
?	$.	?
Frau	NN	Frau
Sali	NE	Sali
!	$.	!
Jeder	PIS	jede
braucht	VVFIN	brauchen
sein	PPOSAT	sein
Sach	NE	Sach
‘	$(	‘
!	$.	!
Und	KON	und
übrigens	ADV	übrigens
ist	VAFIN	sein
der	ART	die
Kaffeh	NE	Kaffeh
ein	ART	eine
Getränk	NN	Getränk
,	$,	,
das	PRELS	die
zu	APPR	zu
Ehren	NN	Ehre|Ehren
einer	ART	eine
Todten	NN	Todten
net	ADJD	net
paßt	VVFIN	passen
,	$,	,
weil	KOUS	weil
man	PIS	man
bei	APPR	bei
’	ADJA	’
m	NN	m
Kaffeh	NE	Kaffeh
gewöhnlich	ADJD	gewöhnlich
wem	PWS	wer
Lebendigen	NN	Lebendige
ausrichten	VVINF	ausrichten
muß	VMFIN	müssen
!	$.	!
Sali	NE	Sali
.	$.	.
Freilich	ADV	freilich
!	$.	!
Was	PWS	was
Ihnen	PPER	Sie
net	ADJD	net
einfallt	VVFIN	einfallt
!	$.	!
Ein	ART	eine
Nachbar	NN	Nachbar
.	$.	.
Herr	NN	Herr
Nachbar	NN	Nachbar
,	$,	,
was	PRELS	was
wern	ADJA	wern
’	ADJA	’
s	NN	s
denn	KON	denn
jetzt	ADV	jetzt
thun	NE	thun
,	$,	,
wo’s	NN	wo’s
ganz	ADV	ganz
allein	ADV	allein
sein	VAINF	sein
?	$.	?
–	$(	-
S’ist	NN	S’ist
eigentlich	ADV	eigentlich
gut	ADJD	gut
,	$,	,
daß’s	NN	daß’s
für	APPR	für
Niemand	NN	Niemand
z’sorg’n	NE	z’sorg’n
hab’n	NE	hab’n
!	$.	!
–	$(	-
(	$(	(
Sali	NE	Sali
geht	VVFIN	gehen
in	APPR	in
’	ADJA	’
s	NN	s
Haus	NN	Haus
ab	PTKVZ	ab
.	$.	.
)	$(	)
Ignaz	NE	Ignaz
(	$(	(
bitter	ADJD	bitter
)	$(	)
.	$.	.
Freilich	ADV	freilich
!	$.	!
–	$(	-
Allein	ADV	allein
bin	VAFIN	sein
ich	PPER	ich
,	$,	,
als	KOKOM	als
Maurer	NN	Maurer
hab	VAIMP	haben
‘	$(	‘
ich	PPER	ich
auch	ADV	auch
wenig	PIAT	wenige
Arbeit	NN	Arbeit
jetzt	ADV	jetzt
,	$,	,
wo	PWAV	wo
der	ART	die
Winter	NN	Winter
vor	APPR	vor
der	ART	die
Thür	NN	Thür
‘	$(	‘
ist	VAFIN	sein
,	$,	,
–	$(	-
jetzt	ADV	jetzt
kann	VMFIN	können
ich	PPER	ich
ja	ADV	ja
recht	ADJD	recht
gut	ADJD	gut
leb’n	ADJD	leb’n
–	$(	-
und	KON	und
wenn	KOUS	wenn
ich	PPER	ich
net	ADJA	net
leb	VVIMP	leben
’	ADJD	’
n	VVINF	n
will	VMFIN	wollen
,	$,	,
no	FM	no
so	ADV	so
wird	VAFIN	werden
sich	PRF	sich
a	FM	a
Niemand	NN	Niemand
um	APPR	um
mich	PRF	ich
kümmern	VVINF	kümmern
!	$.	!
Sali	NE	Sali
(	$(	(
die	ART	die
mit	APPR	mit
einem	ART	eine
Wickelkind	NN	Wickelkind
am	APPRART	an+die
Arme	NN	Arm|Arme
bei	APPR	bei
den	ART	die
letzten	ADJA	letzt
Worten	NN	Wort
zurückkommt	VVFIN	zurückkommen
)	$(	)
.	$.	.
Was	PWS	was
reden’s	NE	reden’s
denn	ADV	denn
,	$,	,
wer	PWS	wer
war	VAFIN	sein
denn	ADV	denn
nachher	ADV	nachher
das	ART	die
arme	ADJA	arm
Würmerl	NE	Würmerl
?	$.	?
Ignaz	NE	Ignaz
(	$(	(
eilt	VVFIN	eilen
auf	APPR	auf
sie	PPER	sie
zu	PTKVZ	zu
und	KON	und
ruft	VVFIN	rufen
gerührt	ADJD	gerührt
)	$(	)
.	$.	.
Mein	PPOSAT	mein
klaner	ADJA	klaner
Bruder	NN	Bruder
!	$.	!
–	$(	-
Frau	NN	Frau
Sali	NE	Sali
,	$,	,
geb	NE	geb
’	NN	’
ns	VVFIN	ns
her	PTKVZ	her
.	$.	.
(	$(	(
Er	PPER	er
nimmt	VVFIN	nehmen
das	ART	die
Kind	NN	Kind
,	$,	,
gehr	ADJD	gehr
vor	PTKVZ	vor
,	$,	,
sieht	VVFIN	sehen
es	PPER	es
innig	ADJD	innig
an	PTKVZ	an
,	$,	,
dreht	VVFIN	drehen
sich	PRF	sich
dann	ADV	dann
um	PTKVZ	um
,	$,	,
und	KON	und
sagt	VVFIN	sagen
gutmüthig	ADJD	gutmüthig
.	$.	.
)	$(	)
Liebe	NN	Liebe
Nachbarn	NN	Nachbar
,	$,	,
–	$(	-
pfird	ADJA	pfird
Gott	NN	Gott
,	$,	,
ich	PPER	ich
möcht	VVFIN	möcht
‘	$(	‘
en	FM	en
familie	NN	Familie
sein	VAINF	sein
!	$.	!
Die	ART	die
Nachbarn	NN	Nachbar
.	$.	.
Pfird	ADJA	Pfird
Gott	NN	Gott
!	$.	!
(	$(	(
Gehen	VVFIN	gehen
ab	PTKVZ	ab
.	$.	.
)	$(	)
Sali	NE	Sali
(	$(	(
bleibt	VVFIN	bleiben
im	APPRART	in+die
Hintergrunde	NN	Hintergrund
)	$(	)
.	$.	.
Ignaz	NE	Ignaz
.	$.	.
Brüderl	NE	Brüderl
,	$,	,
–	$(	-
arm	ADJD	arm
’	ADJA	’
s	NN	s
Brüderl	NE	Brüderl
,	$,	,
–	$(	-
kannst	VMFIN	können
no	NE	no
net	ADJA	net
geh’n	NE	geh’n
,	$,	,
net	ADJA	net
steh’n	NE	steh’n
,	$,	,
–	$(	-
und	KON	und
Dein	PPOSAT	dein
Mutter	NN	Mutter
hab	VAIMP	haben
‘	$(	‘
ns	ADJD	ns
begraben	VVPP	begraben
,	$,	,
–	$(	-
kannst	VMFIN	können
no	NE	no
net	ADJA	net
Vater	NN	Vater
sag’n	NE	sag’n
,	$,	,
und	KON	und
er	PPER	er
hat	VAFIN	haben
Dich	PPER	du
schon	ADV	schon
verlassen	VVPP	verlassen
,	$,	,
–	$(	-
Du	PPER	du
schlaf’st	VVFIN	schlaf’st
?	$.	?
Ja	PTKANT	ja
,	$,	,
so	ADV	so
lang	ADJD	lang
‘	$(	‘
Du	PPER	du
schlaf’st	VVFIN	schlaf’st
,	$,	,
ist’s	NN	ist’s
freilich	ADV	freilich
gut	ADJD	gut
,	$,	,
wann’st	VVFIN	wann’st
aber	ADV	aber
aufwachst	VVFIN	aufwachsen
–	$(	-
und	KON	und
die	ART	die
klein	ADJD	klein
Handerln	NN	Handerln
ausstreck’st	VVFIN	ausstreck’st
,	$,	,
–	$(	-
wer	PWS	wer
wird	VAFIN	werden
Dich	PPER	du
denn	ADV	denn
auf’n	NE	auf’n
Arm	NN	Arm
nehmen	VVINF	nehmen
und	KON	und
einsingen	VVINF	einsingen
,	$,	,
–	$(	-
und	KON	und
wann’st	VVIMP	wann’st
weinst	VVFIN	weinen
,	$,	,
weil	KOUS	weil
Dich	PPER	du
hungert	VVFIN	hungern
,	$,	,
wer	PWS	wer
wird	VAFIN	werden
denn	ADV	denn
mit	APPR	mit
Dir	PPER	du
spielen	VVINF	spielen
und	KON	und
Dir	PPER	du
was	PWS	was
z’essen	VVFIN	z’essen
geb’n	NE	geb’n
?	$.	?
–	$(	-
Was	PWS	was
er	PPER	er
für	APPR	für
dicke	ADJA	dick
rothe	NE	Rothe
Backerln	NN	Backerln
hat	VAFIN	haben
,	$,	,
–	$(	-
und	KON	und
das	ART	die
liebe	ADJA	lieb
G’sicht	NN	G’sicht
,	$,	,
so	ADV	so
klein	ADJD	klein
,	$,	,
daß’s	NN	daß’s
in	APPR	in
einer	ART	eine
Cilinderuhr	NN	Cilinderuhr
Platz	NN	Platz
hätt	VVFIN	hätt
‘	$(	‘
–	$(	-
ich	PPER	ich
muß	VMFIN	müssen
ihm	PPER	er
a	FM	a
Buß’l	NE	Buß’l
geb’n	NE	geb’n
,	$,	,
–	$(	-
aber	KON	aber
na	ITJ	na
,	$,	,
–	$(	-
er	PPER	er
könnt	VMFIN	können
‘	$(	‘
munter	ADJD	munter
wer’n	NE	wer’n
,	$,	,
–	$(	-
trinken	VVFIN	trinken
woll’n	NE	woll’n
–	$(	-
und	KON	und
ich	PPER	ich
kann	VMFIN	können
ihm	PPER	er
doch	ADV	doch
net	ADJA	net
z’trinken	ADJA	z’trinken
geb’n	NE	geb’n
!	$.	!
–	$(	-
(	$(	(
Leise	ADJA	leise
rufend	ADJD	rufend
.	$.	.
)	$(	)
Frau	NN	Frau
Sali	NE	Sali
!	$.	!
–	$(	-
Kommen	NN	Kommen
’	ADJA	’
s	NN	s
her	PTKVZ	her
!	$.	!
–	$(	-
(	$(	(
Er	PPER	er
legt	VVFIN	legen
der	ART	die
Sali	NE	Sali
das	ART	die
Kind	NN	Kind
in	APPR	in
die	ART	die
Arme	NN	Arm|Arme
,	$,	,
–	$(	-
geht	VVFIN	gehen
auf	PTKVZ	auf
und	KON	und
ab	ADV	ab
,	$,	,
blickt	VVFIN	blicken
es	PPER	es
von	APPR	von
Zeit	NN	Zeit
zu	APPR	zu
Zeit	NN	Zeit
an	PTKVZ	an
und	KON	und
bleibt	VVFIN	bleiben
endlich	ADV	endlich
stehen	VVINF	stehen
.	$.	.
)	$(	)
Frau	NN	Frau
Sali	NE	Sali
,	$,	,
das	PRELS	die
ist	VAFIN	sein
a	FM	a
lieber	ADJA	lieb
Bua	NN	Bua
!	$.	!
Net	NN	Net
?	$.	?
Sali	NE	Sali
.	$.	.
No	NN	No
,	$,	,
ich	PPER	ich
glaub	VVIMP	glauben
’	ADJA	’
s	NN	s
!	$.	!
A	NN	A
g’sund’s	NE	g’sund’s
Kind	NN	Kind
ist	VAFIN	sein
’	ADJA	’
s	NN	s
!	$.	!
Ignaz	NE	Ignaz
.	$.	.
Aber	KON	aber
halt	ADV	halt
‘	$(	‘
gar	ADV	gar
klan	NN	Klan
!	$.	!
Sali	NE	Sali
.	$.	.
No	NN	No
,	$,	,
mein	PPOSAT	mein
Gott	NN	Gott
!	$.	!
Wird	VAFIN	werden
schon	ADV	schon
größer	ADJD	groß
wer’n	NE	wer’n
!	$.	!
Ignaz	NE	Ignaz
.	$.	.
Größer	ADJD	groß
wer	PWS	wer
’	NN	’
n	VVFIN	n
?	$.	?
–	$(	-
Das	PDS	die
schon	ADV	schon
,	$,	,
–	$(	-
aber	KON	aber
–	$(	-
(	$(	(
Er	PPER	er
geht	VVFIN	gehen
auf	PTKVZ	auf
und	KON	und
ab	ADV	ab
.	$.	.
)	$(	)
Frau	NN	Frau
Sali	NE	Sali
,	$,	,
–	$(	-
das	PDS	die
ist	VAFIN	sein
mein	PPOSAT	mein
Bruder	NN	Bruder
?	$.	?
ich	PPER	ich
muß	VMFIN	müssen
für	APPR	für
ihn	PPER	er
sorgen	VVINF	sorgen
,	$,	,
–	$(	-
wann	PWAV	wann
ich	PPER	ich
nur	ADV	nur
net	ADJD	net
gar	ADV	gar
so	ADV	so
ein	ART	eine
armer	ADJA	arm
Teufel	NN	Teufel
wär	ADJD	wär
‘	$(	‘
,	$,	,
–	$(	-
ich	PPER	ich
kann	VMFIN	können
den	ART	die
Buben	NN	Bube
doch	ADV	doch
net	ADJD	net
nur	ADV	nur
wachsen	VVINF	wachsen
lassen	VVINF	lassen
,	$,	,
er	PPER	er
muß	VMFIN	müssen
ja	ADV	ja
auch	ADV	auch
essen	VVINF	essen
und	KON	und
was	PWS	was
lernen	VVINF	lernen
,	$,	,
–	$(	-
das	PDS	die
heißt	VVFIN	heißen
,	$,	,
–	$(	-
wenigstens	ADV	wenigstens
muß	VMFIN	müssen
er	PPER	er
in	APPR	in
d’Schul	NE	d’Schul
‘	$(	‘
geh’n	NE	geh’n
,	$,	,
–	$(	-
überhaupt	ADV	überhaupt
soll	VMFIN	sollen
er	PPER	er
was	PIAT	was
G’scheidt’s	NN	G’scheidt’s
wer’n	NE	wer’n
,	$,	,
–	$(	-
ein	ART	eine
tüchtiger	ADJA	tüchtig
Mann	NN	Mann
,	$,	,
einer	PIS	eine
,	$,	,
der	PRELS	die
doch	ADV	doch
weiß	VVFIN	wissen
,	$,	,
warum	PWAV	warum
er	PPER	er
auf	APPR	auf
der	ART	die
Welt	NN	Welt
ist	VAFIN	sein
,	$,	,
–	$(	-
warum	PWAV	warum
bin	VAFIN	sein
denn	KON	denn
ich	PPER	ich
auf	APPR	auf
der	ART	die
Welt	NN	Welt
,	$,	,
–	$(	-
daß’s	NN	daß’s
um	APPR	um
ein	ART	eine
Maurer	NN	Maurer
mehr	ADV	mehr
ist	VAFIN	sein
?	$.	?
–	$(	-
Meiner	PPER	ich
Seel	VVFIN	Seel
‘	$(	‘
ich	PPER	ich
wüßt	VVFIN	wüßt
wahrhaftig	ADJD	wahrhaftig
net	ADJD	net
,	$,	,
warum	PWAV	warum
ich	PPER	ich
auf	APPR	auf
der	ART	die
Welt	NN	Welt
bin	VAFIN	sein
,	$,	,
–	$(	-
wenn	KOUS	wenn
ich	PPER	ich
nit	ADJD	nit
ein	ART	eine
Brudern	NN	Brudern
hätt	VVFIN	hätt
‘	$(	‘
.	$.	.
–	$(	-
Ja	NN	Ja
,	$,	,
das	PDS	die
ist	VAFIN	sein
meine	PPOSAT	mein
einzige	ADJA	einzig
Rechtfertigung	NN	Rechtfertigung
,	$,	,
ich	PPER	ich
habe	VAFIN	haben
jetzt	ADV	jetzt
große	ADJA	groß
Pflichten	NN	Pflicht
,	$,	,
–	$(	-
ich	PPER	ich
werd	VVFIN	werd
‘	$(	‘
sie	PPER	sie
auch	ADV	auch
erfüllen	VVINF	erfüllen
.	$.	.
–	$(	-
(	$(	(
Schreit	VVFIN	schreien
.	$.	.
)	$(	)
Der	ART	die
kleine	ADJA	klein
Pauxel	NE	Pauxel
,	$,	,
–	$(	-
(	$(	(
besinnt	VVFIN	besinnen
sich	PRF	sich
)	$(	)
ja	ADV	ja
so	ADV	so
,	$,	,
er	PPER	er
schlaft	VVFIN	schlafen
!	$.	!
(	$(	(
Leise	NN	Leise
.	$.	.
)	$(	)
Der	ART	die
kleine	ADJA	klein
