Brühen	NN	Brühe|Brühen
,	$,	,
so	ADV	so
lasse	VVFIN	lassen
das	ART	die
Uebrige	NN	Uebrige
durch	APPR	durch
ein	ART	eine
Haarsieb	NN	Haarsieb
laufen	VVINF	laufen
.	$.	.
Nr.	NN	Nr.
2	CARD	@card@
.	$.	.
Braune	ADJA	braun
Coulis	NN	Coulis
,	$,	,
wird	VAFIN	werden
auf	APPR	auf
dieselbe	PDAT	dieselb
Art	NN	Art
wie	KOKOM	wie
der	ART	die
Jus	NN	Jus
angesetzt	VVPP	ansetzen
.	$.	.
Nachdem	KOUS	nachdem
sie	PPER	sie
abgeschäumt	VVPP	abgeschäumt
,	$,	,
das	ART	die
Fett	NN	Fett
davon	PAV	davon
abgehoben	VVPP	abheben
worden	VAPP	werden
und	KON	und
von	APPR	von
dem	ART	die
Jus	NN	Jus
6	CARD	@card@
Schoppen	NN	Schoppen
eingekocht	VVPP	einkochen
sind	VAFIN	sein
,	$,	,
wird	VAFIN	werden
das	ART	die
ausgekochte	ADJA	ausgekocht
Fleisch	NN	Fleisch
herausgenommen	VVPP	herausnehmen
,	$,	,
weil	KOUS	weil
die	ART	die
Coulis	NN	Coulis
dadurch	PAV	dadurch
nicht	PTKNEG	nicht
stark	ADJD	stark
wird	VAFIN	werden
.	$.	.
Streue	VVFIN	streuen
dann	ADV	dann
auf	APPR	auf
6	CARD	@card@
Loth	NE	Loth
frische	ADJA	frisch
heiße	ADJA	heiß
Butter	NN	Butter
4	CARD	@card@
Kochlöffel	NN	Kochlöffel
voll	ADJD	voll
Mehl	NN	Mehl
,	$,	,
röste	VVFIN	röste
es	PPER	es
etwas	ADV	etwas
gelb	ADJD	gelb
,	$,	,
gieße	VVFIN	gießen
ein	ART	eine
wenig	PIAT	wenige
Jus	NN	Jus
darauf	PAV	darauf
,	$,	,
rühre	VVFIN	rühren
es	PPER	es
fein	ADJD	fein
ab	PTKVZ	ab
,	$,	,
und	KON	und
thue	NE	thue
so	ADV	so
nach	PTKVZ	nach
und	KON	und
nach	APPR	nach
den	ART	die
übrigen	ADJA	übrig
Jus	NN	Jus
dazu	PAV	dazu
,	$,	,
und	KON	und
lasse	VVFIN	lassen
es	PPER	es
gut	ADJD	gut
einkochen	VVINF	einkochen
;	$.	;
treibe	VVFIN	treiben
es	PPER	es
dann	ADV	dann
durch	APPR	durch
ein	ART	eine
Haarsieb	NN	Haarsieb
mit	APPR	mit
einem	ART	eine
Kochlöffel	NN	Kochlöffel
vollkommen	ADJD	vollkommen
durch	PTKVZ	durch
.	$.	.
Dieser	PDAT	dies
braune	ADJA	braun
Coulis	NN	Coulis
wird	VAFIN	werden
meistens	ADV	meistens
für	APPR	für
Sauce	NN	Sauce
benutzt	VVPP	benutzen
.	$.	.
Nr.	NN	Nr.
3	CARD	@card@
.	$.	.
Suppe	NN	Suppe
von	APPR	von
feinster	ADJA	fein
Bouillon	NN	Bouillon
.	$.	.
4	CARD	@card@
Pfund	NN	Pfund
Kalbfleisch	NN	Kalbfleisch
,	$,	,
2	CARD	@card@
alte	ADJA	alt
Hühner	NN	Huhn
,	$,	,
4	CARD	@card@
Pfund	NN	Pfund
Hammelfleisch	NN	Hammelfleisch
,	$,	,
1/2	CARD	@card@
Pfund	NN	Pfund
roher	ADJA	roh
Schinken	NN	Schinken
und	KON	und
2	CARD	@card@
Pfund	NN	Pfund
Ochsenwaten	NN	Ochsenwaten
,	$,	,
2	CARD	@card@
Sellerieköpfe	NN	Sellerieköpfe
,	$,	,
2	CARD	@card@
Gelberüben	NN	Gelberüben
,	$,	,
1	CARD	@card@
Lorbeerblatt	NN	Lorbeerblatt
,	$,	,
2	CARD	@card@
Petersilienwurzeln	NN	Petersilienwurzel
,	$,	,
>	$(	>
Pfund	NN	Pfund
Reis	NN	Reis
,	$,	,
>	$(	>
Pfund	NN	Pfund
grüne	ADJA	grün
Kern	NN	Kern
,	$,	,
Salz	NN	Salz
und	KON	und
Muskatnuß	NN	Muskatnuss
wird	VAFIN	werden
mit	APPR	mit
12	CARD	@card@
Schoppen	NN	Schoppen
Fleischbrühe	NN	Fleischbrühe
während	APPR	während
4	CARD	@card@
Stunden	NN	Stunde|Stunden
gekocht	VVPP	kochen
,	$,	,
dann	ADV	dann
durch	APPR	durch
ein	ART	eine
feines	ADJA	fein
Haarsieb	NN	Haarsieb
passirt	NN	passirt
und	KON	und
zur	APPRART	zu+die
Tafel	NN	Tafel
gegeben	VVPP	geben
;	$.	;
dies	PDS	dies
kann	VMFIN	können
auch	ADV	auch
in	APPR	in
Tassen	NN	Tasse
des	ART	die
Abends	NN	Abend
bei	APPR	bei
Coupés	NN	Coupé
,	$,	,
und	KON	und
Morgens	NN	Morgen
bei	APPR	bei
Déjeunés	NN	Déjeunés
gegeben	VVPP	geben
werden	VAFIN	werden
.	$.	.
Nr.	NN	Nr.
4	CARD	@card@
.	$.	.
Bechamelle	NN	Bechamelle
,	$,	,
(	$(	(
eine	ART	eine
weiß	ADJD	weiß
gekochte	ADJA	gekocht
dicke	ADJA	dick
Sauce	NN	Sauce
)	$(	)
.	$.	.
Schneide	VVFIN	schneiden
4	CARD	@card@
Pfund	NN	Pfund
Kalbfleisch	NN	Kalbfleisch
,	$,	,
lasse	VVFIN	lassen
1/4	CARD	@card@
Pfund	NN	Pfund
frischen	ADJA	frisch
Butter	NN	Butter
in	APPR	in
einem	ART	eine
Casserol	ADJA	Casserol
heiß	ADJD	heiß
werden	VAFIN	werden
und	KON	und
schneide	VVFIN	schneiden
2	CARD	@card@
große	ADJA	groß
Zwiebeln	NN	Zwiebel
fein	ADJD	fein
hinein	PTKVZ	hinein
,	$,	,
1	CARD	@card@
Pfund	NN	Pfund
rohen	ADJA	roh
Schinken	NN	Schinken
,	$,	,
lege	VVFIN	legen
das	ART	die
geschnittene	ADJA	geschnitten
Kalbfleisch	NN	Kalbfleisch
und	KON	und
Schinken	NN	Schinken
mit	APPR	mit
6	CARD	@card@
Näglein	NN	Näglein
,	$,	,
6	CARD	@card@
Pfefferkörner	NN	Pfefferkorn
,	$,	,
Muskatnuß	NN	Muskatnuss
,	$,	,
etwas	PIAT	etwas
Salz	NN	Salz
nebst	APPR	nebst
2	CARD	@card@
Kochlöffel	NN	Kochlöffel
reichlich	PIS	reichlich
voll	ADJD	voll
Mehl	NN	Mehl
,	$,	,
rühre	VVFIN	rühren
das	PDS	die
beständig	ADJD	beständig
,	$,	,
und	KON	und
wenn	KOUS	wenn
es	PPER	es
gehörig	ADJD	gehörig
heiß	ADJD	heiß
geworden	VAPP	werden
ist	VAFIN	sein
,	$,	,
so	ADV	so
gieße	VVFIN	gießen
1	CARD	@card@
Schoppen	NN	Schoppen
Wasser	NN	Wasser
hinein	PTKVZ	hinein
;	$.	;
dann	ADV	dann
gieße	VVFIN	gießen
noch	ADV	noch
3	CARD	@card@
Schoppen	NN	Schoppen
guten	ADJA	gut
süßen	ADJA	süß
Rahm	NN	Rahm
dazu	PAV	dazu
und	KON	und
lasse	VVFIN	lassen
Alles	NN	All
wohl	ADV	wohl
verkochen	VVINF	verkochen
,	$,	,
rühre	VVFIN	rühren
fleißig	ADJD	fleißig
mit	APPR	mit
dem	ART	die
Kochlöffel	NN	Kochlöffel
herum	PTKVZ	herum
,	$,	,
damit	KOUS	damit
es	PPER	es
ja	ADV	ja
nicht	PTKNEG	nicht
anbrennt	VVFIN	anbrennen
.	$.	.
Ist	VAFIN	sein
das	ART	die
Kalbfleisch	NN	Kalbfleisch
gar	ADV	gar
geworden	VAPP	werden
,	$,	,
so	ADV	so
siebe	VVFIN	sieben
die	ART	die
ganze	ADJA	ganz
Brühe	NN	Brühe
durch	APPR	durch
ein	ART	eine
Haarsieb	NN	Haarsieb
,	$,	,
nimm	VVIMP	nehmen
zuvor	ADV	zuvor
das	ART	die
Fleisch	NN	Fleisch
heraus	PTKVZ	heraus
und	KON	und
treibe	VVFIN	treiben
es	PPER	es
gut	ADJD	gut
mit	APPR	mit
einem	ART	eine
Kochlöffel	NN	Kochlöffel
.	$.	.
Das	ART	die
Bechamelle	NN	Bechamelle
wird	VAFIN	werden
zu	APPR	zu
vielen	PIAT	viele
Sachen	NN	Sache
gebraucht	VVPP	brauchen|gebrauchen
,	$,	,
was	PRELS	was
später	ADJD	spät
angegeben	VVPP	angeben
wird	VAFIN	werden
.	$.	.
Nr.	NN	Nr.
5	CARD	@card@
.	$.	.
Ollia	NE	Ollia
,	$,	,
(	$(	(
ein	ART	eine
sehr	ADV	sehr
kräftiges	ADJA	kräftig
Getränk	NN	Getränk
)	$(	)
.	$.	.
8	CARD	@card@
Pfund	NN	Pfund
Rindfleisch	NN	Rindfleisch
vom	APPRART	von+die
Schwanzstück	NN	Schwanzstück
,	$,	,
6	CARD	@card@
Pfund	NN	Pfund
Hammelfleisch	NN	Hammelfleisch
vom	APPRART	von+die
Schlägel	NN	Schlägel
,	$,	,
8	CARD	@card@
Pfund	NN	Pfund
Kalbfleisch	NN	Kalbfleisch
auch	ADV	auch
vom	APPRART	von+die
Schlägel	NN	Schlägel
,	$,	,
3	CARD	@card@
alte	ADJA	alt
Hühner	NN	Huhn
und	KON	und
eine	ART	eine
alte	ADJA	alt
Gans	NN	Gans
;	$.	;
sämmtliches	ADJA	sämmtliches
Fleisch	NN	Fleisch
wird	VAFIN	werden
zuvor	ADV	zuvor
am	APPRART	an+die
Spieß	NN	Spieß
halb	ADJD	halb
gar	ADV	gar
gebraten	VVPP	braten
,	$,	,
während	KOUS	während
eine	ART	eine
Bouillon	NN	Bouillon
zubereitet	VVPP	zubereiten
wird	VAFIN	werden
.	$.	.
Zu	APPR	zu
dieser	PDAT	dies
Bouillon	NN	Bouillon
nimm	VVIMP	nehmen
10	CARD	@card@
Pfund	NN	Pfund
Rindsknochen	NN	Rindsknochen
,	$,	,
6	CARD	@card@
Pfund	NN	Pfund
Kalbsknochen	NN	Kalbsknochen
,	$,	,
8	CARD	@card@
Pfund	NN	Pfund
Hammelsknochen	NE	Hammelsknochen
,	$,	,
lege	VVFIN	legen
das	ART	die
alles	PIS	alle
in	APPR	in
einen	ART	eine
Kessel	NN	Kessel
zusammen	PTKVZ	zusammen
,	$,	,
und	KON	und
fülle	VVFIN	füllen
dies	PDS	dies
auf	APPR	auf
mit	APPR	mit
30	CARD	@card@
Littres	ADJA	Littres
Wasser	NN	Wasser
,	$,	,
lasse	VVFIN	lassen
es	PPER	es
kochen	VVINF	kochen
und	KON	und
schäume	VVFIN	schäumen
es	PPER	es
wohl	ADV	wohl
ab	PTKVZ	ab
.	$.	.
Wenn	KOUS	wenn
diese	PDS	diese
Knochen	NN	Knochen
wohl	ADV	wohl
ausgekocht	VVPP	auskochen
sind	VAFIN	sein
,	$,	,
so	ADV	so
lasse	VVFIN	lassen
man	PIS	man
die	ART	die
Bouillon	NN	Bouillon
durch	APPR	durch
ein	ART	eine
reines	ADJA	rein
Tuch	NN	Tuch
laufen	VVFIN	laufen
in	APPR	in
ein	ART	eine
anderes	PIAT	andere
Geschirr	NN	Geschirr
;	$.	;
dann	ADV	dann
lege	VVFIN	legen
man	PIS	man
in	APPR	in
einen	ART	eine
Kessel	NN	Kessel
,	$,	,
welcher	PRELS	welche
ohngefähr	ADJD	ohngefähr
40	CARD	@card@
Littres	NN	Littres
hält	VVFIN	halten
,	$,	,
das	PRELS	die
vorher	ADV	vorher
am	APPRART	an+die
Spieß	NN	Spieß
gebratene	ADJA	gebraten
Fleisch	NN	Fleisch
,	$,	,
von	APPR	von
den	ART	die
Knochen	NN	Knochen
die	ART	die
Bouillon	NN	Bouillon
dazu	PAV	dazu
,	$,	,
setze	VVFIN	setzen
dann	ADV	dann
die	ART	die
ganze	ADJA	ganz
Masse	NN	Masse
an	APPR	an
das	ART	die
Feuer	NN	Feuer
,	$,	,
lasse	VVFIN	lassen
sie	PPER	sie
ganz	ADV	ganz
langsam	ADJD	langsam
kochen	VVINF	kochen
und	KON	und
schäume	VVFIN	schäumen
sie	PPER	sie
recht	ADJD	recht
sauber	ADJD	sauber
ab	PTKVZ	ab
;	$.	;
dann	ADV	dann
gieb	VVFIN	gieb
noch	ADV	noch
4	CARD	@card@
Selleriewurzeln	NN	Selleriewurzeln
,	$,	,
4	CARD	@card@
Gelberüben	NN	Gelberüben
,	$,	,
4	CARD	@card@
Petersilien	NN	Petersilien
wurzeln	VVFIN	wurzeln
,	$,	,
2	CARD	@card@
Weißerüben	NN	Weißerüben
,	$,	,
2	CARD	@card@
Wirschingköpfe	NN	Wirschingköpfe
,	$,	,
2	CARD	@card@
Häupter	NN	Haupt
Weißkraut	NN	Weißkraut
und	KON	und
1	CARD	@card@
Kopf	NN	Kopf
Salat	NN	Salat
,	$,	,
alles	PIS	alle
sauber	ADJD	sauber
gewaschen	VVPP	waschen
und	KON	und
mit	APPR	mit
einem	ART	eine
Bindfaden	NN	Bindfaden
zusammengebunden	VVPP	zusammenbinden
,	$,	,
dann	ADV	dann
3	CARD	@card@
Lorbeerblätter	NN	Lorbeerblatt
,	$,	,
Salz	NN	Salz
,	$,	,
10	CARD	@card@
Näglein	NN	Näglein
,	$,	,
10	CARD	@card@
weiße	ADJA	weiß
Pfefferkörner	NN	Pfefferkorn
und	KON	und
ein	ART	eine
wenig	PIAT	wenige
Muskatnuß	NN	Muskatnuss
.	$.	.
Um	KOUI	um
den	ART	die
Ollia	NE	Ollia
recht	ADJD	recht
hell	ADJD	hell
zu	PTKZU	zu
bringen	VVINF	bringen
,	$,	,
so	ADV	so
lege	VVFIN	legen
noch	ADV	noch
2	CARD	@card@
Pfund	NN	Pfund
frischen	ADJA	frisch
Speck	NN	Speck
dazu	PAV	dazu
,	$,	,
welchen	PRELS	welche
man	PIS	man
nur	ADV	nur
1/2	CARD	@card@
Stunde	NN	Stunde
mitkochen	VVINF	mitkochen
läßt	VVFIN	lassen
und	KON	und
den	ART	die
man	PIS	man
für	APPR	für
Vieles	PIS	viele
noch	ADV	noch
gebrauchen	VVINF	gebrauchen
kann	VMFIN	können
.	$.	.
Wenn	KOUS	wenn
alles	PIS	alle
Uebrige	NN	Uebrige
gekocht	VVPP	kochen
ist	VAFIN	sein
,	$,	,
so	ADV	so
nehme	VVFIN	nehmen
man	PIS	man
sämmtliches	ADJA	sämmtliches
Fleisch	NN	Fleisch
heraus	PTKVZ	heraus
,	$,	,
schöpfe	VVFIN	schöpfen
das	ART	die
Fett	NN	Fett
,	$,	,
welches	PRELS	welche
für	APPR	für
Gemüse	NN	Gemüse
benutzt	VVPP	benutzen
werden	VAINF	werden
kann	VMFIN	können
,	$,	,
davon	PAV	davon
ab	PTKVZ	ab
,	$,	,
und	KON	und
lasse	VVFIN	lassen
dieses	PDAT	dies
durch	APPR	durch
ein	ART	eine
sauberes	ADJA	sauber
Tuch	NN	Tuch
in	APPR	in
ein	ART	eine
reines	ADJA	rein
Gefäß	NN	Gefäß
laufen	VVINF	laufen
,	$,	,
setze	VVFIN	setzen
solches	PIS	solche
wieder	ADV	wieder
auf	APPR	auf
das	ART	die
Feuer	NN	Feuer
,	$,	,
und	KON	und
lasse	VVFIN	lassen
diese	PDS	diese
Ollia	NE	Ollia
bis	KON	bis
auf	APPR	auf
30	CARD	@card@
Schoppen	NN	Schoppen
einkochen	VVINF	einkochen
;	$.	;
dann	ADV	dann
siebe	VVFIN	sieben
man	PIS	man
sie	PPER	sie
noch	ADV	noch
durch	APPR	durch
eine	ART	eine
Serviette	NN	Serviette
,	$,	,
damit	KOUS	damit
sie	PPER	sie
ganz	ADV	ganz
rein	ADV	rein
wird	VAFIN	werden
.	$.	.
Diese	PDS	diese
nun	ADV	nun
fertige	VVFIN	fertigen
Ollia	NE	Ollia
dient	VVFIN	dienen
zur	APPRART	zu+die
Nacht	NN	Nacht
=	$(	=
Suppe	NN	Suppe
oder	KON	oder
vielmehr	ADV	vielmehr
zu	APPR	zu
einer	ART	eine
großen	ADJA	groß
Suppe	NN	Suppe
,	$,	,
wo	PWAV	wo
sie	PPER	sie
in	APPR	in
Tassen	NN	Tasse
gegeben	VVPP	geben
wird	VAFIN	werden
;	$.	;
auch	ADV	auch
bei	APPR	bei
Déjeunés	NN	Déjeunés
,	$,	,
wobei	PWAV	wobei
noch	ADV	noch
gebäthes	NE	gebäthes
Brod	NE	Brod
wie	KOKOM	wie
bei	APPR	bei
Chocolade	NN	Chocolade
gegeben	VVPP	geben
wird	VAFIN	werden
.	$.	.
Nr.	NN	Nr.
6	CARD	@card@
.	$.	.
Trockene	ADJA	trocken
Fleischbrühe	NN	Fleischbrühe
oder	KON	oder
Bouillon	NN	Bouillon
=	$(	=
Tafeln	NN	Tafel
.	$.	.
12	CARD	@card@
Pfund	NN	Pfund
Rindfleisch	NN	Rindfleisch
,	$,	,
ebensoviel	ADV	ebensoviel
Kalbfleisch	NN	Kalbfleisch
und	KON	und
2	CARD	@card@
alte	ADJA	alt
Hühner	NN	Huhn
nebst	APPR	nebst
6	CARD	@card@
Kalbfüßen	NN	Kalbfüßen
kommen	VVFIN	kommen
in	APPR	in
einen	ART	eine
Kessel	NN	Kessel
und	KON	und
werden	VAFIN	werden
mit	APPR	mit
50	CARD	@card@
Schoppen	NN	Schoppen
Wasser	NN	Wasser
ins	APPRART	in+die
Kochen	NN	Kochen
gebracht	VVPP	bringen
und	KON	und
sehr	ADV	sehr
sorgfältig	ADJD	sorgfältig
abgeschäumt	VVPP	abgeschäumt
.	$.	.
Man	PIS	man
lasse	VVFIN	lassen
solches	PIAT	solche
5	CARD	@card@
bis	KON	bis
6	CARD	@card@
Stunden	NN	Stunde|Stunden
anhaltend	ADJD	anhaltend
kochen	VVINF	kochen
,	$,	,
die	ART	die
Brühe	NN	Brühe
durch	APPR	durch
ein	ART	eine
reines	ADJA	rein
Tuch	NN	Tuch
in	APPR	in
ein	ART	eine
anderes	PIAT	andere
Geschirr	NN	Geschirr
laufen	VVFIN	laufen
,	$,	,
das	ART	die
Fett	NN	Fett
abnehmen	VVINF	abnehmen
und	KON	und
über	APPR	über
Nacht	NN	Nacht
kalt	ADJD	kalt
werden	VAFIN	werden
.	$.	.
Am	APPRART	an+die
andern	PIS	andere
Morgen	NN	Morgen
läßt	VVFIN	lassen
man	PIS	man
die	ART	die
Brühe	NN	Brühe
noch	ADV	noch
ein	ART	eine
Mal	NN	Mal
durch	APPR	durch
ein	ART	eine
reines	ADJA	rein
Tuch	NN	Tuch
laufen	VVINF	laufen
,	$,	,
damit	KOUS	damit
der	ART	die
Satz	NN	Satz
,	$,	,
welcher	PRELS	welche
sich	PRF	sich
in	APPR	in
der	ART	die
Casserolle	NN	Casserolle
am	APPRART	an+die
Boden	NN	Boden
gebildet	VVPP	bilden
hat	VAFIN	haben
,	$,	,
zurückbleibt	VVFIN	zurückbleiben
.	$.	.
Die	ART	die
Casserolle	NN	Casserolle
wird	VAFIN	werden
nun	ADV	nun
auf	APPR	auf
starkes	ADJA	stark
Feuer	NN	Feuer
gebracht	VVPP	bringen
,	$,	,
und	KON	und
alles	PIS	alle
so	ADV	so
schnell	ADJD	schnell
wie	KOKOM	wie
möglich	ADJD	möglich
eingekocht	VVPP	einkochen
;	$.	;
der	ART	die
aufsteigende	ADJA	aufsteigend
Schaum	NN	Schaum
wird	VAFIN	werden
sauber	ADJD	sauber
abgenommen	VVPP	abnehmen
;	$.	;
wenn	KOUS	wenn
die	ART	die
Brühe	NN	Brühe
anfängt	VVFIN	anfangen
sich	PRF	sich
zu	PTKZU	zu
verdicken	VVINF	verdicken
,	$,	,
so	ADV	so
muß	VMFIN	müssen
mit	APPR	mit
einem	ART	eine
Kochlöffel	NN	Kochlöffel
anhaltend	ADJD	anhaltend
fest	ADJD	fest
am	APPRART	an+die
Boden	NN	Boden
aufgerührt	VVPP	aufrühren
werden	VAINF	werden
,	$,	,
um	APPR	um
das	PRELS	die
Anbrennen	VVINF	anbrennen
zu	PTKZU	zu
verhüten	VVINF	verhüten
,	$,	,
bis	KOUS	bis
die	ART	die
Glace	NN	Glace
sich	PRF	sich
vom	APPRART	von+die
Löffel	NN	Löffel
in	APPR	in
dicken	ADJA	dick
Fäden	NN	Faden
aufziehen	VVINF	aufziehen
läßt	VVFIN	lassen
;	$.	;
dann	ADV	dann
wird	VAFIN	werden
sie	PPER	sie
in	APPR	in
ein	ART	eine
reines	ADJA	rein
anderes	PIAT	andere
Geschirr	NN	Geschirr
geleert	VVPP	leeren
und	KON	und
darin	PAV	darin
abgekühlt	VVPP	abkühlen
.	$.	.
Beim	APPRART	bei+die
Aufbewahren	NN	Aufbewahren
muß	VMFIN	müssen
man	PIS	man
sie	PPER	sie
in	APPR	in
eine	ART	eine
Chocolade	NN	Chocolade
=	$(	=
Form	FM	Form
gießen	VVINF	gießen
,	$,	,
nach	APPR	nach
dem	ART	die
Erkalten	NN	Erkalten
in	APPR	in
freier	ADJA	frei
Luft	NN	Luft
trocknen	VVFIN	trocknen
.	$.	.
Nr.	NN	Nr.
7	CARD	@card@
.	$.	.
Schildkröten	NN	Schildkröte
=	$(	=
Suppe	NN	Suppe
.	$.	.
Nachdem	KOUS	nachdem
man	PIS	man
die	ART	die
Schildkröte	NN	Schildkröte
aus	APPR	aus
der	ART	die
Schale	NN	Schale
gebracht	VVPP	bringen
hat	VAFIN	haben
,	$,	,
muß	VMFIN	müssen
sie	PPER	sie
einige	PIAT	einige
Stunden	NN	Stunde|Stunden
ins	APPRART	in+die
Wasser	NN	Wasser
gelegt	VVPP	legen
werden	VAINF	werden
.	$.	.
Blanchire	NN	Blanchire
alles	PIS	alle
ab	PTKVZ	ab
,	$,	,
eben	ADV	eben
sowohl	KON	sowohl
Schale	NN	Schale
wie	KOKOM	wie
Fleisch	NN	Fleisch
,	$,	,
lasse	VVFIN	lassen
das	ART	die
Wasser	NN	Wasser
abrinnen	ADJD	abrinnen
,	$,	,
setze	VVFIN	setzen
es	PPER	es
dann	ADV	dann
in	APPR	in
einen	ART	eine
Kessel	NN	Kessel
,	$,	,
gieße	VVFIN	gießen
Jus	NN	Jus
und	KON	und
Fleischbrühe	NN	Fleischbrühe
daran	PAV	daran
,	$,	,
eine	ART	eine
Hand	NN	Hand
voll	ADJD	voll
Thymian	NN	Thymian
,	$,	,
Majoran	NN	Majoran
,	$,	,
Salbei	NN	Salbei
,	$,	,
Sardellen	NN	Sardelle
,	$,	,
Champignon	NN	Champignon
,	$,	,
2	CARD	@card@
Gelberüben	NN	Gelberüben
,	$,	,
4	CARD	@card@
Selleriewurzeln	NN	Selleriewurzeln
,	$,	,
4	CARD	@card@
Zwiebeln	NN	Zwiebel
,	$,	,
einigen	PIAT	einige
Knoblauch	NN	Knoblauch
,	$,	,
Petersilienwurzel	NN	Petersilienwurzel
,	$,	,
4	CARD	@card@
Lorbeerblätter	NN	Lorbeerblatt
,	$,	,
weißen	ADJA	weiß
Pfeffer	NN	Pfeffer
,	$,	,
etwas	PIAT	etwas
Näglein	NN	Näglein
;	$.	;
lasse	VVFIN	lassen
das	PDS	die
stark	ADJD	stark
2	CARD	@card@
Stunden	NN	Stunde|Stunden
lang	ADJD	lang
kochen	VVINF	kochen
;	$.	;
wenn	KOUS	wenn
das	ART	die
Fleisch	NN	Fleisch
gar	ADV	gar
ist	VAFIN	sein
,	$,	,
wird	VAFIN	werden
es	PPER	es
herausgenommen	VVPP	herausnehmen
,	$,	,
die	ART	die
Knochen	NN	Knochen
werden	VAFIN	werden
davon	PAV	davon
gemacht	VVPP	machen
und	KON	und
auf	APPR	auf
Porzellain	NN	Porzellain
=P	NN	=P
latten	NN	Latte
gelegt	VVPP	legen
zum	APPRART	zu+die
Erkalten	NN	Erkalten
.	$.	.
