Dresdner	NN	Dresdner
;	$.	;
Kreishauptmannschaft	NN	Kreishauptmannschaft
Leipzig	NE	Leipzig
50	CARD	@card@
.	$.	.
(	$(	(
Amtshauptmannschaft	ADJA	Amtshauptmannschaft
Vorna	NN	Vorna
6	CARD	@card@
,	$,	,
Amtshauptmannschaft	NN	Amtshauptmannschaft
Döbeln	NN	Döbeln
12	CARD	@card@
,	$,	,
Amtshauptmannschaft	NN	Amtshauptmannschaft
Grimma	NN	Grimma
5	CARD	@card@
,	$,	,
Stadt	NN	Stadt
Leipzig	NE	Leipzig
2	CARD	@card@
,	$,	,
Amtshauptmannschaft	NN	Amtshauptmannschaft
Leipzig	NE	Leipzig
4	CARD	@card@
,	$,	,
Amtshauptmannschaft	NN	Amtshauptmannschaft
Oschatz	NN	Oschatz
1	CARD	@card@
,	$,	,
Amtshauptmannschaft	NN	Amtshauptmannschaft
Rochlitz	NE	Rochlitz
20	CARD	@card@
)	$(	)
;	$.	;
Kreishauptmannschaft	NN	Kreishauptmannschaft
Zwidau	NN	Zwidau
77	CARD	@card@
.	$.	.
(	$(	(
Amtshauptmannschaft	ADJA	Amtshauptmannschaft
Annaberg	NN	Annaberg
6	CARD	@card@
,	$,	,
Amtshauptmannschaft	NN	Amtshauptmannschaft
Chemnitz	NE	Chemnitz
8	CARD	@card@
,	$,	,
Amtshauptmannschaft	NN	Amtshauptmannschaft
Flöha	NN	Flöha
5	CARD	@card@
,	$,	,
Amtshauptmannschaft	NN	Amtshauptmannschaft
Glauchau	NN	Glauchau
9	CARD	@card@
,	$,	,
Amtshauptmannschaft	NN	Amtshauptmannschaft
Marlenberg	NN	Marlenberg
6	CARD	@card@
,	$,	,
Amtshauptmannschaft	NN	Amtshauptmannschaft
Ölnitz	NN	Ölnitz
4	CARD	@card@
,	$,	,
Amtshauptmannschaft	NN	Amtshauptmannschaft
Plauen	NE	Plauen
9	CARD	@card@
,	$,	,
Amtshauptmannschaft	NN	Amtshauptmannschaft
Schwarzenberg	NE	Schwarzenberg
15	CARD	@card@
,	$,	,
Amtshauptmannschaft	NN	Amtshauptmannschaft
Zwickau	NE	Zwickau
13	CARD	@card@
)	$(	)
.	$.	.
Im	APPRART	in+die
Monat	NN	Monat
Juli	NN	Juli
vorigen	ADJA	vorig
Jahres	NN	Jahr
war	VAFIN	sein
es	PPER	es
der	ART	die
amtshauptmannschaftliche	ADJA	amtshauptmannschaftliche
Bezirk	NN	Bezirk
Rochlitz	NE	Rochlitz
,	$,	,
der	PRELS	die
am	APPRART	an+die
häufigsten	ADJA	häufig
und	KON	und
zwar	ADV	zwar
von	APPR	von
20	CARD	@card@
Blitzschlägen	NN	Blitzschlag
heimgesucht	VVPP	heimsuchen
worden	VAPP	werden
war	VAFIN	sein
.	$.	.
Ist	VAFIN	sein
übrigens	ADV	übrigens
im	APPRART	in+die
ganzen	ADJA	ganz
Jahre	NN	Jahr
1885	CARD	@card@
die	ART	die
vorher	ADV	vorher
unerreicht	ADJD	unerreicht
gebliebene	ADJA	geblieben
Zahl	NN	Zahl
von	APPR	von
407	CARD	@card@
Blitzschlägen	NN	Blitzschlag
zu	PTKZU	zu
verzeichnen	VVINF	verzeichnen
gewesen	VAPP	sein
,	$,	,
so	ADV	so
ist	VAFIN	sein
dieselbe	PDS	dieselbe
im	APPRART	in+die
laufenden	ADJA	laufend
Jahre	NN	Jahr
bereits	ADV	bereits
jetzt	ADV	jetzt
um	APPR	um
59	CARD	@card@
überstiegen	VVPP	übersteigen
.	$.	.
Aus	APPR	aus
dem	ART	die
Polizeiberichte	NN	Polizeibericht
.	$.	.
Heute	ADV	heute
morgen	ADV	morgen
wurden	VAFIN	werden
in	APPR	in
der	ART	die
Nähe	NN	Nähe
der	ART	die
Vogelwiese	NN	Vogelwiese
abermals	ADV	abermals
12	CARD	@card@
Personen	NN	Person
im	APPRART	in+die
Freien	NN	Freie
schlafend	ADJD	schlafend
betroffen	VVPP	betreffen
und	KON	und
als	KOKOM	als
obdach	NN	Obdach
=	$(	=
und	KON	und
legitimationslos	ADJD	legitimationslos
in	APPR	in
Haft	NN	Haft
genommen	VVPP	nehmen
.	$.	.
–	$(	-
Auf	APPR	auf
der	ART	die
Vogelwiese	NN	Vogelwiese
sind	VAFIN	sein
gestern	ADV	gestern
auch	ADV	auch
wieder	ADV	wieder
verschiedene	ADJA	verschieden
Taschendiebstähle	NN	Taschendiebstahl
vorgekommen	VVPP	vorkommen
.	$.	.
–	$(	-
Vor	APPR	vor
einigen	PIAT	einige
Tagen	NN	Tag
sind	VAFIN	sein
hier	ADV	hier
ein	ART	eine
Handarbeiter	NN	Handarbeiter
Kleinstück	NN	Kleinstück
und	KON	und
dessen	PDAT	die
Sohn	NN	Sohn
wegen	APPR	wegen
ansehnlicher	ADJA	ansehnlich
Betrügereien	NN	Betrügerei
bez.	ADJA	bez.
Beihilfe	NN	Beihilfe
dazu	PAV	dazu
in	APPR	in
Haft	NN	Haft
zu	PTKZU	zu
nehmen	VVINF	nehmen
gewesen	VAPP	sein
.	$.	.
Die	ART	die
beiden	PIS	beide
haben	VAFIN	haben
bei	APPR	bei
verschiedenen	ADJA	verschieden
Fabrikanten	NN	Fabrikant
erhebliche	ADJA	erheblich
Posten	NN	Posten
Cigarren	VVFIN	Cigarren
unter	APPR	unter
falschen	ADJA	falsch
Vorspiegelungen	NN	Vorspiegelungen
auf	APPR	auf
Kredit	NN	Kredit
entnommen	VVPP	entnehmen
und	KON	und
dieselben	PDAT	dieselb
alsbald	ADV	alsbald
wieder	ADV	wieder
zu	APPR	zu
Spottpreisen	NN	Spottpreis
verkauft	VVPP	verkaufen
,	$,	,
das	ART	die
erhaltene	ADJA	erhalten
Geld	NN	Geld
aber	ADV	aber
in	APPR	in
unmäßiger	ADJA	unmäßig
Weise	NN	Weise
verbraucht	VVPP	verbrauchen
.	$.	.
Vermutet	VVPP	vermuten
wird	VAFIN	werden
,	$,	,
daß	KOUS	dass
außer	APPR	außer
den	ART	die
bisher	ADV	bisher
bekannten	ADJA	bekannt
Personen	NN	Person
noch	ADV	noch
andere	PIAT	andere
Geschädigte	NN	Geschädigte
,	$,	,
welche	PRELS	welche
Anzeige	NN	Anzeige
bisher	ADV	bisher
nicht	PTKNEG	nicht
erstattet	VVPP	erstatten
haben	VAFIN	haben
,	$,	,
vorhanden	ADJD	vorhanden
sind	VAFIN	sein
.	$.	.
–	$(	-
Auf	APPR	auf
einem	ART	eine
Wege	NN	Weg
hinter	APPR	hinter
der	ART	die
Tolkewitzerstraße	NN	Tolkewitzerstraße
wurde	VAFIN	werden
gestern	ADV	gestern
ein	ART	eine
7	ADJA	@card@
Jahre	NN	Jahr
alter	ADJA	alt
Knabe	NN	Knabe
von	APPR	von
einem	ART	eine
Hunde	NN	Hund
angefallen	VVPP	anfallen
.	$.	.
Das	ART	die
Tier	NN	Tier
zerriß	VVFIN	zerreißen
dem	ART	die
Kinde	NN	Kind
,	$,	,
das	PRELS	die
überaus	ADV	überaus
erschrocken	VVPP	erschrecken
war	VAFIN	sein
,	$,	,
die	ART	die
Hose	NN	Hose
und	KON	und
einen	ART	eine
Stiefel	NN	Stiefel
,	$,	,
auch	ADV	auch
sah	VVFIN	sehen
man	PIS	man
am	APPRART	an+die
Bein	NN	Bein
blaue	ADJA	blau
Flecke	NN	Fleck
.	$.	.
Der	ART	die
Eigentümer	NN	Eigentümer
des	ART	die
Hundes	NN	Hund
ist	VAFIN	sein
ermittelt	VVPP	ermitteln
.	$.	.
–	$(	-
Auf	APPR	auf
der	ART	die
Leipzigerstraße	NN	Leipzigerstraße
wurden	VAFIN	werden
gestern	ADV	gestern
nach	APPR	nach
mittags	ADV	mittags
aus	APZR	aus
nicht	PTKNEG	nicht
ermittelter	ADJA	ermittelt
Ursache	NN	Ursache
zwei	CARD	zwei
vor	APPR	vor
einen	ART	eine
Rollwagen	NN	Rollwagen
gespannte	ADJA	gespannt
Pferde	NN	Pferd
scheu	ADJD	scheu
und	KON	und
gingen	VVFIN	gehen
nach	APPR	nach
der	ART	die
Stadt	NN	Stadt
zu	APPR	zu
durch	PTKVZ	durch
.	$.	.
Das	ART	die
eine	PIS	eine
lief	VVFIN	laufen
unverzüglich	ADJD	unverzüglich
in	APPR	in
seien	VAFIN	sein
Stall	NN	Stall
,	$,	,
das	PRELS	die
andere	PIS	andere
wurde	VAFIN	werden
noch	ADV	noch
am	APPRART	an+die
Leipziger	ADJA	Leipziger
Bahnhofe	NN	Bahnhof
ein	PTKVZ	ein
gefangen	PTKVZ	gefangen
.	$.	.
Auf	APPR	auf
dem	ART	die
Wagen	NN	Wagen
saß	VVFIN	sitzen
ein	ART	eine
7	ADJA	@card@
Jahre	NN	Jahr
alter	ADJA	alt
Knabe	NN	Knabe
–	$(	-
der	ART	die
Vater	NN	Vater
desselben	PDS	derselbe
hatte	VAFIN	haben
das	ART	die
Geschirr	NN	Geschirr
einer	ART	eine
Verrichtung	NN	Verrichtung
halber	APPO	halber
auf	APPR	auf
einige	PIAT	einige
Minuten	NN	Minute
verlassen	VVINF	verlassen
–	$(	-
welche	PRELS	welche
herabgeschleudert	VVPP	herabgeschleudert
wurde	VAFIN	werden
und	KON	und
besinnungslos	ADJD	besinnungslos
auf	APPR	auf
der	ART	die
Straße	NN	Straße
liegen	VVINF	liegen
blieb	VVFIN	bleiben
.	$.	.
Doch	ADV	doch
hat	VAFIN	haben
das	ART	die
Kind	NN	Kind
erhabliche	ADJA	erhabliche
Verletzungen	NN	Verletzung
nicht	PTKNEG	nicht
davon	PAV	davon
getragen	VVPP	tragen
.	$.	.
–	$(	-
Im	APPRART	in+die
Lokale	NN	Lokal
des	ART	die
sächlischen	ADJA	sächlischen
Kunstvereins	NN	Kunstverein
im	APPRART	in+die
Brühlschen	ADJA	Brühlschen
Palis	NN	Palis
,	$,	,
Augustustraß	NN	Augustustraß
(	$(	(
geöffnet	ADJD	geöffnet
Sonntags	NE	Sonntag
von	APPR	von
11	CARD	@card@
bis	KON	bis
3	CARD	@card@
,	$,	,
Donnerstags	NN	Donnerstag
von	APPR	von
10	CARD	@card@
bis	KON	bis
1	CARD	@card@
,	$,	,
an	APPR	an
den	ART	die
Wochentagen	NN	Wochentag
von	APPR	von
10	CARD	@card@
bis	KON	bis
4	CARD	@card@
Uhr	NN	Uhr
)	$(	)
sind	VAFIN	sein
ferner	ADJD	fern
neu	ADJD	neu
aufgestellt	VVPP	aufstellen
:	$.	:
1	CARD	@card@
.	$.	.
Ölgemälde	NN	Ölgemälde
.	$.	.
Genrebild	NN	Genrebild
von	APPR	von
Lisbeth	NE	Lisbeth
v.	APPR	von
Suchodolska	NN	Suchodolska
(	$(	(
München	NE	München
)	$(	)
;	$.	;
Landschaften	NN	Landschaft
von	APPR	von
†	NN	†
Hermsdorf	NE	Hermsdorf
(	$(	(
Dresden	NE	Dresden
)	$(	)
,	$,	,
Jentzsch	NE	Jentzsch
(	$(	(
Löbtau	NN	Löbtau
b.	APPRART	bei+die
Dr.	NN	Dr.
)	$(	)
,	$,	,
Langko	NN	Langko
(	$(	(
München	NE	München
)	$(	)
,	$,	,
Reinhardt	NE	Reinhardt
und	KON	und
Berta	NE	Berta
Schrader	NN	Schrader
(	$(	(
Dresden	NE	Dresden
)	$(	)
.	$.	.
–	$(	-
II	CARD	II
.	$.	.
Aquarelle	NN	Aquarell
,	$,	,
Zeichnungen	NN	Zeichnung
etc.	ADV	etc.
„	$(	„
Ein	ART	eine
Totentanz	NN	Totentanz
"	$(	"
,	$,	,
Cyklus	NN	Cyklus
von	APPR	von
Ermisch	NE	Ermisch
(	$(	(
Dresden	NE	Dresden
)	$(	)
;	$.	;
Studienskopf	NN	Studienskopf
,	$,	,
Pastellgemälde	NN	Pastellgemälde
von	APPR	von
Ritscher	NE	Ritscher
(	$(	(
Strahlen	NN	Strahl|Strahlen
b.	APPRART	bei+die
Dr.	NN	Dr.
)	$(	)
;	$.	;
4	CARD	@card@
Landschaften	NN	Landschaft
und	KON	und
44	CARD	@card@
landschaftliche	ADJA	landschaftlich
und	KON	und
architektonische	ADJA	architektonisch
Studiert	VVFIN	studieren
von	APPR	von
Ebgar	NE	Ebgar
Meyer	NE	Meyer
(	$(	(
Rom	NE	Rom
)	$(	)
,	$,	,
5	ADV	@card@
desgleichen	ADV	desgleichen
von	APPR	von
Günther	NE	Günther
=	$(	=
Naumburg	NE	Naumburg
(	$(	(
Berlin	NE	Berlin
)	$(	)
;	$.	;
3	CARD	@card@
Bl.	NE	Bl.
Architekturbilder	NN	Architekturbilder
,	$,	,
Tuschezeichnungen	NN	Tuschezeichnung
von	APPR	von
Reinhardt	NE	Reinhardt
(	$(	(
Dresden	NE	Dresden
)	$(	)
.	$.	.
*	XY	*
Wohl	NN	Wohl
dem	ART	die
größten	ADJA	groß
Teile	NN	Teil
der	ART	die
Dresdner	NN	Dresdner
Einwohner	NN	Einwohner
wird	VAFIN	werden
ein	ART	eine
glänzendes	ADJA	glänzend
Meteor	NN	Meteor
entgangen	VVPP	entgehen
sein	VAINF	sein
,	$,	,
welches	PWAT	welche
gestern	ADV	gestern
abend	ADV	abend
gegen	APPR	gegen
3/4	CARD	@card@
10	CARD	@card@
Uhr	NN	Uhr
ungefähr	ADJD	ungefähr
in	APPR	in
der	ART	die
Richtung	NN	Richtung
über	APPR	über
das	ART	die
Dorf	NN	Dorf
Briefnitz	NN	Briefnitz
am	APPRART	an+die
westlichen	ADJA	westlich
Himmel	NN	Himmel
anscheinend	ADJD	anscheinend
von	APPR	von
Nordwest	NN	Nordwest
nach	APPR	nach
Südost	NN	Südost
am	APPRART	an+die
Himmel	NN	Himmel
sich	PRF	sich
hinderwegend	ADJD	hinderwegend
von	APPR	von
den	ART	die
Räcknitzer	NN	Räcknitzer
Höhen	NN	Höhe
aus	APPR	aus
von	APPR	von
einer	ART	eine
Anzahl	NN	Anzahl
von	APPR	von
Personen	NN	Person
außer	APPR	außer
dem	ART	die
Schreiber	NN	Schreiber
dieses	PDAT	dies
beobachtet	VVPP	beobachten
wurde	VAFIN	werden
.	$.	.
Dasselbe	PDS	dasselbe
erschien	VVFIN	erscheinen
als	KOKOM	als
hellleuchtender	ADJD	hellleuchtender
bläulich	ADJD	bläulich
funkelnder	ADJA	funkelnd
Ball	NN	Ball
in	APPR	in
der	ART	die
Größe	NN	Größe
einer	ART	eine
Billardkugel	NN	Billardkugel
,	$,	,
bewegte	VVFIN	bewegen
sich	PRF	sich
ziemlich	ADV	ziemlich
langsam	ADJD	langsam
,	$,	,
versprang	VVFIN	versprang
während	APPR	während
des	ART	die
Flugs	NN	Flug
und	KON	und
hinterließ	VVFIN	hinterlassen
einen	ART	eine
am	APPRART	an+die
Nachthimmel	NN	Nachthimmel
scharf	ADJD	scharf
abgegrenzten	ADJA	abgegrenzt
phosphoreszierende	ADJA	phosphoreszierend
und	KON	und
mindestens	ADV	mindestens
10	CARD	@card@
Sekunden	NN	Sekunde
sichtbaren	ADJA	sichtbar
in	APPR	in
der	ART	die
Richtung	NN	Richtung
des	ART	die
Falles	NN	Fall
verlaufenden	ADJA	verlaufend
Strich	NN	Strich
der	ART	die
Flugbahn	NN	Flugbahn
.	$.	.
–	$(	-
Die	ART	die
Siouxindianer	NN	Siouxindianer
im	APPRART	in+die
Zoologischen	ADJA	zoologisch
Garten	NN	Garten
fügten	VVFIN	fügen
ihrem	PPOSAT	ihr
abwechselndem	ADJA	abwechselndem
Programm	NN	Programm
einige	PIAT	einige
neue	ADJA	neu
interessante	ADJA	interessant
Nummern	NN	Nummer
bei	PTKVZ	bei
:	$.	:
den	ART	die
„	$(	„
Mädchenraub	NN	Mädchenraub
"	$(	"
und	KON	und
das	ART	die
„	$(	„
Weitschießen	NN	Weitschießen
"	$(	"
mit	APPR	mit
dem	ART	die
Pfeil	NN	Pfeil
und	KON	und
Bogen	NN	Bogen
.	$.	.
Berittene	ADJA	beritten
Cowboys	NN	Cowboy
und	KON	und
Indianer	NN	Indianer
überfallen	VVFIN	überfallen
einander	PRF	einander
;	$.	;
eine	ART	eine
junge	ADJA	jung
ebenfalls	ADV	ebenfalls
berittene	ADJA	beritten
Mexikanerin	NN	Mexikanerin
wird	VAFIN	werden
von	APPR	von
den	ART	die
Rothäuten	NN	Rothaut
nach	APPR	nach
heißem	ADJA	heiß
Kampfe	NN	Kampf
als	KOKOM	als
Gefangene	NN	Gefangene
ins	APPRART	in+die
Lager	NN	Lager
geschleppt	VVPP	schleppen
und	KON	und
an	APPR	an
den	ART	die
Marterpfahl	NN	Marterpfahl
gebunden	VVPP	binden
,	$,	,
einem	ART	eine
qualvollen	ADJA	qualvoll
aber	KON	aber
sicherem	ADJA	sicher
Tode	NN	Tod
entgegenzugehen	VVIZU	entgegengehen
.	$.	.
Schon	ADV	schon
umspringen	VVFIN	umspringen
sie	PPER	sie
die	ART	die
Sioux	NN	Sioux
im	APPRART	in+die
wilden	ADJA	wild
Skalptanz	NN	Skalptanz
,	$,	,
da	ADV	da
nahen	VVFIN	nahen
im	APPRART	in+die
entscheidenden	ADJA	entscheidend
Momente	NN	Moment
ihre	PPOSAT	ihr
Retter	NN	Retter
,	$,	,
durch	APPR	durch
welche	PRELS	welche
sie	PPER	sie
nach	APPR	nach
blutigem	ADJA	blutig
Kampfe	NN	Kampf
befreit	VVPP	befreien
wird	VAFIN	werden
.	$.	.
Eine	ART	eine
fesselnde	ADJA	fesselnd
Scene	NN	Scene
aus	APPR	aus
der	ART	die
blutigen	ADJA	blutig
Romantik	NN	Romantik
des	ART	die
Prairielebens	NN	Prairielebens
Nordamerikas	NE	Nordamerika
.	$.	.
Xampanaspaya	ADJD	Xampanaspaya
der	ART	die
„	$(	„
nasse	ADJA	nass
Mocassin	NN	Mocassin
"	$(	"
welcher	PWS	welche
sich	PRF	sich
ebenso	ADV	ebenso
als	KOKOM	als
kühner	ADJA	kühn
Reiter	NN	Reiter
wie	KOKOM	wie
als	KOUS	als
sicherer	ADJA	sicher
Lassowerfer	NN	Lassowerfer
auszeichnet	VVFIN	auszeichnen
,	$,	,
führt	VVFIN	führen
sich	PRF	sich
in	APPR	in
der	ART	die
neuen	ADJA	neu
Nummer	NN	Nummer
des	ART	die
Programms	NN	Programm
auch	ADV	auch
als	KOKOM	als
gleich	ADJD	gleich
trefflicher	ADJA	trefflich
Schütze	NN	Schütze
vor	PTKVZ	vor
.	$.	.
Am	APPRART	an+die
Raubtierhaus	NN	Raubtierhaus
sich	PRF	sich
aufftellend	ADJD	aufftellend
,	$,	,
weiß	VVFIN	wissen
er	PPER	er
jene	PDS	jen
etwa	ADV	etwa
150	CARD	@card@
bis	KON	bis
180	CARD	@card@
m	NN	m
entfernte	ADJA	entfernt
Scheibe	NN	Scheibe
im	APPRART	in+die
flachen	ADJA	flach
Bogenschuß	NN	Bogenschuss
,	$,	,
gelichsam	ADJD	gelichsam
über	APPR	über
die	ART	die
Häupter	NN	Haupt
der	ART	die
Zuschauer	NN	Zuschauer
