Erster	ADJA	erst
oder	KON	oder
die	ART	die
Stellvertretung	NN	Stellvertretung
eines	ART	eine
solchen	PIAT	solche
nicht	PTKNEG	nicht
übertragen	VVPP	übertragen
werden	VAINF	werden
.	$.	.
§	NN	§
.	$.	.
4	CARD	@card@
.	$.	.
Jn	NE	Jn
den	ART	die
Standesamtsbezirken	NN	Standesamtsbezirken
,	$,	,
welche	PRELS	welche
den	ART	die
Bezirk	NN	Bezirk
einer	ART	eine
Gemeinde	NN	Gemeinde
nicht	PTKNEG	nicht
überschreiten	VVFIN	überschreiten
,	$,	,
hat	VAFIN	haben
der	ART	die
Vorsteher	NN	Vorsteher
der	ART	die
Gemeinde	NN	Gemeinde
(	$(	(
Bürgermeister	NN	Bürgermeister
,	$,	,
Schultheiß	NN	Schultheiß
,	$,	,
Ortsvorsteher	NN	Ortsvorsteher
oder	KON	oder
deren	PDAT	die
gesetzlicher	ADJA	gesetzlich
Stellvertreter	NN	Stellvertreter
)	$(	)
die	ART	die
Geschäfte	NN	Geschäft
des	ART	die
Standesbeamten	NN	Standesbeamte
wahrzunehmen	VVIZU	wahrnehmen
,	$,	,
sofern	KOUS	sofern
durch	APPR	durch
die	ART	die
höhere	ADJA	hoch
Verwaltungsbehörde	NN	Verwaltungsbehörde
nicht	PTKNEG	nicht
ein	ART	eine
besonderer	ADJA	besonder
Beamter	NN	Beamter
für	APPR	für
dieselben	PDS	dieselbe
bestellt	VVPP	bestellen
ist	VAFIN	sein
.	$.	.
Der	ART	die
Vorsteher	NN	Vorsteher
ist	VAFIN	sein
jedoch	ADV	jedoch
befugt	VVPP	befugen
,	$,	,
diese	PDAT	dies
Geschäfte	NN	Geschäft
mit	APPR	mit
Genehmigung	NN	Genehmigung
der	ART	die
höheren	ADJA	hoch
Verwaltungsbehörde	NN	Verwaltungsbehörde
anderen	PIAT	andere
Gemeindebeamten	NN	Gemeindebeamte
widerruflich	ADJD	widerruflich
zu	PTKZU	zu
übertragen	VVINF	übertragen
.	$.	.
Die	ART	die
Gemeindebehörde	NN	Gemeindebehörde
kann	VMFIN	können
die	ART	die
Anstellung	NN	Anstellung
besonderer	ADJA	besonder
Standesbeamten	NN	Standesbeamte
beschließen	VVINF	beschließen
.	$.	.
Die	ART	die
Ernennung	NN	Ernennung
der	ART	die
Standesbeamten	NN	Standesbeamte
erfolgt	VVFIN	erfolgen
in	APPR	in
diesem	PDAT	dies
Falle	NN	Falle
durch	APPR	durch
den	ART	die
Gemeindevorstand	NN	Gemeindevorstand
unter	APPR	unter
Genehmigung	NN	Genehmigung
der	ART	die
höheren	ADJA	hoch
Verwaltungsbehörde	NN	Verwaltungsbehörde
.	$.	.
Jn	NE	Jn
der	ART	die
gleichen	ADJA	gleich
Weise	NN	Weise
erfolgt	VVFIN	erfolgen
die	ART	die
Bestellung	NN	Bestellung
der	ART	die
Stellvertreter	NN	Stellvertreter
.	$.	.
Die	ART	die
durch	APPR	durch
den	ART	die
Gemeindevorstand	NN	Gemeindevorstand
ernannten	VVFIN	ernennen
besonderen	ADJA	besonder
Standesbeamten	NN	Standesbeamte
und	KON	und
deren	PDAT	die
Stellvertreter	NN	Stellvertreter
sind	VAFIN	sein
Gemeindebeamte	NN	Gemeindebeamte
.	$.	.
§	NN	§
.	$.	.
5	CARD	@card@
.	$.	.
Die	ART	die
durch	APPR	durch
die	ART	die
höhere	ADJA	hoch
Verwaltungsbehörde	NN	Verwaltungsbehörde
erfolgte	ADJA	erfolgt
Bestellung	NN	Bestellung
und	KON	und
Genehmigung	NN	Genehmigung
zur	APPRART	zu+die
Bestellung	NN	Bestellung
ist	VAFIN	sein
jederzeit	ADV	jederzeit
widerruflich	ADJD	widerruflich
.	$.	.
§	NN	§
.	$.	.
6	CARD	@card@
.	$.	.
Jst	NN	Jst
ein	ART	eine
Standesamtsbezirk	NN	Standesamtsbezirk
aus	APPR	aus
mehreren	PIAT	mehrere
Gemeinden	NN	Gemeinde
gebildet	VVPP	bilden
,	$,	,
so	ADV	so
werden	VAFIN	werden
der	ART	die
Standesbeamte	NN	Standesbeamte
und	KON	und
dessen	PDAT	die
Stellvertreter	NN	Stellvertreter
stets	ADV	stets
von	APPR	von
der	ART	die
höheren	ADJA	hoch
Verwaltungsbehörde	NN	Verwaltungsbehörde
bestellt	VVPP	bestellen
.	$.	.
Ein	ART	eine
jeder	PIAT	jede
Vorsteher	NN	Vorsteher
oder	KON	oder
andere	PIS	andere
Beamte	NN	Beamter
einer	PIS	eine
dieser	PDAT	dies
Gemeinden	NN	Gemeinde
ist	VAFIN	sein
verpflichtet	VVPP	verpflichten
,	$,	,
das	ART	die
Amt	NN	Amt
des	ART	die
Standesbeamten	NN	Standesbeamte
oder	KON	oder
des	ART	die
Stellvertreters	NN	Stellvertreter
zu	PTKZU	zu
übernehmen	VVINF	übernehmen
.	$.	.
Die	ART	die
landesgesetzlichen	ADJA	landesgesetzlich
Vorschriften	NN	Vorschrift
,	$,	,
nach	APPR	nach
welchen	PRELS	welche
den	ART	die
Vorstehern	NN	Vorsteher
der	ART	die
aus	APPR	aus
mehreren	PIAT	mehrere
Gemeinden	NN	Gemeinde
gebildeten	ADJA	gebildet
Verbände	NN	Verband
die	ART	die
gleiche	ADJA	gleich
Verpflichtung	NN	Verpflichtung
obliegt	VVFIN	obliegen
,	$,	,
werden	VAFIN	werden
hierdurch	PAV	hierdurch
nicht	PTKNEG	nicht
berührt	VVPP	berühren
.	$.	.
§	NN	§
.	$.	.
7	CARD	@card@
.	$.	.
Die	ART	die
etwa	ADV	etwa
erforderliche	ADJA	erforderlich
Entschädigung	NN	Entschädigung
der	ART	die
nach	APPR	nach
§	NN	§
.	$.	.
4	CARD	@card@
von	APPR	von
den	ART	die
Gemeinden	NN	Gemeinde
bestellten	ADJA	bestellt
Standesbeamten	NN	Standesbeamte
fällt	VVFIN	fallen|fällen
der	ART	die
Gemeinde	NN	Gemeinde
zur	APPRART	zu+die
Last	NN	Last
.	$.	.
Die	ART	die
in	APPR	in
§	NN	§
.	$.	.
6	CARD	@card@
,	$,	,
Absatz	NN	Absatz
2	CARD	@card@
und	KON	und
3	CARD	@card@
bezeichneten	ADJA	bezeichnet
Beamten	NN	Beamter
sind	VAFIN	sein
berechtigt	VVPP	berechtigen
,	$,	,
für	APPR	für
Wahrnehmung	NN	Wahrnehmung
der	ART	die
Geschäfte	NN	Geschäft
des	ART	die
Standesbeamten	NN	Standesbeamte
von	APPR	von
den	ART	die
zum	APPRART	zu+die
Bezirk	NN	Bezirk
ihres	PPOSAT	ihr
Hauptamtes	NN	Hauptamt
nicht	PTKNEG	nicht
gehörigen	ADJA	gehörig
Gemeinden	NN	Gemeinde
eine	ART	eine
in	APPR	in
allen	PIAT	alle
Fällen	NN	Fall|Fällen
als	KOKOM	als
Pauschquantum	NN	Pauschquantum
festzusetzende	ADJA	festzusetzende
Entschädigung	NN	Entschädigung
zu	PTKZU	zu
beanspruchen	VVINF	beanspruchen
.	$.	.
Die	ART	die
Festsetzung	NN	Festsetzung
erfolgt	VVFIN	erfolgen
durch	APPR	durch
die	ART	die
untere	ADJA	unter
Verwaltungsbehörde	NN	Verwaltungsbehörde
;	$.	;
über	APPR	über
Beschwerden	NN	Beschwerde
entscheidet	VVFIN	entscheiden
endgültig	ADJD	endgültig
die	ART	die
höhere	ADJA	hoch
Verwaltungsbehörde	NN	Verwaltungsbehörde
.	$.	.
Bestellt	VVFIN	bestellen
die	ART	die
höhere	ADJA	hoch
Verwaltungsbehörde	NN	Verwaltungsbehörde
andere	PIAT	andere
Personen	NN	Person
zu	APPR	zu
Standesbeamten	NN	Standesbeamte
oder	KON	oder
zu	APPR	zu
Stellvertretern	NN	Stellvertreter
,	$,	,
so	ADV	so
fällt	VVFIN	fallen|fällen
die	ART	die
etwa	ADV	etwa
zu	PTKZU	zu
gewährende	ADJA	gewährend
Entschädigung	NN	Entschädigung
der	ART	die
Staatskasse	NN	Staatskasse
zur	APPRART	zu+die
Last	NN	Last
.	$.	.
§	NN	§
.	$.	.
8	CARD	@card@
.	$.	.
Die	ART	die
sächlichen	ADJA	sächlich
Kosten	NN	Kosten
werden	VAFIN	werden
in	APPR	in
allen	PIAT	alle
Fällen	NN	Fall|Fällen
von	APPR	von
den	ART	die
Gemeinden	NN	Gemeinde
getragen	VVPP	tragen
;	$.	;
die	ART	die
Register	NN	Register
und	KON	und
Formulare	NN	Formular
zu	APPR	zu
allen	PIAT	alle
Registerauszügen	NN	Registerauszügen
werden	VAFIN	werden
jedoch	ADV	jedoch
den	ART	die
Gemeinden	NN	Gemeinde
von	APPR	von
der	ART	die
Centralbehörde	NN	Centralbehörde
des	ART	die
Bundesstaats	NN	Bundesstaat
kostenfrei	ADJD	kostenfrei
geliefert	VVPP	liefern
.	$.	.
§	NN	§
.	$.	.
9	CARD	@card@
.	$.	.
Jn	NE	Jn
Standesamtsbezirken	NN	Standesamtsbezirken
,	$,	,
welche	PRELS	welche
aus	APPR	aus
mehreren	PIAT	mehrere
Gemeinden	NN	Gemeinde
gebildet	VVPP	bilden
sind	VAFIN	sein
,	$,	,
wird	VAFIN	werden
die	PDS	die
den	ART	die
Standesbeamten	NN	Standesbeamte
oder	KON	oder
den	ART	die
Stellvertretern	NN	Stellvertreter
zu	APPR	zu
gewährende	ADJA	gewährend
Entschädigung	NN	Entschädigung
und	KON	und
der	ART	die
Betrag	NN	Betrag
der	ART	die
sächlichen	ADJA	sächlich
Kosten	NN	Kosten
auf	APPR	auf
die	ART	die
einzelnen	ADJA	einzeln
betheiligten	ADJA	betheiligten
Gemeinden	NN	Gemeinde
nach	APPR	nach
dem	ART	die
Maßstabe	NN	Maßstab
der	ART	die
Seelenzahl	NN	Seelenzahl
vertheilt	VVFIN	vertheilt
.	$.	.
§	NN	§
.	$.	.
10	CARD	@card@
.	$.	.
Den	ART	die
Gemeinden	NN	Gemeinde
im	APPRART	in+die
Sinne	NN	Sinn
dieses	PDAT	dies
Gesetzes	NN	Gesetz
werden	VAFIN	werden
die	ART	die
außerhalb	APPR	außerhalb
der	ART	die
Gemeinden	NN	Gemeinde
stehenden	ADJA	stehend
Gutsbezirke	NN	Gutsbezirk
,	$,	,
den	ART	die
Gemeindevorstehern	NN	Gemeindevorstehern
die	ART	die
Vorsteher	NN	Vorsteher
dieser	PDAT	dies
Bezirke	NN	Bezirk
gleich	ADJD	gleich
geachtet	VVPP	achten
.	$.	.
§	NN	§
.	$.	.
11	CARD	@card@
.	$.	.
Die	ART	die
Aufsicht	NN	Aufsicht
über	APPR	über
die	ART	die
Amtsführung	NN	Amtsführung
,	$,	,
der	ART	die
Standesbeamten	NN	Standesbeamte
wird	VAFIN	werden
von	APPR	von
der	ART	die
unteren	ADJA	unter
Verwaltungsbehörde	NN	Verwaltungsbehörde
,	$,	,
in	APPR	in
höherer	ADJA	hoch
Jnstanz	NN	Jnstanz
von	APPR	von
der	ART	die
höheren	ADJA	hoch
Verwaltungsbehörde	NN	Verwaltungsbehörde
geübt	VVPP	üben
,	$,	,
insoweit	KOUS	insoweit
die	ART	die
Landesgesetze	NN	Landesgesetz
nicht	PTKNEG	nicht
andere	PIAT	andere
Aufsichtsbehörden	NN	Aufsichtsbehörde
bestimmen	VVFIN	bestimmen
.	$.	.
Die	ART	die
Aufsichtsbehörde	NN	Aufsichtsbehörde
ist	VAFIN	sein
befugt	VVPP	befugen
,	$,	,
gegen	APPR	gegen
den	ART	die
Standesbeamten	NN	Standesbeamte
Warnungen	NN	Warnung
,	$,	,
Verweise	NN	Verweis
und	KON	und
Geldstrafen	NN	Geldstrafe
zu	PTKZU	zu
verhängen	VVINF	verhängen
.	$.	.
Letztere	NN	Letztere
dürfen	VMFIN	dürfen
für	APPR	für
jeden	PIAT	jede
einzelnen	ADJA	einzeln
Fall	NN	Fall
den	ART	die
Betrag	NN	Betrag
von	APPR	von
einhundert	CARD	einhundert
Mark	NN	Mark
nicht	PTKNEG	nicht
übersteigen	VVINF	übersteigen
.	$.	.
Lehnt	VVFIN	lehnen
der	ART	die
Standesbeamte	NN	Standesbeamte
die	ART	die
Vornahme	NN	Vornahme
einer	ART	eine
Amtshandlung	NN	Amtshandlung
ab	PTKVZ	ab
,	$,	,
so	ADV	so
kann	VMFIN	können
er	PPER	er
dazu	PAV	dazu
auf	APPR	auf
Antrag	NN	Antrag
der	ART	die
Betheiligten	NN	Betheiligten
durch	APPR	durch
das	ART	die
Gericht	NN	Gericht
angewiesen	VVPP	anweisen
werden	VAINF	werden
.	$.	.
Zuständig	ADJD	zuständig
ist	VAFIN	sein
das	ART	die
Gericht	NN	Gericht
erster	ADJA	erst
Jnstanz	NN	Jnstanz
,	$,	,
in	APPR	in
dessen	PRELAT	die
Bezirk	NN	Bezirk
der	ART	die
Standesbeamte	NN	Standesbeamte
seinen	PPOSAT	sein
Amtssitz	NN	Amtssitz
hat	VAFIN	haben
.	$.	.
Das	ART	die
Verfahren	NN	Verfahren
und	KON	und
die	ART	die
Beschwerdeführung	NN	Beschwerdeführung
regelt	VVFIN	regeln
sich	PRF	sich
,	$,	,
insoweit	KOUS	insoweit
die	ART	die
Landesgesetze	NN	Landesgesetz
nicht	PTKNEG	nicht
ein	ART	eine
Anderes	PIS	andere
bestimmen	VVFIN	bestimmen
,	$,	,
nach	APPR	nach
den	ART	die
Vorschriften	NN	Vorschrift
,	$,	,
welche	PRELS	welche
in	APPR	in
Sachen	NN	Sache
der	ART	die
nichtstreitigen	ADJA	nichtstreitigen
Gerichtsbarkeit	NN	Gerichtsbarkeit
gelten	VVINF	gelten
.	$.	.
§	NN	§
.	$.	.
12	CARD	@card@
.	$.	.
Von	APPR	von
jedem	PIAT	jede
Standesbeamten	NN	Standesbeamte
sind	VAFIN	sein
drei	CARD	drei
Standesregister	NN	Standesregister
unter	APPR	unter
der	ART	die
Bezeichnung	NN	Bezeichnung
:	$.	:
Geburtsregister	NN	Geburtsregister
,	$,	,
Heirathsregister	NN	Heirathsregister
,	$,	,
Sterberegister	NN	Sterberegister
zu	PTKZU	zu
führen	VVINF	führen
.	$.	.
§	NN	§
.	$.	.
13	CARD	@card@
.	$.	.
Die	ART	die
Eintragungen	NN	Eintragung
in	APPR	in
die	ART	die
Standesregister	NN	Standesregister
erfolgen	VVFIN	erfolgen
unter	APPR	unter
fortlaufenden	ADJA	fortlaufend
Nummern	NN	Nummer
und	KON	und
ohne	APPR	ohne
Abkürzungen	NN	Abkürzung
.	$.	.
Unvermeidliche	ADJA	unvermeidlich
Zwischenräume	NN	Zwischenraum
sind	VAFIN	sein
durch	APPR	durch
Striche	NN	Strich
auszufüllen	VVIZU	ausfüllen
,	$,	,
die	ART	die
wesentlichen	ADJA	wesentlich
Zahlenangaben	NN	Zahlenangabe
mit	APPR	mit
Buchstaben	NN	Buchstabe
zu	PTKZU	zu
schreiben	VVINF	schreiben
.	$.	.
Die	ART	die
auf	APPR	auf
mündliche	ADJA	mündlich
Anzeige	NN	Anzeige
oder	KON	oder
Erklärung	NN	Erklärung
erfolgenden	ADJA	erfolgend
Eintragungen	NN	Eintragung
sollen	VMFIN	sollen
enthalten	VVPP	enthalten
:	$.	:
1	CARD	@card@
.	$.	.
den	ART	die
Ort	NN	Ort
und	KON	und
Tag	NN	Tag
der	ART	die
Eintragung	NN	Eintragung
;	$.	;
2	CARD	@card@
.	$.	.
die	ART	die
Bezeichnung	NN	Bezeichnung
der	ART	die
Erschienenen	NN	Erschienene
;	$.	;
3	CARD	@card@
.	$.	.
den	ART	die
Vermerk	NN	Vermerk
des	ART	die
Standesbeamten	NN	Standesbeamte
,	$,	,
daß	KOUS	dass
und	KON	und
auf	APPR	auf
welche	PIAT	welche
Weise	NN	Weise
er	PPER	er
sich	PRF	sich
die	ART	die
Ueberzeugung	NN	Ueberzeugung
von	APPR	von
der	ART	die
Persönlichkeit	NN	Persönlichkeit
der	ART	die
Erschienenen	NN	Erschienene
verschafft	VVPP	verschaffen
hat	VAFIN	haben
;	$.	;
4	CARD	@card@
.	$.	.
den	ART	die
Vermerk	NN	Vermerk
,	$,	,
daß	KOUS	dass
die	ART	die
Eintragung	NN	Eintragung
den	ART	die
Erschienenen	NN	Erschienene
vorgelesen	VVPP	vorlesen
und	KON	und
von	APPR	von
denselben	PDS	derselbe
genehmigt	VVPP	genehmigen
ist	VAFIN	sein
;	$.	;
5	CARD	@card@
.	$.	.
die	ART	die
Unterschrift	NN	Unterschrift
der	ART	die
Erschienenen	NN	Erschienene
und	KON	und
,	$,	,
falls	KOUS	falls
sie	PPER	sie
schreibensunkundig	ADJD	schreibensunkundig
oder	KON	oder
zu	PTKA	zu
schreiben	VVFIN	schreiben
verhindert	VVPP	verhindern
sind	VAFIN	sein
,	$,	,
ihr	PPOSAT	ihr
Handzeichen	NN	Handzeichen
oder	KON	oder
die	ART	die
Angabe	NN	Angabe
des	ART	die
Grundes	NN	Grund
,	$,	,
aus	APPR	aus
welchem	PRELS	welche
sie	PPER	sie
dieses	PDAT	dies
nicht	PTKNEG	nicht
beifügen	VVINF	beifügen
konnten	VMFIN	können
;	$.	;
6	CARD	@card@
.	$.	.
die	ART	die
Unterschrift	NN	Unterschrift
des	ART	die
Standesbeamten	NN	Standesbeamte
.	$.	.
Die	ART	die
auf	APPR	auf
schriftliche	ADJA	schriftlich
Anzeige	NN	Anzeige
erfolgenden	ADJA	erfolgend
Eintragungen	NN	Eintragung
sind	VAFIN	sein
unter	APPR	unter
Angabe	NN	Angabe
von	APPR	von
Ort	NN	Ort
und	KON	und
Tag	NN	Tag
der	ART	die
Eintragung	NN	Eintragung
zu	PTKZU	zu
bewirken	VVINF	bewirken
und	KON	und
durch	APPR	durch
die	ART	die
Unterschrift	NN	Unterschrift
des	ART	die
Standesbeamten	NN	Standesbeamte
zu	PTKZU	zu
vollziehen	VVINF	vollziehen
.	$.	.
Zusätze	NN	Zusatz
,	$,	,
Löschungen	NN	Löschung
oder	KON	oder
Abänderungen	NN	Abänderung
sind	VAFIN	sein
am	APPRART	an+die
Rande	NN	Rand
zu	PTKZU	zu
vermerken	VVINF	vermerken
und	KON	und
gleich	APPR	gleich
der	ART	die
Eintragung	NN	Eintragung
selbst	ADV	selbst
besonders	ADV	besonders
zu	PTKZU	zu
vollziehen	VVINF	vollziehen
.	$.	.
§	NN	§
.	$.	.
14	CARD	@card@
.	$.	.
Von	APPR	von
jeder	PIAT	jede
Eintragung	NN	Eintragung
in	APPR	in
das	ART	die
Register	NN	Register
ist	VAFIN	sein
von	APPR	von
dem	ART	die
Standesbeamten	NN	Standesbeamte
an	APPR	an
demselben	PDAT	dieselb
Tage	NN	Tag
eine	ART	eine
von	APPR	von
ihm	PPER	er
zu	PTKZU	zu
beglaubigende	ADJA	beglaubigende
Abschrift	NN	Abschrift
in	APPR	in
ein	ART	eine
Nebenregister	NN	Nebenregister
einzutragen	VVIZU	eintragen
.	$.	.
Nach	APPR	nach
Ablauf	NN	Ablauf
des	ART	die
Kalenderjahrs	NN	Kalenderjahrs
hat	VAFIN	haben
der	ART	die
Standesbeamte	NN	Standesbeamte
jedes	PIAT	jede
Haupt	NN	Haupt
=	$(	=
und	KON	und
jedes	PIAT	jede
Nebenregister	NN	Nebenregister
unter	APPR	unter
Vermerkung	NN	Vermerkung
der	ART	die
Zahl	NN	Zahl
der	ART	die
darin	PAV	darin
enthaltenen	ADJA	enthalten
Eintragungen	NN	Eintragung
abzuschließen	VVIZU	abschließen
und	KON	und
das	ART	die
Nebenregister	NN	Nebenregister
der	ART	die
Aufsichtsbehörde	NN	Aufsichtsbehörde
einzureichen	VVIZU	einreichen
;	$.	;
die	ART	die
letztere	ADJA	letzt
hat	VAFIN	haben
dasselbe	PDS	dasselbe
nach	APPR	nach
erfolgter	ADJA	erfolgt
Prüfung	NN	Prüfung
dem	ART	die
Gerichte	NN	Gericht
erster	ADJA	erst
Jnstanz	NN	Jnstanz
zur	APPRART	zu+die
Aufbewahrung	NN	Aufbewahrung
zuzustellen	VVIZU	zustellen
.	$.	.
Eintragungen	NN	Eintragung
,	$,	,
welche	PRELS	welche
nach	APPR	nach
Einreichung	NN	Einreichung
des	ART	die
Nebenregisters	NN	Nebenregisters
in	APPR	in
dem	ART	die
Hauptregister	NN	Hauptregister
gemacht	VVPP	machen
werden	VAFIN	werden
,	$,	,
sind	VAFIN	sein
gleichzeitig	ADJD	gleichzeitig
der	ART	die
Aufsichtsbehörde	NN	Aufsichtsbehörde
in	APPR	in
beglaubigter	ADJA	beglaubigt
Abschrift	NN	Abschrift
mitzutheilen	VVIZU	mitzutheilen
.	$.	.
Die	ART	die
letztere	ADJA	letzt
hat	VAFIN	haben
zu	PTKZU	zu
veranlassen	VVINF	veranlassen
,	$,	,
daß	KOUS	dass
diese	PDAT	dies
Eintragungen	NN	Eintragung
dem	ART	die
Nebenregister	NN	Nebenregister
beigeschrieben	VVPP	beigeschrieben
werden	VAFIN	werden
.	$.	.
§	NN	§
.	$.	.
15	CARD	@card@
.	$.	.
Die	ART	die
ordnungsmäßig	ADJD	ordnungsmäßig
geführten	ADJA	geführt
Standesregister	NN	Standesregister
(	$(	(
§§	ADJD	§§
.	$.	.
12	CARD	@card@
bis	KON	bis
14	CARD	@card@
)	$(	)
beweisen	VVFIN	beweisen
diejenigen	PDAT	diejenigen
Thatsachen	NN	Thatsachen
,	$,	,
zu	APPR	zu
deren	PRELAT	die
Beurkundung	NN	Beurkundung
sie	PPER	sie
bestimmt	VVPP	bestimmen
und	KON	und
welche	PRELS	welche
in	APPR	in
ihnen	PPER	sie
eingetragen	VVPP	eintragen
sind	VAFIN	sein
,	$,	,
bis	KOUS	bis
der	ART	die
Nachweis	NN	Nachweis
der	ART	die
Fälschung	NN	Fälschung
,	$,	,
der	ART	die
unrichtigen	ADJA	unrichtig
Eintragung	NN	Eintragung
oder	KON	oder
der	ART	die
Unrichtigkeit	NN	Unrichtigkeit
der	ART	die
Anzeigen	NN	Anzeige|Anzeigen
und	KON	und
Feststellungen	NN	Feststellung
,	$,	,
auf	APPR	auf
Grund	NN	Grund
deren	PDAT	die
die	ART	die
Eintragung	NN	Eintragung
stattgefunden	VVPP	stattfinden
hat	VAFIN	haben
,	$,	,
erbracht	VVPP	erbringen
ist	VAFIN	sein
.	$.	.
Dieselbe	PDAT	dieselb
Beweiskraft	NN	Beweiskraft
haben	VAFIN	haben
die	ART	die
Auszüge	NN	Auszug
,	$,	,
welche	PRELS	welche
als	KOKOM	als
gleichlautend	ADJD	gleichlautend
mit	APPR	mit
dem	ART	die
Haupt	NE	Haupt
=	$(	=
oder	KON	oder
Nebenregister	NN	Nebenregister
bestätigt	VVPP	bestätigen
und	KON	und
mit	APPR	mit
der	ART	die
Unterschrift	NN	Unterschrift
und	KON	und
dem	ART	die
Dienstsiegel	NN	Dienstsiegel
des	ART	die
Standesbeamten	NN	Standesbeamte
oder	KON	oder
des	ART	die
zuständigen	ADJA	zuständig
Gerichtsbeamten	NN	Gerichtsbeamten
versehen	VVPP	versehen
sind	VAFIN	sein
.	$.	.
Jnwiefern	NN	Jnwiefern
durch	APPR	durch
Verstöße	NN	Verstoß
gegen	APPR	gegen
die	ART	die
Vorschriften	NN	Vorschrift
dieses	PDAT	dies
Gesetzes	NN	Gesetz
über	APPR	über
Art	NN	Art
und	KON	und
Form	NN	Form
der	ART	die
Eintragungen	NN	Eintragung
die	ART	die
Beweiskraft	NN	Beweiskraft
aufgehoben	VVPP	aufheben
oder	KON	oder
geschwächt	VVPP	schwächen
wird	VAFIN	werden
,	$,	,
ist	VAFIN	sein
nach	APPR	nach
freiem	ADJA	frei
richterlichen	ADJA	richterlich
Ermessen	NN	Ermessen
zu	PTKZU	zu
beurtheilen	VVINF	beurtheilen
.	$.	.
§	NN	§
.	$.	.
16	CARD	@card@
.	$.	.
Die	ART	die
Führung	NN	Führung
der	ART	die
Standesregister	NN	Standesregister
und	KON	und
die	ART	die
darauf	PAV	darauf
bezüglichen	ADJA	bezüglich
Verhandlungen	NN	Verhandlung
erfolgen	VVINF	erfolgen
kosten	VVINF	kosten
=	$(	=
und	KON	und
stempelfrei	ADJD	stempelfrei
.	$.	.
Gegen	APPR	gegen
Zahlung	NN	Zahlung
der	ART	die
nach	APPR	nach
