Einleitung	NN	Einleitung
seines	PPOSAT	sein
Denkens	NN	Denken
werden	VAINF	werden
koͤnnen	VVFIN	koͤnnen
.	$.	.
Das	PDS	die
ist	VAFIN	sein
der	ART	die
Schoͤpfung	NN	Schoͤpfung
Meisterstuͤck	NN	Meisterstuͤck
–	$(	-
der	ART	die
Mensch	NN	Mensch
.	$.	.
Er	PPER	er
gehoͤrt	VVFIN	gehoͤrt
der	ART	die
Erde	NN	Erde
und	KON	und
dem	ART	die
Himmel	NN	Himmel
an	PTKVZ	an
,	$,	,
hat	VAFIN	haben
einen	ART	eine
Leib	NN	Leib
–	$(	-
seinen	PPOSAT	sein
Antheil	NN	Antheil
an	APPR	an
der	ART	die
Sinnenwelt	NN	Sinnenwelt
–	$(	-
und	KON	und
eine	ART	eine
Seele	NN	Seele
–	$(	-
eine	ART	eine
Erbtochter	NN	Erbtochter
des	ART	die
Geisterreiches	NN	Geisterreiches
.	$.	.
Die	ART	die
unsterbliche	ADJA	unsterblich
Seele	NN	Seele
des	ART	die
Menschen	NN	Mensch
,	$,	,
der	ART	die
Hauch	NN	Hauch
Gottes	NN	Gott
,	$,	,
aͤußert	VVFIN	aͤußert
sich	PRF	sich
auf	APPR	auf
dreifache	ADJA	dreifach
Weise	NN	Weise
:	$.	:
als	KOUS	als
ein	ART	eine
Erkennen	NN	Erkennen
,	$,	,
als	KOUS	als
ein	ART	eine
Fuͤhlen	NN	Fuͤhlen
,	$,	,
als	KOUS	als
ein	ART	eine
Wollen	NN	Wollen
–	$(	-
Geist	NN	Geist
,	$,	,
Gemuͤth	NN	Gemuͤth
,	$,	,
Wille	NN	Wille
.	$.	.
Die	ART	die
Seele	NN	Seele
ist	VAFIN	sein
doch	ADV	doch
nur	ADV	nur
Eines	PIS	eine
;	$.	;
es	PPER	es
ist	VAFIN	sein
ja	ADV	ja
auch	ADV	auch
das	ART	die
Feuer	NN	Feuer
nur	ADV	nur
Eines	PIS	eine
,	$,	,
Aͤ	NE	Aͤ
es	PPER	es
ein	ART	eine
leuchtendes	ADJA	leuchtend
,	$,	,
ein	ART	eine
waͤrmendes	ADJA	waͤrmendes
und	KON	und
ein	ART	eine
brennendes	ADJA	brennend
ist	VAFIN	sein
.	$.	.
Der	ART	die
Geist	NN	Geist
ist	VAFIN	sein
der	ART	die
Inbegriff	NN	Inbegriff
alles	PIAT	alle
Erkennens	NN	Erkennen
und	KON	und
theilt	ADJA	theilt
sich	PRF	sich
in	APPR	in
:	$.	:
Vernunft	NN	Vernunft
,	$,	,
Verstand	NN	Verstand
,	$,	,
Phantasie	NN	Phantasie
.	$.	.
Die	ART	die
Vernunft	NN	Vernunft
ist	VAFIN	sein
die	ART	die
Quelle	NN	Quelle
alles	PIAT	alle
Erkennens	NN	Erkennen
;	$.	;
sie	PPER	sie
hat	VAFIN	haben
die	ART	die
Wahrheit	NN	Wahrheit
vernommen	VVPP	vernehmen
,	$,	,
die	ART	die
Gott	NN	Gott
der	ART	die
Seele	NN	Seele
mitgab	VVFIN	mitgeben
,	$,	,
sie	PPER	sie
weiß	VVFIN	wissen
das	ART	die
Gute	NN	Gute
,	$,	,
das	ART	die
Wahre	NN	Wahre
,	$,	,
das	ART	die
Schoͤne	NN	Schoͤne
,	$,	,
das	ART	die
Heilige	NN	Heilige
;	$.	;
aus	APPR	aus
ihr	PPER	ihr
entspringt	VVFIN	entspringen
daher	PAV	daher
Tugend	NN	Tugend
,	$,	,
Wissenschaft	NN	Wissenschaft
,	$,	,
Kunst	NN	Kunst
,	$,	,
Religion	NN	Religion
.	$.	.
Der	ART	die
Verstand	NN	Verstand
ist	VAFIN	sein
die	ART	die
ordnende	ADJA	ordnend
Kraft	NN	Kraft
des	ART	die
Geistes	NN	Geist
,	$,	,
aber	ADV	aber
das	PDS	die
,	$,	,
was	PWS	was
er	PPER	er
ordnet	VVFIN	ordnen
(	$(	(
zerlegt	VVPP	zerlegen
,	$,	,
eintheilt	VVFIN	eintheilt
,	$,	,
untersucht	VVPP	untersuchen
)	$(	)
,	$,	,
also	ADV	also
seinen	PPOSAT	sein
Stoff	NN	Stoff
,	$,	,
traͤgt	VVFIN	traͤgt
er	PPER	er
nicht	PTKNEG	nicht
in	APPR	in
sich	PRF	sich
,	$,	,
sondern	KON	sondern
erhaͤlt	VVFIN	erhaͤlt
ihn	PPER	er
anderswo	ADV	anderswo
her	PTKVZ	her
,	$,	,
aus	APPR	aus
der	ART	die
Vernunft	NN	Vernunft
(	$(	(
Erscheinungen	NN	Erscheinung
im	APPRART	in+die
Menschen	NN	Mensch
)	$(	)
,	$,	,
oder	KON	oder
aus	APPR	aus
der	ART	die
Welt	NN	Welt
(	$(	(
Erscheinungen	NN	Erscheinung
außer	APPR	außer
dem	ART	die
Menschen	NN	Mensch
)	$(	)
.	$.	.
Er	PPER	er
verarbeitet	VVFIN	verarbeiten
also	ADV	also
etwas	ADV	etwas
ihm	PPER	er
Gegebenes	NN	Gegebene
,	$,	,
von	APPR	von
der	ART	die
Vernunft	NN	Vernunft
Gegebenes	NN	Gegebene
–	$(	-
hoͤherer	ADJA	hoͤherer
Verstand	NN	Verstand
(	$(	(
Verstandesthaͤtigkeit	NN	Verstandesthaͤtigkeit
)	$(	)
,	$,	,
von	APPR	von
der	ART	die
Welt	NN	Welt
Gegebenes	NN	Gegebene
–	$(	-
niederer	ADJA	nieder
,	$,	,
gemeiner	ADJA	gemein
Verstand	NN	Verstand
.	$.	.
Anmerk	NN	Anmerk
.	$.	.
Bei	APPR	bei
Behandlung	NN	Behandlung
von	APPR	von
Wissenschaften	NN	Wissenschaft
kann	VMFIN	können
der	ART	die
Stoff	NN	Stoff
von	APPR	von
der	ART	die
Welt	NN	Welt
gegeben	VVPP	geben
seyn	NE	seyn
,	$,	,
aber	KON	aber
die	ART	die
Form	NN	Form
,	$,	,
unter	APPR	unter
welcher	PRELS	welche
die	ART	die
Wahrheit	NN	Wahrheit
der	ART	die
Wissenschaft	NN	Wissenschaft
auftritt	VVFIN	auftreten
,	$,	,
kommt	VVFIN	kommen
aus	APPR	aus
der	ART	die
Vernunft	NN	Vernunft
;	$.	;
fuͤr	VVFIN	fuͤr
den	ART	die
Geist	NN	Geist
der	ART	die
Wissenschaft	NN	Wissenschaft
buͤrgt	VVFIN	buͤrgt
die	ART	die
Vernunft	NN	Vernunft
.	$.	.
Die	ART	die
Phantasie	NN	Phantasie
ist	VAFIN	sein
die	ART	die
bildende	ADJA	bildend
Kraft	NN	Kraft
des	ART	die
Geistes	NN	Geist
;	$.	;
sie	PPER	sie
ist	VAFIN	sein
schoͤpferisch	ADJD	schoͤpferisch
,	$,	,
in	APPR	in
so	ADV	so
ferne	ADV	ferne
sie	PPER	sie
zusammensetzt	VVFIN	zusammensetzen
und	KON	und
ausschmuͤckt	VVFIN	ausschmuͤckt
.	$.	.
Aber	KON	aber
ihren	PPOSAT	ihr
Stoff	NN	Stoff
hat	VAFIN	haben
sie	PPER	sie
ebenfalls	ADV	ebenfalls
nicht	PTKNEG	nicht
in	APPR	in
sich	PRF	sich
,	$,	,
sondern	KON	sondern
erhaͤlt	VVFIN	erhaͤlt
denselben	PDS	derselbe
auch	ADV	auch
entweder	KON	entweder
aus	APPR	aus
der	ART	die
Vernunft	NN	Vernunft
–	$(	-
hoͤhere	ADJA	hoͤhere
,	$,	,
eigentliche	ADJA	eigentlich
Aͤ	NE	Aͤ
oder	KON	oder
aus	APPR	aus
der	ART	die
Welt	NN	Welt
–	$(	-
niedere	ADJA	nieder
Phantasie	NN	Phantasie
oder	KON	oder
Einbildungskraft	NN	Einbildungskraft
.	$.	.
Anmerk	NN	Anmerk
.	$.	.
Das	ART	die
Gedaͤchtniß	NN	Gedaͤchtniß
ist	VAFIN	sein
ebenfalls	ADV	ebenfalls
ein	ART	eine
Theil	NN	Theil
der	ART	die
Einbildungskraft	NN	Einbildungskraft
,	$,	,
indem	KOUS	indem
dieselbe	PDS	dieselbe
etwas	ADV	etwas
einmal	ADV	einmal
dem	ART	die
Geiste	NN	Geist
Eingepraͤgtes	NN	Eingepraͤgtes
aufbewahrt	VVPP	aufbewahren
und	KON	und
,	$,	,
wenn	KOUS	wenn
sie	PPER	sie
will	VMFIN	wollen
,	$,	,
wieder	ADV	wieder
in's	VVFIN	in's
Bewußtseyn	NE	Bewußtseyn
ruft	VVFIN	rufen
.	$.	.
(	$(	(
Mnemonik	NN	Mnemonik
)	$(	)
.	$.	.
Das	ART	die
Gemuͤth	NN	Gemuͤth
ist	VAFIN	sein
die	ART	die
Empfaͤnglichkeit	NN	Empfaͤnglichkeit
aller	PIAT	alle
Empfindungen	NN	Empfindung
und	KON	und
Gefuͤhle	NN	Gefuͤhle
,	$,	,
die	PRELS	die
der	ART	die
Mensch	NN	Mensch
sowohl	KON	sowohl
vom	APPRART	von+die
Himmel	NN	Himmel
als	KOKOM	als
auch	ADV	auch
von	APPR	von
der	ART	die
Erde	NN	Erde
erhaͤ	NE	erhaͤ
lt.	APPR	lt.
Im	APPRART	in+die
Gemuͤthe	NN	Gemuͤthe
offenbaren	VVFIN	offenbaren
sich	PRF	sich
die	ART	die
von	APPR	von
Gott	NN	Gott
gegebenen	ADJA	gegeben
Urgefuͤhle	NN	Urgefuͤhle
(	$(	(
Ideen	NN	Idee
des	ART	die
Wahren	NN	Wahren
,	$,	,
Guten	NN	Gute
,	$,	,
Schoͤnen	NN	Schoͤnen
und	KON	und
Heiligen	NN	Heilige
;	$.	;
im	APPRART	in+die
Gemuͤthe	NN	Gemuͤthe
entzuͤndet	ADJA	entzuͤndet
sich	PRF	sich
die	ART	die
Liebe	NN	Liebe
und	KON	und
die	ART	die
Achtung	NN	Achtung
–	$(	-
im	APPRART	in+die
Gemuͤthe	NN	Gemuͤthe
nimmt	VVFIN	nehmen
die	ART	die
Sinnlichkeit	NN	Sinnlichkeit
ihre	PPOSAT	ihr
Richtung	NN	Richtung
zur	APPRART	zu+die
Begierde	NN	Begierde
,	$,	,
die	ART	die
Verkehrtheit	NN	Verkehrtheit
zur	APPRART	zu+die
Thorheit	NN	Thorheit
.	$.	.
Durch	APPR	durch
das	ART	die
Gemuͤth	NN	Gemuͤth
gelangen	VVFIN	gelangen|gelingen
also	ADV	also
alle	PIAT	alle
hohe	ADJA	hoch
oder	KON	oder
niedrige	ADJA	niedrig
Regungen	NN	Regung
im	APPRART	in+die
Menschen	NN	Mensch
an	APPR	an
den	ART	die
Verstand	NN	Verstand
und	KON	und
an	APPR	an
die	ART	die
Phantasie	NN	Phantasie
;	$.	;
fuͤr	ADJA	fuͤr
letztere	ADJA	letzt
ist	VAFIN	sein
das	ART	die
Gemuͤth	NN	Gemuͤth
noch	ADV	noch
thaͤtiger	ADJD	thaͤtiger
.	$.	.
Der	ART	die
Wille	NN	Wille
ist	VAFIN	sein
die	ART	die
Kraft	NN	Kraft
der	ART	die
Freiheit	NN	Freiheit
;	$.	;
durch	APPR	durch
den	ART	die
Willen	NN	Wille
ist	VAFIN	sein
der	ART	die
Mensch	NN	Mensch
selbststaͤndig	ADJD	selbststaͤndig
und	KON	und
bestimmt	ADJD	bestimmt
als	KOKOM	als
Geist	NN	Geist
den	ART	die
Koͤrper	NN	Koͤrper
.	$.	.
Der	ART	die
Wille	NN	Wille
ist	VAFIN	sein
der	ART	die
Herrscher	NN	Herrscher
uͤber	NN	uͤber
die	ART	die
Gefuͤhle	NN	Gefuͤhle
des	ART	die
Gemuͤths	NN	Gemuͤths
,	$,	,
lenkt	VVFIN	lenken
die	ART	die
Phantasie	NN	Phantasie
und	KON	und
laͤßt	VVFIN	laͤßt
ganz	ADV	ganz
besonders	ADV	besonders
den	ART	die
Verstand	NN	Verstand
nicht	PTKNEG	nicht
muthlos	ADJD	muthlos
werden	VAINF	werden
.	$.	.
–	$(	-
Wenn	KOUS	wenn
der	ART	die
Mensch	NN	Mensch
von	APPR	von
dieser	PDAT	dies
Kraft	NN	Kraft
nicht	PTKNEG	nicht
Gebrauch	NN	Gebrauch
macht	VVFIN	machen
,	$,	,
sondern	KON	sondern
sich	PRF	sich
nach	APPR	nach
den	ART	die
Eindruͤcken	NN	Eindruͤcken
der	ART	die
Sinnlichkeit	NN	Sinnlichkeit
bestimmen	VVINF	bestimmen
laͤßt	VVFIN	laͤßt
,	$,	,
so	ADV	so
verzichtet	VVFIN	verzichten
er	PPER	er
auf	APPR	auf
seine	PPOSAT	sein
innere	ADJA	inner
Freiheit	NN	Freiheit
und	KON	und
versclavt	VVFIN	versclavt
sich	PRF	sich
an	APPR	an
die	ART	die
Willkuͤhr	NN	Willkuͤhr
,	$,	,
an	APPR	an
die	ART	die
Tyrannei	NN	Tyrannei
der	ART	die
Sinnenwelt	NN	Sinnenwelt
.	$.	.
–	$(	-
Regulus	NE	Regulus
ging	VVFIN	gehen
seinem	PPOSAT	sein
Eide	NN	Eid
treu	ADJD	treu
zum	APPRART	zu+die
vorhergesehenen	ADJA	vorhergesehen
Martertode	NN	Martertode
nach	APPR	nach
Carthago	NN	Carthago
;	$.	;
Nero	NE	Nero
warf	VVFIN	werfen
die	ART	die
Menschen	NN	Mensch
in	APPR	in
die	ART	die
Tiber	NE	Tiber
,	$,	,
um	KOUI	um
die	ART	die
Fische	NN	Fisch
zu	PTKZU	zu
fuͤttern	VVINF	fuͤttern
,	$,	,
und	KON	und
verbrannte	VVFIN	verbrennen
Rom	NE	Rom
,	$,	,
um	KOUI	um
sich	PRF	sich
Trojas	NE	Troja
Brand	NE	Brand
recht	ADJD	recht
lebhaft	ADJD	lebhaft
vorstellen	VVINF	vorstellen
zu	PTKZU	zu
koͤnnen	VVINF	koͤnnen
.	$.	.
Der	ART	die
arme	ADJA	arm
Fabricius	NE	Fabricius
wies	VVFIN	weisen
das	ART	die
nahmhafte	ADJA	nahmhafte
Geschenk	NN	Geschenk
des	ART	die
Pyrrhus	NN	Pyrrhus
,	$,	,
den	ART	die
vierten	ADJA	viert
Theil	NN	Theil
des	ART	die
Reiches	NN	Reich
,	$,	,
mit	APPR	mit
Verachtung	NN	Verachtung
zuruͤck	VVFIN	zuruͤck
,	$,	,
und	KON	und
begnuͤgte	VVFIN	begnuͤgte
sich	PRF	sich
sammt	ADJD	sammt
seinen	PPOSAT	sein
Kindern	NN	Kind
mit	APPR	mit
schmaler	ADJA	schmal
Kost	NN	Kost
;	$.	;
Crassus	NN	Crassus
preßte	VVFIN	pressen
Provinzen	NN	Provinz
arm	ADJD	arm
,	$,	,
um	KOUI	um
in	APPR	in
Rom	NE	Rom
schlemmen	VVFIN	schlemmen
zu	PTKVZ	zu
koͤnnen	VVINF	koͤnnen
.	$.	.
Die	ART	die
Seelenkraͤfte	NN	Seelenkraͤfte
und	KON	und
ihre	PPOSAT	ihr
Wirkungen	NN	Wirkung
sind	VAFIN	sein
demnach	PAV	demnach
folgende	ADJA	folgend
:	$.	:
Die	ART	die
Seele	NN	Seele
erkennt	VVFIN	erkennen
–	$(	-
fuͤhlt	VVFIN	fuͤhlt
–	$(	-
will	VMFIN	wollen
.	$.	.
Geist	NN	Geist
–	$(	-
Gemuͤth	NE	Gemuͤth
–	$(	-
Wille	NN	Wille
.	$.	.
Der	ART	die
Geist	NN	Geist
erkennt	VVFIN	erkennen
durch	APPR	durch
sich	PRF	sich
selbst	ADV	selbst
–	$(	-
bildet	VVFIN	bilden
Gegebenes	NN	Gegebene
–	$(	-
ordnet	VVFIN	ordnen
Gegebenes	NN	Gegebene
.	$.	.
Vernunft	NN	Vernunft
–	$(	-
Phantasie	NN	Phantasie
–	$(	-
Verstand	NN	Verstand
.	$.	.
Diese	PDAT	dies
Seelenkraͤfte	NN	Seelenkraͤfte
wirken	VVFIN	wirken
auf	APPR	auf
einander	PRF	einander
ein	PTKVZ	ein
,	$,	,
entweder	KON	entweder
gebend	ADJD	gebend
a	FM	a
–	$(	-
b	VVFIN	b
das	ART	die
a	FM	a
dem	ART	die
b	ADJA	b
,	$,	,
oder	KON	oder
herrschend	ADJD	herrschend
a	FM	a
=	$(	=
b	VVFIN	b
das	ART	die
a	FM	a
uͤber	NN	uͤber
das	ART	die
b	ADJA	b
,	$,	,
etwa	ADV	etwa
so	ADV	so
:	$.	:
Anmerk	NN	Anmerk
.	$.	.
Einige	PIAT	einige
Psychologen	NN	Psychologe
nehmen	VVFIN	nehmen
umgekehrt	ADJD	umgekehrt
die	ART	die
Vernunft	NN	Vernunft
als	KOKOM	als
die	ART	die
untergeordnete	ADJA	untergeordnet
und	KON	und
Verstand	NN	Verstand
als	KOKOM	als
die	ART	die
hoͤhere	ADJA	hoͤhere
geistige	ADJA	geistig
Kraft	NN	Kraft
an	PTKVZ	an
;	$.	;
im	APPRART	in+die
gewoͤhnlichen	ADJA	gewoͤhnlichen
Leben	NN	Leben
verwechselt	VVFIN	verwechseln
man	PIS	man
sie	PPER	sie
oft	ADV	oft
willkuͤhrlich	ADJD	willkuͤhrlich
mit	APPR	mit
einander	PRF	einander
.	$.	.
Fuͤr	ADJA	Fuͤr
Gemuͤth	NN	Gemuͤth
wird	VAFIN	werden
oft	ADV	oft
„	$(	„
Herz	NN	Herz
“	$(	“
gesagt	VVPP	sagen
.	$.	.
Meditation	NN	Meditation
.	$.	.
§	NN	§
.	$.	.
3	CARD	@card@
.	$.	.
Die	ART	die
Anwendung	NN	Anwendung
dieser	PDAT	dies
geistigen	ADJA	geistig
Kraͤfte	NN	Kraͤfte
zum	APPRART	zu+die
Behufe	NN	Behufe
des	ART	die
Denkens	NN	Denken
und	KON	und
geistigen	ADJA	geistig
Schaffens	NN	Schaffen
nennt	VVFIN	nennen
man	PIS	man
Meditation	NN	Meditation
.	$.	.
Die	ART	die
Meditation	NN	Meditation
bewegt	VVFIN	bewegen
sich	PRF	sich
auf	APPR	auf
doppeltem	ADJA	doppelt
Wege	NN	Weg
,	$,	,
auf	APPR	auf
dem	ART	die
Wege	NN	Weg
des	ART	die
Verstandes	NN	Verstand
oder	KON	oder
der	ART	die
Phantasie	NN	Phantasie
,	$,	,
je	APPR	je
nachdem	KOUS	nachdem
ein	ART	eine
Mensch	NN	Mensch
staͤrker	VVFIN	staͤrker
von	APPR	von
Seite	NN	Seite
des	ART	die
Verstandes	NN	Verstand
oder	KON	oder
tiefer	ADJD	tief
von	APPR	von
Seite	NN	Seite
der	ART	die
Phantasie	NN	Phantasie
ist	VAFIN	sein
.	$.	.
Die	ART	die
Phantasie	NN	Phantasie
schafft	VVFIN	schaffen
durch	APPR	durch
lebhaftes	ADJA	lebhaft
Bilden	NN	Bilden
;	$.	;
der	ART	die
Verstand	NN	Verstand
ordnet	VVFIN	ordnen
und	KON	und
richtet	VVFIN	richten
durch	APPR	durch
genaues	ADJA	genau
Ein	PTKVZ	ein
=	$(	=
und	KON	und
Abtheilen	NN	Abtheilen
des	ART	die
Stoffes	NN	Stoff
oder	KON	oder
durch	APPR	durch
strenge	ADJA	streng
Absonderung	NN	Absonderung
des	ART	die
Unwesentlichen	ADJA	unwesentlich
oder	KON	oder
Unrichtigen	ADJA	unrichtig
.	$.	.
Wem	PWS	wer
die	ART	die
groͤßte	ADJA	groͤßte
Wohlthat	NN	Wohlthat
„	$(	„
die	ART	die
schoͤpferische	ADJA	schoͤpferische
Kraft	NN	Kraft
der	ART	die
Phantasie	NN	Phantasie
und	KON	und
die	ART	die
umsichtige	ADJA	umsichtig
Klarheit	NN	Klarheit
des	ART	die
Verstandes	NN	Verstand
“	$(	“
zu	APPR	zu
Theil	NN	Theil
ward	VVFIN	werd
,	$,	,
dem	PDS	die
bildet	VVFIN	bilden
und	KON	und
ordnet	VVFIN	ordnen
sich	PRF	sich
der	ART	die
Gedanke	NN	Gedanke
(	$(	(
und	KON	und
mit	APPR	mit
ihm	PPER	er
zugleich	ADV	zugleich
das	ART	die
Wort	NN	Wort
)	$(	)
muͤhlos	ADJD	muͤhlos
,	$,	,
ihm	PPER	er
selbst	ADV	selbst
fast	ADV	fast
unbemerkt	ADJD	unbemerkt
.	$.	.
Wem	PWS	wer
aber	ADV	aber
bei	APPR	bei
der	ART	die
Meditation	NN	Meditation
die	ART	die
beiden	PIAT	beide
Toͤchter	NN	Toͤchter
der	ART	die
Vernunft	NN	Vernunft
ihre	PPOSAT	ihr
hilfreichen	ADJA	hilfreich
-	$(	-
Haͤnde	NN	Haͤnde
nicht	PTKNEG	nicht
freundlich	ADJD	freundlich
bieten	VVFIN	bieten
,	$,	,
der	PDS	die
zerkaut	VVFIN	zerkauen
vergeblich	ADJD	vergeblich
seine	PPOSAT	sein
Feder	NN	Feder
,	$,	,
und	KON	und
bringt	VVFIN	bringen
zuletzt	ADV	zuletzt
Weniges	PIS	wenige
,	$,	,
Unerquickliches	ADJA	unerquicklich
und	KON	und
Unklares	NN	Unklare
zu	APPR	zu
Stande	NN	Stand
.	$.	.
Jedoch	ADV	jedoch
nicht	PTKNEG	nicht
gleich	ADJD	gleich
verzagt	VVPP	verzagen
und	KON	und
ungeduldig	ADJD	ungeduldig
!	$.	!
Grabt	NN	Grabt
den	ART	die
Schacht	NN	Schacht
nur	ADV	nur
tiefer	ADJD	tief
,	$,	,
und	KON	und
es	PPER	es
kann	VMFIN	können
sich	PRF	sich
die	ART	die
edle	ADJA	edel
Ader	NN	Ader
zeigen	VVINF	zeigen
!	$.	!
Fester	ADJA	fest
Wille	NN	Wille
und	KON	und
einiges	PIAT	einige
Vertrauen	NN	Vertrauen
auf	APPR	auf
eigne	ADJA	eigen
Kraft	NN	Kraft
,	$,	,
anregende	ADJA	anregend
Umgebung	NN	Umgebung
und	KON	und
ungetruͤbter	ADJA	ungetruͤbter
Gemuͤths	NN	Gemuͤths
zustand	VVFIN	zustehen
werden	VAFIN	werden
die	ART	die
Meditation	NN	Meditation
beguͤnstigen	VVINF	beguͤnstigen
;	$.	;
die	ART	die
geistigen	ADJA	geistig
Kraͤfte	NN	Kraͤfte
muͤssen	VVFIN	muͤssen
unter	APPR	unter
diesen	PDAT	dies
Umstaͤnden	NN	Umstaͤnden
aufthauen	VVINF	aufthauen
,	$,	,
oder	KON	oder
sie	PPER	sie
starren	VVFIN	starren
unerweichbar	ADJD	unerweichbar
wie	KOKOM	wie
das	ART	die
Eis	NN	Eis
der	ART	die
Polarlaͤnder	NN	Polarlaͤnder
.	$.	.
Genie	NN	Genie
.	$.	.
§	NN	§
.	$.	.
4	CARD	@card@
.	$.	.
Das	ART	die
Genie	NN	Genie
(	$(	(
der	ART	die
Genius	NE	Genius
)	$(	)
ist	VAFIN	sein
die	ART	die
außerordentliche	ADJA	außerordentlich
Steigerung	NN	Steigerung
aller	PIAT	alle
Anlagen	NN	Anlage
im	APPRART	in+die
Menschen	NN	Mensch
–	$(	-
also	ADV	also
das	ART	die
regsamste	ADJA	regsamste
Leben	NN	Leben
der	ART	die
Urgefuͤhle	NN	Urgefuͤhle
der	ART	die
Vernunft	NN	Vernunft
,	$,	,
der	ART	die
schaͤrfste	ADJA	schaͤrfste
Verstand	NN	Verstand
,	$,	,
die	ART	die
gluͤhendste	ADJA	gluͤhendste
Phantasie	NN	Phantasie
,	$,	,
das	ART	die
tiefste	ADJA	tief
Gemuͤth	NN	Gemuͤth
,	$,	,
der	ART	die
beharrlichste	ADJA	beharrlich
Wille	NN	Wille
,	$,	,
die	ART	die
verfeinertste	ADJA	verfeinertste
Sinnenregung	NN	Sinnenregung
in	APPR	in
harmonischer	ADJA	harmonisch
Gesammtthaͤtigkeit	NN	Gesammtthaͤtigkeit
.	$.	.
Das	ART	die
Genie	NN	Genie
der	ART	die
Art	NN	Art
waͤre	VVFIN	waͤre
ein	ART	eine
universelles	ADJA	universell
(	$(	(
allseitiges	ADJA	allseitig
)	$(	)
–	$(	-
Universalgenie	NN	Universalgenie
–	$(	-
und	KON	und
wer	PWS	wer
desselben	PDAT	derselb
theilhaft	ADJD	theilhaft
waͤre	VVFIN	waͤre
,	$,	,
wuͤrde	NN	wuͤrde
der	ART	die
Erste	NN	Erste
in	APPR	in
der	ART	die
Menschengattung	NN	Menschengattung
seyn	NE	seyn
.	$.	.
Ein	ART	eine
Universalgenie	NN	Universalgenie
aber	ADV	aber
hat	VAFIN	haben
es	PPER	es
noch	ADV	noch
nicht	PTKNEG	nicht
gegeben	VVPP	geben
,	$,	,
und	KON	und
daher	PAV	daher
muß	VMFIN	müssen
das	ART	die
Wort	NN	Wort
„	$(	„
Genie	NN	Genie
“	$(	“
in	APPR	in
einer	ART	eine
engeren	ADJA	eng
Bedeutung	NN	Bedeutung
genommen	VVPP	nehmen
werden	VAINF	werden
.	$.	.
Das	ART	die
Genie	NN	Genie
ist	VAFIN	sein
demnach	PAV	demnach
die	ART	die
angeborne	ADJA	angeborne
Faͤhigkeit	NN	Faͤhigkeit
,	$,	,
vermittelst	VVFIN	vermitteln
