Sauerstoff	NN	Sauerstoff
Temperatur	NN	Temperatur
wird	VAFIN	werden
die	ART	die
atmosphärische	ADJA	atmosphärisch
Luft	NN	Luft
um	APPR	um
mehr	ADV	mehr
als	KOKOM	als
den	ART	die
dritten	ADJA	dritt
Theil	NN	Theil
ihres	PPOSAT	ihr
Raumes	NN	Raum
ausgedehnt	VVPP	ausdehnen
.	$.	.
Das	ART	die
Quecksilberoxyd	NN	Quecksilberoxyd
verändert	VVPP	verändern
,	$,	,
so	ADV	so
wie	KOUS	wie
dies	PDS	dies
mit	APPR	mit
vielen	PIAT	viele
anderen	PIS	andere
Körpern	NN	Körper
der	ART	die
Fall	NN	Fall
ist	VAFIN	sein
,	$,	,
mit	APPR	mit
der	ART	die
steigenden	ADJA	steigend
Temperatur	NN	Temperatur
seine	PPOSAT	sein
Farbe	NN	Farbe
,	$,	,
die	PRELS	die
es	PPER	es
jedoch	ADV	jedoch
beim	APPRART	bei+die
Erkalten	NN	Erkalten
wieder	ADV	wieder
erhält	VVFIN	erhalten
.	$.	.
Die	ART	die
rothe	NE	Rothe
Farbe	NN	Farbe
wird	VAFIN	werden
sehr	ADV	sehr
dunkelroth	ADJD	dunkelroth
,	$,	,
fast	ADV	fast
schwarz	ADJD	schwarz
;	$.	;
dann	ADV	dann
fängt	VVFIN	fangen
der	ART	die
innere	ADJA	inner
Theil	NN	Theil
des	ART	die
Halses	NN	Hals
der	ART	die
Retorte	NN	Retorte
an	APZR	an
zu	PTKZU	zu
beschlagen	VVINF	beschlagen
,	$,	,
nach	ADV	nach
und	KON	und
nach	ADV	nach
bilden	VVFIN	bilden
sich	PRF	sich
Tropfen	NN	Tropfen
eines	ART	eine
Flüssigen	NN	Flüssige
Metalls	NN	Metall
,	$,	,
die	PRELS	die
in	APPR	in
die	ART	die
Vorlage	NN	Vorlage
herunter	ADV	herunter
fliessen	VVFIN	fließen
,	$,	,
dabei	PAV	dabei
nimmt	VVFIN	nehmen
die	ART	die
Entwickelung	NN	Entwickelung
der	ART	die
Blasen	NN	Blase|Blasen
zu	PTKVZ	zu
,	$,	,
und	KON	und
diese	PDAT	dies
Erscheinungen	NN	Erscheinung
dauern	VVFIN	dauern
so	ADV	so
lange	ADV	lange
fort	PTKVZ	fort
,	$,	,
bis	KOUS	bis
keine	PIAT	keine
Spur	NN	Spur
des	ART	die
rothen	NN	rothen
Körpers	NN	Körper
sich	PRF	sich
mehr	ADV	mehr
in	APPR	in
der	ART	die
Retorte	NN	Retorte
befindet	VVFIN	befinden
.	$.	.
Stellt	VVFIN	stellen
man	PIS	man
den	ART	die
Versuch	NN	Versuch
so	ADV	so
an	PTKVZ	an
,	$,	,
dass	KOUS	dass
man	PIS	man
einen	ART	eine
ausgemessenen	ADJA	ausgemessen
Cylinder	NN	Cylinder
e	ADJD	e
anwendet	VVFIN	anwenden
,	$,	,
der	PRELS	die
z.	APPRART	zu+die
B.	NN	B.
20	CARD	@card@
Cubikzoll	NN	Cubikzoll
enthält	VVFIN	enthalten
,	$,	,
und	KON	und
in	APPR	in
20	CARD	@card@
Theile	NE	Theile
,	$,	,
also	ADV	also
in	APPR	in
Cubikzolle	NN	Cubikzolle
,	$,	,
eingetheilt	VVPP	eingetheilt
ist	VAFIN	sein
;	$.	;
und	KON	und
ein	ART	eine
Glasrohr	NN	Glasrohr
c	ADJD	c
nimmt	VVFIN	nehmen
,	$,	,
dessen	PRELAT	die
Ende	NN	Ende
etwa	ADV	etwa
bis	APPR	bis
d	ADJA	d
in	APPR	in
den	ART	die
Cylinder	NN	Cylinder
hinauf	ADV	hinauf
reicht	VVFIN	reichen
,	$,	,
so	ADV	so
kann	VMFIN	können
man	PIS	man
dem	ART	die
Maass	NN	Maass
nach	APPR	nach
die	ART	die
Menge	NN	Menge
des	ART	die
Körpers	NN	Körper
,	$,	,
der	PRELS	die
das	ART	die
Wasser	NN	Wasser
verdrängte	VVFIN	verdrängen
,	$,	,
und	KON	und
dem	ART	die
Gewichte	NN	Gewicht
nach	APPR	nach
die	ART	die
Menge	NN	Menge
des	ART	die
Metalls	NN	Metall
,	$,	,
das	PRELS	die
gebildet	VVPP	bilden
wurde	VAFIN	werden
,	$,	,
bestimmen	VVFIN	bestimmen
.	$.	.
Nimmt	VVFIN	nehmen
man	PIS	man
z.	APPRART	zu+die
B.	NN	B.
100	CARD	@card@
Gran	NN	Gran
Quecksilberoxyd	NN	Quecksilberoxyd
und	KON	und
erhitzt	VVFIN	erhitzen
dieses	PDAT	dies
so	ADV	so
lange	ADV	lange
,	$,	,
bis	KON	bis
sich	PRF	sich
nichts	PIS	nichts
mehr	ADV	mehr
davon	PAV	davon
in	APPR	in
der	ART	die
Retorte	NN	Retorte
befindet	VVFIN	befinden
,	$,	,
und	KON	und
lässt	VVFIN	lassen
dann	ADV	dann
,	$,	,
damit	KOUS	damit
die	ART	die
Luft	NN	Luft
in	APPR	in
den	ART	die
Gefässen	NN	Gefäß
dieselbe	PDAT	dieselb
Temperatur	NN	Temperatur
wie	KOKOM	wie
vor	APPR	vor
dem	ART	die
Erhitzen	NN	Erhitzen
annimmt	VVFIN	annehmen
,	$,	,
die	ART	die
Retorte	NN	Retorte
erkalten	VVINF	erkalten
;	$.	;
so	ADV	so
wird	VAFIN	werden
,	$,	,
da	KOUS	da
das	ART	die
Glasrohr	NN	Glasrohr
bis	KON	bis
über	APPR	über
das	ART	die
Wasser	NN	Wasser
hervorragt	VVFIN	hervorragen
,	$,	,
die	ART	die
Luft	NN	Luft
aus	APPR	aus
dem	ART	die
Cylinder	NN	Cylinder
in	APPR	in
den	ART	die
Apparat	NN	Apparat
,	$,	,
der	PRELS	die
aus	APPR	aus
der	ART	die
Retorté	NN	Retorté
a	FM	a
,	$,	,
der	ART	die
Vorlage	NN	Vorlage
b	VVFIN	b
und	KON	und
dem	ART	die
Glasrohr	NN	Glasrohr
c	ADJD	c
besteht	VVFIN	bestehen
,	$,	,
zurücktreten	VVINF	zurücktreten
;	$.	;
der	ART	die
Apparat	NN	Apparat
wird	VAFIN	werden
genau	ADJD	genau
dem	ART	die
Maass	NN	Maass
nach	APPR	nach
dieselbe	PDAT	dieselb
Luft	NN	Luft
enthalten	VVPP	enthalten
wie	KOKOM	wie
vorher	ADV	vorher
,	$,	,
und	KON	und
in	APPR	in
dem	ART	die
Cylinder	NN	Cylinder
wird	VAFIN	werden
man	PIS	man
genau	ADJD	genau
dem	ART	die
Maass	NN	Maass
nach	APPR	nach
die	ART	die
Menge	NN	Menge
des	ART	die
Körpers	NN	Körper
erhalten	VVPP	erhalten
,	$,	,
welche	PRELS	welche
beim	APPRART	bei+die
Erhitzen	NN	Erhitzen
des	ART	die
Quecksilberoxyds	NN	Quecksilberoxyds
gebildet	VVPP	bilden
wurde	VAFIN	werden
.	$.	.
Das	ART	die
flüssige	ADJA	flüssig
Metall	NN	Metall
,	$,	,
welches	PRELS	welche
man	PIS	man
auf	APPR	auf
diese	PDAT	dies
Weise	NN	Weise
erhält	VVFIN	erhalten
,	$,	,
wiegt	VVFIN	wiegen
92	CARD	@card@
Gran	NN	Gran
,	$,	,
und	KON	und
im	APPRART	in+die
Cylinder	NN	Cylinder
sind	VAFIN	sein
16	CARD	@card@
Cubikzoll	NN	Cubikzoll
Wasser	NN	Wasser
verdrängt	VVPP	verdrängen
;	$.	;
16	CARD	@card@
Cubikzoll	NN	Cubikzoll
des	ART	die
Körpers	NN	Körper
,	$,	,
der	PRELS	die
das	ART	die
Wasser	NN	Wasser
verdrängte	VVFIN	verdrängen
,	$,	,
wiegen	VVINF	wiegen
(	$(	(
bei	APPR	bei
der	ART	die
atmosphärischen	ADJA	atmosphärisch
Luft	NN	Luft
wird	VAFIN	werden
dies	PDS	dies
Gewicht	NN	Gewicht
genau	ADJD	genau
angegeben	VVPP	angeben
werden	VAINF	werden
)	$(	)
ungefähr	ADJD	ungefähr
8	CARD	@card@
Gran	NN	Gran
.	$.	.
Das	ART	die
angewandte	ADJA	angewandt
Quecksilberoxyd	NN	Quecksilberoxyd
wiegt	VVFIN	wiegen
also	ADV	also
eben	ADV	eben
so	ADV	so
viel	PIS	viele
,	$,	,
als	KOUS	als
das	ART	die
tropfbar-flüssige	ADJA	tropfbar-flüssige
Metall	NN	Metall
und	KON	und
der	ART	die
gasförmige	ADJA	gasförmig
Körper	NN	Körper
,	$,	,
in	APPR	in
welche	PRELS	welche
es	PPER	es
durch	APPR	durch
die	ART	die
Hitze	NN	Hitze
zerlegt	VVPP	zerlegen
wurde	VAFIN	werden
.	$.	.
Bei	APPR	bei
der	ART	die
gewöhnlichen	ADJA	gewöhnlich
Temperatur	NN	Temperatur
der	ART	die
Luft	NN	Luft
ist	VAFIN	sein
nur	ADV	nur
ein	ART	eine
Metall	NN	Metall
,	$,	,
das	ART	die
Quecksilber	NN	Quecksilber
nämlich	ADV	nämlich
,	$,	,
tropfbar-flüssig	ADJD	tropfbar-flüssig
;	$.	;
es	PPER	es
ist	VAFIN	sein
,	$,	,
wie	KOUS	wie
alle	PIAT	alle
Metalle	NN	Metall
,	$,	,
ein	ART	eine
einfacher	ADJA	einfach
Körper	NN	Körper
,	$,	,
das	PRELS	die
heisst	VVFIN	heißen
,	$,	,
wir	PPER	wir
sind	VAFIN	sein
nicht	PTKNEG	nicht
im	APPRART	in+die
Stande	NN	Stand
,	$,	,
es	PPER	es
zu	PTKZU	zu
zerlegen	VVINF	zerlegen
.	$.	.
Der	ART	die
andere	PIAT	andere
Körper	NN	Körper
,	$,	,
den	PRELS	die
man	PIS	man
durch	APPR	durch
Erhitzen	NN	Erhitzen
vom	APPRART	von+die
Quecksilber	NN	Quecksilber
trennt	VVFIN	trennen
,	$,	,
ist	VAFIN	sein
gleichfalls	ADV	gleichfalls
ein	ART	eine
einfacher	ADJA	einfach
Körper	NN	Körper
,	$,	,
den	PRELS	die
man	PIS	man
Sauerstoff	NN	Sauerstoff
nennt	VVFIN	nennen
,	$,	,
und	KON	und
da	KOUS	da
man	PIS	man
diesen	PDAT	dies
als	KOKOM	als
einfachen	ADJA	einfach
Körper	NN	Körper
nur	ADV	nur
gasförmig	ADJD	gasförmig
erhalten	VVINF	erhalten
kann	VMFIN	können
,	$,	,
Sauerstoffgas	NN	Sauerstoffgas
.	$.	.
Dem	PDS	die
äussern	VVFIN	äußern
Ansehen	NN	Ansehen
nach	APPO	nach
ist	VAFIN	sein
er	PPER	er
nicht	PTKNEG	nicht
von	APPR	von
der	ART	die
atmosphärischen	ADJA	atmosphärisch
Luft	NN	Luft
,	$,	,
von	APPR	von
der	ART	die
Kohlensäure	NN	Kohlensäure
und	KON	und
den	ART	die
anderen	PIS	andere
farbenlosen	ADJA	farbenlosen
Gasarten	NN	Gasarten
zu	PTKZU	zu
unterscheiden	VVINF	unterscheiden
;	$.	;
ein	ART	eine
glühender	ADJA	glühend
Holzspahn	NN	Holzspahn
aber	KON	aber
entzündet	VVFIN	entzünden
sich	PRF	sich
,	$,	,
wenn	KOUS	wenn
man	PIS	man
ihn	PPER	er
in	APPR	in
einen	ART	eine
Cylinder	NN	Cylinder
,	$,	,
der	PRELS	die
mit	APPR	mit
Sauerstoff	NN	Sauerstoff
gefüllt	VVPP	füllen
ist	VAFIN	sein
,	$,	,
hinein	ADV	hinein
bringt	VVFIN	bringen
,	$,	,
und	KON	und
brennt	VVFIN	brennen
heftig	ADJD	heftig
fort	PTKVZ	fort
;	$.	;
in	APPR	in
atmosphärischer	ADJA	atmosphärisch
Luft	NN	Luft
glimmt	VVFIN	glimmen
er	PPER	er
nur	ADV	nur
fort	PTKVZ	fort
,	$,	,
entzündet	VVFIN	entzünden
sich	PRF	sich
aber	ADV	aber
nicht	PTKNEG	nicht
wieder	ADV	wieder
.	$.	.
Ein	ART	eine
entzündeter	ADJA	entzündet
Holzspahn	NN	Holzspahn
brennt	VVFIN	brennen
in	APPR	in
atmosphärischer	ADJA	atmosphärisch
Luft	NN	Luft
fort	PTKVZ	fort
;	$.	;
in	APPR	in
einem	ART	eine
Cylinder	NN	Cylinder
mit	APPR	mit
Kohlensäure	NN	Kohlensäure
erlöscht	VVFIN	erlöscht
er	PPER	er
aber	ADV	aber
augenblicklich	ADJD	augenblicklich
.	$.	.
Ein	ART	eine
angezündeter	ADJA	angezündet
Schwamm	NN	Schwamm
glimmt	VVFIN	glimmen
in	APPR	in
atmosphärischer	ADJA	atmosphärisch
Luft	NN	Luft
fort	PTKVZ	fort
,	$,	,
verlöscht	VVFIN	verlöschen
in	APPR	in
Kohlensäure	NN	Kohlensäure
und	KON	und
brennt	VVFIN	brennen
mit	APPR	mit
Flamme	NN	Flamme
im	APPRART	in+die
Sauerstoffgas	NN	Sauerstoffgas
.	$.	.
Alle	PIAT	alle
brennende	ADJA	brennend
Körper	NN	Körper
brennen	VVFIN	brennen
viel	ADV	viel
rascher	ADJD	rasch
im	APPRART	in+die
Sauerstoffgas	NN	Sauerstoffgas
,	$,	,
als	KOKOM	als
in	APPR	in
atmosphärischer	ADJA	atmosphärisch
Luft	NN	Luft
.	$.	.
Wenn	KOUS	wenn
man	PIS	man
ein	ART	eine
gläsernes	ADJA	gläsernes
Rohr	NN	Rohr
von	APPR	von
ungefähr	ADJD	ungefähr
einem	ART	eine
Zoll	NN	Zoll
inneren	ADJA	inner
Durchmesser	NN	Durchmesser
und	KON	und
acht	CARD	acht
Zoll	NN	Zoll
Höhe	NN	Höhe
mit	APPR	mit
Quecksilber	NN	Quecksilber
füllt	VVFIN	füllen
und	KON	und
umkehrt	VVFIN	umkehren
,	$,	,
so	ADV	so
dass	KOUS	dass
es	PPER	es
im	APPRART	in+die
Quecksilber	NN	Quecksilber
steht	VVFIN	stehen
,	$,	,
und	KON	und
ein	ART	eine
Stückchen	NN	Stückchen
Phosphor	NN	Phosphor
hineinbringt	VVFIN	hineinbringen
,	$,	,
das	PRELS	die
,	$,	,
da	KOUS	da
es	PPER	es
leichter	ADJD	leicht
als	KOKOM	als
Quecksilber	NN	Quecksilber
ist	VAFIN	sein
,	$,	,
bis	KOUS	bis
oben	ADV	oben
im	APPRART	in+die
Rohr	NN	Rohr
heraufsteigt	VVFIN	heraufsteigt
;	$.	;
dann	ADV	dann
eine	ART	eine
kleine	ADJA	klein
Flasche	NN	Flasche
mit	APPR	mit
Sauerstoffgas	NN	Sauerstoffgas
füllt	VVFIN	füllen
,	$,	,
und	KON	und
das	ART	die
Sauerstoffgas	NN	Sauerstoffgas
in	APPR	in
kleinen	ADJA	klein
Blasen	NN	Blase|Blasen
aus	APPR	aus
der	ART	die
Flasche	NN	Flasche
im	APPRART	in+die
Cylinder	NN	Cylinder
in	APPR	in
die	ART	die
Höhe	NN	Höhe
steigen	VVINF	steigen
lässt	VVFIN	lassen
:	$.	:
so	ADV	so
erzeugt	VVPP	erzeugen
,	$,	,
wenn	KOUS	wenn
der	ART	die
Phosphor	NN	Phosphor
vorher	ADV	vorher
durch	APPR	durch
ein	ART	eine
Körperchen	NN	Körperchen
von	APPR	von
Eisendraht	NN	Eisendraht
mit	APPR	mit
glühenden	ADJA	glühend
Kohlen	NN	Kohle
bis	KON	bis
zum	APPRART	zu+die
Schmelzen	NN	Schmelze|Schmelzen
erwärmt	VVPP	erwärmen
war	VAFIN	sein
,	$,	,
jede	PIAT	jede
Blase	NN	Blase
Sauerstoffgas	NN	Sauerstoffgas
,	$,	,
wenn	KOUS	wenn
sie	PPER	sie
zum	APPRART	zu+die
Phosphor	NN	Phosphor
kömmt	VVFIN	kömmt
,	$,	,
ein	ART	eine
Verbrennen	NN	Verbrennen
und	KON	und
verschwindet	VVFIN	verschwinden
vollständig	ADJD	vollständig
.	$.	.
Bei	APPR	bei
einer	ART	eine
hinreichenden	ADJA	hinreichend
Menge	NN	Menge
Phosphor	NN	Phosphor
kann	VMFIN	können
man	PIS	man
eine	ART	eine
grosse	ADJA	groß
Menge	NN	Menge
Sauerstoffgas	NN	Sauerstoffgas
auf	APPR	auf
diese	PDAT	dies
Weise	NN	Weise
durch	APPR	durch
Verbrennen	NN	Verbrennen
verschwinden	VVINF	verschwinden
lassen	VVINF	lassen
;	$.	;
wird	VAFIN	werden
so	ADV	so
viel	PIAT	viele
Sauerstoff	NN	Sauerstoff
hinzugelassen	VVFIN	hinzugelassen
,	$,	,
dass	KOUS	dass
kein	PIAT	keine
Verbrennen	NN	Verbrennen
mehr	ADV	mehr
entsteht	VVFIN	entstehen
,	$,	,
so	ADV	so
ist	VAFIN	sein
auch	ADV	auch
der	ART	die
Phosphor	NN	Phosphor
verschwunden	VVPP	verschwinden
,	$,	,
und	KON	und
ein	ART	eine
Körper	NN	Körper
entstanden	VVPP	entstehen
,	$,	,
der	PRELS	die
ganz	ADV	ganz
andere	PIAT	andere
Eigenschaften	NN	Eigenschaft
als	KOKOM	als
Phosphor	NN	Phosphor
und	KON	und
Sauerstoff	NN	Sauerstoff
hat	VAFIN	haben
,	$,	,
Phosphorsäure	NN	Phosphorsäure
nämlich	ADV	nämlich
,	$,	,
die	PRELS	die
,	$,	,
wie	KOUS	wie
aus	APPR	aus
diesem	PDAT	dies
Versuche	NN	Versuch
folgt	VVFIN	folgen
,	$,	,
durch	APPR	durch
die	ART	die
Verbindung	NN	Verbindung
dieser	PDAT	dies
beiden	PIAT	beide
Substanzen	NN	Substanz
entstanden	VVPP	entstehen
ist	VAFIN	sein
.	$.	.
Nimmt	VVFIN	nehmen
man	PIS	man
atmosphärische	ADJA	atmosphärisch
Luft	NN	Luft
statt	APPR	statt
Sauerstoff	NN	Sauerstoff
,	$,	,
so	ADV	so
verschwindet	VVFIN	verschwinden
nur	ADV	nur
ungefähr	ADJD	ungefähr
der	ART	die
fünfte	ADJA	fünft
Theil	NN	Theil
davon	PAV	davon
dem	ART	die
Maass	NN	Maass
nach	PTKVZ	nach
,	$,	,
indem	KOUS	indem
sich	PRF	sich
gleichfalls	ADV	gleichfalls
Phosphorsäure	NN	Phosphorsäure
bildet	VVFIN	bilden
;	$.	;
in	APPR	in
dem	ART	die
Gase	NN	Gas
,	$,	,
was	PWS	was
zurückbleibt	VVFIN	zurückbleiben
,	$,	,
verlöschen	VVINF	verlöschen
alsdann	VVFIN	alsdann
die	ART	die
brennenden	ADJA	brennend
Körper	NN	Körper
,	$,	,
woraus	PWAV	woraus
man	PIS	man
schliessen	VVINF	schließen
kann	VMFIN	können
,	$,	,
dass	KOUS	dass
die	ART	die
atmosphärische	ADJA	atmosphärisch
Luft	NN	Luft
Sauerstoff	NN	Sauerstoff
,	$,	,
der	PRELS	die
die	ART	die
Ursache	NN	Ursache
der	ART	die
gewöhnlichen	ADJA	gewöhnlich
Verbrennungserscheinungen	NN	Verbrennungserscheinungen
ist	VAFIN	sein
,	$,	,
und	KON	und
ausserdem	ADV	außerdem
noch	ADV	noch
eine	ART	eine
andere	PIAT	andere
Gasart	NN	Gasart
enthalte	VVFIN	enthalten
.	$.	.
Beim	APPRART	bei+die
Stickstoff	NN	Stickstoff
und	KON	und
bei	APPR	bei
der	ART	die
atmosphärischen	ADJA	atmosphärisch
Luft	NN	Luft
wird	VAFIN	werden
diese	PDAT	dies
Vermuthung	NN	Vermuthung
bewiesen	VVPP	beweisen
werden	VAINF	werden
.	$.	.
Als	KOKOM	als
Bestandtheil	NN	Bestandtheil
der	ART	die
atmosphärischen	ADJA	atmosphärisch
Luft	NN	Luft
,	$,	,
als	KOUS	als
die	ART	die
Substanz	NN	Substanz
,	$,	,
die	PRELS	die
das	ART	die
Verbrennen	NN	Verbrennen
hervorbringt	VVFIN	hervorbringen
,	$,	,
und	KON	und
als	KOKOM	als
Bestandtheil	NN	Bestandtheil
des	ART	die
grössten	ADJA	groß
Theils	NN	Theils
der	ART	die
chemischen	ADJA	chemisch
Verbindungen	NN	Verbindung
,	$,	,
die	PRELS	die
wir	PPER	wir
zu	PTKZU	zu
untersuchen	VVINF	untersuchen
haben	VAFIN	haben
,	$,	,
ist	VAFIN	sein
der	ART	die
Sauerstoff	NN	Sauerstoff
von	APPR	von
allen	PIAT	alle
Körpern	NN	Körper
der	ART	die
interessanteste	ADJA	interessant
für	APPR	für
uns	PPER	wir
.	$.	.
Um	KOUI	um
die	ART	die
Eigenschaften	NN	Eigenschaft
dieses	PDAT	dies
wichtigen	ADJA	wichtig
Körpers	NN	Körper
studiren	NN	studiren
zu	PTKZU	zu
können	VMINF	können
,	$,	,
muss	VMFIN	müssen
man	PIS	man
sich	PRF	sich
ihn	PPER	er
in	APPR	in
grösserer	ADJA	groß
Quantität	NN	Quantität
,	$,	,
als	KOUS	als
dies	PDS	dies
aus	APPR	aus
dem	ART	die
theuren	ADJA	theuren
Quecksilberoxyd	NN	Quecksilberoxyd
geschehen	VVINF	geschehen
kann	VMFIN	können
,	$,	,
darstellen	VVFIN	darstellen
.	$.	.
Man	PIS	man
wendet	VVFIN	wenden
dazu	PAV	dazu
ein	ART	eine
Mineral	NN	Mineral
,	$,	,
eine	ART	eine
chemische	ADJA	chemisch
Verbindung	NN	Verbindung
,	$,	,
die	PRELS	die
in	APPR	in
der	ART	die
Natur	NN	Natur
vorkommt	VVFIN	vorkommen
,	$,	,
die	PRELS	die
man	PIS	man
Braunstein	NE	Braunstein
nennt	VVFIN	nennen
,	$,	,
an	PTKVZ	an
:	$.	:
wenn	KOUS	wenn
es	PPER	es
ganz	ADV	ganz
rein	ADV	rein
ist	VAFIN	sein
,	$,	,
so	ADV	so
besteht	VVFIN	bestehen
es	PPER	es
aus	APPR	aus
100	CARD	@card@
Theilen	NN	Theilen
Mangan	NN	Mangan
,	$,	,
welches	PRELS	welche
ein	ART	eine
Metall	NN	Metall
ist	VAFIN	sein
,	$,	,
das	PRELS	die
dem	ART	die
Eisen	NN	Eisen
in	APPR	in
seinen	PPOSAT	sein
Eigenschaften	NN	Eigenschaft
sehr	ADV	sehr
ähnlich	ADJD	ähnlich
ist	VAFIN	sein
,	$,	,
und	KON	und
56,22	CARD	@card@
Sauerstoff	NN	Sauerstoff
.	$.	.
Wenn	KOUS	wenn
man	PIS	man
diese	PDAT	dies
Substanz	NN	Substanz
erhitzt	VVPP	erhitzen
,	$,	,
so	ADV	so
wird	VAFIN	werden
nicht	PTKNEG	nicht
die	ART	die
ganze	ADJA	ganz
Menge	NN	Menge
Sauerstoff	NN	Sauerstoff
,	$,	,
wie	KOKOM	wie
beim	APPRART	bei+die
Quecksilber	NN	Quecksilber
,	$,	,
vom	APPRART	von+die
Metall	NN	Metall
getrennt	VVPP	trennen
,	$,	,
sondern	KON	sondern
nur	ADV	nur
ein	ART	eine
Theil	NN	Theil
,	$,	,
und	KON	und
eine	ART	eine
Verbindung	NN	Verbindung
von	APPR	von
Manganmetall	NN	Manganmetall
mit	APPR	mit
weniger	PIAT	wenige
Sauerstoff	NN	Sauerstoff
bleibt	VVFIN	bleiben
zurück	PTKVZ	zurück
,	$,	,
in	APPR	in
welcher	PRELS	welche
100	CARD	@card@
Theile	NE	Theile
Mangan	NN	Mangan
mit	APPR	mit
37,48	CARD	@card@
Sauerstoff	NN	Sauerstoff
verbunden	VVPP	verbinden
sind	VAFIN	sein
.	$.	.
Diese	PDAT	dies
Zersetzung	NN	Zersetzung
macht	VVFIN	machen
man	PIS	man
am	PTKA	am
besten	ADJD	gut
in	APPR	in
einer	ART	eine
Flasche	NN	Flasche
von	APPR	von
Gusseisen	NN	Gusseisen
,	$,	,
in	APPR	in
die	PRELS	die
ungefähr	ADJD	ungefähr
ein	ART	eine
Pfund	NN	Pfund
Braunstein	NE	Braunstein
hineingeht	VVFIN	hineingehen
.	$.	.
In	APPR	in
die	ART	die
Oeffnung	NN	Oeffnung
der	ART	die
Flasche	NN	Flasche
passt	VVFIN	passen
ein	ART	eine
Stück	NN	Stück
eines	ART	eine
Flintenlaufs	NN	Flintenlaufs
b	VVFIN	b
,	$,	,
das	ART	die
darin	PAV	darin
eingeschliffen	VVPP	einschleifen
wird	VAFIN	werden
,	$,	,
und	KON	und
das	PDS	die
,	$,	,
damit	KOUS	damit
es	PPER	es
vollkommen	ADJD	vollkommen
schliefst	VVFIN	schliefst
,	$,	,
mit	APPR	mit
etwas	PIAT	etwas
Gypsbrei	NN	Gypsbrei
(	$(	(
gebrannter	ADJA	gebrannt
Gyps	NN	Gyps
mit	APPR	mit
Wasser	NN	Wasser
angerührt	VVPP	anrühren
)	$(	)
bestrichen	VVPP	bestreichen
wird	VAFIN	werden
;	$.	;
in	APPR	in
die	ART	die
eine	ART	eine
Oeffnung	NN	Oeffnung
des	ART	die
Flintenlaufs	NN	Flintenlaufs
passt	VVFIN	passen
ein	ART	eine
Kork	NN	Kork
c	VVFIN	c
,	$,	,
der	PRELS	die
mit	APPR	mit
einem	ART	eine
Glasrohr	NN	Glasrohr
d	ADJD	d
