I.	NE	I.
als	KOKOM	als
eine	ART	eine
endliche	ADJA	endlich
und	KON	und
beschraͤnkte	ADJA	beschraͤnkte
Vernunft	NN	Vernunft
.	$.	.
Ein	ART	eine
jedes	PIAT	jede
dieser	PDAT	dies
Individuen	NN	Individuum
aber	KON	aber
setzt	VVFIN	setzen
und	KON	und
muß	VMFIN	müssen
als	KOKOM	als
solches	PIS	solche
nothwendig	ADJD	nothwendig
eine	ART	eine
absolute	ADJA	absolut
,	$,	,
durchaus	ADV	durchaus
Eine	ART	eine
Vernunft	NN	Vernunft
voraussetzen	VVINF	voraussetzen
und	KON	und
sie	PPER	sie
daher	PAV	daher
einem	ART	eine
jeden	PIAT	jede
Individuo	NN	Individuo
anmuthen	VVFIN	anmuthen
.	$.	.
5	CARD	@card@
)	$(	)
Durch	APPR	durch
die	ART	die
Erscheinung	NN	Erscheinung
in	APPR	in
der	ART	die
Koͤrperwelt	NN	Koͤrperwelt
aber	ADV	aber
,	$,	,
sind	VAFIN	sein
diese	PDAT	dies
Individuen	NN	Individuum
an	APPR	an
sich	PRF	sich
und	KON	und
durch	APPR	durch
sich	PRF	sich
geschieden	VVPP	scheiden
,	$,	,
haben	VAFIN	haben
aber	ADV	aber
wie	KOKOM	wie
die	ART	die
absolute	ADJA	absolut
Intelligenz	NN	Intelligenz
,	$,	,
deren	PRELAT	die
verkleinertes	ADJA	verkleinert
Bild	NN	Bild
sie	PPER	sie
ja	PTKANT	ja
sind	VAFIN	sein
,	$,	,
das	ART	die
Bestreben	NN	Bestreben
,	$,	,
aus	APPR	aus
sich	PRF	sich
heraus	PTKVZ	heraus
zu	PTKZU	zu
gehen	VVINF	gehen
und	KON	und
sich	PRF	sich
unter	APPR	unter
einander	PRF	einander
als	KOKOM	als
Intelligenzen	NN	Intelligenz
zu	PTKZU	zu
vereinigen	VVINF	vereinigen
.	$.	.
6	CARD	@card@
)	$(	)
Diese	PDAT	dies
Individuen	NN	Individuum
aber	ADV	aber
haben	VAFIN	haben
einzig	ADJD	einzig
und	KON	und
allein	ADV	allein
einen	ART	eine
Beruͤhrungspunkt	NN	Beruͤhrungspunkt
in	APPR	in
der	ART	die
Koͤrperwelt	NN	Koͤrperwelt
und	KON	und
daher	PAV	daher
kann	VMFIN	können
sich	PRF	sich
die	ART	die
ihnen	PPER	sie
gemeinschaftliche	ADJA	gemeinschaftlich
Vernunft	NN	Vernunft
nur	ADV	nur
in	APPR	in
der	ART	die
aͤußern	ADJA	aͤußern
Anschauung	NN	Anschauung
und	KON	und
durch	APPR	durch
dieselbe	PDAT	dieselb
verknuͤpfen	NN	verknuͤpfen
.	$.	.
7	CARD	@card@
)	$(	)
Dasjenige	PDAT	dasjenig
was	PRELS	was
die	ART	die
einzelne	ADJA	einzeln
Vernunft	NN	Vernunft
in	APPR	in
der	ART	die
aͤußern	ADJA	aͤußern
Anschauung	NN	Anschauung
hervorbringt	VVFIN	hervorbringen
,	$,	,
um	KOUI	um
sich	PRF	sich
mit	APPR	mit
andern	PIS	andere
zu	APPR	zu
verknuͤpfen	NN	verknuͤpfen
,	$,	,
heißt	VVFIN	heißen
:	$.	:
eine	ART	eine
Darstellung	NN	Darstellung
.	$.	.
§	NN	§
.	$.	.
6	CARD	@card@
.	$.	.
Arten	NN	Art
der	ART	die
Darstellung	NN	Darstellung
.	$.	.
I	FM	I
)	$(	)
Obwohl	KOUS	obwohl
eine	ART	eine
jede	PIAT	jede
Darstellung	NN	Darstellung
eine	ART	eine
Aufforderung	NN	Aufforderung
an	APPR	an
die	ART	die
Vernunft	NN	Vernunft
uͤberhaupt	NE	uͤberhaupt
ist	VAFIN	sein
sich	PRF	sich
mit	APPR	mit
einer	ART	eine
andern	PIS	andere
zu	PTKZU	zu
vereinigen	VVINF	vereinigen
,	$,	,
so	ADV	so
ist	VAFIN	sein
dennoch	ADV	dennoch
der	ART	die
Zweck	NN	Zweck
bei	APPR	bei
der	ART	die
Darstellung	NN	Darstellung
selbst	ADV	selbst
verschieden	VVPP	verscheiden
.	$.	.
2	CARD	@card@
)	$(	)
Entweder	KON	entweder
stellt	VVFIN	stellen
nemlich	ADJD	nemlich
eine	ART	eine
Vernunft	NN	Vernunft
dar	PTKVZ	dar
als	KOKOM	als
eine	ART	eine
bloße	ADJA	bloß
Vernunft	NN	Vernunft
und	KON	und
dann	ADV	dann
ist	VAFIN	sein
das	ART	die
Produkt	NN	Produkt
ein	ART	eine
Abbild	NN	Abbild
der	ART	die
Vernunft	NN	Vernunft
selbst	ADV	selbst
,	$,	,
etwas	ADV	etwas
was	PWS	was
sich	PRF	sich
wie	KOKOM	wie
diese	PDS	diese
selbst	ADV	selbst
traͤgt	ADJD	traͤgt
und	KON	und
haͤlt	ADJD	haͤlt
,	$,	,
es	PPER	es
ist	VAFIN	sein
ein	ART	eine
Organismus	NN	Organismus
.	$.	.
Oder	KON	oder
die	ART	die
Intelligenz	NN	Intelligenz
stellt	VVFIN	stellen
dar	PTKVZ	dar
als	KOKOM	als
Individuum	NN	Individuum
,	$,	,
das	PRELS	die
heißt	VVFIN	heißen
als	KOKOM	als
eingeschraͤnkte	ADJA	eingeschraͤnkte
endliche	ADJA	endlich
Vernunft	NN	Vernunft
,	$,	,
als	KOKOM	als
Vernunft	NN	Vernunft
verknuͤpft	VVFIN	verknuͤpft
mit	APPR	mit
einem	ART	eine
Koͤrper	NN	Koͤrper
,	$,	,
sich	PRF	sich
bewegend	ADJD	bewegend
in	APPR	in
der	ART	die
Zeit	NN	Zeit
,	$,	,
eingeengt	VVPP	einengen
und	KON	und
bedraͤngt	VVFIN	bedraͤngt
durch	APPR	durch
empirische	ADJA	empirisch
Bedingungen	NN	Bedingung
,	$,	,
dann	ADV	dann
geht	VVFIN	gehen
auch	ADV	auch
die	ART	die
Darstellung	NN	Darstellung
auf	APPR	auf
etwas	PIAT	etwas
momentanes	ADJA	momentan
,	$,	,
zeitliches	ADJA	zeitlich
,	$,	,
individuelles	ADJA	individuell
.	$.	.
Jene	PDAT	jen
erste	ADJA	erst
Art	NN	Art
heiße	VVFIN	heißen
:	$.	:
eine	ART	eine
freie	ADJA	frei
Darstellung	NN	Darstellung
,	$,	,
jene	PDAT	jen
letztere	ADJA	letzt
Art	NN	Art
:	$.	:
gebundene	ADJA	gebunden
Darstellung	NN	Darstellung
,	$,	,
Darstellung	NN	Darstellung
mit	APPR	mit
dem	ART	die
Zwecke	NN	Zweck
der	ART	die
Mittheilung	NN	Mittheilung
.	$.	.
3	CARD	@card@
)	$(	)
Diese	PDAT	dies
Ansicht	NN	Ansicht
naͤher	ADJD	naͤher
zu	PTKZU	zu
erlaͤutern	VVINF	erlaͤutern
,	$,	,
diene	VVFIN	dienen
folgendes	ADJA	folgend
:	$.	:
a	FM	a
)	$(	)
Erstlich	ADJD	Erstlich
wird	VAFIN	werden
gar	ADV	gar
nicht	PTKNEG	nicht
gesagt	VVPP	sagen
,	$,	,
daß	KOUS	dass
die	ART	die
freie	ADJA	frei
Darstellung	NN	Darstellung
auch	ADV	auch
absolut	ADJD	absolut
verstaͤndlich	ADJD	verstaͤndlich
waͤre	VVFIN	waͤre
,	$,	,
aber	KON	aber
wohl	ADV	wohl
wird	VAFIN	werden
behauptet	VVPP	behaupten
,	$,	,
daß	KOUS	dass
sie	PPER	sie
den	ART	die
Zweck	NN	Zweck
habe	VAFIN	haben
es	PPER	es
zu	PTKA	zu
seyn	ADJD	seyn
und	KON	und
daß	KOUS	dass
allemal	ADV	allemal
da	ADV	da
,	$,	,
wo	PWAV	wo
die	ART	die
-	$(	-
Darstellung	NN	Darstellung
sich	PRF	sich
nur	ADV	nur
einer	ART	eine
absoluten	ADJA	absolut
Verstaͤndlichkeit	NN	Verstaͤndlichkeit
naͤhern	NN	naͤhern
koͤnne	VVFIN	koͤnne
,	$,	,
ein	ART	eine
objectiver	ADJA	objectiver
Grund	NN	Grund
(	$(	(
das	PDS	die
heißt	VVFIN	heißen
hier	ADV	hier
ein	ART	eine
Grund	NN	Grund
in	APPR	in
dem	ART	die
Dargestellten	NN	Dargestellte
liegend	ADJD	liegend
)	$(	)
dies	PDS	dies
verhindere	VVFIN	verhindern
.	$.	.
b	VVFIN	b
)	$(	)
Zweitens	ADV	zweitens
ist	VAFIN	sein
nicht	PTKNEG	nicht
behauptet	VVPP	behaupten
,	$,	,
daß	KOUS	dass
die	ART	die
gebundene	ADJA	gebunden
Darstellung	NN	Darstellung
nur	ADV	nur
individuell	ADJD	individuell
verstaͤndlich	ADJD	verstaͤndlich
sey	NE	sey
,	$,	,
denn	KON	denn
beide	PIS	beide
treffen	VVFIN	treffen
ja	ADV	ja
darin	PAV	darin
zusammen	PTKVZ	zusammen
,	$,	,
daß	KOUS	dass
sie	PPER	sie
sich	PRF	sich
an	APPR	an
eine	ART	eine
Vernunft	NN	Vernunft
wenden	VVFIN	wenden
,	$,	,
nur	ADV	nur
hat	VAFIN	haben
die	ART	die
gebundene	ADJA	gebunden
Darstellung	NN	Darstellung
allemal	ADV	allemal
einen	ART	eine
aͤußern	ADJA	aͤußern
Zweck	NN	Zweck
,	$,	,
haͤlt	VVFIN	haͤlt
und	KON	und
traͤgt	VVFIN	traͤgt
sich	PRF	sich
nicht	PTKNEG	nicht
durch	APPR	durch
sich	PRF	sich
,	$,	,
versinkt	VVFIN	versinken
in	APPR	in
den	ART	die
Moment	NN	Moment
und	KON	und
vergeht	VVFIN	vergehen
mit	APPR	mit
ihm	PPER	er
,	$,	,
entspringt	VVFIN	entspringen
aus	APPR	aus
dem	ART	die
Individuo	NN	Individuo
als	KOKOM	als
solchem	PIS	solche
und	KON	und
wendet	VVFIN	wenden
sich	PRF	sich
an	APPR	an
ein	ART	eine
Individuum	NN	Individuum
,	$,	,
zwar	ADV	zwar
als	KOKOM	als
Vernunft	NN	Vernunft
aber	ADV	aber
als	KOKOM	als
individuelle	ADJA	individuell
.	$.	.
Ein	ART	eine
Beispiel	NN	Beispiel
setze	VVFIN	setzen
es	PPER	es
voͤllig	ADJD	voͤllig
ins	APPRART	in+die
Licht	NN	Licht
.	$.	.
Freie	ADJA	frei
Darstellungen	NN	Darstellung
giebt	VVFIN	giebt
es	PPER	es
nur	ADV	nur
in	APPR	in
der	ART	die
Kunst	NN	Kunst
und	KON	und
Wissenschaft	NN	Wissenschaft
,	$,	,
jedes	PIAT	jede
Kunstwerk	NN	Kunstwerk
,	$,	,
jedes	PIAT	jede
System	NN	System
geht	VVFIN	gehen
zwar	ADV	zwar
vom	APPRART	von+die
Individuo	NN	Individuo
aus	PTKVZ	aus
,	$,	,
aber	KON	aber
wahrlich	ADV	wahrlich
nicht	PTKNEG	nicht
als	KOKOM	als
in	APPR	in
der	ART	die
Zeit	NN	Zeit
existirend	ADJD	existirend
,	$,	,
sondern	KON	sondern
von	APPR	von
demselben	PDAT	dieselb
als	KOKOM	als
bloße	ADJA	bloß
Vernunft	NN	Vernunft
als	KOKOM	als
etwas	ADV	etwas
ewigem	ADJA	ewig
.	$.	.
Dennoch	ADV	dennoch
aber	ADV	aber
ist	VAFIN	sein
ein	ART	eine
Werk	NN	Werk
der	ART	die
Dichtkunst	NN	Dichtkunst
und	KON	und
Philosophie	NN	Philosophie
nur	ADV	nur
dem	PDS	die
verstaͤndlich	ADJD	verstaͤndlich
,	$,	,
der	PRELS	die
die	ART	die
Sprache	NN	Sprache
kennt	VVFIN	kennen
,	$,	,
in	APPR	in
der	PRELS	die
es	PPER	es
dargestellt	VVPP	darstellen
worden	VAPP	werden
.	$.	.
Die	ART	die
Geberde	NN	Geberde
dagegen	PAV	dagegen
,	$,	,
mit	APPR	mit
der	PRELS	die
ein	ART	eine
Hungriger	NN	Hungrige
sein	PPOSAT	sein
Beduͤrfniß	NN	Beduͤrfniß
ausdruͤckt	VVFIN	ausdruͤckt
,	$,	,
ist	VAFIN	sein
allgemein	ADJD	allgemein
verstaͤndlich	ADJD	verstaͤndlich
,	$,	,
aber	KON	aber
sie	PPER	sie
entspringt	VVFIN	entspringen
nur	ADV	nur
aus	APPR	aus
einem	ART	eine
koͤrperlichen	ADJA	koͤrperlichen
Beduͤrfnisse	NN	Beduͤrfnisse
,	$,	,
dient	VVFIN	dienen
nur	ADV	nur
zur	APPRART	zu+die
Mittheilung	NN	Mittheilung
und	KON	und
ist	VAFIN	sein
unnuͤtz	ADJD	unnuͤtz
mit	APPR	mit
der	ART	die
Befriedigung	NN	Befriedigung
.	$.	.
